N EXPEDIENTE,FECHA,AUX-FECHA,HORA,AUX-HORA,DATE,URI-DATE,HORA INTERVALO,CALLE 1,AUX-CALLE 1,CALLE 2,AUX-CALLE 2,NUMERO,URI-CRUCE,DISTRITO,URI-DISTRITO,TIPO ACCIDENTE,ESTADO METEREOLÓGICO,TIPO VEHÍCULO,AUX-TIPO VEHÍCULO,TIPO PERSONA,AUX-TIPO PERSONA,RANGO DE EDAD,SEXO,AUX-SEXO,LESIVIDAD,URI-PERSONA
2020S002079,28/01/2020,28012020,16:30,1630,2020-01-28T16:30:00Z,28012020-1630,16:00-16:59,CALL. RAIMUNDO FERNANDEZ VILLAVERDE,call-raimundo-fernandez-villaverde,,,49,call-raimundo-fernandez-villaverde%49,TETUÁN,tetuan,Choque contra obstáculo fijo,Despejado,Motocicleta hasta 125cc,motocicleta-hasta-125cc,Conductor,conductor,35-39,Hombre,hombre,,hombre%35-39%conductor%motocicleta-hasta-125cc
2020S002079,28/01/2020,28012020,16:30,1630,2020-01-28T16:30:00Z,28012020-1630,16:00-16:59,CALL. RAIMUNDO FERNANDEZ VILLAVERDE,call-raimundo-fernandez-villaverde,,,49,call-raimundo-fernandez-villaverde%49,TETUÁN,tetuan,Choque contra obstáculo fijo,Despejado,Motocicleta > 125cc,motocicleta->-125cc,Conductor,conductor,,,,,conductor%motocicleta->-125cc
2020S002066,28/01/2020,28012020,16:00,1600,2020-01-28T16:00:00Z,28012020-1600,16:00-16:59,CALL. LUCHANA,call-luchana,,,3,call-luchana%3,CHAMBERÍ,chamberi,Colisión fronto-lateral,,Turismo,turismo,Conductor,conductor,35-39,Hombre,hombre,,hombre%35-39%conductor%turismo
2020S002066,28/01/2020,28012020,16:00,1600,2020-01-28T16:00:00Z,28012020-1600,16:00-16:59,CALL. LUCHANA,call-luchana,,,3,call-luchana%3,CHAMBERÍ,chamberi,Colisión fronto-lateral,,Turismo,turismo,Conductor,conductor,45-49,Hombre,hombre,,hombre%45-49%conductor%turismo
2020S002063,28/01/2020,28012020,16:00,1600,2020-01-28T16:00:00Z,28012020-1600,16:00-16:59,CALL. CONDESA VEGA DEL POZO,call-condesa-vega-del-pozo,CALL. VELILLA,call-velilla,,call-condesa-vega-del-pozo%call-velilla,VICÁLVARO,vicalvaro,Caída,Despejado,Motocicleta > 125cc,motocicleta->-125cc,Conductor,conductor,45-49,Hombre,hombre,2,hombre%45-49%conductor%motocicleta->-125cc%2
2020S002063,28/01/2020,28012020,16:00,1600,2020-01-28T16:00:00Z,28012020-1600,16:00-16:59,CALL. CONDESA VEGA DEL POZO,call-condesa-vega-del-pozo,CALL. VELILLA,call-velilla,,call-condesa-vega-del-pozo%call-velilla,VICÁLVARO,vicalvaro,Caída,Despejado,Turismo,turismo,Conductor,conductor,35-39,Mujer,mujer,14,mujer%35-39%conductor%turismo%14
2020S002063,28/01/2020,28012020,16:00,1600,2020-01-28T16:00:00Z,28012020-1600,16:00-16:59,CALL. CONDESA VEGA DEL POZO,call-condesa-vega-del-pozo,CALL. VELILLA,call-velilla,,call-condesa-vega-del-pozo%call-velilla,VICÁLVARO,vicalvaro,Caída,Despejado,Turismo,turismo,Pasajero,pasajero,0-5,Hombre,hombre,14,hombre%0-5%pasajero%turismo%14
2020S002062,28/01/2020,28012020,15:55,1555,2020-01-28T15:55:00Z,28012020-1555,15:00-15:59,CALL. ZURBANO,call-zurbano,,,44,call-zurbano%44,CHAMBERÍ,chamberi,Caída,Lluvia débil,Motocicleta hasta 125cc,motocicleta-hasta-125cc,Conductor,conductor,45-49,Mujer,mujer,7,mujer%45-49%conductor%motocicleta-hasta-125cc%7
2020S002069,28/01/2020,28012020,15:53,1553,2020-01-28T15:53:00Z,28012020-1553,15:00-15:59,AVDA. CIUDAD DE BARCELONA,avda-ciudad-de-barcelona,CALL. ALFONSO XII,call-alfonso-xii,,avda-ciudad-de-barcelona%call-alfonso-xii,RETIRO,retiro,Colisión fronto-lateral,,Motocicleta hasta 125cc,motocicleta-hasta-125cc,Conductor,conductor,25-29,Hombre,hombre,,hombre%25-29%conductor%motocicleta-hasta-125cc
2020S002069,28/01/2020,28012020,15:53,1553,2020-01-28T15:53:00Z,28012020-1553,15:00-15:59,AVDA. CIUDAD DE BARCELONA,avda-ciudad-de-barcelona,CALL. ALFONSO XII,call-alfonso-xii,,avda-ciudad-de-barcelona%call-alfonso-xii,RETIRO,retiro,Colisión fronto-lateral,,Furgoneta,furgoneta,Conductor,conductor,25-29,Hombre,hombre,,hombre%25-29%conductor%furgoneta
2020S002065,28/01/2020,28012020,15:50,1550,2020-01-28T15:50:00Z,28012020-1550,15:00-15:59,PASEO. PRADO,paseo-prado,PLAZA. CIBELES,plaza-cibeles,,paseo-prado%plaza-cibeles,RETIRO,retiro,Caída,Lluvia débil,Motocicleta hasta 125cc,motocicleta-hasta-125cc,Conductor,conductor,35-39,Mujer,mujer,7,mujer%35-39%conductor%motocicleta-hasta-125cc%7
2020S002052,28/01/2020,28012020,15:30,1530,2020-01-28T15:30:00Z,28012020-1530,15:00-15:59,CALL. GRAN VIA,call-gran-via,,,36,call-gran-via%36,CENTRO,centro,Atropello a persona,Lluvia débil,Motocicleta > 125cc,motocicleta->-125cc,Conductor,conductor,55-59,Hombre,hombre,7,hombre%55-59%conductor%motocicleta->-125cc%7
2020S002052,28/01/2020,28012020,15:30,1530,2020-01-28T15:30:00Z,28012020-1530,15:00-15:59,CALL. GRAN VIA,call-gran-via,,,36,call-gran-via%36,CENTRO,centro,Atropello a persona,Lluvia débil,Motocicleta > 125cc,motocicleta->-125cc,Peatón,peaton,55-59,Hombre,hombre,14,hombre%55-59%peaton%motocicleta->-125cc%14
2020S002101,28/01/2020,28012020,14:10,1410,2020-01-28T14:10:00Z,28012020-1410,14:00-14:59,ALBERTO AGUILERA,alberto-aguilera,,,46,alberto-aguilera%46,CHAMBERÍ,chamberi,Atropello a persona,Despejado,Otros vehículos con motor,otros-vehiculos-con-motor,Conductor,conductor,45-49,Hombre,hombre,,hombre%45-49%conductor%otros-vehiculos-con-motor
2020S002101,28/01/2020,28012020,14:10,1410,2020-01-28T14:10:00Z,28012020-1410,14:00-14:59,ALBERTO AGUILERA,alberto-aguilera,,,46,alberto-aguilera%46,CHAMBERÍ,chamberi,Atropello a persona,Despejado,Otros vehículos con motor,otros-vehiculos-con-motor,Peatón,peaton,MAYOR 74,Mujer,mujer,,mujer%MAYOR 74%peaton%otros-vehiculos-con-motor
2020S002047,28/01/2020,28012020,13:45,1345,2020-01-28T13:45:00Z,28012020-1345,13:00-13:59,CRA. SAN JERONIMO,cra-san-jeronimo,,,18,cra-san-jeronimo%18,CENTRO,centro,Alcance,Despejado,Turismo,turismo,Conductor,conductor,30-34,Hombre,hombre,,hombre%30-34%conductor%turismo
2020S002047,28/01/2020,28012020,13:45,1345,2020-01-28T13:45:00Z,28012020-1345,13:00-13:59,CRA. SAN JERONIMO,cra-san-jeronimo,,,18,cra-san-jeronimo%18,CENTRO,centro,Alcance,Despejado,Turismo,turismo,Conductor,conductor,35-39,Mujer,mujer,,mujer%35-39%conductor%turismo
2020S002047,28/01/2020,28012020,13:45,1345,2020-01-28T13:45:00Z,28012020-1345,13:00-13:59,CRA. SAN JERONIMO,cra-san-jeronimo,,,18,cra-san-jeronimo%18,CENTRO,centro,Alcance,Despejado,Turismo,turismo,Conductor,conductor,30-34,Hombre,hombre,,hombre%30-34%conductor%turismo
2020S002059,28/01/2020,28012020,13:15,1315,2020-01-28T13:15:00Z,28012020-1315,13:00-13:59,"AUTOV. M-30, CALZADA 1 PK 11.300","autov-m-30,-calzada-1-pk-11300",,,,"autov-m-30,-calzada-1-pk-11300",ARGANZUELA,arganzuela,Colisión múltiple,Despejado,Motocicleta > 125cc,motocicleta->-125cc,Conductor,conductor,25-29,Hombre,hombre,7,hombre%25-29%conductor%motocicleta->-125cc%7
2020S002059,28/01/2020,28012020,13:15,1315,2020-01-28T13:15:00Z,28012020-1315,13:00-13:59,"AUTOV. M-30, CALZADA 1 PK 11.300","autov-m-30,-calzada-1-pk-11300",,,,"autov-m-30,-calzada-1-pk-11300",ARGANZUELA,arganzuela,Colisión múltiple,Despejado,Furgoneta,furgoneta,Conductor,conductor,40-44,Hombre,hombre,14,hombre%40-44%conductor%furgoneta%14
2020S002059,28/01/2020,28012020,13:15,1315,2020-01-28T13:15:00Z,28012020-1315,13:00-13:59,"AUTOV. M-30, CALZADA 1 PK 11.300","autov-m-30,-calzada-1-pk-11300",,,,"autov-m-30,-calzada-1-pk-11300",ARGANZUELA,arganzuela,Colisión múltiple,Despejado,Turismo,turismo,Conductor,conductor,50-54,Hombre,hombre,14,hombre%50-54%conductor%turismo%14
2020S002059,28/01/2020,28012020,13:15,1315,2020-01-28T13:15:00Z,28012020-1315,13:00-13:59,"AUTOV. M-30, CALZADA 1 PK 11.300","autov-m-30,-calzada-1-pk-11300",,,,"autov-m-30,-calzada-1-pk-11300",ARGANZUELA,arganzuela,Colisión múltiple,Despejado,Turismo,turismo,Conductor,conductor,,,,,conductor%turismo
2020S002046,28/01/2020,28012020,13:10,1310,2020-01-28T13:10:00Z,28012020-1310,13:00-13:59,CALL. COSTA RICA,call-costa-rica,,,15,call-costa-rica%15,CHAMARTÍN,chamartin,Alcance,Nublado,Turismo,turismo,Conductor,conductor,50-54,Mujer,mujer,14,mujer%50-54%conductor%turismo%14
2020S002046,28/01/2020,28012020,13:10,1310,2020-01-28T13:10:00Z,28012020-1310,13:00-13:59,CALL. COSTA RICA,call-costa-rica,,,15,call-costa-rica%15,CHAMARTÍN,chamartin,Alcance,Nublado,Motocicleta hasta 125cc,motocicleta-hasta-125cc,Conductor,conductor,45-49,Hombre,hombre,2,hombre%45-49%conductor%motocicleta-hasta-125cc%2
2020S002042,28/01/2020,28012020,10:00,1000,2020-01-28T10:00:00Z,28012020-1000,10:00-10:59,CALL. SEGOVIA,call-segovia,PASEO. VIRGEN DEL PUERTO,paseo-virgen-del-puerto,,call-segovia%paseo-virgen-del-puerto,CENTRO,centro,Colisión lateral,Despejado,Turismo,turismo,Conductor,conductor,60-64,Hombre,hombre,,hombre%60-64%conductor%turismo
2020S002042,28/01/2020,28012020,10:00,1000,2020-01-28T10:00:00Z,28012020-1000,10:00-10:59,CALL. SEGOVIA,call-segovia,PASEO. VIRGEN DEL PUERTO,paseo-virgen-del-puerto,,call-segovia%paseo-virgen-del-puerto,CENTRO,centro,Colisión lateral,Despejado,Todo terreno,todo-terreno,Conductor,conductor,55-59,Hombre,hombre,,hombre%55-59%conductor%todo-terreno
2020S002043,28/01/2020,28012020,9:55,0955,2020-01-28T09:55:00Z,28012020-0955,09:00-09:59,AVDA. FILIPINAS,avda-filipinas,CALL. JESUS MAESTRO,call-jesus-maestro,,avda-filipinas%call-jesus-maestro,CHAMBERÍ,chamberi,Alcance,,Turismo,turismo,Conductor,conductor,45-49,Hombre,hombre,,hombre%45-49%conductor%turismo
2020S002043,28/01/2020,28012020,9:55,0955,2020-01-28T09:55:00Z,28012020-0955,09:00-09:59,AVDA. FILIPINAS,avda-filipinas,CALL. JESUS MAESTRO,call-jesus-maestro,,avda-filipinas%call-jesus-maestro,CHAMBERÍ,chamberi,Alcance,,Turismo,turismo,Conductor,conductor,25-29,Mujer,mujer,,mujer%25-29%conductor%turismo
2020S002553,28/01/2020,28012020,9:00,0900,2020-01-28T09:00:00Z,28012020-0900,09:00-09:59,GTA. MALAGA,gta-malaga,,,11,gta-malaga%11,USERA,usera,Colisión lateral,Despejado,Turismo,turismo,Conductor,conductor,55-59,Hombre,hombre,,hombre%55-59%conductor%turismo
2020S002553,28/01/2020,28012020,9:00,0900,2020-01-28T09:00:00Z,28012020-0900,09:00-09:59,GTA. MALAGA,gta-malaga,,,11,gta-malaga%11,USERA,usera,Colisión lateral,Despejado,Turismo,turismo,Conductor,conductor,50-54,Hombre,hombre,,hombre%50-54%conductor%turismo
2020S002034,28/01/2020,28012020,8:15,0815,2020-01-28T08:15:00Z,28012020-0815,08:00-08:59,CALL. SANTA ENGRACIA,call-santa-engracia,CALL. VIRIATO,call-viriato,,call-santa-engracia%call-viriato,CHAMBERÍ,chamberi,Atropello a persona,Nublado,Turismo,turismo,Conductor,conductor,50-54,Hombre,hombre,3,hombre%50-54%conductor%turismo%3
2020S002034,28/01/2020,28012020,8:15,0815,2020-01-28T08:15:00Z,28012020-0815,08:00-08:59,CALL. SANTA ENGRACIA,call-santa-engracia,CALL. VIRIATO,call-viriato,,call-santa-engracia%call-viriato,CHAMBERÍ,chamberi,Atropello a persona,Nublado,Turismo,turismo,Peatón,peaton,15-17,Hombre,hombre,3,hombre%15-17%peaton%turismo%3
2020S002036,28/01/2020,28012020,7:50,0750,2020-01-28T07:50:00Z,28012020-0750,07:00-07:59,CALL. REPUBLICA ESLOVACA,call-republica-eslovaca,,,5,call-republica-eslovaca%5,SAN BLAS-CANILLEJAS,san-blas-canillejas,Colisión lateral,Nublado,Turismo,turismo,Conductor,conductor,55-59,Hombre,hombre,,hombre%55-59%conductor%turismo
2020S002036,28/01/2020,28012020,7:50,0750,2020-01-28T07:50:00Z,28012020-0750,07:00-07:59,CALL. REPUBLICA ESLOVACA,call-republica-eslovaca,,,5,call-republica-eslovaca%5,SAN BLAS-CANILLEJAS,san-blas-canillejas,Colisión lateral,Nublado,Turismo,turismo,Conductor,conductor,30-34,Mujer,mujer,,mujer%30-34%conductor%turismo
2020S002036,28/01/2020,28012020,7:50,0750,2020-01-28T07:50:00Z,28012020-0750,07:00-07:59,CALL. REPUBLICA ESLOVACA,call-republica-eslovaca,,,5,call-republica-eslovaca%5,SAN BLAS-CANILLEJAS,san-blas-canillejas,Colisión lateral,Nublado,Turismo,turismo,Pasajero,pasajero,35-39,Hombre,hombre,,hombre%35-39%pasajero%turismo
2020S002036,28/01/2020,28012020,7:50,0750,2020-01-28T07:50:00Z,28012020-0750,07:00-07:59,CALL. REPUBLICA ESLOVACA,call-republica-eslovaca,,,5,call-republica-eslovaca%5,SAN BLAS-CANILLEJAS,san-blas-canillejas,Colisión lateral,Nublado,Turismo,turismo,Pasajero,pasajero,0-5,Hombre,hombre,,hombre%0-5%pasajero%turismo
2020S002036,28/01/2020,28012020,7:50,0750,2020-01-28T07:50:00Z,28012020-0750,07:00-07:59,CALL. REPUBLICA ESLOVACA,call-republica-eslovaca,,,5,call-republica-eslovaca%5,SAN BLAS-CANILLEJAS,san-blas-canillejas,Colisión lateral,Nublado,Turismo,turismo,Pasajero,pasajero,0-5,Hombre,hombre,,hombre%0-5%pasajero%turismo
2020S002058,28/01/2020,28012020,7:40,0740,2020-01-28T07:40:00Z,28012020-0740,07:00-07:59,"AUTOV. M-30,TUNEL 15NL42","autov-m-30,tunel-15nl42",,,,"autov-m-30,tunel-15nl42",ARGANZUELA,arganzuela,Alcance,Despejado,Turismo,turismo,Conductor,conductor,45-49,Mujer,mujer,,mujer%45-49%conductor%turismo
2020S002058,28/01/2020,28012020,7:40,0740,2020-01-28T07:40:00Z,28012020-0740,07:00-07:59,"AUTOV. M-30,TUNEL 15NL42","autov-m-30,tunel-15nl42",,,,"autov-m-30,tunel-15nl42",ARGANZUELA,arganzuela,Alcance,Despejado,Furgoneta,furgoneta,Conductor,conductor,45-49,Hombre,hombre,14,hombre%45-49%conductor%furgoneta%14
2020S003338,28/01/2020,28012020,7:40,0740,2020-01-28T07:40:00Z,28012020-0740,07:00-07:59,CALL. DOCTOR ESQUERDO,call-doctor-esquerdo,,,6,call-doctor-esquerdo%6,SALAMANCA,salamanca,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),bicicleta-epac-(pedaleo-asistido),Conductor,conductor,15-17,Hombre,hombre,1,hombre%15-17%conductor%bicicleta-epac-(pedaleo-asistido)%1
2020S002057,28/01/2020,28012020,7:30,0730,2020-01-28T07:30:00Z,28012020-0730,07:00-07:59,"AUTOV. M-30, CALZADA 1 PK 19.900","autov-m-30,-calzada-1-pk-19900",,,,"autov-m-30,-calzada-1-pk-19900",MONCLOA-ARAVACA,moncloa-aravaca,Colisión múltiple,Despejado,Turismo,turismo,Conductor,conductor,30-34,Hombre,hombre,14,hombre%30-34%conductor%turismo%14
2020S002057,28/01/2020,28012020,7:30,0730,2020-01-28T07:30:00Z,28012020-0730,07:00-07:59,"AUTOV. M-30, CALZADA 1 PK 19.900","autov-m-30,-calzada-1-pk-19900",,,,"autov-m-30,-calzada-1-pk-19900",MONCLOA-ARAVACA,moncloa-aravaca,Colisión múltiple,Despejado,Turismo,turismo,Conductor,conductor,45-49,Mujer,mujer,7,mujer%45-49%conductor%turismo%7
2020S002057,28/01/2020,28012020,7:30,0730,2020-01-28T07:30:00Z,28012020-0730,07:00-07:59,"AUTOV. M-30, CALZADA 1 PK 19.900","autov-m-30,-calzada-1-pk-19900",,,,"autov-m-30,-calzada-1-pk-19900",MONCLOA-ARAVACA,moncloa-aravaca,Colisión múltiple,Despejado,Turismo,turismo,Conductor,conductor,35-39,Hombre,hombre,14,hombre%35-39%conductor%turismo%14
2020S002057,28/01/2020,28012020,7:30,0730,2020-01-28T07:30:00Z,28012020-0730,07:00-07:59,"AUTOV. M-30, CALZADA 1 PK 19.900","autov-m-30,-calzada-1-pk-19900",,,,"autov-m-30,-calzada-1-pk-19900",MONCLOA-ARAVACA,moncloa-aravaca,Colisión múltiple,Despejado,Turismo,turismo,Conductor,conductor,40-44,Hombre,hombre,14,hombre%40-44%conductor%turismo%14
2020S002057,28/01/2020,28012020,7:30,0730,2020-01-28T07:30:00Z,28012020-0730,07:00-07:59,"AUTOV. M-30, CALZADA 1 PK 19.900","autov-m-30,-calzada-1-pk-19900",,,,"autov-m-30,-calzada-1-pk-19900",MONCLOA-ARAVACA,moncloa-aravaca,Colisión múltiple,Despejado,Turismo,turismo,Conductor,conductor,,Mujer,mujer,14,mujer%conductor%turismo%14
2020S002029,28/01/2020,28012020,3:30,0330,2020-01-28T03:30:00Z,28012020-0330,03:00-03:59,AVDA. MONTECARMELO,avda-montecarmelo,CALL. AFUERAS A VALVERDE,call-afueras-a-valverde,,avda-montecarmelo%call-afueras-a-valverde,FUENCARRAL-EL PARDO,fuencarral-el-pardo,Otro,Despejado,Turismo,turismo,Conductor,conductor,,,,,conductor%turismo
2020S002177,29/01/2020,29012020,23:05,2305,2020-01-29T23:05:00Z,29012020-2305,23:00-23:59,PASEO. CASTELLANA,paseo-castellana,,,40,paseo-castellana%40,SALAMANCA,salamanca,Colisión lateral,Despejado,Turismo,turismo,Conductor,conductor,60-64,Hombre,hombre,,hombre%60-64%conductor%turismo
2020S002177,29/01/2020,29012020,23:05,2305,2020-01-29T23:05:00Z,29012020-2305,23:00-23:59,PASEO. CASTELLANA,paseo-castellana,,,40,paseo-castellana%40,SALAMANCA,salamanca,Colisión lateral,Despejado,Turismo,turismo,Conductor,conductor,50-54,Hombre,hombre,,hombre%50-54%conductor%turismo
2020S002231,29/01/2020,29012020,22:15,2215,2020-01-29T22:15:00Z,29012020-2215,22:00-22:59,CALL. MOTILLA DEL PALANCAR,call-motilla-del-palancar,,,34,call-motilla-del-palancar%34,HORTALEZA,hortaleza,Choque contra obstáculo fijo,Despejado,Furgoneta,furgoneta,Conductor,conductor,,,,,conductor%furgoneta
2020S002231,29/01/2020,29012020,22:15,2215,2020-01-29T22:15:00Z,29012020-2215,22:00-22:59,CALL. MOTILLA DEL PALANCAR,call-motilla-del-palancar,,,34,call-motilla-del-palancar%34,HORTALEZA,hortaleza,Choque contra obstáculo fijo,Despejado,Turismo,turismo,Conductor,conductor,,,,,conductor%turismo
2020S002174,29/01/2020,29012020,22:00,2200,2020-01-29T22:00:00Z,29012020-2200,22:00-22:59,CALL. ZAFIRO,call-zafiro,,,14,call-zafiro%14,VILLAVERDE,villaverde,Choque contra obstáculo fijo,Despejado,Tractocamión,tractocamion,Conductor,conductor,50-54,Hombre,hombre,,hombre%50-54%conductor%tractocamion
2020S002173,29/01/2020,29012020,21:20,2120,2020-01-29T21:20:00Z,29012020-2120,21:00-21:59,PSAJE. ENRIQUE VELASCO,psaje-enrique-velasco,TRVA. ENRIQUE VELASCO,trva-enrique-velasco,,psaje-enrique-velasco%trva-enrique-velasco,PUENTE DE VALLECAS,puente-de-vallecas,Alcance,Despejado,Turismo,turismo,Conductor,conductor,40-44,Hombre,hombre,,hombre%40-44%conductor%turismo
2020S002173,29/01/2020,29012020,21:20,2120,2020-01-29T21:20:00Z,29012020-2120,21:00-21:59,PSAJE. ENRIQUE VELASCO,psaje-enrique-velasco,TRVA. ENRIQUE VELASCO,trva-enrique-velasco,,psaje-enrique-velasco%trva-enrique-velasco,PUENTE DE VALLECAS,puente-de-vallecas,Alcance,Despejado,Turismo,turismo,Conductor,conductor,50-54,Hombre,hombre,,hombre%50-54%conductor%turismo
2020S002207,29/01/2020,29012020,21:05,2105,2020-01-29T21:05:00Z,29012020-2105,21:00-21:59,CALL. VICTOR ANDRES BELAUNDE,call-victor-andres-belaunde,,,47,call-victor-andres-belaunde%47,CHAMARTÍN,chamartin,Choque contra obstáculo fijo,,Sin especificar,sin-especificar,Conductor,conductor,,,,,conductor%sin-especificar
2020S002207,29/01/2020,29012020,21:05,2105,2020-01-29T21:05:00Z,29012020-2105,21:00-21:59,CALL. VICTOR ANDRES BELAUNDE,call-victor-andres-belaunde,,,47,call-victor-andres-belaunde%47,CHAMARTÍN,chamartin,Choque contra obstáculo fijo,,Turismo,turismo,Conductor,conductor,40-44,Hombre,hombre,,hombre%40-44%conductor%turismo
2020S002226,29/01/2020,29012020,20:30,2030,2020-01-29T20:30:00Z,29012020-2030,20:00-20:59,CALL. TUTOR,call-tutor,,,48,call-tutor%48,MONCLOA-ARAVACA,moncloa-aravaca,Colisión fronto-lateral,Despejado,Turismo,turismo,Conductor,conductor,,,,,conductor%turismo
2020S002226,29/01/2020,29012020,20:30,2030,2020-01-29T20:30:00Z,29012020-2030,20:00-20:59,CALL. TUTOR,call-tutor,,,48,call-tutor%48,MONCLOA-ARAVACA,moncloa-aravaca,Colisión fronto-lateral,Despejado,Turismo,turismo,Conductor,conductor,21-24,Hombre,hombre,,hombre%21-24%conductor%turismo
2020S002166,29/01/2020,29012020,19:48,1948,2020-01-29T19:48:00Z,29012020-1948,19:00-19:59,CALL. CEA BERMUDEZ,call-cea-bermudez,CALL. GUZMAN EL BUENO,call-guzman-el-bueno,,call-cea-bermudez%call-guzman-el-bueno,CHAMBERÍ,chamberi,Alcance,Despejado,Bicicleta EPAC (pedaleo asistido),bicicleta-epac-(pedaleo-asistido),Conductor,conductor,25-29,Hombre,hombre,14,hombre%25-29%conductor%bicicleta-epac-(pedaleo-asistido)%14
2020S002166,29/01/2020,29012020,19:48,1948,2020-01-29T19:48:00Z,29012020-1948,19:00-19:59,CALL. CEA BERMUDEZ,call-cea-bermudez,CALL. GUZMAN EL BUENO,call-guzman-el-bueno,,call-cea-bermudez%call-guzman-el-bueno,CHAMBERÍ,chamberi,Alcance,Despejado,Turismo,turismo,Conductor,conductor,,,,,conductor%turismo
2020S002165,29/01/2020,29012020,19:30,1930,2020-01-29T19:30:00Z,29012020-1930,19:00-19:59,AUTOV. M-30,autov-m-30,CALL. GANDIA,call-gandia,,autov-m-30%call-gandia,RETIRO,retiro,Colisión lateral,Se desconoce,Turismo,turismo,Conductor,conductor,40-44,Mujer,mujer,7,mujer%40-44%conductor%turismo%7
2020S002165,29/01/2020,29012020,19:30,1930,2020-01-29T19:30:00Z,29012020-1930,19:00-19:59,AUTOV. M-30,autov-m-30,CALL. GANDIA,call-gandia,,autov-m-30%call-gandia,RETIRO,retiro,Colisión lateral,Se desconoce,Furgoneta,furgoneta,Conductor,conductor,40-44,Hombre,hombre,14,hombre%40-44%conductor%furgoneta%14
2020S002168,29/01/2020,29012020,19:30,1930,2020-01-29T19:30:00Z,29012020-1930,19:00-19:59,PLAZA. CONDE DE CASAL,plaza-conde-de-casal,CALL. DOCTOR ESQUERDO,call-doctor-esquerdo,,plaza-conde-de-casal%call-doctor-esquerdo,RETIRO,retiro,Colisión fronto-lateral,Despejado,Turismo,turismo,Conductor,conductor,25-29,Mujer,mujer,14,mujer%25-29%conductor%turismo%14
2020S002168,29/01/2020,29012020,19:30,1930,2020-01-29T19:30:00Z,29012020-1930,19:00-19:59,PLAZA. CONDE DE CASAL,plaza-conde-de-casal,CALL. DOCTOR ESQUERDO,call-doctor-esquerdo,,plaza-conde-de-casal%call-doctor-esquerdo,RETIRO,retiro,Colisión fronto-lateral,Despejado,Motocicleta > 125cc,motocicleta->-125cc,Conductor,conductor,35-39,Hombre,hombre,2,hombre%35-39%conductor%motocicleta->-125cc%2
2020S002222,29/01/2020,29012020,19:25,1925,2020-01-29T19:25:00Z,29012020-1925,19:00-19:59,AVDA. GALAXIA,avda-galaxia,CALL. SANTA MARTINA,call-santa-martina,,avda-galaxia%call-santa-martina,MONCLOA-ARAVACA,moncloa-aravaca,Colisión fronto-lateral,,Turismo,turismo,Conductor,conductor,MAYOR 74,Mujer,mujer,,mujer%MAYOR 74%conductor%turismo
2020S002222,29/01/2020,29012020,19:25,1925,2020-01-29T19:25:00Z,29012020-1925,19:00-19:59,AVDA. GALAXIA,avda-galaxia,CALL. SANTA MARTINA,call-santa-martina,,avda-galaxia%call-santa-martina,MONCLOA-ARAVACA,moncloa-aravaca,Colisión fronto-lateral,,Turismo,turismo,Pasajero,pasajero,10-14,Hombre,hombre,,hombre%10-14%pasajero%turismo
2020S002222,29/01/2020,29012020,19:25,1925,2020-01-29T19:25:00Z,29012020-1925,19:00-19:59,AVDA. GALAXIA,avda-galaxia,CALL. SANTA MARTINA,call-santa-martina,,avda-galaxia%call-santa-martina,MONCLOA-ARAVACA,moncloa-aravaca,Colisión fronto-lateral,,Turismo,turismo,Pasajero,pasajero,6-9,Hombre,hombre,,hombre%6-9%pasajero%turismo
2020S002222,29/01/2020,29012020,19:25,1925,2020-01-29T19:25:00Z,29012020-1925,19:00-19:59,AVDA. GALAXIA,avda-galaxia,CALL. SANTA MARTINA,call-santa-martina,,avda-galaxia%call-santa-martina,MONCLOA-ARAVACA,moncloa-aravaca,Colisión fronto-lateral,,Turismo,turismo,Pasajero,pasajero,0-5,Hombre,hombre,,hombre%0-5%pasajero%turismo
2020S002222,29/01/2020,29012020,19:25,1925,2020-01-29T19:25:00Z,29012020-1925,19:00-19:59,AVDA. GALAXIA,avda-galaxia,CALL. SANTA MARTINA,call-santa-martina,,avda-galaxia%call-santa-martina,MONCLOA-ARAVACA,moncloa-aravaca,Colisión fronto-lateral,,Turismo,turismo,Pasajero,pasajero,6-9,Hombre,hombre,,hombre%6-9%pasajero%turismo
2020S002222,29/01/2020,29012020,19:25,1925,2020-01-29T19:25:00Z,29012020-1925,19:00-19:59,AVDA. GALAXIA,avda-galaxia,CALL. SANTA MARTINA,call-santa-martina,,avda-galaxia%call-santa-martina,MONCLOA-ARAVACA,moncloa-aravaca,Colisión fronto-lateral,,Turismo,turismo,Conductor,conductor,,,,,conductor%turismo
2020S002208,29/01/2020,29012020,18:50,1850,2020-01-29T18:50:00Z,29012020-1850,18:00-18:59,CALL. JULIO CAMBA,call-julio-camba,,,3,call-julio-camba%3,SALAMANCA,salamanca,Alcance,Nublado,Turismo,turismo,Conductor,conductor,,,,,conductor%turismo
2020S002208,29/01/2020,29012020,18:50,1850,2020-01-29T18:50:00Z,29012020-1850,18:00-18:59,CALL. JULIO CAMBA,call-julio-camba,,,3,call-julio-camba%3,SALAMANCA,salamanca,Alcance,Nublado,Turismo,turismo,Conductor,conductor,,,,,conductor%turismo
