N EXPEDIENTE,FECHA,HORA,DATE,HORA INTERVALO,CALLE 1,AUX-CALLE 1,CALLE 2,AUX-CALLE 2,NUMERO,CRUCE LABEL,URI-CRUCE,DISTRITO,URI-DISTRITO-Wikidata,URI-DISTRITO,TIPO ACCIDENTE,URI-TIPO ACCIDENTE,ESTADO METEREOLÓGICO,TIPO VEHÍCULO,URI-TIPO VEHÍCULO,TIPO PERSONA,URI-TIPO PERSONA,RANGO DE EDAD,SEXO,URI-SEXO,URI-PERSONA,LESIVIDAD,PERSONA LABEL
2020S001832,24/01/2020,22:10,2020-01-24T22:10:00Z,22:00-22:59,CALL. PADRE DAMIAN,call-padre-damian,,,9,CALL. PADRE DAMIAN  - 9,call-padre-damian%9,Chamartín,https://www.wikidata.org/wiki/Q1766348,chamartin,Colisión fronto-lateral,colisión-fronto-lateral,Despejado,Turismo,turismo,Conductor,conductor,45-49,Mujer,mujer,mujer%45-49%14,14,Mujer entre 45 y 49 años
2020S002017,24/01/2020,21:36,2020-01-24T21:36:00Z,21:00-21:59,CALL. MONOVAR,call-monovar,,,21,CALL. MONOVAR  - 21,call-monovar%21,Hortaleza,https://www.wikidata.org/wiki/Q1928529,hortaleza,Caída,caída,Lluvia débil,Ciclomotor,ciclomotor,Conductor,conductor,21-24,Hombre,hombre,hombre%21-24%7,7,Hombre entre 21 y 24 años
2020S001845,24/01/2020,21:15,2020-01-24T21:15:00Z,21:00-21:59,AVDA. MORATALAZ,avda-moratalaz,,,101,AVDA. MORATALAZ  - 101,avda-moratalaz%101,Moratalaz,https://www.wikidata.org/wiki/Q2076109,moratalaz,Alcance,alcance,Nublado,Turismo,turismo,Conductor,conductor,25-29,Mujer,mujer,mujer%25-29%14,14,Mujer entre 25 y 29 años
2020S001845,24/01/2020,21:15,2020-01-24T21:15:00Z,21:00-21:59,AVDA. MORATALAZ,avda-moratalaz,,,101,AVDA. MORATALAZ  - 101,avda-moratalaz%101,Moratalaz,https://www.wikidata.org/wiki/Q2076109,moratalaz,Alcance,alcance,Nublado,Turismo,turismo,Conductor,conductor,21-24,Mujer,mujer,mujer%21-24%14,14,Mujer entre 21 y 24 años
2020S001845,24/01/2020,21:15,2020-01-24T21:15:00Z,21:00-21:59,AVDA. MORATALAZ,avda-moratalaz,,,101,AVDA. MORATALAZ  - 101,avda-moratalaz%101,Moratalaz,https://www.wikidata.org/wiki/Q2076109,moratalaz,Alcance,alcance,Nublado,Turismo,turismo,Pasajero,pasajero,21-24,Mujer,mujer,mujer%21-24%7,7,Mujer entre 21 y 24 años
2020S001772,24/01/2020,21:15,2020-01-24T21:15:00Z,21:00-21:59,CALL. ALCALA,call-alcala,CALL. ESFINGE,call-esfinge,,CALL.ALCALA-CALL.ESFINGE,call-alcala%call-esfinge,San Blas,https://www.wikidata.org/wiki/Q2001937,san-blas-canillejas,Caída,caída,Despejado,Motocicleta hasta 125cc,motocicleta-hasta-125cc,Conductor,conductor,40-44,Hombre,hombre,hombre%40-44%7,7,Hombre entre 40 y 44 años
2020S001772,24/01/2020,21:15,2020-01-24T21:15:00Z,21:00-21:59,CALL. ALCALA,call-alcala,CALL. ESFINGE,call-esfinge,,CALL.ALCALA-CALL.ESFINGE,call-alcala%call-esfinge,San Blas,https://www.wikidata.org/wiki/Q2001937,san-blas-canillejas,Caída,caída,Despejado,Turismo,turismo,Conductor,conductor,25-29,Hombre,hombre,hombre%25-29%14,14,Hombre entre 25 y 29 años
2020S001843,24/01/2020,21:00,2020-01-24T21:00:00Z,21:00-21:59,"AUTOV. M-30, +01180E","autov-m-30,-+01180e",,,,"AUTOV.M-30,+01180E","autov-m-30,-+01180e",Puente de Vallecas,https://www.wikidata.org/wiki/Q2003054,puente-de-vallecas,Alcance,alcance,Despejado,Turismo,turismo,Conductor,conductor,45-49,Hombre,hombre,hombre%45-49%14,14,Hombre entre 45 y 49 años
2020S001843,24/01/2020,21:00,2020-01-24T21:00:00Z,21:00-21:59,"AUTOV. M-30, +01180E","autov-m-30,-+01180e",,,,"AUTOV.M-30,+01180E","autov-m-30,-+01180e",Puente de Vallecas,https://www.wikidata.org/wiki/Q2003054,puente-de-vallecas,Alcance,alcance,Despejado,Turismo,turismo,Conductor,conductor,25-29,Hombre,hombre,hombre%25-29%14,14,Hombre entre 25 y 29 años
2020S001843,24/01/2020,21:00,2020-01-24T21:00:00Z,21:00-21:59,"AUTOV. M-30, +01180E","autov-m-30,-+01180e",,,,"AUTOV.M-30,+01180E","autov-m-30,-+01180e",Puente de Vallecas,https://www.wikidata.org/wiki/Q2003054,puente-de-vallecas,Alcance,alcance,Despejado,Turismo,turismo,Pasajero,pasajero,21-24,Mujer,mujer,mujer%21-24%7,7,Mujer entre 21 y 24 años
2020S002023,24/01/2020,20:45,2020-01-24T20:45:00Z,20:00-20:59,AVDA. NICETO ALCALA ZAMORA,avda-niceto-alcala-zamora,AVDA. INGENIERO EMILIO HERRERA,avda-ingeniero-emilio-herrera,,AVDA.NICETOALCALAZAMORA-AVDA.INGENIEROEMILIOHERRERA,avda-niceto-alcala-zamora%avda-ingeniero-emilio-herrera,Hortaleza,https://www.wikidata.org/wiki/Q1928529,hortaleza,Otro,otro,Despejado,Turismo,turismo,Conductor,conductor,40-44,Mujer,mujer,mujer%40-44,,Mujer entre 40 y 44 años
2020S001771,24/01/2020,20:00,2020-01-24T20:00:00Z,20:00-20:59,"AUTOV. A-3, +00500S","autov-a-3,-+00500s",,,,"AUTOV.A-3,+00500S","autov-a-3,-+00500s",Puente de Vallecas,https://www.wikidata.org/wiki/Q2003054,puente-de-vallecas,Alcance,alcance,Despejado,Turismo,turismo,Conductor,conductor,40-44,Hombre,hombre,hombre%40-44%14,14,Hombre entre 40 y 44 años
2020S001771,24/01/2020,20:00,2020-01-24T20:00:00Z,20:00-20:59,"AUTOV. A-3, +00500S","autov-a-3,-+00500s",,,,"AUTOV.A-3,+00500S","autov-a-3,-+00500s",Puente de Vallecas,https://www.wikidata.org/wiki/Q2003054,puente-de-vallecas,Alcance,alcance,Despejado,Turismo,turismo,Conductor,conductor,50-54,Hombre,hombre,hombre%50-54%14,14,Hombre entre 50 y 54 años
2020S001771,24/01/2020,20:00,2020-01-24T20:00:00Z,20:00-20:59,"AUTOV. A-3, +00500S","autov-a-3,-+00500s",,,,"AUTOV.A-3,+00500S","autov-a-3,-+00500s",Puente de Vallecas,https://www.wikidata.org/wiki/Q2003054,puente-de-vallecas,Alcance,alcance,Despejado,Turismo,turismo,Pasajero,pasajero,21-24,Mujer,mujer,mujer%21-24%1,1,Mujer entre 21 y 24 años
2020S001834,24/01/2020,19:50,2020-01-24T19:50:00Z,19:00-19:59,CALL. CAMINO DE LOS VINATEROS,call-camino-de-los-vinateros,,,3,CALL. CAMINO DE LOS VINATEROS  - 3,call-camino-de-los-vinateros%3,Moratalaz,https://www.wikidata.org/wiki/Q2076109,moratalaz,Atropello a persona,atropello-a-persona,Nublado,Motocicleta hasta 125cc,motocicleta-hasta-125cc,Conductor,conductor,21-24,Hombre,hombre,hombre%21-24%7,7,Hombre entre 21 y 24 años
2020S001834,24/01/2020,19:50,2020-01-24T19:50:00Z,19:00-19:59,CALL. CAMINO DE LOS VINATEROS,call-camino-de-los-vinateros,,,3,CALL. CAMINO DE LOS VINATEROS  - 3,call-camino-de-los-vinateros%3,Moratalaz,https://www.wikidata.org/wiki/Q2076109,moratalaz,Atropello a persona,atropello-a-persona,Nublado,Motocicleta hasta 125cc,motocicleta-hasta-125cc,Peatón,peaton,50-54,Mujer,mujer,mujer%50-54%5,5,Mujer entre 50 y 54 años
2020S001763,24/01/2020,19:35,2020-01-24T19:35:00Z,19:00-19:59,CALL. CONCORDIA,call-concordia,,,15,CALL. CONCORDIA  - 15,call-concordia%15,Puente de Vallecas,https://www.wikidata.org/wiki/Q2003054,puente-de-vallecas,Choque contra obstáculo fijo,choque-contra-obstáculo-fijo,Despejado,Turismo,turismo,Conductor,conductor,30-34,Hombre,hombre,hombre%30-34,,Hombre entre 30 y 34 años
2020S002053,24/01/2020,19:30,2020-01-24T19:30:00Z,19:00-19:59,CALL. ISABELITA USERA,call-isabelita-usera,CALL. TENIENTE COMPAIRED,call-teniente-compaired,,CALL.ISABELITAUSERA-CALL.TENIENTECOMPAIRED,call-isabelita-usera%call-teniente-compaired,Usera,https://www.wikidata.org/wiki/Q953368,usera,Atropello a persona,atropello-a-persona,Se desconoce,Turismo,turismo,Conductor,conductor,30-34,Mujer,mujer,mujer%30-34%14,14,Mujer entre 30 y 34 años
2020S002053,24/01/2020,19:30,2020-01-24T19:30:00Z,19:00-19:59,CALL. ISABELITA USERA,call-isabelita-usera,CALL. TENIENTE COMPAIRED,call-teniente-compaired,,CALL.ISABELITAUSERA-CALL.TENIENTECOMPAIRED,call-isabelita-usera%call-teniente-compaired,Usera,https://www.wikidata.org/wiki/Q953368,usera,Atropello a persona,atropello-a-persona,Se desconoce,Turismo,turismo,Peatón,peaton,60-64,Mujer,mujer,mujer%60-64%6,6,Mujer entre 60 y 64 años
2020S002141,24/01/2020,18:50,2020-01-24T18:50:00Z,18:00-18:59,AVDA. ANDALUCIA,avda-andalucia,,,2,AVDA. ANDALUCIA  - 2,avda-andalucia%2,Usera,https://www.wikidata.org/wiki/Q953368,usera,Choque contra obstáculo fijo,choque-contra-obstáculo-fijo,,Turismo,turismo,Conductor,conductor,18-20,Hombre,hombre,hombre%18-20,,Hombre entre 18 y 20 años
2020S001852,24/01/2020,18:25,2020-01-24T18:25:00Z,18:00-18:59,CTRA. CARABANCHEL A ARAVACA,ctra-carabanchel-a-aravaca,,,10,CTRA. CARABANCHEL A ARAVACA  - 10,ctra-carabanchel-a-aravaca%10,Latina,https://www.wikidata.org/wiki/Q794954,latina,Colisión múltiple,colisión-múltiple,Despejado,Turismo,turismo,Conductor,conductor,50-54,Mujer,mujer,mujer%50-54%7,7,Mujer entre 50 y 54 años
2020S001852,24/01/2020,18:25,2020-01-24T18:25:00Z,18:00-18:59,CTRA. CARABANCHEL A ARAVACA,ctra-carabanchel-a-aravaca,,,10,CTRA. CARABANCHEL A ARAVACA  - 10,ctra-carabanchel-a-aravaca%10,Latina,https://www.wikidata.org/wiki/Q794954,latina,Colisión múltiple,colisión-múltiple,Despejado,Turismo,turismo,Conductor,conductor,45-49,Hombre,hombre,hombre%45-49%14,14,Hombre entre 45 y 49 años
2020S001852,24/01/2020,18:25,2020-01-24T18:25:00Z,18:00-18:59,CTRA. CARABANCHEL A ARAVACA,ctra-carabanchel-a-aravaca,,,10,CTRA. CARABANCHEL A ARAVACA  - 10,ctra-carabanchel-a-aravaca%10,Latina,https://www.wikidata.org/wiki/Q794954,latina,Colisión múltiple,colisión-múltiple,Despejado,Turismo,turismo,Conductor,conductor,25-29,Mujer,mujer,mujer%25-29%14,14,Mujer entre 25 y 29 años
2020S001757,24/01/2020,18:20,2020-01-24T18:20:00Z,18:00-18:59,CALL. RIOS ROSAS,call-rios-rosas,CALL. AGUSTIN DE BETANCOURT,call-agustin-de-betancourt,,CALL.RIOSROSAS-CALL.AGUSTINDEBETANCOURT,call-rios-rosas%call-agustin-de-betancourt,Chamberí,https://www.wikidata.org/wiki/Q1763370,chamberi,Colisión fronto-lateral,colisión-fronto-lateral,Despejado,Autobús,autobus,Conductor,conductor,50-54,Hombre,hombre,hombre%50-54,,Hombre entre 50 y 54 años
2020S001757,24/01/2020,18:20,2020-01-24T18:20:00Z,18:00-18:59,CALL. RIOS ROSAS,call-rios-rosas,CALL. AGUSTIN DE BETANCOURT,call-agustin-de-betancourt,,CALL.RIOSROSAS-CALL.AGUSTINDEBETANCOURT,call-rios-rosas%call-agustin-de-betancourt,Chamberí,https://www.wikidata.org/wiki/Q1763370,chamberi,Colisión fronto-lateral,colisión-fronto-lateral,Despejado,Turismo,turismo,Conductor,conductor,35-39,Hombre,hombre,hombre%35-39,,Hombre entre 35 y 39 años
2020S001757,24/01/2020,18:20,2020-01-24T18:20:00Z,18:00-18:59,CALL. RIOS ROSAS,call-rios-rosas,CALL. AGUSTIN DE BETANCOURT,call-agustin-de-betancourt,,CALL.RIOSROSAS-CALL.AGUSTINDEBETANCOURT,call-rios-rosas%call-agustin-de-betancourt,Chamberí,https://www.wikidata.org/wiki/Q1763370,chamberi,Colisión fronto-lateral,colisión-fronto-lateral,Despejado,Turismo,turismo,Pasajero,pasajero,40-44,Mujer,mujer,mujer%40-44,,Mujer entre 40 y 44 años
2020S001757,24/01/2020,18:20,2020-01-24T18:20:00Z,18:00-18:59,CALL. RIOS ROSAS,call-rios-rosas,CALL. AGUSTIN DE BETANCOURT,call-agustin-de-betancourt,,CALL.RIOSROSAS-CALL.AGUSTINDEBETANCOURT,call-rios-rosas%call-agustin-de-betancourt,Chamberí,https://www.wikidata.org/wiki/Q1763370,chamberi,Colisión fronto-lateral,colisión-fronto-lateral,Despejado,Turismo,turismo,Pasajero,pasajero,6-9,Mujer,mujer,mujer%6-9,,Mujer entre 6 y 9 años
2020S001758,24/01/2020,17:55,2020-01-24T17:55:00Z,17:00-17:59,PASEO. SANTA MARIA DE LA CABEZA,paseo-santa-maria-de-la-cabeza,,,168,PASEO. SANTA MARIA DE LA CABEZA  - 168,paseo-santa-maria-de-la-cabeza%168,Carabanchel,https://www.wikidata.org/wiki/Q1001991,carabanchel,Alcance,alcance,Nublado,Turismo,turismo,Conductor,conductor,50-54,Hombre,hombre,hombre%50-54,,Hombre entre 50 y 54 años
2020S001758,24/01/2020,17:55,2020-01-24T17:55:00Z,17:00-17:59,PASEO. SANTA MARIA DE LA CABEZA,paseo-santa-maria-de-la-cabeza,,,168,PASEO. SANTA MARIA DE LA CABEZA  - 168,paseo-santa-maria-de-la-cabeza%168,Carabanchel,https://www.wikidata.org/wiki/Q1001991,carabanchel,Alcance,alcance,Nublado,Furgoneta,furgoneta,Conductor,conductor,35-39,Hombre,hombre,hombre%35-39,,Hombre entre 35 y 39 años
2020S001767,24/01/2020,17:50,2020-01-24T17:50:00Z,17:00-17:59,PASEO. INFANTA ISABEL,paseo-infanta-isabel,,,19,PASEO. INFANTA ISABEL  - 19,paseo-infanta-isabel%19,Retiro,https://www.wikidata.org/wiki/Q2002296,retiro,Colisión fronto-lateral,colisión-fronto-lateral,Nublado,Turismo,turismo,Conductor,conductor,25-29,Hombre,hombre,hombre%25-29%2,2,Hombre entre 25 y 29 años
2020S001767,24/01/2020,17:50,2020-01-24T17:50:00Z,17:00-17:59,PASEO. INFANTA ISABEL,paseo-infanta-isabel,,,19,PASEO. INFANTA ISABEL  - 19,paseo-infanta-isabel%19,Retiro,https://www.wikidata.org/wiki/Q2002296,retiro,Colisión fronto-lateral,colisión-fronto-lateral,Nublado,Turismo,turismo,Pasajero,pasajero,30-34,Mujer,mujer,mujer%30-34%7,7,Mujer entre 30 y 34 años
2020S001767,24/01/2020,17:50,2020-01-24T17:50:00Z,17:00-17:59,PASEO. INFANTA ISABEL,paseo-infanta-isabel,,,19,PASEO. INFANTA ISABEL  - 19,paseo-infanta-isabel%19,Retiro,https://www.wikidata.org/wiki/Q2002296,retiro,Colisión fronto-lateral,colisión-fronto-lateral,Nublado,Turismo,turismo,Conductor,conductor,55-59,Hombre,hombre,hombre%55-59%14,14,Hombre entre 55 y 59 años
2020S001835,24/01/2020,17:15,2020-01-24T17:15:00Z,17:00-17:59,PASEO. DELICIAS,paseo-delicias,CALL. PALOS DE LA FRONTERA,call-palos-de-la-frontera,,PASEO.DELICIAS-CALL.PALOSDELAFRONTERA,paseo-delicias%call-palos-de-la-frontera,Arganzuela,https://www.wikidata.org/wiki/Q2000929,arganzuela,Colisión lateral,colisión-lateral,,Turismo,turismo,Conductor,conductor,45-49,Mujer,mujer,mujer%45-49%14,14,Mujer entre 45 y 49 años
2020S001835,24/01/2020,17:15,2020-01-24T17:15:00Z,17:00-17:59,PASEO. DELICIAS,paseo-delicias,CALL. PALOS DE LA FRONTERA,call-palos-de-la-frontera,,PASEO.DELICIAS-CALL.PALOSDELAFRONTERA,paseo-delicias%call-palos-de-la-frontera,Arganzuela,https://www.wikidata.org/wiki/Q2000929,arganzuela,Colisión lateral,colisión-lateral,,Turismo,turismo,Conductor,conductor,35-39,Hombre,hombre,hombre%35-39,,Hombre entre 35 y 39 años
2020S001748,24/01/2020,17:00,2020-01-24T17:00:00Z,17:00-17:59,CALL. REPUBLICA ESLOVACA,call-republica-eslovaca,CALL. AQUITANIA,call-aquitania,,CALL.REPUBLICAESLOVACA-CALL.AQUITANIA,call-republica-eslovaca%call-aquitania,San Blas,https://www.wikidata.org/wiki/Q2001937,san-blas-canillejas,Alcance,alcance,Lluvia débil,Turismo,turismo,Conductor,conductor,45-49,Hombre,hombre,hombre%45-49,,Hombre entre 45 y 49 años
2020S001748,24/01/2020,17:00,2020-01-24T17:00:00Z,17:00-17:59,CALL. REPUBLICA ESLOVACA,call-republica-eslovaca,CALL. AQUITANIA,call-aquitania,,CALL.REPUBLICAESLOVACA-CALL.AQUITANIA,call-republica-eslovaca%call-aquitania,San Blas,https://www.wikidata.org/wiki/Q2001937,san-blas-canillejas,Alcance,alcance,Lluvia débil,Turismo,turismo,Conductor,conductor,30-34,Mujer,mujer,mujer%30-34,,Mujer entre 30 y 34 años
2020S001744,24/01/2020,16:00,2020-01-24T16:00:00Z,16:00-16:59,CALL. LA CORTE DE FARAON,call-la-corte-de-faraon,,,11,CALL. LA CORTE DE FARAON  - 11,call-la-corte-de-faraon%11,Villaverde,https://www.wikidata.org/wiki/Q919536,villaverde,Atropello a persona,atropello-a-persona,Nublado,Turismo,turismo,Conductor,conductor,35-39,Hombre,hombre,hombre%35-39%14,14,Hombre entre 35 y 39 años
2020S001744,24/01/2020,16:00,2020-01-24T16:00:00Z,16:00-16:59,CALL. LA CORTE DE FARAON,call-la-corte-de-faraon,,,11,CALL. LA CORTE DE FARAON  - 11,call-la-corte-de-faraon%11,Villaverde,https://www.wikidata.org/wiki/Q919536,villaverde,Atropello a persona,atropello-a-persona,Nublado,Turismo,turismo,Peatón,peaton,6-9,Hombre,hombre,hombre%6-9%2,2,Hombre entre 6 y 9 años
2020S001764,24/01/2020,15:45,2020-01-24T15:45:00Z,15:00-15:59,c/TESEO CON C/ANTIOQUÍA,c/teseo-con-c/antioquia,,,,c/TESEOCONC/ANTIOQUÍA,c/teseo-con-c/antioquia,San Blas,https://www.wikidata.org/wiki/Q2001937,san-blas-canillejas,Colisión fronto-lateral,colisión-fronto-lateral,Despejado,Furgoneta,furgoneta,Conductor,conductor,45-49,Hombre,hombre,hombre%45-49%7,7,Hombre entre 45 y 49 años
2020S001764,24/01/2020,15:45,2020-01-24T15:45:00Z,15:00-15:59,c/TESEO CON C/ANTIOQUÍA,c/teseo-con-c/antioquia,,,,c/TESEOCONC/ANTIOQUÍA,c/teseo-con-c/antioquia,San Blas,https://www.wikidata.org/wiki/Q2001937,san-blas-canillejas,Colisión fronto-lateral,colisión-fronto-lateral,Despejado,Turismo,turismo,Conductor,conductor,50-54,Mujer,mujer,mujer%50-54%7,7,Mujer entre 50 y 54 años
2020S001764,24/01/2020,15:45,2020-01-24T15:45:00Z,15:00-15:59,c/TESEO CON C/ANTIOQUÍA,c/teseo-con-c/antioquia,,,,c/TESEOCONC/ANTIOQUÍA,c/teseo-con-c/antioquia,San Blas,https://www.wikidata.org/wiki/Q2001937,san-blas-canillejas,Colisión fronto-lateral,colisión-fronto-lateral,Despejado,Turismo,turismo,Pasajero,pasajero,50-54,Hombre,hombre,hombre%50-54%14,14,Hombre entre 50 y 54 años
2020S001837,24/01/2020,15:45,2020-01-24T15:45:00Z,15:00-15:59,PASEO. PINTOR ROSALES,paseo-pintor-rosales,,,8,PASEO. PINTOR ROSALES  - 8,paseo-pintor-rosales%8,Moncloa-Aravaca,https://www.wikidata.org/wiki/Q2017682,moncloa-aravaca,Colisión fronto-lateral,colisión-fronto-lateral,Despejado,Furgoneta,furgoneta,Conductor,conductor,35-39,Hombre,hombre,hombre%35-39,,Hombre entre 35 y 39 años
2020S001837,24/01/2020,15:45,2020-01-24T15:45:00Z,15:00-15:59,PASEO. PINTOR ROSALES,paseo-pintor-rosales,,,8,PASEO. PINTOR ROSALES  - 8,paseo-pintor-rosales%8,Moncloa-Aravaca,https://www.wikidata.org/wiki/Q2017682,moncloa-aravaca,Colisión fronto-lateral,colisión-fronto-lateral,Despejado,Furgoneta,furgoneta,Pasajero,pasajero,35-39,Mujer,mujer,mujer%35-39,,Mujer entre 35 y 39 años
2020S001837,24/01/2020,15:45,2020-01-24T15:45:00Z,15:00-15:59,PASEO. PINTOR ROSALES,paseo-pintor-rosales,,,8,PASEO. PINTOR ROSALES  - 8,paseo-pintor-rosales%8,Moncloa-Aravaca,https://www.wikidata.org/wiki/Q2017682,moncloa-aravaca,Colisión fronto-lateral,colisión-fronto-lateral,Despejado,Turismo,turismo,Conductor,conductor,55-59,Mujer,mujer,mujer%55-59,,Mujer entre 55 y 59 años
2020S001837,24/01/2020,15:45,2020-01-24T15:45:00Z,15:00-15:59,PASEO. PINTOR ROSALES,paseo-pintor-rosales,,,8,PASEO. PINTOR ROSALES  - 8,paseo-pintor-rosales%8,Moncloa-Aravaca,https://www.wikidata.org/wiki/Q2017682,moncloa-aravaca,Colisión fronto-lateral,colisión-fronto-lateral,Despejado,Turismo,turismo,Pasajero,pasajero,21-24,Hombre,hombre,hombre%21-24,,Hombre entre 21 y 24 años
2020S001756,24/01/2020,15:43,2020-01-24T15:43:00Z,15:00-15:59,AVDA. LOGROÑO CON GLORIETA DE CANILLEJAS,avda-logroño-con-glorieta-de-canillejas,,,,AVDA.LOGROÑOCONGLORIETADECANILLEJAS,avda-logroño-con-glorieta-de-canillejas,Hortaleza,https://www.wikidata.org/wiki/Q1928529,hortaleza,Alcance,alcance,Lluvia débil,Turismo,turismo,Conductor,conductor,25-29,Hombre,hombre,hombre%25-29%14,14,Hombre entre 25 y 29 años
2020S001756,24/01/2020,15:43,2020-01-24T15:43:00Z,15:00-15:59,AVDA. LOGROÑO CON GLORIETA DE CANILLEJAS,avda-logroño-con-glorieta-de-canillejas,,,,AVDA.LOGROÑOCONGLORIETADECANILLEJAS,avda-logroño-con-glorieta-de-canillejas,Hortaleza,https://www.wikidata.org/wiki/Q1928529,hortaleza,Alcance,alcance,Lluvia débil,Turismo,turismo,Pasajero,pasajero,25-29,Mujer,mujer,mujer%25-29%14,14,Mujer entre 25 y 29 años
2020S001756,24/01/2020,15:43,2020-01-24T15:43:00Z,15:00-15:59,AVDA. LOGROÑO CON GLORIETA DE CANILLEJAS,avda-logroño-con-glorieta-de-canillejas,,,,AVDA.LOGROÑOCONGLORIETADECANILLEJAS,avda-logroño-con-glorieta-de-canillejas,Hortaleza,https://www.wikidata.org/wiki/Q1928529,hortaleza,Alcance,alcance,Lluvia débil,Turismo,turismo,Conductor,conductor,35-39,Mujer,mujer,mujer%35-39%2,2,Mujer entre 35 y 39 años
2020S001844,24/01/2020,15:35,2020-01-24T15:35:00Z,15:00-15:59,CALL. NUESTRA SEÑORA DE VALVERDE,call-nuestra-señora-de-valverde,,,130,CALL. NUESTRA SEÑORA DE VALVERDE  - 130,call-nuestra-señora-de-valverde%130,Fuencarral-El Pardo,https://www.wikidata.org/wiki/Q656196,fuencarral-el-pardo,Colisión fronto-lateral,colisión-fronto-lateral,Lluvia débil,Turismo,turismo,Conductor,conductor,35-39,Hombre,hombre,hombre%35-39,,Hombre entre 35 y 39 años
2020S001844,24/01/2020,15:35,2020-01-24T15:35:00Z,15:00-15:59,CALL. NUESTRA SEÑORA DE VALVERDE,call-nuestra-señora-de-valverde,,,130,CALL. NUESTRA SEÑORA DE VALVERDE  - 130,call-nuestra-señora-de-valverde%130,Fuencarral-El Pardo,https://www.wikidata.org/wiki/Q656196,fuencarral-el-pardo,Colisión fronto-lateral,colisión-fronto-lateral,Lluvia débil,Turismo,turismo,Pasajero,pasajero,40-44,Hombre,hombre,hombre%40-44,,Hombre entre 40 y 44 años
2020S001844,24/01/2020,15:35,2020-01-24T15:35:00Z,15:00-15:59,CALL. NUESTRA SEÑORA DE VALVERDE,call-nuestra-señora-de-valverde,,,130,CALL. NUESTRA SEÑORA DE VALVERDE  - 130,call-nuestra-señora-de-valverde%130,Fuencarral-El Pardo,https://www.wikidata.org/wiki/Q656196,fuencarral-el-pardo,Colisión fronto-lateral,colisión-fronto-lateral,Lluvia débil,Turismo,turismo,Conductor,conductor,40-44,Hombre,hombre,hombre%40-44,,Hombre entre 40 y 44 años
2020S001747,24/01/2020,15:30,2020-01-24T15:30:00Z,15:00-15:59,CALL. LAS SANTERAS,call-las-santeras,AUTOV. M-45,autov-m-45,,CALL.LASSANTERAS-AUTOV.M-45,call-las-santeras%autov-m-45,Vicálvaro,https://www.wikidata.org/wiki/Q589403,vicalvaro,Colisión múltiple,colisión-múltiple,Lluvia débil,Turismo,turismo,Conductor,conductor,45-49,Hombre,hombre,hombre%45-49,,Hombre entre 45 y 49 años
2020S001747,24/01/2020,15:30,2020-01-24T15:30:00Z,15:00-15:59,CALL. LAS SANTERAS,call-las-santeras,AUTOV. M-45,autov-m-45,,CALL.LASSANTERAS-AUTOV.M-45,call-las-santeras%autov-m-45,Vicálvaro,https://www.wikidata.org/wiki/Q589403,vicalvaro,Colisión múltiple,colisión-múltiple,Lluvia débil,Turismo,turismo,Conductor,conductor,40-44,Hombre,hombre,hombre%40-44,,Hombre entre 40 y 44 años
2020S001747,24/01/2020,15:30,2020-01-24T15:30:00Z,15:00-15:59,CALL. LAS SANTERAS,call-las-santeras,AUTOV. M-45,autov-m-45,,CALL.LASSANTERAS-AUTOV.M-45,call-las-santeras%autov-m-45,Vicálvaro,https://www.wikidata.org/wiki/Q589403,vicalvaro,Colisión múltiple,colisión-múltiple,Lluvia débil,Turismo,turismo,Conductor,conductor,30-34,Hombre,hombre,hombre%30-34,,Hombre entre 30 y 34 años
2020S001753,24/01/2020,15:15,2020-01-24T15:15:00Z,15:00-15:59,PLAZA. ALSACIA,plaza-alsacia,,,1,PLAZA. ALSACIA  - 1,plaza-alsacia%1,San Blas,https://www.wikidata.org/wiki/Q2001937,san-blas-canillejas,Colisión lateral,colisión-lateral,Nublado,Turismo,turismo,Conductor,conductor,45-49,Hombre,hombre,hombre%45-49,,Hombre entre 45 y 49 años
2020S001753,24/01/2020,15:15,2020-01-24T15:15:00Z,15:00-15:59,PLAZA. ALSACIA,plaza-alsacia,,,1,PLAZA. ALSACIA  - 1,plaza-alsacia%1,San Blas,https://www.wikidata.org/wiki/Q2001937,san-blas-canillejas,Colisión lateral,colisión-lateral,Nublado,Turismo,turismo,Pasajero,pasajero,40-44,Mujer,mujer,mujer%40-44,,Mujer entre 40 y 44 años
2020S001753,24/01/2020,15:15,2020-01-24T15:15:00Z,15:00-15:59,PLAZA. ALSACIA,plaza-alsacia,,,1,PLAZA. ALSACIA  - 1,plaza-alsacia%1,San Blas,https://www.wikidata.org/wiki/Q2001937,san-blas-canillejas,Colisión lateral,colisión-lateral,Nublado,Turismo,turismo,Conductor,conductor,30-34,Mujer,mujer,mujer%30-34,,Mujer entre 30 y 34 años
2020S001751,24/01/2020,14:15,2020-01-24T14:15:00Z,14:00-14:59,"AUTOV. M-30, TUNEL  17XC04","autov-m-30,-tunel--17xc04",,,,"AUTOV.M-30,TUNEL17XC04","autov-m-30,-tunel--17xc04",Latina,https://www.wikidata.org/wiki/Q794954,latina,Colisión múltiple,colisión-múltiple,Despejado,Turismo,turismo,Conductor,conductor,50-54,Hombre,hombre,hombre%50-54%14,14,Hombre entre 50 y 54 años
