N EXPEDIENTE,FECHA,HORA,DATE,HORA INTERVALO,CALLE 1,AUX-CALLE 1,CALLE 2,AUX-CALLE 2,NUMERO,CRUCE LABEL,URI-CRUCE,DISTRITO,URI-DISTRITO-Wikidata,URI-DISTRITO,TIPO ACCIDENTE,URI-TIPO ACCIDENTE,ESTADO METEREOLÓGICO,TIPO VEHÍCULO,URI-TIPO VEHÍCULO,TIPO PERSONA,URI-TIPO PERSONA,RANGO DE EDAD,SEXO,URI-SEXO,URI-PERSONA,LESIVIDAD,PERSONA LABEL
2020S000506,09/01/2020,11:40,2020-09-01T11:40:00Z,11:00-11:59,PLAZA. LEGAZPI,plaza-legazpi,,,7,PLAZA. LEGAZPI  - 7,plaza-legazpi%7,Arganzuela,https://www.wikidata.org/wiki/Q2000929,arganzuela,Alcance,alcance,Despejado,Turismo,turismo,Conductor,conductor,55-59,Hombre,hombre,hombre%55-59%14,14,Hombre entre 55 y 59 años
2020S000506,09/01/2020,11:40,2020-09-01T11:40:00Z,11:00-11:59,PLAZA. LEGAZPI,plaza-legazpi,,,7,PLAZA. LEGAZPI  - 7,plaza-legazpi%7,Arganzuela,https://www.wikidata.org/wiki/Q2000929,arganzuela,Alcance,alcance,Despejado,Turismo,turismo,Pasajero,pasajero,65-69,Mujer,mujer,mujer%65-69%7,7,Mujer entre 65 y 69 años
2020S000436,09/01/2020,10:30,2020-09-01T10:30:00Z,10:00-10:59,CALL. FUENTE CARRANTONA,call-fuente-carrantona,CALL. ENCOMIENDA DE PALACIOS,call-encomienda-de-palacios,,CALL.FUENTECARRANTONA-CALL.ENCOMIENDADEPALACIOS,call-fuente-carrantona%call-encomienda-de-palacios,Moratalaz,https://www.wikidata.org/wiki/Q2076109,moratalaz,Atropello a persona,atropello-a-persona,Despejado,Furgoneta,furgoneta,Conductor,conductor,40-44,Hombre,hombre,hombre%40-44%14,14,Hombre entre 40 y 44 años
2020S000436,09/01/2020,10:30,2020-09-01T10:30:00Z,10:00-10:59,CALL. FUENTE CARRANTONA,call-fuente-carrantona,CALL. ENCOMIENDA DE PALACIOS,call-encomienda-de-palacios,,CALL.FUENTECARRANTONA-CALL.ENCOMIENDADEPALACIOS,call-fuente-carrantona%call-encomienda-de-palacios,Moratalaz,https://www.wikidata.org/wiki/Q2076109,moratalaz,Atropello a persona,atropello-a-persona,Despejado,Furgoneta,furgoneta,Peatón,peaton,60-64,Hombre,hombre,hombre%60-64%14,14,Hombre entre 60 y 64 años
2020S000495,09/01/2020,10:25,2020-09-01T10:25:00Z,10:00-10:59,PASEO. CASTELLANA,paseo-castellana,,,5,PASEO. CASTELLANA  - 5,paseo-castellana%5,Chamberí,https://www.wikidata.org/wiki/Q1763370,chamberi,Alcance,alcance,Despejado,Turismo,turismo,Conductor,conductor,40-44,Mujer,mujer,mujer%40-44%7,7,Mujer entre 40 y 44 años
2020S000495,09/01/2020,10:25,2020-09-01T10:25:00Z,10:00-10:59,PASEO. CASTELLANA,paseo-castellana,,,5,PASEO. CASTELLANA  - 5,paseo-castellana%5,Chamberí,https://www.wikidata.org/wiki/Q1763370,chamberi,Alcance,alcance,Despejado,Turismo,turismo,Conductor,conductor,45-49,Hombre,hombre,hombre%45-49%14,14,Hombre entre 45 y 49 años
2020S000432,09/01/2020,10:00,2020-09-01T10:00:00Z,10:00-10:59,CALL. FUENTE CARRANTONA,call-fuente-carrantona,CALL. ENCOMIENDA DE PALACIOS,call-encomienda-de-palacios,,CALL.FUENTECARRANTONA-CALL.ENCOMIENDADEPALACIOS,call-fuente-carrantona%call-encomienda-de-palacios,Moratalaz,https://www.wikidata.org/wiki/Q2076109,moratalaz,Colisión lateral,colisión-lateral,Despejado,Turismo,turismo,Conductor,conductor,MAYOR 74,Mujer,mujer,mujer%MAYOR74,,Mujer entre MAYOR 74 años
2020S000432,09/01/2020,10:00,2020-09-01T10:00:00Z,10:00-10:59,CALL. FUENTE CARRANTONA,call-fuente-carrantona,CALL. ENCOMIENDA DE PALACIOS,call-encomienda-de-palacios,,CALL.FUENTECARRANTONA-CALL.ENCOMIENDADEPALACIOS,call-fuente-carrantona%call-encomienda-de-palacios,Moratalaz,https://www.wikidata.org/wiki/Q2076109,moratalaz,Colisión lateral,colisión-lateral,Despejado,Turismo,turismo,Conductor,conductor,55-59,Hombre,hombre,hombre%55-59,,Hombre entre 55 y 59 años
2020S000432,09/01/2020,10:00,2020-09-01T10:00:00Z,10:00-10:59,CALL. FUENTE CARRANTONA,call-fuente-carrantona,CALL. ENCOMIENDA DE PALACIOS,call-encomienda-de-palacios,,CALL.FUENTECARRANTONA-CALL.ENCOMIENDADEPALACIOS,call-fuente-carrantona%call-encomienda-de-palacios,Moratalaz,https://www.wikidata.org/wiki/Q2076109,moratalaz,Colisión lateral,colisión-lateral,Despejado,Turismo,turismo,Pasajero,pasajero,45-49,Mujer,mujer,mujer%45-49,,Mujer entre 45 y 49 años
2020S000435,09/01/2020,9:40,2020-09-01T09:40:00Z,09:00-09:59,CALL. SANCHEZ PRECIADO,call-sanchez-preciado,,,38,CALL. SANCHEZ PRECIADO  - 38,call-sanchez-preciado%38,Moncloa-Aravaca,https://www.wikidata.org/wiki/Q2017682,moncloa-aravaca,Choque contra obstáculo fijo,choque-contra-obstáculo-fijo,Despejado,Turismo,turismo,Conductor,conductor,30-34,Hombre,hombre,hombre%30-34%14,14,Hombre entre 30 y 34 años
2020S000430,09/01/2020,9:00,2020-09-01T09:00:00Z,09:00-09:59,CALL. ALCALA,call-alcala,,,114,CALL. ALCALA  - 114,call-alcala%114,Salamanca,https://www.wikidata.org/wiki/Q1773521,salamanca,Colisión múltiple,colisión-múltiple,Despejado,Turismo,turismo,Conductor,conductor,40-44,Hombre,hombre,hombre%40-44%14,14,Hombre entre 40 y 44 años
2020S000430,09/01/2020,9:00,2020-09-01T09:00:00Z,09:00-09:59,CALL. ALCALA,call-alcala,,,114,CALL. ALCALA  - 114,call-alcala%114,Salamanca,https://www.wikidata.org/wiki/Q1773521,salamanca,Colisión múltiple,colisión-múltiple,Despejado,Turismo,turismo,Conductor,conductor,45-49,Mujer,mujer,mujer%45-49%7,7,Mujer entre 45 y 49 años
2020S000430,09/01/2020,9:00,2020-09-01T09:00:00Z,09:00-09:59,CALL. ALCALA,call-alcala,,,114,CALL. ALCALA  - 114,call-alcala%114,Salamanca,https://www.wikidata.org/wiki/Q1773521,salamanca,Colisión múltiple,colisión-múltiple,Despejado,Furgoneta,furgoneta,Conductor,conductor,55-59,Hombre,hombre,hombre%55-59%14,14,Hombre entre 55 y 59 años
2020S000799,09/01/2020,8:45,2020-09-01T08:45:00Z,08:00-08:59,CALL. GOLONDRINA,call-golondrina,,,26,CALL. GOLONDRINA  - 26,call-golondrina%26,Moncloa-Aravaca,https://www.wikidata.org/wiki/Q2017682,moncloa-aravaca,Alcance,alcance,Despejado,Turismo,turismo,Conductor,conductor,35-39,Mujer,mujer,mujer%35-39%14,14,Mujer entre 35 y 39 años
2020S000799,09/01/2020,8:45,2020-09-01T08:45:00Z,08:00-08:59,CALL. GOLONDRINA,call-golondrina,,,26,CALL. GOLONDRINA  - 26,call-golondrina%26,Moncloa-Aravaca,https://www.wikidata.org/wiki/Q2017682,moncloa-aravaca,Alcance,alcance,Despejado,Motocicleta > 125cc,motocicleta->-125cc,Conductor,conductor,55-59,Hombre,hombre,hombre%55-59%7,7,Hombre entre 55 y 59 años
2020S000456,09/01/2020,8:28,2020-09-01T08:28:00Z,08:00-08:59,"AUTOV. M-30, CALZADA 1 PK 20.100","autov-m-30,-calzada-1-pk-20100",,,,"AUTOV.M-30,CALZADA1PK20.100","autov-m-30,-calzada-1-pk-20100",Moncloa-Aravaca,https://www.wikidata.org/wiki/Q2017682,moncloa-aravaca,Alcance,alcance,Despejado,Turismo,turismo,Conductor,conductor,45-49,Mujer,mujer,mujer%45-49,,Mujer entre 45 y 49 años
2020S000456,09/01/2020,8:28,2020-09-01T08:28:00Z,08:00-08:59,"AUTOV. M-30, CALZADA 1 PK 20.100","autov-m-30,-calzada-1-pk-20100",,,,"AUTOV.M-30,CALZADA1PK20.100","autov-m-30,-calzada-1-pk-20100",Moncloa-Aravaca,https://www.wikidata.org/wiki/Q2017682,moncloa-aravaca,Alcance,alcance,Despejado,Turismo,turismo,Conductor,conductor,21-24,Mujer,mujer,mujer%21-24,,Mujer entre 21 y 24 años
2020S000490,09/01/2020,8:00,2020-09-01T08:00:00Z,08:00-08:59,PLAZA. LEALTAD,plaza-lealtad,PLAZA. CANOVAS DEL CASTILLO,plaza-canovas-del-castillo,,PLAZA.LEALTAD-PLAZA.CANOVASDELCASTILLO,plaza-lealtad%plaza-canovas-del-castillo,Retiro,https://www.wikidata.org/wiki/Q2002296,retiro,Caída,caída,Despejado,Motocicleta > 125cc,motocicleta->-125cc,Conductor,conductor,60-64,Hombre,hombre,hombre%60-64,,Hombre entre 60 y 64 años
2020S000490,09/01/2020,8:00,2020-09-01T08:00:00Z,08:00-08:59,PLAZA. LEALTAD,plaza-lealtad,PLAZA. CANOVAS DEL CASTILLO,plaza-canovas-del-castillo,,PLAZA.LEALTAD-PLAZA.CANOVASDELCASTILLO,plaza-lealtad%plaza-canovas-del-castillo,Retiro,https://www.wikidata.org/wiki/Q2002296,retiro,Caída,caída,Despejado,Turismo,turismo,Conductor,conductor,45-49,Hombre,hombre,hombre%45-49,,Hombre entre 45 y 49 años
2020S000427,09/01/2020,7:30,2020-09-01T07:30:00Z,07:00-07:59,CALL. ALBERTO AGUILERA,call-alberto-aguilera,,,23,CALL. ALBERTO AGUILERA  - 23,call-alberto-aguilera%23,Centro,https://www.wikidata.org/wiki/Q1763376,centro,Alcance,alcance,Despejado,Ciclomotor,ciclomotor,Conductor,conductor,30-34,Mujer,mujer,mujer%30-34%7,7,Mujer entre 30 y 34 años
2020S000427,09/01/2020,7:30,2020-09-01T07:30:00Z,07:00-07:59,CALL. ALBERTO AGUILERA,call-alberto-aguilera,,,23,CALL. ALBERTO AGUILERA  - 23,call-alberto-aguilera%23,Centro,https://www.wikidata.org/wiki/Q1763376,centro,Alcance,alcance,Despejado,Motocicleta > 125cc,motocicleta->-125cc,Conductor,conductor,40-44,Hombre,hombre,hombre%40-44%7,7,Hombre entre 40 y 44 años
2020S000423,09/01/2020,6:15,2020-09-01T06:15:00Z,06:00-06:59,CALL. LOPEZ DE HOYOS,call-lopez-de-hoyos,,,182,CALL. LOPEZ DE HOYOS  - 182,call-lopez-de-hoyos%182,Chamartín,https://www.wikidata.org/wiki/Q1766348,chamartin,Colisión fronto-lateral,colisión-fronto-lateral,Despejado,Turismo,turismo,Conductor,conductor,55-59,Hombre,hombre,hombre%55-59%14,14,Hombre entre 55 y 59 años
2020S000423,09/01/2020,6:15,2020-09-01T06:15:00Z,06:00-06:59,CALL. LOPEZ DE HOYOS,call-lopez-de-hoyos,,,182,CALL. LOPEZ DE HOYOS  - 182,call-lopez-de-hoyos%182,Chamartín,https://www.wikidata.org/wiki/Q1766348,chamartin,Colisión fronto-lateral,colisión-fronto-lateral,Despejado,Turismo,turismo,Conductor,conductor,55-59,Hombre,hombre,hombre%55-59%14,14,Hombre entre 55 y 59 años
2020S000416,09/01/2020,3:40,2020-09-01T03:40:00Z,03:00-03:59,ESTCE. ASAMBLEA DE MADRID-ENTREVIAS,estce-asamblea-de-madrid-entrevias,,,0,ESTCE. ASAMBLEA DE MADRID-ENTREVIAS  - 0,estce-asamblea-de-madrid-entrevias%0,Puente de Vallecas,https://www.wikidata.org/wiki/Q2003054,puente-de-vallecas,Alcance,alcance,Despejado,Turismo,turismo,Conductor,conductor,45-49,Hombre,hombre,hombre%45-49,,Hombre entre 45 y 49 años
2020S000416,09/01/2020,3:40,2020-09-01T03:40:00Z,03:00-03:59,ESTCE. ASAMBLEA DE MADRID-ENTREVIAS,estce-asamblea-de-madrid-entrevias,,,0,ESTCE. ASAMBLEA DE MADRID-ENTREVIAS  - 0,estce-asamblea-de-madrid-entrevias%0,Puente de Vallecas,https://www.wikidata.org/wiki/Q2003054,puente-de-vallecas,Alcance,alcance,Despejado,Ciclomotor,ciclomotor,Conductor,conductor,25-29,Mujer,mujer,mujer%25-29,,Mujer entre 25 y 29 años
2020S000417,09/01/2020,3:25,2020-09-01T03:25:00Z,03:00-03:59,PLAZA. MANUEL BECERRA,plaza-manuel-becerra,CALL. ALCALA,call-alcala,,PLAZA.MANUELBECERRA-CALL.ALCALA,plaza-manuel-becerra%call-alcala,Salamanca,https://www.wikidata.org/wiki/Q1773521,salamanca,Colisión lateral,colisión-lateral,Despejado,Motocicleta > 125cc,motocicleta->-125cc,Conductor,conductor,70-74,Hombre,hombre,hombre%70-74%14,14,Hombre entre 70 y 74 años
2020S000417,09/01/2020,3:25,2020-09-01T03:25:00Z,03:00-03:59,PLAZA. MANUEL BECERRA,plaza-manuel-becerra,CALL. ALCALA,call-alcala,,PLAZA.MANUELBECERRA-CALL.ALCALA,plaza-manuel-becerra%call-alcala,Salamanca,https://www.wikidata.org/wiki/Q1773521,salamanca,Colisión lateral,colisión-lateral,Despejado,Turismo,turismo,Conductor,conductor,55-59,Mujer,mujer,mujer%55-59%14,14,Mujer entre 55 y 59 años
2020S000415,09/01/2020,3:20,2020-09-01T03:20:00Z,03:00-03:59,PLAZA. MANUEL BECERRA,plaza-manuel-becerra,CALL. ALCALA,call-alcala,,PLAZA.MANUELBECERRA-CALL.ALCALA,plaza-manuel-becerra%call-alcala,Salamanca,https://www.wikidata.org/wiki/Q1773521,salamanca,Choque contra obstáculo fijo,choque-contra-obstáculo-fijo,Despejado,Motocicleta > 125cc,motocicleta->-125cc,Conductor,conductor,70-74,Hombre,hombre,hombre%70-74,,Hombre entre 70 y 74 años
2020S000415,09/01/2020,3:20,2020-09-01T03:20:00Z,03:00-03:59,PLAZA. MANUEL BECERRA,plaza-manuel-becerra,CALL. ALCALA,call-alcala,,PLAZA.MANUELBECERRA-CALL.ALCALA,plaza-manuel-becerra%call-alcala,Salamanca,https://www.wikidata.org/wiki/Q1773521,salamanca,Choque contra obstáculo fijo,choque-contra-obstáculo-fijo,Despejado,Turismo,turismo,Conductor,conductor,55-59,Mujer,mujer,mujer%55-59,,Mujer entre 55 y 59 años
2020S000418,09/01/2020,2:40,2020-09-01T02:40:00Z,02:00-02:59,CALL. JORGE JUAN,call-jorge-juan,CALL. LAGASCA,call-lagasca,,CALL.JORGEJUAN-CALL.LAGASCA,call-jorge-juan%call-lagasca,Salamanca,https://www.wikidata.org/wiki/Q1773521,salamanca,Colisión fronto-lateral,colisión-fronto-lateral,Despejado,Turismo,turismo,Conductor,conductor,50-54,Mujer,mujer,mujer%50-54,,Mujer entre 50 y 54 años
2020S000418,09/01/2020,2:40,2020-09-01T02:40:00Z,02:00-02:59,CALL. JORGE JUAN,call-jorge-juan,CALL. LAGASCA,call-lagasca,,CALL.JORGEJUAN-CALL.LAGASCA,call-jorge-juan%call-lagasca,Salamanca,https://www.wikidata.org/wiki/Q1773521,salamanca,Colisión fronto-lateral,colisión-fronto-lateral,Despejado,Motocicleta > 125cc,motocicleta->-125cc,Conductor,conductor,35-39,Mujer,mujer,mujer%35-39,,Mujer entre 35 y 39 años
2020S002645,09/01/2020,2:20,2020-09-01T02:20:00Z,02:00-02:59,CALL. NUMANCIA,call-numancia,,,61,CALL. NUMANCIA  - 61,call-numancia%61,Tetuán,https://www.wikidata.org/wiki/Q1773540,tetuan,Colisión múltiple,colisión-múltiple,,Turismo,turismo,Conductor,conductor,40-44,Hombre,hombre,hombre%40-44,,Hombre entre 40 y 44 años
2020S002645,09/01/2020,2:20,2020-09-01T02:20:00Z,02:00-02:59,CALL. NUMANCIA,call-numancia,,,61,CALL. NUMANCIA  - 61,call-numancia%61,Tetuán,https://www.wikidata.org/wiki/Q1773540,tetuan,Colisión múltiple,colisión-múltiple,,Turismo,turismo,Conductor,conductor,,,,,,
2020S002645,09/01/2020,2:20,2020-09-01T02:20:00Z,02:00-02:59,CALL. NUMANCIA,call-numancia,,,61,CALL. NUMANCIA  - 61,call-numancia%61,Tetuán,https://www.wikidata.org/wiki/Q1773540,tetuan,Colisión múltiple,colisión-múltiple,,Turismo,turismo,Conductor,conductor,,,,,,
2020S002645,09/01/2020,2:20,2020-09-01T02:20:00Z,02:00-02:59,CALL. NUMANCIA,call-numancia,,,61,CALL. NUMANCIA  - 61,call-numancia%61,Tetuán,https://www.wikidata.org/wiki/Q1773540,tetuan,Colisión múltiple,colisión-múltiple,,Turismo,turismo,Conductor,conductor,,,,,,
2020S000413,09/01/2020,0:35,2020-09-01T00:35:00Z,00:00-00:59,CALL. CAROLI,call-caroli,,,3,CALL. CAROLI  - 3,call-caroli%3,Moncloa-Aravaca,https://www.wikidata.org/wiki/Q2017682,moncloa-aravaca,Colisión fronto-lateral,colisión-fronto-lateral,,Turismo,turismo,Conductor,conductor,,,,,,
2020S000413,09/01/2020,0:35,2020-09-01T00:35:00Z,00:00-00:59,CALL. CAROLI,call-caroli,,,3,CALL. CAROLI  - 3,call-caroli%3,Moncloa-Aravaca,https://www.wikidata.org/wiki/Q2017682,moncloa-aravaca,Colisión fronto-lateral,colisión-fronto-lateral,,Turismo,turismo,Conductor,conductor,,,,,,
2020S000560,10/01/2020,23:55,2020-10-01T23:55:00Z,23:00-23:59,CALL. ANDRES BORREGO,call-andres-borrego,,,18,CALL. ANDRES BORREGO  - 18,call-andres-borrego%18,Centro,https://www.wikidata.org/wiki/Q1763376,centro,Caída,caída,Despejado,Bicicleta,bicicleta,Conductor,conductor,35-39,Hombre,hombre,hombre%35-39%5,5,Hombre entre 35 y 39 años
2020S000571,10/01/2020,23:40,2020-10-01T23:40:00Z,23:00-23:59,CALL. LAS NAVAS DE BUITRAGO,call-las-navas-de-buitrago,CALL. BASCUÑUELOS,call-bascuñuelos,,CALL.LASNAVASDEBUITRAGO-CALL.BASCUÑUELOS,call-las-navas-de-buitrago%call-bascuñuelos,Villaverde,https://www.wikidata.org/wiki/Q919536,villaverde,Colisión fronto-lateral,colisión-fronto-lateral,Despejado,Turismo,turismo,Conductor,conductor,18-20,Hombre,hombre,hombre%18-20%14,14,Hombre entre 18 y 20 años
2020S000571,10/01/2020,23:40,2020-10-01T23:40:00Z,23:00-23:59,CALL. LAS NAVAS DE BUITRAGO,call-las-navas-de-buitrago,CALL. BASCUÑUELOS,call-bascuñuelos,,CALL.LASNAVASDEBUITRAGO-CALL.BASCUÑUELOS,call-las-navas-de-buitrago%call-bascuñuelos,Villaverde,https://www.wikidata.org/wiki/Q919536,villaverde,Colisión fronto-lateral,colisión-fronto-lateral,Despejado,Turismo,turismo,Pasajero,pasajero,21-24,Hombre,hombre,hombre%21-24%14,14,Hombre entre 21 y 24 años
2020S000571,10/01/2020,23:40,2020-10-01T23:40:00Z,23:00-23:59,CALL. LAS NAVAS DE BUITRAGO,call-las-navas-de-buitrago,CALL. BASCUÑUELOS,call-bascuñuelos,,CALL.LASNAVASDEBUITRAGO-CALL.BASCUÑUELOS,call-las-navas-de-buitrago%call-bascuñuelos,Villaverde,https://www.wikidata.org/wiki/Q919536,villaverde,Colisión fronto-lateral,colisión-fronto-lateral,Despejado,Turismo,turismo,Conductor,conductor,65-69,Hombre,hombre,hombre%65-69%14,14,Hombre entre 65 y 69 años
2020S000847,10/01/2020,22:15,2020-10-01T22:15:00Z,22:00-22:59,AVDA. RAFAELA YBARRA,avda-rafaela-ybarra,AVDA. POBLADOS,avda-poblados,,AVDA.RAFAELAYBARRA-AVDA.POBLADOS,avda-rafaela-ybarra%avda-poblados,Usera,https://www.wikidata.org/wiki/Q953368,usera,Alcance,alcance,,Turismo,turismo,Conductor,conductor,18-20,Hombre,hombre,hombre%18-20,,Hombre entre 18 y 20 años
2020S000847,10/01/2020,22:15,2020-10-01T22:15:00Z,22:00-22:59,AVDA. RAFAELA YBARRA,avda-rafaela-ybarra,AVDA. POBLADOS,avda-poblados,,AVDA.RAFAELAYBARRA-AVDA.POBLADOS,avda-rafaela-ybarra%avda-poblados,Usera,https://www.wikidata.org/wiki/Q953368,usera,Alcance,alcance,,Turismo,turismo,Conductor,conductor,50-54,Hombre,hombre,hombre%50-54,,Hombre entre 50 y 54 años
2020S000847,10/01/2020,22:15,2020-10-01T22:15:00Z,22:00-22:59,AVDA. RAFAELA YBARRA,avda-rafaela-ybarra,AVDA. POBLADOS,avda-poblados,,AVDA.RAFAELAYBARRA-AVDA.POBLADOS,avda-rafaela-ybarra%avda-poblados,Usera,https://www.wikidata.org/wiki/Q953368,usera,Alcance,alcance,,Turismo,turismo,Pasajero,pasajero,35-39,Hombre,hombre,hombre%35-39,,Hombre entre 35 y 39 años
2020S000753,10/01/2020,22:00,2020-10-01T22:00:00Z,22:00-22:59,CALL. EUGENIA DE MONTIJO,call-eugenia-de-montijo,AVDA. POBLADOS,avda-poblados,,CALL.EUGENIADEMONTIJO-AVDA.POBLADOS,call-eugenia-de-montijo%avda-poblados,Carabanchel,https://www.wikidata.org/wiki/Q1001991,carabanchel,Colisión lateral,colisión-lateral,Despejado,Autobús,autobus,Conductor,conductor,40-44,Hombre,hombre,hombre%40-44,,Hombre entre 40 y 44 años
2020S000753,10/01/2020,22:00,2020-10-01T22:00:00Z,22:00-22:59,CALL. EUGENIA DE MONTIJO,call-eugenia-de-montijo,AVDA. POBLADOS,avda-poblados,,CALL.EUGENIADEMONTIJO-AVDA.POBLADOS,call-eugenia-de-montijo%avda-poblados,Carabanchel,https://www.wikidata.org/wiki/Q1001991,carabanchel,Colisión lateral,colisión-lateral,Despejado,Turismo,turismo,Conductor,conductor,25-29,Mujer,mujer,mujer%25-29,,Mujer entre 25 y 29 años
2020S000753,10/01/2020,22:00,2020-10-01T22:00:00Z,22:00-22:59,CALL. EUGENIA DE MONTIJO,call-eugenia-de-montijo,AVDA. POBLADOS,avda-poblados,,CALL.EUGENIADEMONTIJO-AVDA.POBLADOS,call-eugenia-de-montijo%avda-poblados,Carabanchel,https://www.wikidata.org/wiki/Q1001991,carabanchel,Colisión lateral,colisión-lateral,Despejado,Turismo,turismo,Pasajero,pasajero,0-5,Hombre,hombre,hombre%0-5,,Hombre entre 0 y 5 años
2020S000583,10/01/2020,21:50,2020-10-01T21:50:00Z,21:00-21:59,"AUTOV. M-30, +01200I P.K. 12,300","autov-m-30,-+01200i-pk-12,300",,,,"AUTOV.M-30,+01200IP.K.12,300","autov-m-30,-+01200i-pk-12,300",Puente de Vallecas,https://www.wikidata.org/wiki/Q2003054,puente-de-vallecas,Alcance,alcance,Despejado,Turismo,turismo,Conductor,conductor,30-34,Mujer,mujer,mujer%30-34,,Mujer entre 30 y 34 años
2020S000583,10/01/2020,21:50,2020-10-01T21:50:00Z,21:00-21:59,"AUTOV. M-30, +01200I P.K. 12,300","autov-m-30,-+01200i-pk-12,300",,,,"AUTOV.M-30,+01200IP.K.12,300","autov-m-30,-+01200i-pk-12,300",Puente de Vallecas,https://www.wikidata.org/wiki/Q2003054,puente-de-vallecas,Alcance,alcance,Despejado,Turismo,turismo,Conductor,conductor,21-24,Hombre,hombre,hombre%21-24,,Hombre entre 21 y 24 años
2020S000623,10/01/2020,21:10,2020-10-01T21:10:00Z,21:00-21:59,CALL. GUZMAN EL BUENO,call-guzman-el-bueno,,,72,CALL. GUZMAN EL BUENO  - 72,call-guzman-el-bueno%72,Chamberí,https://www.wikidata.org/wiki/Q1763370,chamberi,Choque contra obstáculo fijo,choque-contra-obstáculo-fijo,Despejado,Turismo,turismo,Conductor,conductor,55-59,Mujer,mujer,mujer%55-59,,Mujer entre 55 y 59 años
2020S000550,10/01/2020,20:40,2020-10-01T20:40:00Z,20:00-20:59,CALL. PEDRO LABORDE,call-pedro-laborde,,,54,CALL. PEDRO LABORDE  - 54,call-pedro-laborde%54,Puente de Vallecas,https://www.wikidata.org/wiki/Q2003054,puente-de-vallecas,Alcance,alcance,Despejado,Turismo,turismo,Conductor,conductor,50-54,Hombre,hombre,hombre%50-54,,Hombre entre 50 y 54 años
2020S000550,10/01/2020,20:40,2020-10-01T20:40:00Z,20:00-20:59,CALL. PEDRO LABORDE,call-pedro-laborde,,,54,CALL. PEDRO LABORDE  - 54,call-pedro-laborde%54,Puente de Vallecas,https://www.wikidata.org/wiki/Q2003054,puente-de-vallecas,Alcance,alcance,Despejado,Turismo,turismo,Pasajero,pasajero,30-34,Mujer,mujer,mujer%30-34,,Mujer entre 30 y 34 años
2020S000550,10/01/2020,20:40,2020-10-01T20:40:00Z,20:00-20:59,CALL. PEDRO LABORDE,call-pedro-laborde,,,54,CALL. PEDRO LABORDE  - 54,call-pedro-laborde%54,Puente de Vallecas,https://www.wikidata.org/wiki/Q2003054,puente-de-vallecas,Alcance,alcance,Despejado,Turismo,turismo,Pasajero,pasajero,10-14,Hombre,hombre,hombre%10-14,,Hombre entre 10 y 14 años
2020S000550,10/01/2020,20:40,2020-10-01T20:40:00Z,20:00-20:59,CALL. PEDRO LABORDE,call-pedro-laborde,,,54,CALL. PEDRO LABORDE  - 54,call-pedro-laborde%54,Puente de Vallecas,https://www.wikidata.org/wiki/Q2003054,puente-de-vallecas,Alcance,alcance,Despejado,Turismo,turismo,Conductor,conductor,25-29,Hombre,hombre,hombre%25-29,,Hombre entre 25 y 29 años
2020S000669,10/01/2020,20:15,2020-10-01T20:15:00Z,20:00-20:59,CALL. FUENTE CARRANTONA,call-fuente-carrantona,AUTOV. M-23,autov-m-23,,CALL.FUENTECARRANTONA-AUTOV.M-23,call-fuente-carrantona%autov-m-23,Moratalaz,https://www.wikidata.org/wiki/Q2076109,moratalaz,Colisión fronto-lateral,colisión-fronto-lateral,Despejado,Turismo,turismo,Conductor,conductor,21-24,Hombre,hombre,hombre%21-24%7,7,Hombre entre 21 y 24 años
2020S000669,10/01/2020,20:15,2020-10-01T20:15:00Z,20:00-20:59,CALL. FUENTE CARRANTONA,call-fuente-carrantona,AUTOV. M-23,autov-m-23,,CALL.FUENTECARRANTONA-AUTOV.M-23,call-fuente-carrantona%autov-m-23,Moratalaz,https://www.wikidata.org/wiki/Q2076109,moratalaz,Colisión fronto-lateral,colisión-fronto-lateral,Despejado,Turismo,turismo,Pasajero,pasajero,21-24,Mujer,mujer,mujer%21-24%7,7,Mujer entre 21 y 24 años
2020S000669,10/01/2020,20:15,2020-10-01T20:15:00Z,20:00-20:59,CALL. FUENTE CARRANTONA,call-fuente-carrantona,AUTOV. M-23,autov-m-23,,CALL.FUENTECARRANTONA-AUTOV.M-23,call-fuente-carrantona%autov-m-23,Moratalaz,https://www.wikidata.org/wiki/Q2076109,moratalaz,Colisión fronto-lateral,colisión-fronto-lateral,Despejado,Turismo,turismo,Conductor,conductor,30-34,Mujer,mujer,mujer%30-34%7,7,Mujer entre 30 y 34 años
2020S000552,10/01/2020,19:50,2020-10-01T19:50:00Z,19:00-19:59,"AUTOV. M-30, lateral 2,400","autov-m-30,-lateral-2,400",,,,"AUTOV.M-30,lateral2,400","autov-m-30,-lateral-2,400",Ciudad Lineal,https://www.wikidata.org/wiki/Q1763694,ciudad-lineal,Alcance,alcance,Despejado,Turismo,turismo,Conductor,conductor,25-29,Mujer,mujer,mujer%25-29,,Mujer entre 25 y 29 años
2020S000552,10/01/2020,19:50,2020-10-01T19:50:00Z,19:00-19:59,"AUTOV. M-30, lateral 2,400","autov-m-30,-lateral-2,400",,,,"AUTOV.M-30,lateral2,400","autov-m-30,-lateral-2,400",Ciudad Lineal,https://www.wikidata.org/wiki/Q1763694,ciudad-lineal,Alcance,alcance,Despejado,Turismo,turismo,Conductor,conductor,50-54,Hombre,hombre,hombre%50-54,,Hombre entre 50 y 54 años
