Numero de Puesto,Estacion URI Final,Latitud,Longitud,Calles Linked,Calle,Calles URI Final,wikidata:PublicSpace,Numero,Direccion,Direccion URI Final,Distrito Linked,Distrito,Distritos URI Final,wikidata:districtMadrid,Barrios Linked,Barrio,Barrios URI Final,wikidata:neighborhoodMadrid,Numero de Plazas
129,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-jose-abascal,40.4384684,-3.6982818,calle de José Abascal,calle de jose abascal,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-jose-abascal,https://wikidata.org/wiki/Q27310549,33,Calle De Jose Abascal-33,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-jose-abascal-33,Chamberí,chamberi,http://semantic.web.es/group05/resource/bicimad/distrito#chamberi,https://wikidata.org/wikiQ1763370,Ríos Rosas,rios rosas,http://semantic.web.es/group05/resource/bicimad/barrio#rios-rosas,https://wikidata.org/wikiQ10366270,24
130,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-santa-engracia,40.4417195,-3.7017071,"Calle de Santa Engracia, Madrid",calle de santa engracia,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-santa-engracia,https://wikidata.org/wiki/Q26728109,129,Calle De Santa Engracia-129,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-santa-engracia-129,Chamberí,chamberi,http://semantic.web.es/group05/resource/bicimad/distrito#chamberi,https://wikidata.org/wikiQ1763370,Ríos Rosas,rios rosas,http://semantic.web.es/group05/resource/bicimad/barrio#rios-rosas,https://wikidata.org/wikiQ10366270,20
131,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-bravo-murillo,40.4417543,-3.704022,Calle de Bravo Murillo,calle de bravo murillo,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-bravo-murillo,https://wikidata.org/wiki/Q5740815,44,Calle De Bravo Murillo-44,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-bravo-murillo-44,Chamberí,chamberi,http://semantic.web.es/group05/resource/bicimad/distrito#chamberi,https://wikidata.org/wikiQ1763370,Ríos Rosas,rios rosas,http://semantic.web.es/group05/resource/bicimad/barrio#rios-rosas,https://wikidata.org/wikiQ10366270,24
132,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-santa-engracia,40.4463889,-3.7035911,"Calle de Santa Engracia, Madrid",calle de santa engracia,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-santa-engracia,https://wikidata.org/wiki/Q26728109,168,Calle De Santa Engracia-168,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-santa-engracia-168,Chamberí,chamberi,http://semantic.web.es/group05/resource/bicimad/distrito#chamberi,https://wikidata.org/wikiQ1763370,Ríos Rosas,rios rosas,http://semantic.web.es/group05/resource/bicimad/barrio#rios-rosas,https://wikidata.org/wikiQ10366270,24
133,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-dulcinea,40.4471673,-3.7000292,CALLE DE DULCINEA,calle de dulcinea,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-dulcinea,,3,Calle De Dulcinea-3,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-dulcinea-3,Tetuán,tetuan,http://semantic.web.es/group05/resource/bicimad/distrito#tetuan,https://wikidata.org/wikiQ1773540,Cuatro Caminos,cuatro caminos,http://semantic.web.es/group05/resource/bicimad/barrio#cuatro-caminos,https://wikidata.org/wikiQ5824684,24
134,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-maria-de-guzman,40.444027,-3.6955114,"Calle de María de Guzmán, Madrid",calle de maria de guzman,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-maria-de-guzman,https://wikidata.org/wiki/Q27310035,58,Calle De Maria De Guzman-58,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-maria-de-guzman-58,Chamberí,chamberi,http://semantic.web.es/group05/resource/bicimad/distrito#chamberi,https://wikidata.org/wikiQ1763370,Ríos Rosas,rios rosas,http://semantic.web.es/group05/resource/bicimad/barrio#rios-rosas,https://wikidata.org/wikiQ10366270,24
135,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#plaza-de-san-juan-de-la-cruz,40.4414845,-3.6928901,Square of San Juan de la Cruz,plaza de san juan de la cruz,http://semantic.web.es/group05/resource/bicimad/calle#plaza-de-san-juan-de-la-cruz,https://wikidata.org/wiki/Q27345106,S/N,Plaza De San Juan De La Cruz-s/n,http://semantic.web.es/group05/resource/bicimad/direccion#plaza-de-san-juan-de-la-cruz-s/n,Chamberí,chamberi,http://semantic.web.es/group05/resource/bicimad/distrito#chamberi,https://wikidata.org/wikiQ1763370,Ríos Rosas,rios rosas,http://semantic.web.es/group05/resource/bicimad/barrio#rios-rosas,https://wikidata.org/wikiQ10366270,24
136,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#paseo-de-la-castellana,40.4452833,-3.6908127,paseo de la Castellana,paseo de la castellana,http://semantic.web.es/group05/resource/bicimad/calle#paseo-de-la-castellana,https://wikidata.org/wiki/Q1473674,106,Paseo De La Castellana-106,http://semantic.web.es/group05/resource/bicimad/direccion#paseo-de-la-castellana-106,Chamartín,chamartin,http://semantic.web.es/group05/resource/bicimad/distrito#chamartin,https://wikidata.org/wikiQ1766348,El Viso,el viso,http://semantic.web.es/group05/resource/bicimad/barrio#el-viso,https://wikidata.org/wikiQ4778,24
137,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#plaza-de-la-republica-argentina,40.4454958,-3.6852925,"Plaza de la República Argentina, Madrid",plaza de la republica argentina,http://semantic.web.es/group05/resource/bicimad/calle#plaza-de-la-republica-argentina,https://wikidata.org/wiki/Q29200152,6,Plaza De La Republica Argentina-6,http://semantic.web.es/group05/resource/bicimad/direccion#plaza-de-la-republica-argentina-6,Chamartín,chamartin,http://semantic.web.es/group05/resource/bicimad/distrito#chamartin,https://wikidata.org/wikiQ1766348,El Viso,el viso,http://semantic.web.es/group05/resource/bicimad/barrio#el-viso,https://wikidata.org/wikiQ4778,24
138,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#paseo-de-la-castellana,40.4456884,-3.6915818,paseo de la Castellana,paseo de la castellana,http://semantic.web.es/group05/resource/bicimad/calle#paseo-de-la-castellana,https://wikidata.org/wiki/Q1473674,108,Paseo De La Castellana-108,http://semantic.web.es/group05/resource/bicimad/direccion#paseo-de-la-castellana-108,Chamberí,chamberi,http://semantic.web.es/group05/resource/bicimad/distrito#chamberi,https://wikidata.org/wikiQ1763370,Ríos Rosas,rios rosas,http://semantic.web.es/group05/resource/bicimad/barrio#rios-rosas,https://wikidata.org/wikiQ10366270,24
139,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-jose-gutierrez-abascal,40.4393558,-3.6904495,CALLE DE JOSE GUTIERREZ ABASCAL,calle de jose gutierrez abascal,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-jose-gutierrez-abascal,,S/N,Calle De Jose Gutierrez Abascal-s/n,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-jose-gutierrez-abascal-s/n,Chamartín,chamartin,http://semantic.web.es/group05/resource/bicimad/distrito#chamartin,https://wikidata.org/wikiQ1766348,El Viso,el viso,http://semantic.web.es/group05/resource/bicimad/barrio#el-viso,https://wikidata.org/wikiQ4778,24
140,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-velazquez,40.438628,-3.6829045,calle de Velázquez,calle de velazquez,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-velazquez,https://wikidata.org/wiki/Q20031523,134,Calle De Velazquez-134,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-velazquez-134,Chamartín,chamartin,http://semantic.web.es/group05/resource/bicimad/distrito#chamartin,https://wikidata.org/wikiQ1766348,El Viso,el viso,http://semantic.web.es/group05/resource/bicimad/barrio#el-viso,https://wikidata.org/wikiQ4778,24
140,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-velazquez,40.4385198,-3.6829127,calle de Velázquez,calle de velazquez,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-velazquez,https://wikidata.org/wiki/Q20031523,14,Calle De Velazquez-14,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-velazquez-14,Chamartín,chamartin,http://semantic.web.es/group05/resource/bicimad/distrito#chamartin,https://wikidata.org/wikiQ1766348,El Viso,el viso,http://semantic.web.es/group05/resource/bicimad/barrio#el-viso,https://wikidata.org/wikiQ4778,3
141,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#paseo-de-la-castellana,40.4354253,-3.6892902,paseo de la Castellana,paseo de la castellana,http://semantic.web.es/group05/resource/bicimad/calle#paseo-de-la-castellana,https://wikidata.org/wiki/Q1473674,43,Paseo De La Castellana-43,http://semantic.web.es/group05/resource/bicimad/direccion#paseo-de-la-castellana-43,Chamberí,chamberi,http://semantic.web.es/group05/resource/bicimad/distrito#chamberi,https://wikidata.org/wikiQ1763370,Almagro,almagro,http://semantic.web.es/group05/resource/bicimad/barrio#almagro,https://wikidata.org/wikiQ10954432,12
142,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#paseo-de-la-castellana,40.4335262,-3.6880402,paseo de la Castellana,paseo de la castellana,http://semantic.web.es/group05/resource/bicimad/calle#paseo-de-la-castellana,https://wikidata.org/wiki/Q1473674,S/N,Paseo De La Castellana-s/n,http://semantic.web.es/group05/resource/bicimad/direccion#paseo-de-la-castellana-s/n,Salamanca,salamanca,http://semantic.web.es/group05/resource/bicimad/distrito#salamanca,https://wikidata.org/wikiQ1773521,Castellana,castellana,http://semantic.web.es/group05/resource/bicimad/barrio#castellana,https://wikidata.org/wikiQ4781,24
143,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-diego-de-leon,40.434616,-3.6782355,"Calle de Diego de León, Madrid",calle de diego de leon,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-diego-de-leon,https://wikidata.org/wiki/Q28059485,54,Calle De Diego De Leon-54,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-diego-de-leon-54,Salamanca,salamanca,http://semantic.web.es/group05/resource/bicimad/distrito#salamanca,https://wikidata.org/wikiQ1773521,Lista,lista,http://semantic.web.es/group05/resource/bicimad/barrio#lista,https://wikidata.org/wikiQ4779,24
144,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-juan-bravo,40.4323192,-3.6754628,"Calle de Juan Bravo, Madrid",calle de juan bravo,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-juan-bravo,https://wikidata.org/wiki/Q28054647,50,Calle De Juan Bravo-50,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-juan-bravo-50,Salamanca,salamanca,http://semantic.web.es/group05/resource/bicimad/distrito#salamanca,https://wikidata.org/wikiQ1773521,Lista,lista,http://semantic.web.es/group05/resource/bicimad/barrio#lista,https://wikidata.org/wikiQ4779,24
145,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-jose-ortega-y-gasset,40.4297717,-3.671401,"Calle de José Ortega y Gasset, Madrid",calle de jose ortega y gasset,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-jose-ortega-y-gasset,https://wikidata.org/wiki/Q16540548,87,Calle De Jose Ortega Y Gasset-87,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-jose-ortega-y-gasset-87,Salamanca,salamanca,http://semantic.web.es/group05/resource/bicimad/distrito#salamanca,https://wikidata.org/wikiQ1773521,Lista,lista,http://semantic.web.es/group05/resource/bicimad/barrio#lista,https://wikidata.org/wikiQ4779,24
146,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-maria-francisca,40.4442372,-3.6787983,CALLE DE MARIA FRANCISCA,calle de maria francisca,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-maria-francisca,,1,Calle De Maria Francisca-1,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-maria-francisca-1,Chamartín,chamartin,http://semantic.web.es/group05/resource/bicimad/distrito#chamartin,https://wikidata.org/wikiQ1766348,El Viso,el viso,http://semantic.web.es/group05/resource/bicimad/barrio#el-viso,https://wikidata.org/wikiQ4778,18
147,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#avenida-del-doctor-arce,40.4483353,-3.6795811,"Avenida del Doctor Arce, Madrid",avenida del doctor arce,http://semantic.web.es/group05/resource/bicimad/calle#avenida-del-doctor-arce,https://wikidata.org/wiki/Q29199638,45,Avenida Del Doctor Arce-45,http://semantic.web.es/group05/resource/bicimad/direccion#avenida-del-doctor-arce-45,Chamartín,chamartin,http://semantic.web.es/group05/resource/bicimad/distrito#chamartin,https://wikidata.org/wikiQ1766348,El Viso,el viso,http://semantic.web.es/group05/resource/bicimad/barrio#el-viso,https://wikidata.org/wikiQ4778,24
148,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-serrano,40.4510203,-3.6816993,Serrano Street,calle de serrano,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-serrano,https://wikidata.org/wiki/Q5740879,210,Calle De Serrano-210,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-serrano-210,Chamartín,chamartin,http://semantic.web.es/group05/resource/bicimad/distrito#chamartin,https://wikidata.org/wikiQ1766348,El Viso,el viso,http://semantic.web.es/group05/resource/bicimad/barrio#el-viso,https://wikidata.org/wikiQ4778,24
149,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#paseo-de-la-habana,40.4498448,-3.6878512,"Paseo de La Habana, Madrid",paseo de la habana,http://semantic.web.es/group05/resource/bicimad/calle#paseo-de-la-habana,https://wikidata.org/wiki/Q28059068,42,Paseo De La Habana-42,http://semantic.web.es/group05/resource/bicimad/direccion#paseo-de-la-habana-42,Chamartín,chamartin,http://semantic.web.es/group05/resource/bicimad/distrito#chamartin,https://wikidata.org/wikiQ1766348,El Viso,el viso,http://semantic.web.es/group05/resource/bicimad/barrio#el-viso,https://wikidata.org/wikiQ4778,24
150,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#paseo-de-la-castellana,40.4491125,-3.690541,paseo de la Castellana,paseo de la castellana,http://semantic.web.es/group05/resource/bicimad/calle#paseo-de-la-castellana,https://wikidata.org/wiki/Q1473674,S/N,Paseo De La Castellana-s/n,http://semantic.web.es/group05/resource/bicimad/direccion#paseo-de-la-castellana-s/n,Chamartín,chamartin,http://semantic.web.es/group05/resource/bicimad/distrito#chamartin,https://wikidata.org/wikiQ1766348,El Viso,el viso,http://semantic.web.es/group05/resource/bicimad/barrio#el-viso,https://wikidata.org/wikiQ4778,24
151,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-orense,40.4488617,-3.6952023,"Calle de Orense, Madrid",calle de orense,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-orense,https://wikidata.org/wiki/Q26761687,10,Calle De Orense-10,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-orense-10,Tetuán,tetuan,http://semantic.web.es/group05/resource/bicimad/distrito#tetuan,https://wikidata.org/wikiQ1773540,Cuatro Caminos,cuatro caminos,http://semantic.web.es/group05/resource/bicimad/barrio#cuatro-caminos,https://wikidata.org/wikiQ5824684,24
152,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#avenida-del-general-peron,40.4527163,-3.6989497,Avenida del General Perón,avenida del general peron,http://semantic.web.es/group05/resource/bicimad/calle#avenida-del-general-peron,https://wikidata.org/wiki/Q26761632,4,Avenida Del General Peron-4,http://semantic.web.es/group05/resource/bicimad/direccion#avenida-del-general-peron-4,Tetuán,tetuan,http://semantic.web.es/group05/resource/bicimad/distrito#tetuan,https://wikidata.org/wikiQ1773540,Cuatro Caminos,cuatro caminos,http://semantic.web.es/group05/resource/bicimad/barrio#cuatro-caminos,https://wikidata.org/wikiQ5824684,24
153,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#avenida-del-general-peron,40.45235,-3.6930894,Avenida del General Perón,avenida del general peron,http://semantic.web.es/group05/resource/bicimad/calle#avenida-del-general-peron,https://wikidata.org/wiki/Q26761632,36,Avenida Del General Peron-36,http://semantic.web.es/group05/resource/bicimad/direccion#avenida-del-general-peron-36,Tetuán,tetuan,http://semantic.web.es/group05/resource/bicimad/distrito#tetuan,https://wikidata.org/wikiQ1773540,Cuatro Caminos,cuatro caminos,http://semantic.web.es/group05/resource/bicimad/barrio#cuatro-caminos,https://wikidata.org/wikiQ5824684,24
154,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-orense,40.4547769,-3.6946736,"Calle de Orense, Madrid",calle de orense,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-orense,https://wikidata.org/wiki/Q26761687,36,Calle De Orense-36,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-orense-36,Tetuán,tetuan,http://semantic.web.es/group05/resource/bicimad/distrito#tetuan,https://wikidata.org/wikiQ1773540,Cuatro Caminos,cuatro caminos,http://semantic.web.es/group05/resource/bicimad/barrio#cuatro-caminos,https://wikidata.org/wikiQ5824684,24
155,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-san-german,40.4572863,-3.700864,"Calle de San Germán, Madrid",calle de san german,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-san-german,https://wikidata.org/wiki/Q26750807,55,Calle De San German-55,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-san-german-55,Tetuán,tetuan,http://semantic.web.es/group05/resource/bicimad/distrito#tetuan,https://wikidata.org/wikiQ1773540,Cuatro Caminos,cuatro caminos,http://semantic.web.es/group05/resource/bicimad/barrio#cuatro-caminos,https://wikidata.org/wikiQ5824684,24
156,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-sor-angela-de-la-cruz,40.4592406,-3.6913229,calle de Sor Ángela de la Cruz,calle de sor angela de la cruz,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-sor-angela-de-la-cruz,https://wikidata.org/wiki/Q21011321,2,Calle De Sor Angela De La Cruz-2,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-sor-angela-de-la-cruz-2,Tetuán,tetuan,http://semantic.web.es/group05/resource/bicimad/distrito#tetuan,https://wikidata.org/wikiQ1773540,Castillejos,castillejos,http://semantic.web.es/group05/resource/bicimad/barrio#castillejos,https://wikidata.org/wikiQ11913212,24
157,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#paseo-de-la-castellana,40.459282,-3.6893305,paseo de la Castellana,paseo de la castellana,http://semantic.web.es/group05/resource/bicimad/calle#paseo-de-la-castellana,https://wikidata.org/wiki/Q1473674,S/N,Paseo De La Castellana-s/n,http://semantic.web.es/group05/resource/bicimad/direccion#paseo-de-la-castellana-s/n,Chamartín,chamartin,http://semantic.web.es/group05/resource/bicimad/distrito#chamartin,https://wikidata.org/wikiQ1766348,Nueva España,nueva espana,http://semantic.web.es/group05/resource/bicimad/barrio#nueva-espana,https://wikidata.org/wikiQ10338128,24
158,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#avenida-de-alberto-alcocer,40.45862,-3.6847049,avenida de Alberto Alcocer,avenida de alberto alcocer,http://semantic.web.es/group05/resource/bicimad/calle#avenida-de-alberto-alcocer,https://wikidata.org/wiki/Q26833742,A,Avenida De Alberto Alcocer-a,http://semantic.web.es/group05/resource/bicimad/direccion#avenida-de-alberto-alcocer-a,Chamartín,chamartin,http://semantic.web.es/group05/resource/bicimad/distrito#chamartin,https://wikidata.org/wikiQ1766348,Hispanoamérica,hispanoamerica,http://semantic.web.es/group05/resource/bicimad/barrio#hispanoamerica,https://wikidata.org/wikiQ3814573,24
159,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#paseo-de-la-habana,40.4542549,-3.6837348,"Paseo de La Habana, Madrid",paseo de la habana,http://semantic.web.es/group05/resource/bicimad/calle#paseo-de-la-habana,https://wikidata.org/wiki/Q28059068,63,Paseo De La Habana-63,http://semantic.web.es/group05/resource/bicimad/direccion#paseo-de-la-habana-63,Chamartín,chamartin,http://semantic.web.es/group05/resource/bicimad/distrito#chamartin,https://wikidata.org/wikiQ1766348,Hispanoamérica,hispanoamerica,http://semantic.web.es/group05/resource/bicimad/barrio#hispanoamerica,https://wikidata.org/wikiQ3814573,24
160,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-colombia,40.4571923,-3.6766048,CALLE DE COLOMBIA,calle de colombia,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-colombia,,7,Calle De Colombia-7,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-colombia-7,Chamartín,chamartin,http://semantic.web.es/group05/resource/bicimad/distrito#chamartin,https://wikidata.org/wikiQ1766348,Hispanoamérica,hispanoamerica,http://semantic.web.es/group05/resource/bicimad/barrio#hispanoamerica,https://wikidata.org/wikiQ3814573,24
161,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#paseo-de-la-florida,40.4221372,-3.7220624,"Paseo de la Florida, Madrid",paseo de la florida,http://semantic.web.es/group05/resource/bicimad/calle#paseo-de-la-florida,https://wikidata.org/wiki/Q5576961,8,Paseo De La Florida-8,http://semantic.web.es/group05/resource/bicimad/direccion#paseo-de-la-florida-8,Moncloa-Aravaca,moncloa-aravaca,http://semantic.web.es/group05/resource/bicimad/distrito#moncloa-aravaca,https://wikidata.org/wikiQ2017682,Casa de Campo,casa de campo,http://semantic.web.es/group05/resource/bicimad/barrio#casa-de-campo,https://wikidata.org/wikiQ16302441,24
161,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#paseo-de-la-florida,40.4220566,-3.7219659,"Paseo de la Florida, Madrid",paseo de la florida,http://semantic.web.es/group05/resource/bicimad/calle#paseo-de-la-florida,https://wikidata.org/wiki/Q5576961,6,Paseo De La Florida-6,http://semantic.web.es/group05/resource/bicimad/direccion#paseo-de-la-florida-6,Moncloa-Aravaca,moncloa-aravaca,http://semantic.web.es/group05/resource/bicimad/distrito#moncloa-aravaca,https://wikidata.org/wikiQ2017682,Casa de Campo,casa de campo,http://semantic.web.es/group05/resource/bicimad/barrio#casa-de-campo,https://wikidata.org/wikiQ16302441,3
162,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#paseo-de-los-olmos,40.4035176,-3.7107559,PASEO DE LOS OLMOS,paseo de los olmos,http://semantic.web.es/group05/resource/bicimad/calle#paseo-de-los-olmos,,28,Paseo De Los Olmos-28,http://semantic.web.es/group05/resource/bicimad/direccion#paseo-de-los-olmos-28,Arganzuela,arganzuela,http://semantic.web.es/group05/resource/bicimad/distrito#arganzuela,https://wikidata.org/wikiQ2000929,Las Acacias,acacias,http://semantic.web.es/group05/resource/bicimad/barrio#acacias,https://wikidata.org/wikiQ3319190,24
163,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#paseo-de-la-esperanza,40.4036349,-3.7064372,"Paseo de la Esperanza, Madrid",paseo de la esperanza,http://semantic.web.es/group05/resource/bicimad/calle#paseo-de-la-esperanza,https://wikidata.org/wiki/Q55947011,A,Paseo De La Esperanza-a,http://semantic.web.es/group05/resource/bicimad/direccion#paseo-de-la-esperanza-a,Arganzuela,arganzuela,http://semantic.web.es/group05/resource/bicimad/distrito#arganzuela,https://wikidata.org/wikiQ2000929,Las Acacias,acacias,http://semantic.web.es/group05/resource/bicimad/barrio#acacias,https://wikidata.org/wikiQ3319190,21
164,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#paseo-de-las-delicias,40.3971366,-3.6944851,paseo de las Delicias,paseo de las delicias,http://semantic.web.es/group05/resource/bicimad/calle#paseo-de-las-delicias,https://wikidata.org/wiki/Q6065662,94,Paseo De Las Delicias-94,http://semantic.web.es/group05/resource/bicimad/direccion#paseo-de-las-delicias-94,Arganzuela,arganzuela,http://semantic.web.es/group05/resource/bicimad/distrito#arganzuela,https://wikidata.org/wikiQ2000929,Las Delicias (Madrid),delicias,http://semantic.web.es/group05/resource/bicimad/barrio#delicias,https://wikidata.org/wikiQ3773736,24
165,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#paseo-de-la-chopera,40.3928841,-3.6976134,"Paseo de la Chopera, Madrid",paseo de la chopera,http://semantic.web.es/group05/resource/bicimad/calle#paseo-de-la-chopera,https://wikidata.org/wiki/Q27044458,49,Paseo De La Chopera-49,http://semantic.web.es/group05/resource/bicimad/direccion#paseo-de-la-chopera-49,Arganzuela,arganzuela,http://semantic.web.es/group05/resource/bicimad/distrito#arganzuela,https://wikidata.org/wikiQ2000929,La Chopera,chopera,http://semantic.web.es/group05/resource/bicimad/barrio#chopera,https://wikidata.org/wikiQ3773750,27
166,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-segovia,40.4139396,-3.7133382,calle de Segovia,calle de segovia,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-segovia,https://wikidata.org/wiki/Q8255505,21,Calle De Segovia-21,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-segovia-21,Centro,centro,http://semantic.web.es/group05/resource/bicimad/distrito#centro,https://wikidata.org/wikiQ1763376,Palacio,palacio,http://semantic.web.es/group05/resource/bicimad/barrio#palacio,https://wikidata.org/wikiQ2136510,24
167,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-segovia,40.4137331,-3.7176456,calle de Segovia,calle de segovia,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-segovia,https://wikidata.org/wiki/Q8255505,A,Calle De Segovia-a,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-segovia-a,Arganzuela,arganzuela,http://semantic.web.es/group05/resource/bicimad/distrito#arganzuela,https://wikidata.org/wikiQ2000929,Imperial,imperial,http://semantic.web.es/group05/resource/bicimad/barrio#imperial,https://wikidata.org/wikiQ3773740,24
168,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#paseo-de-santa-maria-de-la-cabeza,40.4045828,-3.6959159,Paseo de Santa María de la Cabeza,paseo de santa maria de la cabeza,http://semantic.web.es/group05/resource/bicimad/calle#paseo-de-santa-maria-de-la-cabeza,https://wikidata.org/wiki/Q6065630,32,Paseo De Santa Maria De La Cabeza-32,http://semantic.web.es/group05/resource/bicimad/direccion#paseo-de-santa-maria-de-la-cabeza-32,Arganzuela,arganzuela,http://semantic.web.es/group05/resource/bicimad/distrito#arganzuela,https://wikidata.org/wikiQ2000929,Palos de Moguer,palos de moguer,http://semantic.web.es/group05/resource/bicimad/barrio#palos-de-moguer,https://wikidata.org/wikiQ521009,24
169,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#calle-de-toledo,40.401578,-3.713846,Calle de Toledo,calle de toledo,http://semantic.web.es/group05/resource/bicimad/calle#calle-de-toledo,https://wikidata.org/wiki/Q5740883,181,Calle De Toledo-181,http://semantic.web.es/group05/resource/bicimad/direccion#calle-de-toledo-181,Arganzuela,arganzuela,http://semantic.web.es/group05/resource/bicimad/distrito#arganzuela,https://wikidata.org/wikiQ2000929,Las Acacias,acacias,http://semantic.web.es/group05/resource/bicimad/barrio#acacias,https://wikidata.org/wikiQ3319190,24
170,http://semantic.web.es/group05/resource/bicimad/estacionbicicleta#paseo-de-la-esperanza,40.4011039,-3.704403,"Paseo de la Esperanza, Madrid",paseo de la esperanza,http://semantic.web.es/group05/resource/bicimad/calle#paseo-de-la-esperanza,https://wikidata.org/wiki/Q55947011,21,Paseo De La Esperanza-21,http://semantic.web.es/group05/resource/bicimad/direccion#paseo-de-la-esperanza-21,Arganzuela,arganzuela,http://semantic.web.es/group05/resource/bicimad/distrito#arganzuela,https://wikidata.org/wikiQ2000929,Las Acacias,acacias,http://semantic.web.es/group05/resource/bicimad/barrio#acacias,https://wikidata.org/wikiQ3319190,24
