ID,ESTACION,MAGNITUD,PUNTO_MUESTREO,FECHA,VALOR
40_7_28079040_2019_4_1,40,7,28079040,2019-04-01T00:00:00Z,7
40_7_28079040_2019_4_2,40,7,28079040,2019-04-02T00:00:00Z,16
40_7_28079040_2019_4_3,40,7,28079040,2019-04-03T00:00:00Z,10
40_7_28079040_2019_4_4,40,7,28079040,2019-04-04T00:00:00Z,10
40_7_28079040_2019_4_5,40,7,28079040,2019-04-05T00:00:00Z,7
40_7_28079040_2019_4_6,40,7,28079040,2019-04-06T00:00:00Z,4
40_7_28079040_2019_4_7,40,7,28079040,2019-04-07T00:00:00Z,4
40_7_28079040_2019_4_8,40,7,28079040,2019-04-08T00:00:00Z,5
40_7_28079040_2019_4_9,40,7,28079040,2019-04-09T00:00:00Z,8
40_7_28079040_2019_4_10,40,7,28079040,2019-04-10T00:00:00Z,6
40_7_28079040_2019_4_11,40,7,28079040,2019-04-11T00:00:00Z,9
40_7_28079040_2019_4_12,40,7,28079040,2019-04-12T00:00:00Z,12
40_7_28079040_2019_4_13,40,7,28079040,2019-04-13T00:00:00Z,5
40_7_28079040_2019_4_14,40,7,28079040,2019-04-14T00:00:00Z,4
40_7_28079040_2019_4_15,40,7,28079040,2019-04-15T00:00:00Z,18
40_7_28079040_2019_4_16,40,7,28079040,2019-04-16T00:00:00Z,15
40_7_28079040_2019_4_17,40,7,28079040,2019-04-17T00:00:00Z,3
40_7_28079040_2019_4_18,40,7,28079040,2019-04-18T00:00:00Z,2
40_7_28079040_2019_4_19,40,7,28079040,2019-04-19T00:00:00Z,2
40_7_28079040_2019_4_20,40,7,28079040,2019-04-20T00:00:00Z,2
40_7_28079040_2019_4_21,40,7,28079040,2019-04-21T00:00:00Z,1
40_7_28079040_2019_4_22,40,7,28079040,2019-04-22T00:00:00Z,5
40_7_28079040_2019_4_23,40,7,28079040,2019-04-23T00:00:00Z,4
40_7_28079040_2019_4_24,40,7,28079040,2019-04-24T00:00:00Z,5
40_7_28079040_2019_4_25,40,7,28079040,2019-04-25T00:00:00Z,4
40_7_28079040_2019_4_26,40,7,28079040,2019-04-26T00:00:00Z,7
40_7_28079040_2019_4_27,40,7,28079040,2019-04-27T00:00:00Z,6
40_7_28079040_2019_4_28,40,7,28079040,2019-04-28T00:00:00Z,5
40_7_28079040_2019_4_29,40,7,28079040,2019-04-29T00:00:00Z,5
40_7_28079040_2019_4_30,40,7,28079040,2019-04-30T00:00:00Z,9
40_7_28079040_2019_5_1,40,7,28079040,2019-05-01T00:00:00Z,3
40_7_28079040_2019_5_2,40,7,28079040,2019-05-02T00:00:00Z,2
40_7_28079040_2019_5_3,40,7,28079040,2019-05-03T00:00:00Z,4
40_7_28079040_2019_5_4,40,7,28079040,2019-05-04T00:00:00Z,3
40_7_28079040_2019_5_5,40,7,28079040,2019-05-05T00:00:00Z,2
40_7_28079040_2019_5_6,40,7,28079040,2019-05-06T00:00:00Z,10
40_7_28079040_2019_5_7,40,7,28079040,2019-05-07T00:00:00Z,9
40_7_28079040_2019_5_8,40,7,28079040,2019-05-08T00:00:00Z,3
40_7_28079040_2019_5_9,40,7,28079040,2019-05-09T00:00:00Z,6
40_7_28079040_2019_5_10,40,7,28079040,2019-05-10T00:00:00Z,6
40_7_28079040_2019_5_11,40,7,28079040,2019-05-11T00:00:00Z,6
40_7_28079040_2019_5_12,40,7,28079040,2019-05-12T00:00:00Z,2
40_7_28079040_2019_5_13,40,7,28079040,2019-05-13T00:00:00Z,4
40_7_28079040_2019_5_14,40,7,28079040,2019-05-14T00:00:00Z,4
40_7_28079040_2019_5_15,40,7,28079040,2019-05-15T00:00:00Z,6
40_7_28079040_2019_5_16,40,7,28079040,2019-05-16T00:00:00Z,4
40_7_28079040_2019_5_17,40,7,28079040,2019-05-17T00:00:00Z,4
40_7_28079040_2019_5_18,40,7,28079040,2019-05-18T00:00:00Z,3
40_7_28079040_2019_5_19,40,7,28079040,2019-05-19T00:00:00Z,2
40_7_28079040_2019_5_20,40,7,28079040,2019-05-20T00:00:00Z,4
40_7_28079040_2019_5_21,40,7,28079040,2019-05-21T00:00:00Z,3
40_7_28079040_2019_5_22,40,7,28079040,2019-05-22T00:00:00Z,6
40_7_28079040_2019_5_23,40,7,28079040,2019-05-23T00:00:00Z,9
40_7_28079040_2019_5_24,40,7,28079040,2019-05-24T00:00:00Z,2
40_7_28079040_2019_5_25,40,7,28079040,2019-05-25T00:00:00Z,2
40_7_28079040_2019_5_26,40,7,28079040,2019-05-26T00:00:00Z,2
40_7_28079040_2019_5_27,40,7,28079040,2019-05-27T00:00:00Z,8
40_7_28079040_2019_5_28,40,7,28079040,2019-05-28T00:00:00Z,3
40_7_28079040_2019_5_29,40,7,28079040,2019-05-29T00:00:00Z,3
40_7_28079040_2019_5_30,40,7,28079040,2019-05-30T00:00:00Z,4
40_7_28079040_2019_5_31,40,7,28079040,2019-05-31T00:00:00Z,5
40_7_28079040_2019_6_1,40,7,28079040,2019-06-01T00:00:00Z,2
40_7_28079040_2019_6_2,40,7,28079040,2019-06-02T00:00:00Z,2
40_7_28079040_2019_6_3,40,7,28079040,2019-06-03T00:00:00Z,6
40_7_28079040_2019_6_4,40,7,28079040,2019-06-04T00:00:00Z,5
40_7_28079040_2019_6_5,40,7,28079040,2019-06-05T00:00:00Z,4
40_7_28079040_2019_6_6,40,7,28079040,2019-06-06T00:00:00Z,5
40_7_28079040_2019_6_7,40,7,28079040,2019-06-07T00:00:00Z,4
40_7_28079040_2019_6_8,40,7,28079040,2019-06-08T00:00:00Z,2
40_7_28079040_2019_6_9,40,7,28079040,2019-06-09T00:00:00Z,2
40_7_28079040_2019_6_10,40,7,28079040,2019-06-10T00:00:00Z,4
40_7_28079040_2019_6_11,40,7,28079040,2019-06-11T00:00:00Z,2
40_7_28079040_2019_6_12,40,7,28079040,2019-06-12T00:00:00Z,5
40_7_28079040_2019_6_13,40,7,28079040,2019-06-13T00:00:00Z,4
40_7_28079040_2019_6_14,40,7,28079040,2019-06-14T00:00:00Z,4
40_7_28079040_2019_6_15,40,7,28079040,2019-06-15T00:00:00Z,2
40_7_28079040_2019_6_16,40,7,28079040,2019-06-16T00:00:00Z,3
40_7_28079040_2019_6_17,40,7,28079040,2019-06-17T00:00:00Z,6
40_7_28079040_2019_6_18,40,7,28079040,2019-06-18T00:00:00Z,3
40_7_28079040_2019_6_19,40,7,28079040,2019-06-19T00:00:00Z,4
40_7_28079040_2019_6_20,40,7,28079040,2019-06-20T00:00:00Z,6
40_7_28079040_2019_6_21,40,7,28079040,2019-06-21T00:00:00Z,3
40_7_28079040_2019_6_22,40,7,28079040,2019-06-22T00:00:00Z,2
40_7_28079040_2019_6_23,40,7,28079040,2019-06-23T00:00:00Z,3
40_7_28079040_2019_6_24,40,7,28079040,2019-06-24T00:00:00Z,4
40_7_28079040_2019_6_25,40,7,28079040,2019-06-25T00:00:00Z,7
40_7_28079040_2019_6_26,40,7,28079040,2019-06-26T00:00:00Z,3
40_7_28079040_2019_6_27,40,7,28079040,2019-06-27T00:00:00Z,3
40_7_28079040_2019_6_28,40,7,28079040,2019-06-28T00:00:00Z,4
40_7_28079040_2019_6_29,40,7,28079040,2019-06-29T00:00:00Z,2
40_7_28079040_2019_6_30,40,7,28079040,2019-06-30T00:00:00Z,2
40_7_28079040_2019_7_1,40,7,28079040,2019-07-01T00:00:00Z,5
40_7_28079040_2019_7_2,40,7,28079040,2019-07-02T00:00:00Z,3
40_7_28079040_2019_7_3,40,7,28079040,2019-07-03T00:00:00Z,3
40_7_28079040_2019_7_4,40,7,28079040,2019-07-04T00:00:00Z,3
40_7_28079040_2019_7_5,40,7,28079040,2019-07-05T00:00:00Z,5
40_7_28079040_2019_7_6,40,7,28079040,2019-07-06T00:00:00Z,4
40_7_28079040_2019_7_7,40,7,28079040,2019-07-07T00:00:00Z,2
40_7_28079040_2019_7_8,40,7,28079040,2019-07-08T00:00:00Z,4
40_7_28079040_2019_7_9,40,7,28079040,2019-07-09T00:00:00Z,3
40_7_28079040_2019_7_10,40,7,28079040,2019-07-10T00:00:00Z,3
40_7_28079040_2019_7_11,40,7,28079040,2019-07-11T00:00:00Z,5
40_7_28079040_2019_7_12,40,7,28079040,2019-07-12T00:00:00Z,15
40_7_28079040_2019_7_13,40,7,28079040,2019-07-13T00:00:00Z,6
40_7_28079040_2019_7_14,40,7,28079040,2019-07-14T00:00:00Z,2
40_7_28079040_2019_7_15,40,7,28079040,2019-07-15T00:00:00Z,4
40_7_28079040_2019_7_16,40,7,28079040,2019-07-16T00:00:00Z,3
40_7_28079040_2019_7_17,40,7,28079040,2019-07-17T00:00:00Z,4
40_7_28079040_2019_7_18,40,7,28079040,2019-07-18T00:00:00Z,3
40_7_28079040_2019_7_19,40,7,28079040,2019-07-19T00:00:00Z,3
40_7_28079040_2019_7_20,40,7,28079040,2019-07-20T00:00:00Z,3
40_7_28079040_2019_7_21,40,7,28079040,2019-07-21T00:00:00Z,2
40_7_28079040_2019_7_22,40,7,28079040,2019-07-22T00:00:00Z,3
40_7_28079040_2019_7_23,40,7,28079040,2019-07-23T00:00:00Z,4
40_7_28079040_2019_7_24,40,7,28079040,2019-07-24T00:00:00Z,4
40_7_28079040_2019_7_25,40,7,28079040,2019-07-25T00:00:00Z,5
40_7_28079040_2019_7_26,40,7,28079040,2019-07-26T00:00:00Z,4
40_7_28079040_2019_7_27,40,7,28079040,2019-07-27T00:00:00Z,2
40_7_28079040_2019_7_28,40,7,28079040,2019-07-28T00:00:00Z,2
40_7_28079040_2019_7_29,40,7,28079040,2019-07-29T00:00:00Z,7
40_7_28079040_2019_7_30,40,7,28079040,2019-07-30T00:00:00Z,3
40_7_28079040_2019_7_31,40,7,28079040,2019-07-31T00:00:00Z,3
40_7_28079040_2019_8_1,40,7,28079040,2019-08-01T00:00:00Z,3
40_7_28079040_2019_8_2,40,7,28079040,2019-08-02T00:00:00Z,4
40_7_28079040_2019_8_3,40,7,28079040,2019-08-03T00:00:00Z,3
40_7_28079040_2019_8_4,40,7,28079040,2019-08-04T00:00:00Z,2
40_7_28079040_2019_8_5,40,7,28079040,2019-08-05T00:00:00Z,6
40_7_28079040_2019_8_6,40,7,28079040,2019-08-06T00:00:00Z,5
40_7_28079040_2019_8_7,40,7,28079040,2019-08-07T00:00:00Z,3
40_7_28079040_2019_8_8,40,7,28079040,2019-08-08T00:00:00Z,5
40_7_28079040_2019_8_9,40,7,28079040,2019-08-09T00:00:00Z,3
40_7_28079040_2019_8_10,40,7,28079040,2019-08-10T00:00:00Z,3
40_7_28079040_2019_8_11,40,7,28079040,2019-08-11T00:00:00Z,2
40_7_28079040_2019_8_12,40,7,28079040,2019-08-12T00:00:00Z,2
40_7_28079040_2019_8_13,40,7,28079040,2019-08-13T00:00:00Z,2
40_7_28079040_2019_8_14,40,7,28079040,2019-08-14T00:00:00Z,3
40_7_28079040_2019_8_15,40,7,28079040,2019-08-15T00:00:00Z,3
40_7_28079040_2019_8_16,40,7,28079040,2019-08-16T00:00:00Z,2
40_7_28079040_2019_8_17,40,7,28079040,2019-08-17T00:00:00Z,3
40_7_28079040_2019_8_18,40,7,28079040,2019-08-18T00:00:00Z,2
40_7_28079040_2019_8_19,40,7,28079040,2019-08-19T00:00:00Z,7
40_7_28079040_2019_8_20,40,7,28079040,2019-08-20T00:00:00Z,2
40_7_28079040_2019_8_21,40,7,28079040,2019-08-21T00:00:00Z,2
40_7_28079040_2019_8_22,40,7,28079040,2019-08-22T00:00:00Z,4
40_7_28079040_2019_8_23,40,7,28079040,2019-08-23T00:00:00Z,3
40_7_28079040_2019_8_24,40,7,28079040,2019-08-24T00:00:00Z,4
40_7_28079040_2019_8_25,40,7,28079040,2019-08-25T00:00:00Z,3
40_7_28079040_2019_8_26,40,7,28079040,2019-08-26T00:00:00Z,6
40_7_28079040_2019_8_27,40,7,28079040,2019-08-27T00:00:00Z,8
40_7_28079040_2019_8_28,40,7,28079040,2019-08-28T00:00:00Z,7
40_7_28079040_2019_8_29,40,7,28079040,2019-08-29T00:00:00Z,8
40_7_28079040_2019_8_30,40,7,28079040,2019-08-30T00:00:00Z,5
40_7_28079040_2019_8_31,40,7,28079040,2019-08-31T00:00:00Z,5
40_7_28079040_2019_9_1,40,7,28079040,2019-09-01T00:00:00Z,10
40_7_28079040_2019_9_2,40,7,28079040,2019-09-02T00:00:00Z,4
40_7_28079040_2019_9_3,40,7,28079040,2019-09-03T00:00:00Z,7
40_7_28079040_2019_9_4,40,7,28079040,2019-09-04T00:00:00Z,6
40_7_28079040_2019_9_5,40,7,28079040,2019-09-05T00:00:00Z,2
40_7_28079040_2019_9_6,40,7,28079040,2019-09-06T00:00:00Z,2
40_7_28079040_2019_9_7,40,7,28079040,2019-09-07T00:00:00Z,2
40_7_28079040_2019_9_8,40,7,28079040,2019-09-08T00:00:00Z,2
40_7_28079040_2019_9_9,40,7,28079040,2019-09-09T00:00:00Z,8
40_7_28079040_2019_9_10,40,7,28079040,2019-09-10T00:00:00Z,2
40_7_28079040_2019_9_11,40,7,28079040,2019-09-11T00:00:00Z,2
40_7_28079040_2019_9_12,40,7,28079040,2019-09-12T00:00:00Z,4
40_7_28079040_2019_9_13,40,7,28079040,2019-09-13T00:00:00Z,3
40_7_28079040_2019_9_14,40,7,28079040,2019-09-14T00:00:00Z,2
40_7_28079040_2019_9_15,40,7,28079040,2019-09-15T00:00:00Z,3
40_7_28079040_2019_9_16,40,7,28079040,2019-09-16T00:00:00Z,15
40_7_28079040_2019_9_17,40,7,28079040,2019-09-17T00:00:00Z,10
40_7_28079040_2019_9_18,40,7,28079040,2019-09-18T00:00:00Z,9
40_7_28079040_2019_9_19,40,7,28079040,2019-09-19T00:00:00Z,11
40_7_28079040_2019_9_20,40,7,28079040,2019-09-20T00:00:00Z,10
40_7_28079040_2019_9_21,40,7,28079040,2019-09-21T00:00:00Z,4
40_7_28079040_2019_9_22,40,7,28079040,2019-09-22T00:00:00Z,4
40_7_28079040_2019_9_23,40,7,28079040,2019-09-23T00:00:00Z,26
40_7_28079040_2019_9_24,40,7,28079040,2019-09-24T00:00:00Z,21
40_7_28079040_2019_9_25,40,7,28079040,2019-09-25T00:00:00Z,9
40_7_28079040_2019_9_26,40,7,28079040,2019-09-26T00:00:00Z,9
40_7_28079040_2019_9_27,40,7,28079040,2019-09-27T00:00:00Z,19
40_7_28079040_2019_9_28,40,7,28079040,2019-09-28T00:00:00Z,4
40_7_28079040_2019_9_29,40,7,28079040,2019-09-29T00:00:00Z,7
40_7_28079040_2019_9_30,40,7,28079040,2019-09-30T00:00:00Z,16
40_7_28079040_2019_10_1,40,7,28079040,2019-10-01T00:00:00Z,39
40_7_28079040_2019_10_2,40,7,28079040,2019-10-02T00:00:00Z,5
40_7_28079040_2019_10_3,40,7,28079040,2019-10-03T00:00:00Z,21
40_7_28079040_2019_10_4,40,7,28079040,2019-10-04T00:00:00Z,16
40_7_28079040_2019_10_5,40,7,28079040,2019-10-05T00:00:00Z,5
40_7_28079040_2019_10_6,40,7,28079040,2019-10-06T00:00:00Z,8
40_7_28079040_2019_10_7,40,7,28079040,2019-10-07T00:00:00Z,14
40_7_28079040_2019_10_8,40,7,28079040,2019-10-08T00:00:00Z,26
40_7_28079040_2019_10_9,40,7,28079040,2019-10-09T00:00:00Z,20
40_7_28079040_2019_10_10,40,7,28079040,2019-10-10T00:00:00Z,8
40_7_28079040_2019_10_11,40,7,28079040,2019-10-11T00:00:00Z,11
40_7_28079040_2019_10_12,40,7,28079040,2019-10-12T00:00:00Z,3
40_7_28079040_2019_10_13,40,7,28079040,2019-10-13T00:00:00Z,5
40_7_28079040_2019_10_14,40,7,28079040,2019-10-14T00:00:00Z,6
40_7_28079040_2019_10_15,40,7,28079040,2019-10-15T00:00:00Z,8
40_7_28079040_2019_10_16,40,7,28079040,2019-10-16T00:00:00Z,18
40_7_28079040_2019_10_17,40,7,28079040,2019-10-17T00:00:00Z,26
40_7_28079040_2019_10_18,40,7,28079040,2019-10-18T00:00:00Z,10
40_7_28079040_2019_10_19,40,7,28079040,2019-10-19T00:00:00Z,4
40_7_28079040_2019_10_20,40,7,28079040,2019-10-20T00:00:00Z,3
40_7_28079040_2019_10_21,40,7,28079040,2019-10-21T00:00:00Z,23
40_7_28079040_2019_10_22,40,7,28079040,2019-10-22T00:00:00Z,10
40_7_28079040_2019_10_23,40,7,28079040,2019-10-23T00:00:00Z,10
40_7_28079040_2019_10_24,40,7,28079040,2019-10-24T00:00:00Z,11
40_7_28079040_2019_10_25,40,7,28079040,2019-10-25T00:00:00Z,24
40_7_28079040_2019_10_26,40,7,28079040,2019-10-26T00:00:00Z,18
40_7_28079040_2019_10_27,40,7,28079040,2019-10-27T00:00:00Z,20
40_7_28079040_2019_10_28,40,7,28079040,2019-10-28T00:00:00Z,26
40_7_28079040_2019_10_29,40,7,28079040,2019-10-29T00:00:00Z,41
40_7_28079040_2019_10_30,40,7,28079040,2019-10-30T00:00:00Z,30
40_7_28079040_2019_10_31,40,7,28079040,2019-10-31T00:00:00Z,14
40_7_28079040_2019_11_1,40,7,28079040,2019-11-01T00:00:00Z,4
40_7_28079040_2019_11_2,40,7,28079040,2019-11-02T00:00:00Z,2
40_7_28079040_2019_11_3,40,7,28079040,2019-11-03T00:00:00Z,2
40_7_28079040_2019_11_4,40,7,28079040,2019-11-04T00:00:00Z,3
40_7_28079040_2019_11_5,40,7,28079040,2019-11-05T00:00:00Z,7
40_7_28079040_2019_11_6,40,7,28079040,2019-11-06T00:00:00Z,8
40_7_28079040_2019_11_7,40,7,28079040,2019-11-07T00:00:00Z,7
40_7_28079040_2019_11_8,40,7,28079040,2019-11-08T00:00:00Z,7
40_7_28079040_2019_11_9,40,7,28079040,2019-11-09T00:00:00Z,4
40_7_28079040_2019_11_10,40,7,28079040,2019-11-10T00:00:00Z,9
40_7_28079040_2019_11_11,40,7,28079040,2019-11-11T00:00:00Z,27
40_7_28079040_2019_11_12,40,7,28079040,2019-11-12T00:00:00Z,23
40_7_28079040_2019_11_13,40,7,28079040,2019-11-13T00:00:00Z,20
40_7_28079040_2019_11_14,40,7,28079040,2019-11-14T00:00:00Z,7
40_7_28079040_2019_11_15,40,7,28079040,2019-11-15T00:00:00Z,9
40_7_28079040_2019_11_16,40,7,28079040,2019-11-16T00:00:00Z,8
40_7_28079040_2019_11_17,40,7,28079040,2019-11-17T00:00:00Z,4
40_7_28079040_2019_11_18,40,7,28079040,2019-11-18T00:00:00Z,19
40_7_28079040_2019_11_19,40,7,28079040,2019-11-19T00:00:00Z,74
40_7_28079040_2019_11_20,40,7,28079040,2019-11-20T00:00:00Z,42
40_7_28079040_2019_11_21,40,7,28079040,2019-11-21T00:00:00Z,26
40_7_28079040_2019_11_22,40,7,28079040,2019-11-22T00:00:00Z,13
40_7_28079040_2019_11_23,40,7,28079040,2019-11-23T00:00:00Z,5
40_7_28079040_2019_11_24,40,7,28079040,2019-11-24T00:00:00Z,4
40_7_28079040_2019_11_25,40,7,28079040,2019-11-25T00:00:00Z,10
40_7_28079040_2019_11_26,40,7,28079040,2019-11-26T00:00:00Z,13
40_7_28079040_2019_11_27,40,7,28079040,2019-11-27T00:00:00Z,6
40_7_28079040_2019_11_28,40,7,28079040,2019-11-28T00:00:00Z,5
40_7_28079040_2019_11_29,40,7,28079040,2019-11-29T00:00:00Z,8
40_7_28079040_2019_11_30,40,7,28079040,2019-11-30T00:00:00Z,3
40_7_28079040_2019_12_1,40,7,28079040,2019-12-01T00:00:00Z,4
40_7_28079040_2019_12_2,40,7,28079040,2019-12-02T00:00:00Z,3
40_7_28079040_2019_12_3,40,7,28079040,2019-12-03T00:00:00Z,5
40_7_28079040_2019_12_4,40,7,28079040,2019-12-04T00:00:00Z,5
40_7_28079040_2019_12_5,40,7,28079040,2019-12-05T00:00:00Z,4
40_7_28079040_2019_12_6,40,7,28079040,2019-12-06T00:00:00Z,11
40_7_28079040_2019_12_7,40,7,28079040,2019-12-07T00:00:00Z,36
40_7_28079040_2019_12_8,40,7,28079040,2019-12-08T00:00:00Z,40
40_7_28079040_2019_12_9,40,7,28079040,2019-12-09T00:00:00Z,17
40_7_28079040_2019_12_10,40,7,28079040,2019-12-10T00:00:00Z,76
40_7_28079040_2019_12_11,40,7,28079040,2019-12-11T00:00:00Z,39
40_7_28079040_2019_12_12,40,7,28079040,2019-12-12T00:00:00Z,10
40_7_28079040_2019_12_13,40,7,28079040,2019-12-13T00:00:00Z,5
40_7_28079040_2019_12_14,40,7,28079040,2019-12-14T00:00:00Z,6
40_7_28079040_2019_12_15,40,7,28079040,2019-12-15T00:00:00Z,5
40_7_28079040_2019_12_16,40,7,28079040,2019-12-16T00:00:00Z,14
40_7_28079040_2019_12_17,40,7,28079040,2019-12-17T00:00:00Z,14
40_7_28079040_2019_12_18,40,7,28079040,2019-12-18T00:00:00Z,21
40_7_28079040_2019_12_19,40,7,28079040,2019-12-19T00:00:00Z,5
40_7_28079040_2019_12_20,40,7,28079040,2019-12-20T00:00:00Z,5
40_7_28079040_2019_12_21,40,7,28079040,2019-12-21T00:00:00Z,2
40_7_28079040_2019_12_22,40,7,28079040,2019-12-22T00:00:00Z,3
40_7_28079040_2019_12_23,40,7,28079040,2019-12-23T00:00:00Z,24
40_7_28079040_2019_12_24,40,7,28079040,2019-12-24T00:00:00Z,32
40_7_28079040_2019_12_25,40,7,28079040,2019-12-25T00:00:00Z,23
40_7_28079040_2019_12_26,40,7,28079040,2019-12-26T00:00:00Z,73
40_7_28079040_2019_12_27,40,7,28079040,2019-12-27T00:00:00Z,26
40_7_28079040_2019_12_28,40,7,28079040,2019-12-28T00:00:00Z,60
40_7_28079040_2019_12_29,40,7,28079040,2019-12-29T00:00:00Z,39
40_7_28079040_2019_12_30,40,7,28079040,2019-12-30T00:00:00Z,43
40_7_28079040_2019_12_31,40,7,28079040,2019-12-31T00:00:00Z,86
40_8_28079040_2019_1_1,40,8,28079040,2019-01-01T00:00:00Z,67
40_8_28079040_2019_1_2,40,8,28079040,2019-01-02T00:00:00Z,81
40_8_28079040_2019_1_3,40,8,28079040,2019-01-03T00:00:00Z,61
40_8_28079040_2019_1_4,40,8,28079040,2019-01-04T00:00:00Z,90
40_8_28079040_2019_1_5,40,8,28079040,2019-01-05T00:00:00Z,89
40_8_28079040_2019_1_6,40,8,28079040,2019-01-06T00:00:00Z,84
40_8_28079040_2019_1_7,40,8,28079040,2019-01-07T00:00:00Z,75
40_8_28079040_2019_1_8,40,8,28079040,2019-01-08T00:00:00Z,84
40_8_28079040_2019_1_9,40,8,28079040,2019-01-09T00:00:00Z,69
40_8_28079040_2019_1_10,40,8,28079040,2019-01-10T00:00:00Z,35
40_8_28079040_2019_1_11,40,8,28079040,2019-01-11T00:00:00Z,73
40_8_28079040_2019_1_12,40,8,28079040,2019-01-12T00:00:00Z,73
40_8_28079040_2019_1_13,40,8,28079040,2019-01-13T00:00:00Z,71
40_8_28079040_2019_1_14,40,8,28079040,2019-01-14T00:00:00Z,111
40_8_28079040_2019_1_15,40,8,28079040,2019-01-15T00:00:00Z,78
40_8_28079040_2019_1_16,40,8,28079040,2019-01-16T00:00:00Z,69
40_8_28079040_2019_1_17,40,8,28079040,2019-01-17T00:00:00Z,66
40_8_28079040_2019_1_18,40,8,28079040,2019-01-18T00:00:00Z,70
40_8_28079040_2019_1_19,40,8,28079040,2019-01-19T00:00:00Z,57
40_8_28079040_2019_1_20,40,8,28079040,2019-01-20T00:00:00Z,33
40_8_28079040_2019_1_21,40,8,28079040,2019-01-21T00:00:00Z,42
40_8_28079040_2019_1_22,40,8,28079040,2019-01-22T00:00:00Z,59
40_8_28079040_2019_1_23,40,8,28079040,2019-01-23T00:00:00Z,18
40_8_28079040_2019_1_24,40,8,28079040,2019-01-24T00:00:00Z,47
40_8_28079040_2019_1_25,40,8,28079040,2019-01-25T00:00:00Z,45
40_8_28079040_2019_1_26,40,8,28079040,2019-01-26T00:00:00Z,54
40_8_28079040_2019_1_27,40,8,28079040,2019-01-27T00:00:00Z,27
40_8_28079040_2019_1_28,40,8,28079040,2019-01-28T00:00:00Z,27
40_8_28079040_2019_1_29,40,8,28079040,2019-01-29T00:00:00Z,30
40_8_28079040_2019_1_30,40,8,28079040,2019-01-30T00:00:00Z,26
40_8_28079040_2019_1_31,40,8,28079040,2019-01-31T00:00:00Z,17
40_8_28079040_2019_2_1,40,8,28079040,2019-02-01T00:00:00Z,22
40_8_28079040_2019_2_2,40,8,28079040,2019-02-02T00:00:00Z,20
40_8_28079040_2019_2_3,40,8,28079040,2019-02-03T00:00:00Z,27
40_8_28079040_2019_2_4,40,8,28079040,2019-02-04T00:00:00Z,81
40_8_28079040_2019_2_5,40,8,28079040,2019-02-05T00:00:00Z,88
40_8_28079040_2019_2_6,40,8,28079040,2019-02-06T00:00:00Z,71
40_8_28079040_2019_2_7,40,8,28079040,2019-02-07T00:00:00Z,85
40_8_28079040_2019_2_8,40,8,28079040,2019-02-08T00:00:00Z,64
40_8_28079040_2019_2_9,40,8,28079040,2019-02-09T00:00:00Z,50
40_8_28079040_2019_2_10,40,8,28079040,2019-02-10T00:00:00Z,22
40_8_28079040_2019_2_11,40,8,28079040,2019-02-11T00:00:00Z,35
40_8_28079040_2019_2_12,40,8,28079040,2019-02-12T00:00:00Z,53
40_8_28079040_2019_2_13,40,8,28079040,2019-02-13T00:00:00Z,66
40_8_28079040_2019_2_14,40,8,28079040,2019-02-14T00:00:00Z,62
40_8_28079040_2019_2_15,40,8,28079040,2019-02-15T00:00:00Z,72
40_8_28079040_2019_2_16,40,8,28079040,2019-02-16T00:00:00Z,36
40_8_28079040_2019_2_17,40,8,28079040,2019-02-17T00:00:00Z,29
40_8_28079040_2019_2_18,40,8,28079040,2019-02-18T00:00:00Z,51
40_8_28079040_2019_2_19,40,8,28079040,2019-02-19T00:00:00Z,58
40_8_28079040_2019_2_20,40,8,28079040,2019-02-20T00:00:00Z,73
40_8_28079040_2019_2_21,40,8,28079040,2019-02-21T00:00:00Z,65
40_8_28079040_2019_2_22,40,8,28079040,2019-02-22T00:00:00Z,70
40_8_28079040_2019_2_23,40,8,28079040,2019-02-23T00:00:00Z,71
40_8_28079040_2019_2_24,40,8,28079040,2019-02-24T00:00:00Z,37
40_8_28079040_2019_2_25,40,8,28079040,2019-02-25T00:00:00Z,77
40_8_28079040_2019_2_26,40,8,28079040,2019-02-26T00:00:00Z,61
40_8_28079040_2019_2_27,40,8,28079040,2019-02-27T00:00:00Z,69
40_8_28079040_2019_2_28,40,8,28079040,2019-02-28T00:00:00Z,91
40_8_28079040_2019_3_1,40,8,28079040,2019-03-01T00:00:00Z,52
40_8_28079040_2019_3_2,40,8,28079040,2019-03-02T00:00:00Z,54
40_8_28079040_2019_3_3,40,8,28079040,2019-03-03T00:00:00Z,44
40_8_28079040_2019_3_4,40,8,28079040,2019-03-04T00:00:00Z,20
40_8_28079040_2019_3_5,40,8,28079040,2019-03-05T00:00:00Z,31
40_8_28079040_2019_3_6,40,8,28079040,2019-03-06T00:00:00Z,22
40_8_28079040_2019_3_7,40,8,28079040,2019-03-07T00:00:00Z,33
40_8_28079040_2019_3_8,40,8,28079040,2019-03-08T00:00:00Z,54
40_8_28079040_2019_3_9,40,8,28079040,2019-03-09T00:00:00Z,47
40_8_28079040_2019_3_10,40,8,28079040,2019-03-10T00:00:00Z,46
40_8_28079040_2019_3_11,40,8,28079040,2019-03-11T00:00:00Z,38
40_8_28079040_2019_3_12,40,8,28079040,2019-03-12T00:00:00Z,45
40_8_28079040_2019_3_13,40,8,28079040,2019-03-13T00:00:00Z,22
40_8_28079040_2019_3_14,40,8,28079040,2019-03-14T00:00:00Z,50
40_8_28079040_2019_3_15,40,8,28079040,2019-03-15T00:00:00Z,72
