ID,PROVINCIA,MUNICIPIO,ESTACION,LUGAR_ESTACION,COMPUESTO_MEDIDO,TECNICA_DE_MEDICION,FECHA,VALOR,VALIDEZ
41382020101,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-1-01,9,true
41382020102,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-1-02,10,true
41382020103,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-1-03,9,true
41382020104,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-1-04,7,true
41382020105,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-1-05,8,true
41382020106,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-1-06,9,true
41382020107,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-1-07,12,true
41382020108,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-1-08,14,true
41382020109,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-1-09,11,true
41382020110,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-1-10,9,true
41382020111,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-1-11,8,true
41382020112,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-1-12,9,true
41382020113,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-1-13,8,true
41382020114,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-1-14,9,true
41382020115,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-1-15,10,true
41382020116,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-1-16,11,true
41382020117,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-1-17,9,true
41382020118,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-1-18,8,true
41382020119,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-1-19,6,true
41382020120,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-1-20,4,false
41382020121,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-1-21,0,false
41382020122,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-1-22,0,false
41382020123,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-1-23,0,false
41382020124,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-1-24,0,false
41382020125,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-1-25,0,false
41382020126,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-1-26,0,false
41382020127,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-1-27,0,false
41382020128,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-1-28,0,false
41382020129,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-1-29,0,false
41382020130,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-1-30,6,false
41382020131,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-1-31,7,true
41382020201,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-2-01,8,true
41382020202,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-2-02,9,true
41382020203,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-2-03,10,true
41382020204,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-2-04,11,true
41382020205,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-2-05,9,true
41382020206,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-2-06,9,true
41382020207,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-2-07,9,true
41382020208,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-2-08,10,true
41382020209,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-2-09,10,true
41382020210,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-2-10,9,true
41382020211,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-2-11,10,true
41382020212,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-2-12,10,true
41382020213,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-2-13,10,true
41382020214,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-2-14,9,true
41382020215,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-2-15,9,true
41382020216,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-2-16,10,true
41382020217,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-2-17,11,true
41382020218,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-2-18,10,true
41382020219,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-2-19,10,true
41382020220,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-2-20,10,true
41382020221,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-2-21,10,true
41382020222,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-2-22,11,true
41382020223,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-2-23,11,true
41382020224,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-2-24,11,true
41382020225,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-2-25,12,true
41382020226,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-2-26,10,true
41382020227,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-2-27,9,true
41382020228,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-2-28,11,true
41382020229,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-2-29,1,false
41382020230,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-2-30,0,false
41382020231,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-2-31,0,false
41382020301,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-3-01,0,false
41382020302,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-3-02,3,false
41382020303,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-3-03,1,false
41382020304,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-3-04,0,false
41382020305,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-3-05,0,false
41382020306,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-3-06,0,false
41382020307,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-3-07,0,false
41382020308,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-3-08,0,false
41382020309,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-3-09,0,false
41382020310,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-3-10,0,false
41382020311,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-3-11,0,false
41382020312,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-3-12,0,false
41382020313,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-3-13,0,false
41382020314,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-3-14,0,false
41382020315,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-3-15,0,false
41382020316,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-3-16,0,false
41382020317,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-3-17,0,false
41382020318,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-3-18,0,false
41382020319,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-3-19,0,false
41382020320,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-3-20,0,false
41382020321,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-3-21,0,false
41382020322,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-3-22,0,false
41382020323,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-3-23,0,false
41382020324,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-3-24,0,false
41382020325,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-3-25,0,false
41382020326,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-3-26,0,false
41382020327,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-3-27,0,false
41382020328,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-3-28,0,false
41382020329,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-3-29,0,false
41382020330,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-3-30,0,false
41382020331,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-3-31,0,false
41382020401,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-4-01,0,false
41382020402,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-4-02,0,false
41382020403,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-4-03,0,false
41382020404,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-4-04,0,false
41382020405,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-4-05,0,false
41382020406,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-4-06,0,false
41382020407,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-4-07,0,false
41382020408,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-4-08,0,false
41382020409,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-4-09,0,false
41382020410,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-4-10,0,false
41382020411,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-4-11,0,false
41382020412,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-4-12,0,false
41382020413,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-4-13,0,false
41382020414,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-4-14,0,false
41382020415,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-4-15,0,false
41382020416,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-4-16,0,false
41382020417,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-4-17,0,false
41382020418,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-4-18,0,false
41382020419,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-4-19,0,false
41382020420,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-4-20,0,false
41382020421,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-4-21,0,false
41382020422,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-4-22,0,false
41382020423,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-4-23,0,false
41382020424,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-4-24,0,false
41382020425,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-4-25,0,false
41382020426,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-4-26,0,false
41382020427,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-4-27,0,false
41382020428,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-4-28,0,false
41382020429,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-4-29,14,false
41382020430,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-4-30,8,true
41382020431,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-4-31,0,false
41382020501,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-5-01,5,true
41382020502,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-5-02,4,true
41382020503,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-5-03,4,true
41382020504,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-5-04,5,true
41382020505,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-5-05,4,true
41382020506,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-5-06,5,true
41382020507,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-5-07,5,true
41382020508,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-5-08,4,true
41382020509,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-5-09,4,true
41382020510,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-5-10,5,true
41382020511,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-5-11,5,true
41382020512,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-5-12,6,true
41382020513,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-5-13,5,true
41382020514,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-5-14,6,false
41382020515,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-5-15,0,false
41382020516,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-5-16,0,false
41382020517,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-5-17,0,false
41382020518,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-5-18,3,false
41382020519,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-5-19,6,true
41382020520,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-5-20,4,true
41382020521,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-5-21,4,true
41382020522,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-5-22,4,true
41382020523,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-5-23,4,true
41382020524,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-5-24,4,true
41382020525,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-5-25,4,true
41382020526,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-5-26,4,true
41382020527,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-5-27,4,true
41382020528,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-5-28,4,true
41382020529,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-5-29,4,true
41382020530,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-5-30,4,true
41382020531,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-5-31,4,true
41382020601,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-6-01,4,true
41382020602,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-6-02,4,true
41382020603,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-6-03,4,true
41382020604,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-6-04,5,true
41382020605,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-6-05,5,true
41382020606,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-6-06,4,true
41382020607,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-6-07,4,true
41382020608,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-6-08,5,true
41382020609,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-6-09,5,true
41382020610,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-6-10,5,true
41382020611,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-6-11,5,true
41382020612,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-6-12,6,true
41382020613,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-6-13,5,true
41382020614,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-6-14,5,true
41382020615,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-6-15,4,true
41382020616,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-6-16,5,true
41382020617,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-6-17,5,true
41382020618,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-6-18,4,true
41382020619,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-6-19,4,true
41382020620,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-6-20,4,true
41382020621,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-6-21,4,true
41382020622,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-6-22,4,true
41382020623,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-6-23,4,true
41382020624,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-6-24,4,true
41382020625,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-6-25,4,true
41382020626,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-6-26,4,true
41382020627,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-6-27,4,true
41382020628,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-6-28,4,true
41382020629,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-6-29,4,true
41382020630,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-6-30,4,true
41382020631,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-6-31,0,false
41382020701,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-7-01,4,true
41382020702,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-7-02,4,true
41382020703,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-7-03,4,true
41382020704,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-7-04,4,true
41382020705,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-7-05,4,true
41382020706,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-7-06,4,true
41382020707,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-7-07,4,true
41382020708,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-7-08,4,true
41382020709,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-7-09,4,true
41382020710,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-7-10,4,true
41382020711,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-7-11,4,true
41382020712,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-7-12,4,true
41382020713,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-7-13,4,true
41382020714,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-7-14,4,true
41382020715,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-7-15,4,true
41382020716,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-7-16,4,true
41382020717,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-7-17,4,true
41382020718,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-7-18,4,true
41382020719,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-7-19,4,true
41382020720,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-7-20,5,true
41382020721,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-7-21,4,true
41382020722,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-7-22,4,true
41382020723,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-7-23,4,true
41382020724,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-7-24,4,true
41382020725,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-7-25,4,true
41382020726,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-7-26,4,true
41382020727,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-7-27,5,true
41382020728,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-7-28,4,true
41382020729,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-7-29,5,true
41382020730,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-7-30,5,true
41382020731,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-7-31,5,true
41382020801,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-8-01,5,true
41382020802,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-8-02,4,true
41382020803,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-8-03,5,true
41382020804,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-8-04,5,true
41382020805,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-8-05,5,true
41382020806,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-8-06,5,true
41382020807,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-8-07,5,true
41382020808,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-8-08,4,true
41382020809,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-8-09,5,true
41382020810,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-8-10,5,true
41382020811,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-8-11,6,true
41382020812,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-8-12,6,true
41382020813,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-8-13,5,true
41382020814,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-8-14,5,true
41382020815,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-8-15,5,true
41382020816,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-8-16,5,true
41382020817,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-8-17,6,true
41382020818,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-8-18,6,true
41382020819,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-8-19,6,true
41382020820,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-8-20,6,true
41382020821,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-8-21,6,true
41382020822,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-8-22,6,true
41382020823,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-8-23,5,true
41382020824,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-8-24,5,true
41382020825,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-8-25,6,true
41382020826,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-8-26,6,true
41382020827,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-8-27,6,true
41382020828,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-8-28,6,true
41382020829,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-8-29,6,true
41382020830,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-8-30,7,true
41382020831,28,79,4,Pza. de España,Dióxido de Azufre,Fluorescencia ultravioleta,2020-8-31,7,true
46482020101,28,79,4,Pza. de España,Monóxido de Carbono,Absorción infrarroja,2020-1-01,0.7,true
46482020102,28,79,4,Pza. de España,Monóxido de Carbono,Absorción infrarroja,2020-1-02,0.7,true
46482020103,28,79,4,Pza. de España,Monóxido de Carbono,Absorción infrarroja,2020-1-03,0.8,true
46482020104,28,79,4,Pza. de España,Monóxido de Carbono,Absorción infrarroja,2020-1-04,0.4,true
46482020105,28,79,4,Pza. de España,Monóxido de Carbono,Absorción infrarroja,2020-1-05,0.5,true
46482020106,28,79,4,Pza. de España,Monóxido de Carbono,Absorción infrarroja,2020-1-06,0.5,true
46482020107,28,79,4,Pza. de España,Monóxido de Carbono,Absorción infrarroja,2020-1-07,0.8,true
46482020108,28,79,4,Pza. de España,Monóxido de Carbono,Absorción infrarroja,2020-1-08,0.9,true
46482020109,28,79,4,Pza. de España,Monóxido de Carbono,Absorción infrarroja,2020-1-09,0.6,true
46482020110,28,79,4,Pza. de España,Monóxido de Carbono,Absorción infrarroja,2020-1-10,0.3,true
