"DISTRITO","EDIFICIO","UBICACIÓN","COORDENADA Y","COORDENADA X","TERMINALES","CONECTORES","POTENCIA","CÓDIGO","AÑO INSTALACIÓN","","","","","","","","","","","","","","","",""
"Arganzuela","A.G. Medio Ambiente y Movilidad / Agentes movilidad","Paseo Pontones 23","4473157.3","439442.4","1","Mennekes manguera","32 A monofásico","PRM-AG08-","2018","","","","","","","","","","","","","","","",""
"Arganzuela","A.G. Medio Ambiente y Movilidad / Agentes movilidad","Paseo Pontones 23","4473157.3","439442.4","1","Mennekes manguera","32 A monofásico","PRM-AG08-","2018","","","","","","","","","","","","","","","",""
"Arganzuela","A.G. Medio Ambiente y Movilidad / Agentes movilidad","Paseo Pontones 23","4473157.3","439442.4","1","Mennekes manguera","32 A monofásico","PRM-AG08-","2018","","","","","","","","","","","","","","","",""
"Arganzuela","A.G. Medio Ambiente y Movilidad / Agentes movilidad","Paseo Pontones 23","4473157.3","439442.4","1","Mennekes manguera","32 A monofásico","PRM-AG08-","2018","","","","","","","","","","","","","","","",""
"Arganzuela","A.G. Medio Ambiente y Movilidad / Agentes movilidad","Paseo Pontones 23","4473157.3","439442.4","1","Mennekes manguera","32 A monofásico","PRM-AG08-","2018","","","","","","","","","","","","","","","",""
"Arganzuela","A.G. Medio Ambiente y Movilidad / Agentes movilidad","Paseo Pontones 23","4473157.3","439442.4","1","Mennekes manguera","32 A monofásico","PRM-AG08-","2019","","","","","","","","","","","","","","","",""
"Arganzuela","A.G. Medio Ambiente y Movilidad / Agentes movilidad","Paseo Pontones 23","4473157.3","439442.4","1","Mennekes manguera","32 A monofásico","PRM-AG08-","2019","","","","","","","","","","","","","","","",""
"Arganzuela","A.G. Equidad, Derechos Sociales y Empleo . OA Agencia para el Empleo","Paseo Pontones 10","4473152.8","439377.1","1","Mennekes","3,7 KW Plug T2 monofásico","PRM-AG01-10a","2017","","","","","","","","","","","","","","","",""
"Arganzuela","A.G. Equidad, Derechos Sociales y Empleo . OA Agencia para el Empleo","Paseo Pontones 10","4473152.8","439377.1","1","Mennekes","3,7 KW Plug T2 monofásico","PRM-AG01-10b","2017","","","","","","","","","","","","","","","",""
"Arganzuela","A.G. Equidad, Derechos Sociales y Empleo","Pº Chopera 41","4471741.49","440676.52","1","Mennekes manguera","3,7 kW","PRM-AG01-01a","2016","","","","","","","","","","","","","","","",""
"Arganzuela","A.G. Equidad, Derechos Sociales y Empleo","Pº Chopera 41","4471741.49","440676.52","1","Mennekes","3,7 kW","PRM-AG01-01b","2016","","","","","","","","","","","","","","","",""
"Arganzuela","A.G. Equidad, Derechos Sociales y Empleo","Pº Chopera 41","4471741.49","440676.52","1","Mennekes manguera","3,7 kW","PRM-AG01-01b","2018","","","","","","","","","","","","","","","",""
"Arganzuela","A.G. Equidad, Derechos Sociales y Empleo","Pº Chopera 41","4471741.49","440676.52","1","Mennekes manguera","3,7 kW","PRM-AG01-01c","2018","","","","","","","","","","","","","","","",""
"Arganzuela","A.G. Equidad, Derechos Sociales y Empleo","Pº Chopera 41","4471741.49","440676.52","1","Mennekes manguera","3,7 kW","PRM-AG01-01d","2018","","","","","","","","","","","","","","","",""
"Arganzuela","A.G. Equidad, Derechos Sociales y Empleo","Pº Chopera 41","4471741.49","440676.52","1","Mennekes manguera","3,7 kW","PRM-AG01-01e","2018","","","","","","","","","","","","","","","",""
"Arganzuela","A.G. Equidad, Derechos Sociales y Empleo","Pº Chopera 41","4471741.49","440676.52","1","Mennekes manguera","3,7 kW","PRM-AG01-01f","2018","","","","","","","","","","","","","","","",""
"Arganzuela","A.G. Equidad, Derechos Sociales y Empleo","Pº Chopera 41","4471741.49","440676.52","1","mennekes Hembra","32 A trifásico","PRM-AG01-01b","2019","","","","","","","","","","","","","","","",""
"Arganzuela","A.G. Salud, Seguridad y Emergencias / PM / UID Arganzuela","Pº Chopera 2","4472146.4","440514.7","1","Mennekes","3.7","PRM-AG05-03a","2017","","","","","","","","","","","","","","","",""
"Arganzuela","A.G. Salud, Seguridad y Emergencias / PM / UID Arganzuela","Pº Chopera 2","4472146.4","440514.7","1","Mennekes","3.7","PRM-AG05-03b","2017","","","","","","","","","","","","","","","",""
"Arganzuela","A.G. Salud, Seguridad y Emergencias / PM / UID Arganzuela","Pº Chopera 2","4472146.4","440514.7","1","Mennekes conector hembra sin manguera","22 kW","PRM-AG05-03c","2018","","","","","","","","","","","","","","","",""
"Arganzuela","A.G. Equidad, Derechos Sociales y Empleo","Ronda de Toledo, 10","4473292","439854.9","1","Mennekes","3,7 kW","PRM-AG01-02a","2017","","","","","","","","","","","","","","","",""
"Arganzuela","A.G. Equidad, Derechos Sociales y Empleo","Ronda de Toledo, 10","4473292","439854.9","1","Mennekes","3,7 kW","PRM-AG01-02b","2017","","","","","","","","","","","","","","","",""
"Arganzuela","A.G. Equidad, Derechos Sociales y Empleo","Ronda de Toledo, 10","4473292","439854.9","1","Mennekes","3,7 kW","PRM-AG01-02c","2017","","","","","","","","","","","","","","","",""
"Barajas ","J.M.D. Barajas (Centro Mayores) ","C/ Acuario 27 ","4480619.38","450861.59","1","Mennekes","3,7 kW","PRM-JM21-10","2016","","","","","","","","","","","","","","","",""
"Barajas ","A.G. Desarrollo Urbano Sostenible","C/ Ribera del Sena 21","4479216.43","447631.57","1","Mennekes","3,7 kW","PRM-AG07-01a","2016","","","","","","","","","","","","","","","",""
"Barajas ","A.G. Desarrollo Urbano Sostenible","C/ Ribera del Sena 21","4479216.43","447631.57","1","Mennekes","3,7 kW","PRM-AG07-01b","2016","","","","","","","","","","","","","","","",""
"Barajas ","A.G. Desarrollo Urbano Sostenible","C/ Ribera del Sena 21","4479216.43","447631.57","1","Mennekes","3,7 kW","PRM-AG07-01c","2016","","","","","","","","","","","","","","","",""
"Barajas ","A.G. Desarrollo Urbano Sostenible","C/ Ribera del Sena 21","4479216.43","447631.57","1","Mennekes","3,7 kW","PRM-AG07-01d","2017","","","","","","","","","","","","","","","",""
"Barajas ","A.G. Desarrollo Urbano Sostenible","C/ Ribera del Sena 21","4479216.43","447631.57","1","Mennekes","3,7 kW","PRM-AG07-01e","2017","","","","","","","","","","","","","","","",""
"Barajas ","A.G. Desarrollo Urbano Sostenible","C/ Ribera del Sena 21","4479216.43","447631.57","2","Mennekes","16 A Trifásico 11 kW","PRM-AG07-01f","2018","","","","","","","","","","","","","","","",""
"Barajas ","A.G. Desarrollo Urbano Sostenible","C/ Ribera del Sena 21","4479216.43","447631.57","1","Mennekes","16A monofásico","PRM-AG07-01g","2018","","","","","","","","","","","","","","","",""
"Barajas ","A.G. Desarrollo Urbano Sostenible","C/ Ribera del Sena 21","4479216.43","447631.57","1","Mennekes","16A monofásico","PRM-AG07-01h","2018","","","","","","","","","","","","","","","",""
"Barajas ","A.G. Desarrollo Urbano Sostenible","C/ Ribera del Sena 21","4479216.43","447631.57","1","Mennekes","16A monofásico","PRM-AG07-01i","2018","","","","","","","","","","","","","","","",""
"Barajas ","A.G. Desarrollo Urbano Sostenible","C/ Ribera del Sena 21","4479216.43","447631.57","1","Mennekes","16A monofásico","PRM-AG07-01j","2018","","","","","","","","","","","","","","","",""
"Barajas ","A.G. Desarrollo Urbano Sostenible","C/ Ribera del Sena 21","4479216.43","447631.57","1","Mennekes","16A monofásico","PRM-AG07-01k","2018","","","","","","","","","","","","","","","",""
"Barajas ","A.G. Salud, Seguridad y Emergencias / PM / DG DE POLICIA MUNICIPAL","Calle Trespaderne, 16","4478363.8","450836.2","1","Yazaki con manguera","16 A monofásico","PRM-AG05-01c","2019","","","","","","","","","","","","","","","",""
"Carabanchel","J.M. D. Carabanchel / UID CARABANCHEL"," C/ Albox, 8","4469796.8","436884.1","1","Mennekes Manguera","16 A monofásico","PRM-JM","2018","","","","","","","","","","","","","","","",""
"Centro","A.G. Economía y Hacienda / SGT","C/ Alcalá 45","4474508.52","440929.55","1","Mennekes Manguera","16 A","PRM-AG04-02a","2015","","","","","","","","","","","","","","","",""
"Centro","A.G. Economía y Hacienda / SGT","C/ Alcalá 45","4474508.52","440929.55","1","Mennekes Manguera","16 A","PRM-AG04-02b","2017","","","","","","","","","","","","","","","",""
"Centro","A.G. Economía y Hacienda / SGT","C/ Alcalá 45","4474508.52","440929.55","1","Mennekes","16 A","PRM-AG04-02c","2017","","","","","","","","","","","","","","","",""
"Centro","A.G. Participación Ciudadana, Transparencia y Gobierno Abierto / SGT","C/ Alcalá 45","4474508.52","440929.55","1","Mennekes","16 A","PRM-AG06-01","2016","","","","","","","","","","","","","","","",""
"Centro","A.G. Economia y Hacienda","C/ Barquillo 17a","4474797.76","440976.34","1","Mennekes","3,7 kW","PRM-AG04-01a","2015","","","","","","","","","","","","","","","",""
"Centro","A.G. Economia y Hacienda","C/ Barquillo 17a","4474797.76","440976.34","1","Mennekes","3,7 kW","PRM-AG04-01b","2015","","","","","","","","","","","","","","","",""
"Centro","A.G. Economía y Hacienda / Agencia Tributaria","C/ Sacramento 4","4474010.51","439687.55","1","Mennekes/Schuko","3,7 kW","PRM-AG04-10a","2016","","","","","","","","","","","","","","","",""
"Centro","A.G. Economía y Hacienda / Agencia Tributaria","C/ Sacramento 4","4474010.51","439687.55","1","Mennekes/Schuko","3,7 kW","PRM-AG04-10B","2016","","","","","","","","","","","","","","","",""
"Centro","A.G. Economía y Hacienda / Agencia Tributaria","C/ Sacramento 4","4474010.51","439687.55","1","Mennekes/Schuko","3,7 kW","PRM-AG04-10C","2016","","","","","","","","","","","","","","","",""
"Centro","A.G. Economía y Hacienda / Agencia Tributaria","C/ Sacramento 4","4474010.51","439687.55","1","Mennekes ","3,7 kW","PRM-AG04-10d","2017","","","","","","","","","","","","","","","",""
"Centro","A.G. Economía y Hacienda / Agencia Tributaria","C/ Sacramento 4","4474010.51","439687.55","1","Mennekes ","3,7 kW","PRM-AG04-10e","2017","","","","","","","","","","","","","","","",""
"Centro","A.G. Economía y Hacienda / Agencia Tributaria","C/ Sacramento 4","4474010.51","439687.55","1","Mennekes ","3,7 kW","PRM-AG04-10f","2017","","","","","","","","","","","","","","","",""
"Centro","A.G. Economía y Hacienda / Agencia Tributaria","C/ Sacramento 4","4474010.51","439687.55","1","Mennekes ","3,7 kW","PRM-AG04-10g","2017","","","","","","","","","","","","","","","",""
"Centro","A.G. Economía y Hacienda / Agencia Tributaria","C/ Sacramento 4","4474010.51","439687.55","1","Mennekes ","3,7 kW","PRM-AG04-10h","2017","","","","","","","","","","","","","","","",""
"Centro","A.G. Economía y Hacienda / Agencia Tributaria","C/ Sacramento 4","4474010.51","439687.55","1","Mennekes ","3,7 kW","PRM-AG04-10i","2017","","","","","","","","","","","","","","","",""
"Centro","A.G. Economía y Hacienda / Agencia Tributaria","C/ Sacramento 4","4474010.51","439687.55","1","Mennekes ","7,3 KW 32 A configuracion  mono","PRM-AG04-","2018","","","","","","","","","","","","","","","",""
"Centro","A.G. Economía y Hacienda / Agencia Tributaria","C/ Sacramento 4","4474010.51","439687.55","1","Mennekes ","7,3 KW 32 A configuracion  mono","PRM-AG04-","2018","","","","","","","","","","","","","","","",""
"Centro","A.G. Economía y Hacienda / Agencia Tributaria","C/ Sacramento 4","4474010.51","439687.55","1","Mennekes ","7,3 KW 32 A configuracion  mono","PRM-AG04-","2018","","","","","","","","","","","","","","","",""
"Centro","A.G. Economía y Hacienda / Agencia Tributaria","C/ Sacramento 4","4474010.51","439687.55","1","Mennekes ","7,3 KW 32 A configuracion  mono","PRM-AG04-","2018","","","","","","","","","","","","","","","",""
"Centro","A.G. Economía y Hacienda / Agencia Tributaria","C/ Sacramento 4","4474010.51","439687.55","1","Mennekes ","7,3 KW 32 A configuracion  mono","PRM-AG04-","2018","","","","","","","","","","","","","","","",""
"Centro","A.G. Economía y Hacienda / Agencia Tributaria","C/ Sacramento 4","4474010.51","439687.55","1","Mennekes ","7,3 KW 32 A configuracion  mono","PRM-AG04-","2018","","","","","","","","","","","","","","","",""
"Centro","A.G. Salud, Seguridad y Emergencias / PM / UID Centro Sur","Plaza del Carmen","4474643.6","440446.2","1","Mennekes con manguera","32 A modificado a trifásico ","PRM-AG05-04c","2018","","","","","","","","","","","","","","","",""
"Centro","A.G. Salud, Seguridad y Emergencias / PM / UID Centro Sur","Plaza del Carmen","4474643.6","440446.2","1","Mennekes con manguera","32 A modificado a trifásico ","PRM-AG05-04c","2018","","","","","","","","","","","","","","","",""
"Centro","A.G. Salud, Seguridad y Emergencias / PM / UID CENTRO NORTE","Pz. Sta Mª Soledad Torres Acosta, 2","4474983","440255.3","1","Mennekes","3,7 kW","PRM-AG05-04a","2017","","","","","","","","","","","","","","","",""
"Centro","A.G. Salud, Seguridad y Emergencias / PM / UID CENTRO NORTE","Pz. Sta Mª Soledad Torres Acosta, 2","4474983","440255.3","1","Mennekes","3,7 kW","PRM-AG05-04b","2017","","","","","","","","","","","","","","","",""
"Centro","A.G. Salud, Seguridad y Emergencias / PM / UID CENTRO NORTE","Pz. Sta Mª Soledad Torres Acosta, 2","4474983","440255.3","1","Mennekes","11 kW","PRM-AG05-04c","2018","","","","","","","","","","","","","","","",""
"Chamartín","J.M.D. Chamartín","C/ Príncipe de Vergara 142","4477359.49","442495.57","1","Mennekes","3,7 kW","PRM-JM05-01","2016","","","","","","","","","","","","","","","",""
"Chamartín","J.M.D. Chamartín / Policia Municipal","C/ Príncipe de Vergara 142","4477359.49","442495.57","1","Mennekes","32 A configurado inteligente ","PRM-AG05-03a","2018","","","","","","","","","","","","","","","",""
"Chamartín","J.M.D. Chamartín / Policia Municipal","C/ Príncipe de Vergara 142","4477359.49","442495.57","1","Mennekes","33 A configurado inteligente ","PRM-AG05-03a","2018","","","","","","","","","","","","","","","",""
"Chamartín","J.M.D. Chamartín / Policia Municipal","C/ Príncipe de Vergara 142","4477359.49","442495.57","1","Schuko","3,7 kW","PRM-AG05-03a","2018","","","","","","","","","","","","","","","",""
"Chamartín","J.M.D. Chamartín / Policia Municipal","C/ Príncipe de Vergara 142","4477359.49","442495.57","1","Schuko","3,7 kW","PRM-AG05-03a","2018","","","","","","","","","","","","","","","",""
"Chamartín","J.M.D. Chamartín / Policia Municipal","C/ Príncipe de Vergara 142","4477359.49","442495.57","1","Schuko","3,7 kW","PRM-AG05-03a","2018","","","","","","","","","","","","","","","",""
"Chamartín","A.G. Medio Ambiente y Movilidad / Agentes movilidad","Calle de Guatemala","4479196.7","442858","1","Mennekes manguera","32 A monofásico","PRM-AG08-","2018","","","","","","","","","","","","","","","",""
"Chamberí","A.G. Salud, Seguridad y Emergencias / PM / UID Chamberí","C/ Raimundo Fernandez Villaverde 8","4477772","440516.5","1","Mennekes manguera","32 A limitados a 10 kW","PRM-AG05-0","2018","","","","","","","","","","","","","","","",""
"Chamberí","A.G. Salud, Seguridad y Emergencias / PM / UID Chamberí","C/ Raimundo Fernandez Villaverde 8","4477772","440516.5","1","Mennekes manguera","32 A limitados a 10 kW","PRM-AG05-0","2018","","","","","","","","","","","","","","","",""
"Chamberí","JMD Chamberí","Calle Palafox 4","4476007.2","440655.9","1","Mennekes Manguera","16 A monofásico","PRM-JM","2018","","","","","","","","","","","","","","","",""
"Ciudad Lineal","A.G. ECONOMIA Y HACIENDA / Parque Automovilistico","Avda. de las Trece Rosas","4475023.44","445040.54","1","Mennekes/Schuko","","PRM-AG05-20a","2016","","","","","","","","","","","","","","","",""
"Ciudad Lineal","A.G. Medio Ambiente y Movilidad / Limpieza y residuos","Avda. de las Trece Rosas","4475023.44","445040.54","1","Mennekes","22 Kw Gestion de potencia","PRM-AG08-05a","2017","","","","","","","","","","","","","","","",""
"Ciudad Lineal","A.G. Medio Ambiente y Movilidad / Limpieza y residuos","Avda. de las Trece Rosas","4475023.44","445040.54","1","Mennekes","22 Kw Gestion de potencia","PRM-AG08-05b","2017","","","","","","","","","","","","","","","",""
"Ciudad Lineal","A.G. Medio Ambiente y Movilidad / Limpieza y residuos","Avda. de las Trece Rosas","4475023.44","445040.54","1","Mennekes","22 Kw Gestion de potencia","PRM-AG08-05c","2017","","","","","","","","","","","","","","","",""
"Ciudad Lineal","A.G. Medio Ambiente y Movilidad / Limpieza y residuos","Avda. de las Trece Rosas","4475023.44","445040.54","1","Mennekes","22 Kw Gestion de potencia","PRM-AG08-05d","2017","","","","","","","","","","","","","","","",""
"Ciudad Lineal","A.G. Medio Ambiente y Movilidad / Limpieza y residuos","Avda. de las Trece Rosas","4475023.44","445040.54","1","Mennekes","22 Kw Gestion de potencia","PRM-AG08-05e","2017","","","","","","","","","","","","","","","",""
"Ciudad Lineal","A.G. Medio Ambiente y Movilidad / Limpieza y residuos","Avda. de las Trece Rosas","4475023.44","445040.54","1","Mennekes","22 Kw Gestion de potencia","PRM-AG08-05f","2017","","","","","","","","","","","","","","","",""
"Ciudad Lineal","A.G. Medio Ambiente y Movilidad / Limpieza y residuos","Avda. de las Trece Rosas","4475023.44","445040.54","1","Mennekes","22 Kw Gestion de potencia","PRM-AG08-05g","2017","","","","","","","","","","","","","","","",""
"Ciudad Lineal","A.G. Medio Ambiente y Movilidad / Limpieza y residuos","Avda. de las Trece Rosas","4475023.44","445040.54","1","Mennekes","22 Kw Gestion de potencia","PRM-AG08-05h","2017","","","","","","","","","","","","","","","",""
"Ciudad Lineal","A.G. Medio Ambiente y Movilidad / Limpieza y residuos","Avda. de las Trece Rosas","4475023.44","445040.54","1","Mennekes","22 Kw Gestion de potencia","PRM-AG08-05i","2018","","","","","","","","","","","","","","","",""
"Ciudad Lineal","A.G. Medio Ambiente y Movilidad / Limpieza y residuos","Avda. de las Trece Rosas","4475023.44","445040.54","1","Mennekes","22 Kw Gestion de potencia","PRM-AG08-05j","2018","","","","","","","","","","","","","","","",""
"Ciudad Lineal","A.G. Medio Ambiente y Movilidad / Limpieza y residuos","Avda. de las Trece Rosas","4475023.44","445040.54","1","Mennekes","22 Kw Gestion de potencia","PRM-AG08-05k","2018","","","","","","","","","","","","","","","",""
"Ciudad Lineal","A.G. Medio Ambiente y Movilidad / Limpieza y residuos","Avda. de las Trece Rosas","4475023.44","445040.54","1","Mennekes","22 Kw Gestion de potencia","PRM-AG08-05l","2018","","","","","","","","","","","","","","","",""
"Ciudad Lineal","A.G. Medio Ambiente y Movilidad / Limpieza y residuos","Avda. de las Trece Rosas","4475023.44","445040.54","1","Mennekes","22 Kw Gestion de potencia","PRM-AG08-05m","2018","","","","","","","","","","","","","","","",""
"Ciudad Lineal","A.G. Medio Ambiente y Movilidad / Limpieza y residuos","Avda. de las Trece Rosas","4475023.44","445040.54","1","Mennekes","22 Kw Gestion de potencia","PRM-AG08-05n","2018","","","","","","","","","","","","","","","",""
"Ciudad Lineal","A.G. Medio Ambiente y Movilidad / Limpieza y residuos","Avda. de las Trece Rosas","4475023.44","445040.54","1","Mennekes con manguera","22 kW","PRM-AG08-05h","2018","","","","","","","","","","","","","","","",""
"Ciudad Lineal","A.G. Medio Ambiente y Movilidad / Limpieza y residuos","Avda. de las Trece Rosas","4475023.44","445040.54","1","Mennekes con manguera","22 kW","PRM-AG08-05h","2018","","","","","","","","","","","","","","","",""
"Ciudad Lineal","A.G. Medio Ambiente y Movilidad / Limpieza y residuos","Avda. de las Trece Rosas","4475023.44","445040.54","1","Mennekes con manguera","22 kW","PRM-AG08-05h","2018","","","","","","","","","","","","","","","",""
"Ciudad Lineal","A.G. Medio Ambiente y Movilidad / Limpieza y residuos","Avda. de las Trece Rosas","4475023.44","445040.54","1","Mennekes con manguera","22 kW","PRM-AG08-05h","2018","","","","","","","","","","","","","","","",""
"Ciudad Lineal","A.G. Medio Ambiente y Movilidad / Limpieza y residuos","Avda. de las Trece Rosas","4475023.44","445040.54","1","Mennekes con manguera","22 kW","PRM-AG08-05h","2018","","","","","","","","","","","","","","","",""
"Ciudad Lineal","A.G. Medio Ambiente y Movilidad / Limpieza y residuos","Avda. de las Trece Rosas","4475023.44","445040.54","1","Mennekes con manguera","22 kW","PRM-AG08-05h","2018","","","","","","","","","","","","","","","",""
"Ciudad Lineal","A.G. Medio Ambiente y Movilidad / Limpieza y residuos","Avda. de las Trece Rosas","4475023.44","445040.54","1","Mennekes con manguera","22 kW","PRM-AG08-05h","2018","","","","","","","","","","","","","","","",""
"Ciudad Lineal","A.G. Medio Ambiente y Movilidad / Limpieza y residuos","Avda. de las Trece Rosas","4475023.44","445040.54","1","Mennekes con manguera","22 kW","PRM-AG08-05h","2018","","","","","","","","","","","","","","","",""
"Ciudad Lineal","A.G. Medio Ambiente y Movilidad / Limpieza y residuos","Avda. de las Trece Rosas","4475023.44","445040.54","1","Mennekes con manguera","22 kW","PRM-AG08-05h","2018","","","","","","","","","","","","","","","",""
"Ciudad Lineal","A.G. Medio Ambiente y Movilidad / Limpieza y residuos","Avda. de las Trece Rosas","4475023.44","445040.54","1","Mennekes con manguera","22 kW","PRM-AG08-05h","2018","","","","","","","","","","","","","","","",""
"Ciudad Lineal","A.G. Medio Ambiente y Movilidad / Limpieza y residuos","Avda. de las Trece Rosas","4475023.44","445040.54","1","Mennekes con manguera","22 kW","PRM-AG08-05h","2018","","","","","","","","","","","","","","","",""
"Ciudad Lineal","A.G. Medio Ambiente y Movilidad / Limpieza y residuos","Avda. de las Trece Rosas","4475023.44","445040.54","1","Mennekes con manguera","22 kW","PRM-AG08-05h","2018","","","","","","","","","","","","","","","",""
