dc:identifier,dc:modified,ayto:PuntoMuestreo,ayto:Fecha,ayto:Olor,ayto:Sabor,ayto:Turbidez,ayto:Color,ayto:Conductividad,ayto:pH,ayto:Amonio,ayto:Nitritos,ayto:Oxidabilidad,ayto:CloroLibre,ayto:Al,ayto:Fe,ayto:Cu,ayto:Cr,ayto:Ni,ayto:Pb,ayto:BacteriasColiformes,ayto:eColi,ayto:BacteriasAerobias,ayto:ClostridiumPerfringes,uri
N4-13-000779,2020-09-26T22:16:11.363Z,ETAP LLEGADA,2013-03-02,0.00000,0.00000,1.30000,10,339.00000,7.52000,0.00000,0.00000,0.80000,0.00000,143,,,,,,980,80.00000,560.00000,15.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000779.csv
N4-13-000785,2020-09-26T22:16:11.363Z,SALIDA PLANTA SANTANDER,2013-03-02,0.00000,0.00000,0.14000," < 5",350.00000,7.52000,0.00000,0.00000,0.00000,0.87000,,,,,,,,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000785.csv
N4-13-000784,2020-09-26T22:16:11.363Z,SALIDA DE LA ETAP,2013-03-02,0.00000,0.00000,0.26000," < 5",351.00000,7.51000,0.00000,0.00000,0.40000,0.88000,55,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000784.csv
N4-13-000775,2020-09-26T22:16:11.363Z,"SAN ROMÁN\, ESTACIÓN DE MUESTREO Nº 1",2013-03-01,0.00000,0.00000,0.07000," < 5",350.00000,7.55000,0.00000,0.00000,0.40000,0.56000,25,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000775.csv
N4-13-000776,2020-09-26T22:16:11.363Z,"PEÑACASTILLO\, ESTACIÓN DE MUESTREO Nº 3",2013-03-01,0.00000,0.00000,0.05000," < 5",352.00000,7.50000,0.00000,0.00000,0.50000,0.54000,24,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000776.csv
N4-13-000774,2020-09-26T22:16:11.363Z,"CUETO\, ESTACIÓN DE MUESTREO Nº 6",2013-03-01,0.00000,0.00000,0.14000," < 5",342.00000,7.63000,0.00000,0.00000,0.40000,0.54000,35,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000774.csv
N4-13-000772,2020-09-26T22:16:11.363Z,"Bº PESQUERO\, ESTACIÓN DE MUESTREO Nº 5",2013-03-01,0.00000,0.00000,0.11000," < 5",331.00000,7.59000,0.00000,0.00000,0.40000,0.51000,33,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000772.csv
N4-13-000764,2020-09-26T22:16:11.363Z,ETAP LLEGADA,2013-03-01,0.00000,0.00000,1.34000,10,350.00000,7.41000,0.00000,0.00000,0.80000,0.00000,110,,,,,,500,160.00000,250.00000,9.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000764.csv
N4-13-000770,2020-09-26T22:16:11.363Z,SALIDA PLANTA SANTANDER,2013-03-01,0.00000,0.00000,0.05000," < 5",350.00000,7.52000,0.00000,0.00000,0.00000,0.86000,,,,,,,,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000770.csv
N4-13-000778,2020-09-26T22:16:11.363Z,GRIFO VIRTUAL,2013-03-01,0.00000,0.00000,0.21000," < 5",336.00000,7.65000,0.00000,0.00000,0.50000,0.53000,39,9," < 0\,001"," < 1","0\,81"," < 1\,6",0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000778.csv
N4-13-000769,2020-09-26T22:16:11.363Z,SALIDA DE LA ETAP,2013-03-01,0.00000,0.00000,0.12000," < 5",334.00000,7.45000,0.00000,0.00000,0.40000,0.83000,32,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000769.csv
N4-13-000879,2020-09-26T22:16:11.362Z,SALIDA DE LA ETAP,2013-03-11,0.00000,0.00000,0.29000," < 5",332.00000,7.63000,0.00000,0.00000,0.50000,0.85000,53,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000879.csv
N4-13-000881,2020-09-26T22:16:11.362Z,FUENTE FRENTE CORMORÁN,2013-03-11,0.00000,0.00000,0.32000," < 5",320.00000,7.83000,0.00000,0.00000,0.50000,0.48000,,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000881.csv
N4-13-000884,2020-09-26T22:16:11.362Z,CUETO GRIFO CEMENTERIO,2013-03-11,0.00000,0.00000,0.27000," < 5",317.00000,7.73000,0.00000,0.00000,0.40000,0.44000,,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000884.csv
N4-13-000888,2020-09-26T22:16:11.362Z,CACICEDO (GOFRIS),2013-03-11,0.00000,0.00000,0.35000," < 5",331.00000,7.65000,0.00000,0.00000,0.50000,0.89000,,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000888.csv
N4-13-000887,2020-09-26T22:16:11.362Z,PM RED PARBAYÓN,2013-03-11,0.00000,0.00000,0.35000," < 5",331.00000,7.65000,0.00000,0.00000,0.50000,0.89000,,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000887.csv
N4-13-000872,2020-09-26T22:16:11.362Z,ETAP LLEGADA,2013-03-10,0.00000,0.00000,0.72000,5,326.00000,7.77000,0.00000,0.00000,0.80000,0.00000,66,,,,,,240,50.00000,270.00000,6.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000872.csv
N4-13-000873,2020-09-26T22:16:11.362Z,SALIDA DE LA ETAP,2013-03-10,0.00000,0.00000,0.24000," < 5",327.00000,7.57000,0.00000,0.00000,0.50000,0.79000,49,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000873.csv
N4-13-000870,2020-09-26T22:16:11.362Z,ETAP LLEGADA,2013-03-09,0.00000,0.00000,0.67000,5,315.00000,7.69000,0.00000,0.00000,0.90000,0.00000,70,,,,,,260,60.00000,210.00000,12.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000870.csv
N4-13-000871,2020-09-26T22:16:11.362Z,SALIDA DE LA ETAP,2013-03-09,0.00000,0.00000,0.29000," < 5",316.00000,7.56000,0.00000,0.00000,0.50000,0.69000,54,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000871.csv
N4-13-000865,2020-09-26T22:16:11.362Z,"SAN ROMÁN\, ESTACIÓN DE MUESTREO Nº 1",2013-03-08,0.00000,0.00000,0.13000," < 5",266.00000,7.60000,0.00000,0.00000,0.50000,0.49000,37,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000865.csv
N4-13-000866,2020-09-26T22:16:11.362Z,"PEÑACASTILLO\, ESTACIÓN DE MUESTREO Nº 3",2013-03-08,0.00000,0.00000,0.09000," < 5",285.00000,7.55000,0.00000,0.00000,0.50000,0.50000,35,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000866.csv
N4-13-000864,2020-09-26T22:16:11.362Z,"CUETO\, ESTACIÓN DE MUESTREO Nº 6",2013-03-08,0.00000,0.00000,0.19000," < 5",294.00000,7.61000,0.00000,0.00000,0.60000,0.55000,54,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000864.csv
N4-13-000862,2020-09-26T22:16:11.362Z,"Bº PESQUERO\, ESTACIÓN DE MUESTREO Nº 5",2013-03-08,0.00000,0.00000,0.18000," < 5",303.00000,7.75000,0.00000,0.00000,0.70000,0.56000,51,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000862.csv
N4-13-000860,2020-09-26T22:16:11.362Z,SALIDA PLANTA SANTANDER,2013-03-08,0.00000,0.00000,0.10000," < 5",278.00000,7.48000,0.00000,0.00000,0.00000,0.75000,,,,,,,,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000860.csv
N4-13-000869,2020-09-26T22:16:11.362Z,GRIFO VIRTUAL,2013-03-08,0.00000,0.00000,0.19000," < 5",279.00000,7.51000,0.00000,0.00000,0.60000,0.60000,46,20,"0\,012"," < 1","2\,21","6\,7",0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000869.csv
N4-13-000859,2020-09-26T22:16:11.362Z,SALIDA DE LA ETAP,2013-03-08,0.00000,0.00000,0.19000," < 5",284.00000,7.45000,0.00000,0.00000,0.60000,0.84000,54,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000859.csv
N4-13-000861,2020-09-26T22:16:11.362Z,FUENTE FRENTE CORMORÁN,2013-03-08,0.00000,0.00000,0.14000," < 5",296.00000,7.80000,0.00000,0.00000,0.60000,0.50000,53,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000861.csv
N4-13-000863,2020-09-26T22:16:11.362Z,FUENTE PARQUE MARIA BLANCHARD,2013-03-08,0.00000,0.00000,0.09000," < 5",280.00000,7.60000,0.00000,0.00000,0.50000,0.55000,38,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000863.csv
N4-13-000867,2020-09-26T22:16:11.362Z,SAN ROMÁN-VIRGEN DEL MAR,2013-03-08,0.00000,0.00000,0.09000," < 5",291.00000,8.04000,0.00000,0.00000,0.60000,0.19000,29,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000867.csv
N4-13-000868,2020-09-26T22:16:11.362Z,SOTO DE LA MARINA,2013-03-08,0.00000,0.00000,0.17000," < 5",278.00000,7.60000,0.00000,0.00000,0.70000,0.56000,56,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000868.csv
N4-13-000849,2020-09-26T22:16:11.362Z,"SAN ROMÁN\, ESTACIÓN DE MUESTREO Nº 1",2013-03-07,0.00000,0.00000,0.12000," < 5",280.00000,7.62000,0.00000,0.00000,0.60000,0.49000,46,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000849.csv
N4-13-000846,2020-09-26T22:16:11.362Z,"PALACIO DE LA MAGDALENA\, ESTACIÓN DE MUESTREO Nº 2",2013-03-07,0.00000,0.00000,0.14000," < 5",284.00000,7.80000,0.00000,0.00000,0.50000,0.48000,57,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000846.csv
N4-13-000850,2020-09-26T22:16:11.362Z,"PEÑACASTILLO\, ESTACIÓN DE MUESTREO Nº 4",2013-03-07,0.00000,0.00000,0.14000," < 5",317.00000,7.74000,0.00000,0.00000,0.50000,0.46000,54,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000850.csv
N4-13-000848,2020-09-26T22:16:11.362Z,"CUETO\, ESTACIÓN DE MUESTREO Nº 6",2013-03-07,0.00000,0.00000,0.14000," < 5",302.00000,7.71000,0.00000,0.00000,0.50000,0.55000,53,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000848.csv
N4-13-000839,2020-09-26T22:16:11.362Z,ETAP LLEGADA,2013-03-07,0.00000,0.00000,1.30000,10,285.00000,7.55000,0.00000,0.00000,0.90000,0.00000,119,,,,,,320,20.00000,220.00000,10.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000839.csv
N4-13-000845,2020-09-26T22:16:11.362Z,SALIDA PLANTA SANTANDER,2013-03-07,0.00000,0.00000,0.07000," < 5",273.00000,7.44000,0.00000,0.00000,0.00000,0.87000,,,,,,,,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000845.csv
N4-13-000851,2020-09-26T22:16:11.362Z,"CUENCO Nº 1\, DEPÓSITO DE AVELLANO",2013-03-07,0.00000,0.00000,0.29000," < 5",286.00000,7.59000,0.00000,0.00000,0.70000,0.58000,75,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000851.csv
N4-13-000853,2020-09-26T22:16:11.362Z,GRIFO VIRTUAL,2013-03-07,0.00000,0.00000,0.20000," < 5",313.00000,7.63000,0.00000,0.00000,0.60000,0.47000,55,24,"0\,003"," < 1","0\,46"," < 1\,6",0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000853.csv
N4-13-000844,2020-09-26T22:16:11.362Z,SALIDA DE LA ETAP,2013-03-07,0.00000,0.00000,0.21000," < 5",272.00000,7.42000,0.00000,0.00000,0.60000,0.91000,66,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000844.csv
N4-13-000847,2020-09-26T22:16:11.362Z,FUENTE PARQUE MARIA BLANCHARD,2013-03-07,0.00000,0.00000,0.09000," < 5",285.00000,7.64000,0.00000,0.00000,0.60000,0.50000,45,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000847.csv
N4-13-000852,2020-09-26T22:16:11.362Z,BOO DE GUARNIZO (FARMACIA),2013-03-07,0.00000,0.00000,0.22000," < 5",273.00000,7.50000,0.00000,0.00000,0.50000,0.88000,83,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000852.csv
N4-13-000832,2020-09-26T22:16:11.362Z,"SAN ROMÁN\, ESTACIÓN DE MUESTREO Nº 1",2013-03-06,0.00000,0.00000,0.10000," < 5",301.00000,7.57000,0.00000,0.00000,0.50000,0.49000,28,,,,,,0,0.00000,0.00000,0.00000,http://datos.santander.es/api/datos/calidad_agua/n4-13-000832.csv
