bs_id,position_x,position_y,district_name,district_name's URI,district_number,neighbourhood_name,neighbourhood_name's URI,neighbourhood_number,street_name,address,spots,longitude,latitude
046,439998.9,4472999.74,Arganzuela,http://dbpedia.org/resource/Arganzuela,2,Acacias ,http://dbpedia.org/resource/Acacias,2-02,Calle De La Ribera De Curtidores,"Calle De La Ribera De Curtidores,28",24,-3.7071178,40.4054496
047,440368.37,4472905.07,Arganzuela,http://dbpedia.org/resource/Arganzuela,2,Acacias ,http://dbpedia.org/resource/Acacias,2-02,Glorieta De Embajadores,"Glorieta De Embajadores,7 B",24,-3.702755,40.4046233
048,440424.7,4472996.09,Centro ,http://dbpedia.org/resource/Centro,1,Embajadores ,http://dbpedia.org/resource/Embajadores,1-02,Glorieta De Embajadores,"Glorieta De Embajadores,2",24,-3.7020997,40.4054473
049,440667.66,4473061.04,Centro ,http://dbpedia.org/resource/Centro,1,Embajadores ,http://dbpedia.org/resource/Embajadores,1-02,Ronda De Atocha,"Ronda De Atocha,36",24,-3.6992427,40.4060497
050,441180.67,4473307.92,Centro ,http://dbpedia.org/resource/Centro,1,Embajadores ,http://dbpedia.org/resource/Embajadores,1-02,Calle De Santa Isabel,"Calle De Santa Isabel,57",24,-3.69322,40.4083102
051,441148.47,4473243.04,Centro ,http://dbpedia.org/resource/Centro,1,Embajadores ,http://dbpedia.org/resource/Embajadores,1-02,Plaza Del Emperador Carlos V,"Plaza Del Emperador Carlos V,7",27,-3.6935934,40.4077234
052,440544.34,4474002.06,Centro ,http://dbpedia.org/resource/Centro,1,Gran Via ,http://dbpedia.org/resource/Gran_Via,1-03,Plaza De Santa Ana,"Plaza De Santa Ana,9",24,-3.7007838,40.4145181
053,440543.46,4473309.62,Centro ,http://dbpedia.org/resource/Centro,1,Embajadores ,http://dbpedia.org/resource/Embajadores,1-02,Calle De Valencia,"Calle De Valencia,frente 2",24,-3.7007295,40.4082802
054,440592.35,4475345.44,Centro ,http://dbpedia.org/resource/Centro,1,Recoletos ,http://dbpedia.org/resource/Recoletos,1-04,Calle De Barcelo,"Calle De Barcelo,7",21,-3.7003435,40.4266233
055,440455.56,4475063.26,Centro ,http://dbpedia.org/resource/Centro,1,Ciudad Universitaria ,http://dbpedia.org/resource/Ciudad_Universitaria,1-05,Plaza De San Ildefonso,"Plaza De San Ildefonso,8",24,-3.7019295,40.4240716
056,440335.43,4474443.96,Centro ,http://dbpedia.org/resource/Centro,1,Sol ,http://dbpedia.org/resource/Sol,1-06,Plaza Del Carmen,"Plaza Del Carmen,1",24,-3.7032875,40.418484
057,439536.86,4475688.34,Centro ,http://dbpedia.org/resource/Centro,1,Ciudad Universitaria ,http://dbpedia.org/resource/Ciudad_Universitaria,1-05,Calle De Santa Cruz De Marcenado,"Calle De Santa Cruz De Marcenado,24",24,-3.7128181,40.4296363
058,440791.91,4474859.51,Centro ,http://dbpedia.org/resource/Centro,1,Recoletos ,http://dbpedia.org/resource/Recoletos,1-04,Calle De Augusto Figueroa,"Calle De Augusto Figueroa,33",24,-3.6979458,40.4222601
059,440271.27,4475221.1,Centro ,http://dbpedia.org/resource/Centro,1,Ciudad Universitaria ,http://dbpedia.org/resource/Ciudad_Universitaria,1-05,Calle Del Espiritu Santo,"Calle Del Espiritu Santo,30",21,-3.7041167,40.4254802
060,441616.3,4474541.2,Retiro ,http://dbpedia.org/resource/Retiro,3,Jeronimos ,http://dbpedia.org/resource/Jeronimos,3-05,Plaza De La Independencia,"Plaza De La Independencia,7",24,-3.6881994,40.4194508
061,442720.29,4474753.26,Retiro ,http://dbpedia.org/resource/Retiro,3,Ibiza ,http://dbpedia.org/resource/Ibiza,3-04,Calle De O'donnell,"Calle De O'donnell,30",24,-3.675206,40.4214379
062,442956.32,4474735.99,Retiro ,http://dbpedia.org/resource/Retiro,3,Ibiza ,http://dbpedia.org/resource/Ibiza,3-04,Calle De O'donnell,"Calle De O'donnell,48",24,-3.6724223,40.4212986
063,443103.74,4474356.79,Retiro ,http://dbpedia.org/resource/Retiro,3,Ibiza ,http://dbpedia.org/resource/Ibiza,3-04,Calle De Ibiza,"Calle De Ibiza,64",24,-3.6706508,40.4178926
065,441513.53,4474235.07,Retiro ,http://dbpedia.org/resource/Retiro,3,Jeronimos ,http://dbpedia.org/resource/Jeronimos,3-05,Calle De Antonio Maura,"Calle De Antonio Maura,15",24,-3.6893825,40.4166859
067,441190.08,4473587.45,Centro ,http://dbpedia.org/resource/Centro,1,Gran Via ,http://dbpedia.org/resource/Gran_Via,1-03,Calle De Almaden,"Calle De Almaden,28",24,-3.6931349,40.410829
068,441358.92,4473802.81,Retiro ,http://dbpedia.org/resource/Retiro,3,Jeronimos ,http://dbpedia.org/resource/Jeronimos,3-05,Calle De Espalter,"Calle De Espalter,1",21,-3.6911649,40.412781
069,441551.54,4473499.36,Retiro ,http://dbpedia.org/resource/Retiro,3,Jeronimos ,http://dbpedia.org/resource/Jeronimos,3-05,Calle De Alfonso Xii,"Calle De Alfonso Xii,54",27,-3.6888669,40.4100609
070,442494.99,4474064.79,Retiro ,http://dbpedia.org/resource/Retiro,3,Jeronimos ,http://dbpedia.org/resource/Jeronimos,3-05,Avenida De Menendez Pelayo,"Avenida De Menendez Pelayo,frente 63",24,-3.6777994,40.4152203
071,442816.22,4474149.49,Retiro ,http://dbpedia.org/resource/Retiro,3,Nino Jesus ,http://dbpedia.org/resource/Nino_Jesus,3-06,Calle Del Doce De Octubre,"Calle Del Doce De Octubre,28",24,-3.674021,40.4160054
072,443189.11,4474115.08,Retiro ,http://dbpedia.org/resource/Retiro,3,Nino Jesus ,http://dbpedia.org/resource/Nino_Jesus,3-06,Calle Del Doctor Esquerdo,"Calle Del Doctor Esquerdo,62",24,-3.669623,40.415721
073,443229.99,4473642.11,Retiro ,http://dbpedia.org/resource/Retiro,3,Estrella ,http://dbpedia.org/resource/Estrella,3-03,Plaza De Los Astros,"Plaza De Los Astros,s/n",24,-3.669099,40.411463
074,442595.78,4473679.92,Retiro ,http://dbpedia.org/resource/Retiro,3,Jeronimos ,http://dbpedia.org/resource/Jeronimos,3-05,Avenida De Menendez Pelayo,"Avenida De Menendez Pelayo,s/n",24,-3.6765768,40.4117601
075,442436.91,4473301.34,Retiro ,http://dbpedia.org/resource/Retiro,3,Jeronimos ,http://dbpedia.org/resource/Jeronimos,3-05,Avenida De Menendez Pelayo,"Avenida De Menendez Pelayo,s/n",24,-3.6784149,40.4083387
076,442712.67,4473182.27,Retiro ,http://dbpedia.org/resource/Retiro,3,Nino Jesus ,http://dbpedia.org/resource/Nino_Jesus,3-06,Avenida Del Mediterraneo,"Avenida Del Mediterraneo,19",24,-3.6751544,40.4072851
077,443083.53,4473073.95,Retiro ,http://dbpedia.org/resource/Retiro,3,Pacifico ,http://dbpedia.org/resource/Pacifico,3-01,Plaza Del Conde De Casal,"Plaza Del Conde De Casal,8",22,-3.6707742,40.4063347
078,442755.86,4472436.57,Retiro ,http://dbpedia.org/resource/Retiro,3,Adelfas,http://dbpedia.org/resource/Adelfas,3-02,Calle Del Cerro De La Plata,"Calle Del Cerro De La Plata,2",24,-3.6745783,40.4005704
079,442252.73,4472937.49,Retiro ,http://dbpedia.org/resource/Retiro,3,Pacifico ,http://dbpedia.org/resource/Pacifico,3-01,Avenida De Menendez Pelayo,"Avenida De Menendez Pelayo,38",24,-3.6805524,40.4050482
080 a,441412.24,4473206.43,Arganzuela,http://dbpedia.org/resource/Arganzuela,2,Atocha ,http://dbpedia.org/resource/Atocha,2-07,Avenida De La Ciudad De Barcelona,"Avenida De La Ciudad De Barcelona,s/n",24,-3.6904816,40.4074122
080 b,441391.88,4473230.32,Arganzuela,http://dbpedia.org/resource/Arganzuela,2,Atocha ,http://dbpedia.org/resource/Atocha,2-07,Avenida De La Ciudad De Barcelona,"Avenida De La Ciudad De Barcelona,s/n",27,-3.6907238,40.407626
081,441288.14,4473447.57,Retiro ,http://dbpedia.org/resource/Retiro,3,Jeronimos ,http://dbpedia.org/resource/Jeronimos,3-05,Calle De Claudio Moyano,"Calle De Claudio Moyano,s/n",24,-3.6919663,40.4095758
082,443177.93,4473311.29,Retiro ,http://dbpedia.org/resource/Retiro,3,Estrella ,http://dbpedia.org/resource/Estrella,3-03,Calle De La Lira,"Calle De La Lira,frente 2",24,-3.669683,40.4084793
083,442770.38,4473844.96,Retiro ,http://dbpedia.org/resource/Retiro,3,Nino Jesus ,http://dbpedia.org/resource/Nino_Jesus,3-06,Calle De Pio Baroja,"Calle De Pio Baroja,8 B",24,-3.6745339,40.4132589
084,442918.27,4472746.05,Retiro ,http://dbpedia.org/resource/Retiro,3,Adelfas,http://dbpedia.org/resource/Adelfas,3-02,Calle Del Doctor Esquerdo,"Calle Del Doctor Esquerdo,191",24,-3.6726923,40.4033695
085,442319.29,4474723.43,Retiro ,http://dbpedia.org/resource/Retiro,3,Jeronimos ,http://dbpedia.org/resource/Jeronimos,3-05,Avenida De Menendez Pelayo,"Avenida De Menendez Pelayo,frente 9",27,-3.6799299,40.4211415
086,441180.29,4474447.71,Centro ,http://dbpedia.org/resource/Centro,1,Gran Via ,http://dbpedia.org/resource/Gran_Via,1-03,Paseo Del Prado,"Paseo Del Prado,s/n",21,-3.6933298,40.4185779
087,442016.68,4475450.66,Salamanca ,http://dbpedia.org/resource/Salamanca,4,Recoletos ,http://dbpedia.org/resource/Recoletos,4-01,Calle De Ayala,"Calle De Ayala,44",24,-3.6835631,40.4276717
088,442004.11,4475843.28,Salamanca ,http://dbpedia.org/resource/Salamanca,4,Castellana ,http://dbpedia.org/resource/Castellana,4-06,Calle De Velazquez,"Calle De Velazquez,73",24,-3.6837471,40.4312077
089,442728.15,4475399.8,Salamanca ,http://dbpedia.org/resource/Salamanca,4,Goya ,http://dbpedia.org/resource/Goya,4-02,Calle De Ayala,"Calle De Ayala,102",24,-3.6751716,40.4272628
090,442000.33,4475163.96,Salamanca ,http://dbpedia.org/resource/Salamanca,4,Recoletos ,http://dbpedia.org/resource/Recoletos,4-01,Calle De Goya,"Calle De Goya,18",24,-3.6837297,40.4250878
090 ampliacion,442014.61,4475162.88,Salamanca ,http://dbpedia.org/resource/Salamanca,4,Recoletos ,http://dbpedia.org/resource/Recoletos,4-01,Calle De Goya,"Calle De Goya,20",6,-3.6835613,40.4250791
091,442417.66,4475274.35,Salamanca ,http://dbpedia.org/resource/Salamanca,4,Goya ,http://dbpedia.org/resource/Goya,4-02,Calle De Hermosilla,"Calle De Hermosilla,73",24,-3.6788203,40.4261113
092,441767.83,4475291.85,Salamanca ,http://dbpedia.org/resource/Salamanca,4,Recoletos ,http://dbpedia.org/resource/Recoletos,4-01,Calle De Claudio Coello,"Calle De Claudio Coello,45",24,-3.6864821,40.4262237
093,441518.8,4475235.48,Salamanca ,http://dbpedia.org/resource/Salamanca,4,Recoletos ,http://dbpedia.org/resource/Recoletos,4-01,Calle De Goya,"Calle De Goya,3",24,-3.6894124,40.4256984
094,441407.18,4474977.73,Salamanca ,http://dbpedia.org/resource/Salamanca,4,Recoletos ,http://dbpedia.org/resource/Recoletos,4-01,Paseo De Recoletos,"Paseo De Recoletos,22",21,-3.6907044,40.4233686
095,441721.55,4474897,Salamanca ,http://dbpedia.org/resource/Salamanca,4,Recoletos ,http://dbpedia.org/resource/Recoletos,4-01,Calle De Claudio Coello,"Calle De Claudio Coello,19",24,-3.6869914,40.4226634
096,442140.46,4474825.84,Salamanca ,http://dbpedia.org/resource/Salamanca,4,Recoletos ,http://dbpedia.org/resource/Recoletos,4-01,Calle De Alcala,"Calle De Alcala,111",27,-3.6820471,40.4220516
097,442301.64,4474872.66,Salamanca ,http://dbpedia.org/resource/Salamanca,4,Goya ,http://dbpedia.org/resource/Goya,4-02,Avenida De Menendez Pelayo,"Avenida De Menendez Pelayo,1",27,-3.6801515,40.4224846
098,442705.5,4475058.99,Salamanca ,http://dbpedia.org/resource/Salamanca,4,Goya ,http://dbpedia.org/resource/Goya,4-02,Avenida De Felipe Ii,"Avenida De Felipe Ii,5",24,-3.6754079,40.4241911
099,442829.62,4475270.48,Salamanca ,http://dbpedia.org/resource/Salamanca,4,Goya ,http://dbpedia.org/resource/Goya,4-02,Calle De Alcantara,"Calle De Alcantara,2",24,-3.6739638,40.4261048
100,442835.81,4475123.85,Salamanca ,http://dbpedia.org/resource/Salamanca,4,Goya ,http://dbpedia.org/resource/Goya,4-02,Calle De Goya,"Calle De Goya,99",24,-3.6738777,40.4247843
101,443212.16,4474936.49,Salamanca ,http://dbpedia.org/resource/Salamanca,4,Goya ,http://dbpedia.org/resource/Goya,4-02,Calle De Jorge Juan,"Calle De Jorge Juan,131",24,-3.6694246,40.4231223
102,441967.18,4474727.67,Salamanca ,http://dbpedia.org/resource/Salamanca,4,Recoletos ,http://dbpedia.org/resource/Recoletos,4-01,Calle De Alcala,"Calle De Alcala,95",24,-3.6840806,40.4211552
103,441766.91,4475752.49,Salamanca ,http://dbpedia.org/resource/Salamanca,4,Castellana ,http://dbpedia.org/resource/Castellana,4-06,Calle De Jose Ortega Y Gasset,"Calle De Jose Ortega Y Gasset,4",24,-3.6865351,40.4303733
104,441505.58,4475354.07,Salamanca ,http://dbpedia.org/resource/Salamanca,4,Recoletos ,http://dbpedia.org/resource/Recoletos,4-01,Paseo De La Castellana,"Paseo De La Castellana,4",21,-3.6895792,40.4267658
105,441684.37,4475386.27,Salamanca ,http://dbpedia.org/resource/Salamanca,4,Recoletos ,http://dbpedia.org/resource/Recoletos,4-01,Calle De Serrano,"Calle De Serrano,46",24,-3.6874745,40.4270684
106 a,441647.49,4475141.87,Salamanca ,http://dbpedia.org/resource/Salamanca,4,Recoletos ,http://dbpedia.org/resource/Recoletos,4-01,Calle De Serrano,"Calle De Serrano,32",18,-3.6878868,40.4248642
106 b,441649.86,4475157.87,Salamanca ,http://dbpedia.org/resource/Salamanca,4,Recoletos ,http://dbpedia.org/resource/Recoletos,4-01,Calle De Serrano,"Calle De Serrano,34",18,-3.6878604,40.4250085
107,441599.07,4474779.37,Salamanca ,http://dbpedia.org/resource/Salamanca,4,Recoletos ,http://dbpedia.org/resource/Recoletos,4-01,Calle De Serrano,"Calle De Serrano,8",24,-3.6884243,40.4215952
108,443111.6,4475416.83,Salamanca ,http://dbpedia.org/resource/Salamanca,4,Goya ,http://dbpedia.org/resource/Goya,4-02,Calle De Las Martires Concepcionistas,"Calle De Las Martires Concepcionistas,2",27,-3.670653,40.4274425
109,442191.64,4475721.98,Salamanca ,http://dbpedia.org/resource/Salamanca,4,Castellana ,http://dbpedia.org/resource/Castellana,4-06,Calle De Jose Ortega Y Gasset,"Calle De Jose Ortega Y Gasset,32",24,-3.6815253,40.4301281
110,438921.15,4476262.7,Moncloa-Aravaca,http://dbpedia.org/resource/Moncloa-Aravaca,9,Casa de Campo ,http://dbpedia.org/resource/Casa_de_Campo,9-01,Paseo De Moret,"Paseo De Moret,s/n",24,-3.7201316,40.4347654
111 a,439144.16,4476128.65,Chamberi ,http://dbpedia.org/resource/Chamberi,7,Gaztambide ,http://dbpedia.org/resource/Gaztambide,7-01,Calle Del Arcipreste De Hita,"Calle Del Arcipreste De Hita,8",24,-3.7174896,40.4335742
111 b,439120.04,4476174.12,Chamberi ,http://dbpedia.org/resource/Chamberi,7,Gaztambide ,http://dbpedia.org/resource/Gaztambide,7-01,Calle Del Arcipreste De Hita,"Calle Del Arcipreste De Hita,12",24,-3.7177783,40.433982
112,438517.07,4476028.6,Moncloa-Aravaca,http://dbpedia.org/resource/Moncloa-Aravaca,9,Arguelles ,http://dbpedia.org/resource/Arguelles,9-02,Paseo De Moret,"Paseo De Moret,11",24,-3.7248727,40.4326267
113,438865.35,4475484.09,Moncloa-Aravaca,http://dbpedia.org/resource/Moncloa-Aravaca,9,Casa de Campo ,http://dbpedia.org/resource/Casa_de_Campo,9-01,Paseo Del Pintor Rosales,"Paseo Del Pintor Rosales,frente 38",24,-3.7207145,40.4277472
114,439145.29,4475490.01,Moncloa-Aravaca,http://dbpedia.org/resource/Moncloa-Aravaca,9,Arguelles ,http://dbpedia.org/resource/Arguelles,9-02,Calle De Quintana,"Calle De Quintana,13",24,-3.7174151,40.4278211
115,439181.48,4475218.76,Moncloa-Aravaca,http://dbpedia.org/resource/Moncloa-Aravaca,9,Arguelles ,http://dbpedia.org/resource/Arguelles,9-02,Plaza Del Marques De Cerralbo,"Plaza Del Marques De Cerralbo,s/n",24,-3.7169626,40.4253802
116 a,439621.73,4475069,Moncloa-Aravaca,http://dbpedia.org/resource/Moncloa-Aravaca,9,Arguelles ,http://dbpedia.org/resource/Arguelles,9-02,Plaza De Espana,"Plaza De Espana,s/n",24,-3.7117588,40.4240632
116 b,439614.47,4475083.02,Moncloa-Aravaca,http://dbpedia.org/resource/Moncloa-Aravaca,9,Arguelles ,http://dbpedia.org/resource/Arguelles,9-02,Plaza De Espana,"Plaza De Espana,s/n",24,-3.7118457,40.4241889
117,439020.83,4475833.31,Moncloa-Aravaca,http://dbpedia.org/resource/Moncloa-Aravaca,9,Arguelles ,http://dbpedia.org/resource/Arguelles,9-02,Calle De Altamirano,"Calle De Altamirano,24",24,-3.7189152,40.4309046
118,441605.64,4472470.47,Arganzuela,http://dbpedia.org/resource/Arganzuela,2,Palos de Moguer,http://www.wikidata.org/entity/Q521009,2-06,Calle De Juan Martin El Empecinado,"Calle De Juan Martin El Empecinado,16",24,-3.688135,40.4007959
119,441738.36,4472542.79,Arganzuela,http://dbpedia.org/resource/Arganzuela,2,Atocha ,http://dbpedia.org/resource/Atocha,2-07,Calle De Mendez Alvaro,"Calle De Mendez Alvaro,7",24,-3.6865777,40.4014567
120,441043.78,4472723.55,Arganzuela,http://dbpedia.org/resource/Arganzuela,2,Palos de Moguer,http://www.wikidata.org/entity/Q521009,2-06,Calle De Palos De La Frontera,"Calle De Palos De La Frontera,frente 27",24,-3.6947791,40.4030362
121,440718.1,4472592.85,Arganzuela,http://dbpedia.org/resource/Arganzuela,2,Palos de Moguer,http://www.wikidata.org/entity/Q521009,2-06,Paseo De Santa Maria De La Cabeza,"Paseo De Santa Maria De La Cabeza,58",24,-3.6986046,40.4018356
122,440941.06,4475664.68,Chamberi ,http://dbpedia.org/resource/Chamberi,7,Almagro ,http://dbpedia.org/resource/Almagro,7-04,Calle De Santa Engracia,"Calle De Santa Engracia,16",24,-3.6962626,40.429524
123,439482.59,4475800.04,Chamberi ,http://dbpedia.org/resource/Chamberi,7,Gaztambide ,http://dbpedia.org/resource/Gaztambide,7-01,Calle De Guzman El Bueno,"Calle De Guzman El Bueno,2",24,-3.7134685,40.4306386
124,440683.01,4475810.28,Chamberi ,http://dbpedia.org/resource/Chamberi,7,Trafalgar ,http://dbpedia.org/resource/Trafalgar,7-03,Calle De Manuel Silvela,"Calle De Manuel Silvela,18",24,-3.6993182,40.4308173
125,441067.49,4476306.28,Chamberi ,http://dbpedia.org/resource/Chamberi,7,Almagro ,http://dbpedia.org/resource/Almagro,7-04,Calle De Fernandez De La Hoz,"Calle De Fernandez De La Hoz,29",24,-3.6948316,40.4353128
126,440480.69,4476228.15,Chamberi ,http://dbpedia.org/resource/Chamberi,7,Trafalgar ,http://dbpedia.org/resource/Trafalgar,7-03,Calle Del General Alvarez De Castro,"Calle Del General Alvarez De Castro,4",24,-3.7017424,40.4345672
127,439915.53,4476159.21,Chamberi ,http://dbpedia.org/resource/Chamberi,7,Arapiles ,http://dbpedia.org/resource/Arapiles,7-02,Calle De Fernando El Catolico,"Calle De Fernando El Catolico,19",24,-3.7083987,40.4339055
128,439313.53,4476733.24,Chamberi ,http://dbpedia.org/resource/Chamberi,7,Gaztambide ,http://dbpedia.org/resource/Gaztambide,7-01,Calle De Cea Bermudez,"Calle De Cea Bermudez,59",24,-3.7155506,40.4390329
128 ampliacion,439301.59,4476734.02,Chamberi ,http://dbpedia.org/resource/Chamberi,7,Gaztambide ,http://dbpedia.org/resource/Gaztambide,7-01,Calle De Cea Bermudez,"Calle De Cea Bermudez,59",3,-3.7156915,40.4390391
129,440777.63,4476658.85,Chamberi ,http://dbpedia.org/resource/Chamberi,7,Rios Rosas ,http://dbpedia.org/resource/Rios_Rosas,7-05,Calle De Jose Abascal,"Calle De Jose Abascal,33",24,-3.6982818,40.4384684
130,440489.99,4477022.03,Chamberi ,http://dbpedia.org/resource/Chamberi,7,Rios Rosas ,http://dbpedia.org/resource/Rios_Rosas,7-05,Calle De Santa Engracia,"Calle De Santa Engracia,129",20,-3.7017071,40.4417195
131,440293.7,4477027.45,Chamberi ,http://dbpedia.org/resource/Chamberi,7,Rios Rosas ,http://dbpedia.org/resource/Rios_Rosas,7-05,Calle De Bravo Murillo,"Calle De Bravo Murillo,44",24,-3.704022,40.4417543
132,440334.34,4477541.61,Chamberi ,http://dbpedia.org/resource/Chamberi,7,Rios Rosas ,http://dbpedia.org/resource/Rios_Rosas,7-05,Calle De Santa Engracia,"Calle De Santa Engracia,168",24,-3.7035911,40.4463889
133,440637.08,4477625.61,Tetuan ,http://dbpedia.org/resource/Tetuan,6,Cuatro Caminos ,http://dbpedia.org/resource/Cuatro_Caminos,6-02,Calle De Dulcinea,"Calle De Dulcinea,3",24,-3.7000292,40.4471673
134,441017.45,4477274.01,Chamberi ,http://dbpedia.org/resource/Chamberi,7,Rios Rosas ,http://dbpedia.org/resource/Rios_Rosas,7-05,Calle De Maria De Guzman,"Calle De Maria De Guzman,58",24,-3.6955114,40.444027
135,441237.54,4476990.04,Chamberi ,http://dbpedia.org/resource/Chamberi,7,Rios Rosas ,http://dbpedia.org/resource/Rios_Rosas,7-05,Plaza De San Juan De La Cruz,"Plaza De San Juan De La Cruz,s/n",24,-3.6928901,40.4414845
136,441417.02,4477410.33,Chamartin ,http://dbpedia.org/resource/Chamartin,5,El Viso ,http://dbpedia.org/resource/El_Viso,5-01,Paseo De La Castellana,"Paseo De La Castellana,106",24,-3.6908127,40.4452833
137,441885.33,4477430.27,Chamartin ,http://dbpedia.org/resource/Chamartin,5,El Viso ,http://dbpedia.org/resource/El_Viso,5-01,Plaza De La Republica Argentina,"Plaza De La Republica Argentina,6",24,-3.6852925,40.4454958
138,441352.15,4477455.81,Chamberi ,http://dbpedia.org/resource/Chamberi,7,Rios Rosas ,http://dbpedia.org/resource/Rios_Rosas,7-05,Paseo De La Castellana,"Paseo De La Castellana,frente 108",24,-3.6915818,40.4456884
139,441442.67,4476752.13,Chamartin ,http://dbpedia.org/resource/Chamartin,5,El Viso ,http://dbpedia.org/resource/El_Viso,5-01,Calle De Jose Gutierrez Abascal,"Calle De Jose Gutierrez Abascal,s/n",24,-3.6904495,40.4393558
140,442081.95,4476666.37,Chamartin ,http://dbpedia.org/resource/Chamartin,5,El Viso ,http://dbpedia.org/resource/El_Viso,5-01,Calle De Velazquez,"Calle De Velazquez,134",24,-3.6829045,40.438628
140 ampliación,442081.16,4476654.37,Chamartin ,http://dbpedia.org/resource/Chamartin,5,El Viso ,http://dbpedia.org/resource/El_Viso,5-01,Calle De Velazquez,"Calle De Velazquez,134",3,-3.6829127,40.4385198
141,441537.59,4476315.08,Chamberi ,http://dbpedia.org/resource/Chamberi,7,Almagro ,http://dbpedia.org/resource/Almagro,7-04,Paseo De La Castellana,"Paseo De La Castellana,43",12,-3.6892902,40.4354253
142,441641.97,4476103.45,Salamanca ,http://dbpedia.org/resource/Salamanca,4,Castellana ,http://dbpedia.org/resource/Castellana,4-06,Paseo De La Castellana,"Paseo De La Castellana,s/n",24,-3.6880402,40.4335262
