CODIGO;"ZONA VERDE / 
VIA PUBLICA";DISTRITO;DIRECCION;COMPLEMENTO DE DIRECCION ;COORD, X;COORD, Y;SISTEMA DE COORDENADAS;ESTADO;OBSERVACIONES;FECHA DATOS;LONGITUD;LATITUD
FUE_06-17_0000000094;ZV;VILLAVERDE;PARQUE FORESTAL Julio  Alguacil  Gómez;;438887,4092;4467941,05;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.197.306;403.597.976
FUE_06-17_0000000095;VP;VILLAVERDE;DOCTOR MARTIN AREVALO, 6;;439853,2937;4466421,74;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.082.129;40.346.181
FUE_06-17_0000000097;VP;VILLAVERDE;FUENTE DE LA CAPONA C/V Pº ESTACION;;440012,45;4467279,394;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.064.196;403.539.187
FUE_06-17_0000000098;VP;VILLAVERDE;SAHARA 81, POSTERIOR;;441278,4878;4467352,089;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.915.183;403.546.637
FUE_06-17_0000000099;VP;VILLAVERDE;GRAN VIA VILLAVERDE, FAROLA 107, DE AVDA. ANDALUCIA A RENFE VILLAVERDE BAJO;;441655,4576;4466586,098;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.870.093;403.477.896
FUE_06-17_0000000100;VP;VILLAVERDE;GRAN VIA DE VILLAVERDE, FAROLA 43, AVDA. REAL DE PINTO Y AVDA. ANDALUCIA CERCA ARMARIO CONTADORES;;440611,0236;4466093,029;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.992.609;403.432.741
FUE_06-17_0000000101;VP;VILLAVERDE;PARVILLAS BAJAS 2;;439931,7258;4466334,321;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.072.812;403.453.991
FUE_06-17_0000000102;VP;VILLAVERDE;ALBERTO PALACIOS 31 CV OASIS;;439493,1635;4466340,15;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.124.453;4.034.542
FUE_06-17_0000000103;VP;VILLAVERDE;ALBERTO PALACIOS, 13;C/V CAMINO DE LEGANES;439482,8497;4466158,241;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.125.495;403.437.805
FUE_06-17_0000000104;VP;VILLAVERDE;ALBERTO PALACIOS 15;;439615,9964;4466410,073;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.110.057;403.460.587
FUE_06-17_0000000105;VP;VILLAVERDE;BURJASOT 20, FRENTE PARQUE DEHESA BOYAL;junto zona infantil;441596,4824;4466294,64;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.876.771;403.451.599
FUE_06-17_0000000106;VP;VILLAVERDE;GIGANTES Y CABEZUDOS 25;;441093,1118;4467473,616;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.937.125;403.557.454
FUE_06-17_0000000108;VP;VILLAVERDE;PALOMARES 61;;439419,3961;4466526,396;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.133.315;403.470.924
FUE_06-17_0000000109;VP;VILLAVERDE;JOSE DEL PINO JIMENEZ 9 CV JUAN PEÑALVER;;439394,2963;4466347,329;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-371.361;403.454.775
FUE_06-17_0000000110;VP;VILLAVERDE;PLAZA MAYOR DE VILLAVERDE, Nº 9;;439915,0831;4466540,145;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.074.966;403.472.522
FUE_06-17_0000000111;VP;VILLAVERDE;SANTA JOAQUINA DE VEDRUNA, 4 , JUNTO CENTRO MAYORES;;439289,7652;4466063,831;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.148.137;403.429.159
FUE_06-17_0000000112;VP;VILLAVERDE;GIGANTES Y CABEZUDOS  33 CV ANOETA;;441096,2307;4467247,163;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.936.548;403.537.056
FUE_06-17_0000000113;VP;VILLAVERDE;AV. DE LOS ROSALES  407;;443914,6707;4464487,999;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.602.245;403.290.435
FUE_06-17_0000000114;ZV;VILLAVERDE;CANCION DEL OLVIDO Nº 45;;440595,9556;4467621,007;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.995.804;403.570.379
FUE_06-17_0000000115;ZV;VILLAVERDE;TRAVESIA DE ARECHAVALETA ;;440716,0453;4466878,145;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.980.973;403.503.544
FUE_06-17_0000000116;VP;VILLAVERDE;TABERNA DEL PUERTO 36 CV C/ SANTO DE LA ISIDRA;EDUARDO BARREIROS 120 ;440100,4107;4467321,698;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-37.053.878;403.543.061
FUE_06-17_0000000118;ZV;VILLAVERDE;PLAZA CHOZAS DE CANALES  Nº  6;;441326,6005;4467062,339;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.909.252;403.520.568
FUE_06-17_0000000119;ZV;VILLAVERDE;C/ TALCO;;441326,6005;4467062,339;ETRS89 / UTM  Zona 30N;FUERA DE SERVICIO;DEFICIENCIA ESTRUCTURAL;nov.-19;-36.909.252;403.520.568
FUE_06-17_0000000120;VP;VILLAVERDE;AV .DE LOS ROSALES  131;;442425,6818;4467013,953;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.779.792;403.516.975
FUE_06-17_0000000121;ZV;VILLAVERDE;C/ SANTA PETRONILA CV C/ JOSE DEL PINO;INTERCAMBIADOR TRANSPORTES EL CRUCE;441219,41;4466926,94;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.921.749;403.508.295
FUE_06-17_0000000122;ZV;VILLAVERDE;AVENIDA DE LA FELICIDAD 24-26;;441474,57;4467842,04;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.892.544;403.590.912
FUE_06-17_0000000123;ZV;VILLAVERDE;PLAZA DE LOS PINAZO Nº 6;;441343,98;4466000,96;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-3.690.623;403.424.965
FB_100013;ZV;VILLAVERDE;PARQUE LINEAL DEL MANZANARES;17 · APARCAMIENTO NOVOSUR;442103,1;4467963;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.818.636;403.602.248
FB_100014;ZV;VILLAVERDE;PARQUE LINEAL DEL MANZANARES;19 · LINEAL SUR JUEGOS;442414,8;4467409;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.781.429;403.552.556
FB_100015;ZV;VILLAVERDE;PARQUE LINEAL DEL MANZANARES;20 ·LINEAL SUR SKATE;442520,4;4467265,4;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.768.865;403.539.692
FB_100016;ZV;VILLAVERDE;PARQUE LINEAL DEL MANZANARES;16 · MIRADOR;441999,4;4468217,5;ETRS89 / UTM Zona 30 N;EN SERVICIO;;nov.-19;-3.683.108;403.625.103
FB_100017;ZV;VILLAVERDE;PARQUE LINEAL DEL MANZANARES;16 · MIRADOR;441971,3;4468248;ETRS89 / UTM Zona 30 N;EN SERVICIO;;nov.-19;-36.834.417;403.627.831
FB_100018;ZV;VILLAVERDE;PARQUE LINEAL DEL MANZANARES;22 · PARCELA A;443133,4;4466472,8;ETRS89 / UTM Zona 30 N;EN SERVICIO;;nov.-19;-36.695.976;40.346.871
FB_100019;ZV;VILLAVERDE;PARQUE LINEAL DEL MANZANARES;23 · PARCELA B - VIA PECUARIA;443517,2;4466045,3;ETRS89 / UTM Zona 30 N;EN SERVICIO;;nov.-19;-36.650.408;403.430.459
FB_100020;ZV;VILLAVERDE;PARQUE LINEAL DEL MANZANARES;23 · PARCELA B - VIA PECUARIA;443473,8;4465865,1;ETRS89 / UTM Zona 30 N;EN SERVICIO;;nov.-19;-36.655.358;403.414.196
FUE_05-18_0000000018;ZV;VILLA DE VALLECAS;PUENTELARRA  28 EN INTERBLOQUE;;448138,1077;4470338,224;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.109.854;403.820.196
FUE_05-18_0000000020;ZV;VILLA DE VALLECAS;CALLE DE ZAZUAR EN PARQUE JUNTO A COLEGIO;;448347,6515;4470273,128;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.085.116;403.814.463
FUE_05-18_0000000021;ZV;VILLA DE VALLECAS;CALLE DE MILMARCOS;;447372,1484;4469612,591;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.199.487;403.754.346
FUE_05-18_0000000022;ZV;VILLA DE VALLECAS;PARQUE CALLE DE BUBIERCA;;447403,8218;4469555,685;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-3.619.571;40.374.924
FUE_05-18_0000000025;ZV;VILLA DE VALLECAS;VILLAR DEL POZO CON CALLE CONGOSTO;;447576,976;4469139,158;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-3.617.497;403.711.826
FUE_05-18_0000000028;ZV;VILLA DE VALLECAS;PUERTO DE LUMBRERAS PARQUE URPISA;;447379,2234;4470375,626;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.199.284;403.823.091
FUE_05-18_0000000029;ZV;VILLA DE VALLECAS;PARQUE PICO DE LA CIERVA O PARQUE DEL CEMENTERIO;;447499,1811;4469962,733;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.184.812;40.378.597
FUE_05-18_0000000030;ZV;VILLA DE VALLECAS;PTO. DE PORZUNA, 1-31;;447174,4674;4469541,962;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.222.714;403.747.858
FUE_05-18_0000000032;ZV;VILLA DE VALLECAS;PEÑA CERVERA EN PARQUE;;447323,7459;4469030,289;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.204.707;403.701.858
FUE_05-18_0000000033;ZV;VILLA DE VALLECAS;CALLE BABILAFUENTE, 9 ;C/V CALLE SIERRA DE BOBIA PARQUE CATARATAS, PLATAFORMA SUPERIOR ;447034,509;4469142,722;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.238.868;403.711.803
FUE_05-18_0000000035;ZV;VILLA DE VALLECAS;CALLE PUERTO PORZUNA PARQUE CATARATAS JUNTO A ZONA ESTANCIAL;;446942,1993;4469278,333;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.249.854;403.723.961
FUE_05-18_0000000037;ZV;VILLA DE VALLECAS;CALLE REAL DE ARGANDA, 47;PARQUE FRENTE POLICÍA MUNICIPAL;447747,7036;4470091,878;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.155.643;40.379.776
FUE_05-18_0000000039;ZV;VILLA DE VALLECAS;CASTRILLO DE AZA JUNTO HACIENDA;;448326,9426;4470610,739;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-3.608.783;403.844.864
FUE_05-18_0000000040;ZV;VILLA DE VALLECAS;PASEO ENTRE CALLE DE LAS VIÑAS Y FUENTESPINA;CALLE VIRGEN DE LAS VIÑAS Nº 5 POSTERIOR;448556,2294;4470167,861;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-3.606.046;403.805.108
FUE_05-18_0000000045;VP;VILLA DE VALLECAS;PLAZA JUAN DE MALASAÑA Nº 12 (TRAVESIA GAVIA CON JESUS DEL PINO);;447262,728;4470193,709;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.212.857;403.806.628
FUE_05-18_0000000046;VP;VILLA DE VALLECAS;PLAZA SIERRA DE GRAZALEMA Nº 12;;447497,3597;4469405,364;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.184.568;403.735.757
FUE_05-18_0000000047;VP;VILLA DE VALLECAS;AV. DE LA GAVIA  40;;447952,8408;4469208,404;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.130.756;403.718.299
FUE_05-18_0000000048;VP;VILLA DE VALLECAS;CAÑADA DEL SANTISIMO 30;;449168,9057;4468376,501;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-35.986.857;403.644.106
FUE_05-18_0000000049;VP;VILLA DE VALLECAS;PICO  MANPODRE 21;;447332,8791;4469847,63;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.204.307;403.775.496
FUE_05-18_0000000050;ZV;VILLA DE VALLECAS;ENTREPEÑAS    71;;448221,3061;4468529,515;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.098.583;403.657.308
FUE_05-18_0000000051;ZV;VILLA DE VALLECAS;AV.MAYORAZGO 20;LA ATALAYUELA;446301,7611;4468999,448;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.325.054;403.698.428
FUE_05-18_0000000052;ZV;VILLA DE VALLECAS;SIERRA DE LA DEMANDA, 32;LA ATALAYUELA;445828,8248;4468761,782;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.380.556;403.676.711
FUE_05-18_0000000053;VP;VILLA DE VALLECAS;CALLE ALTO DEL RETIRO  -   ANTONIO GADES;;449778,42;4468821,52;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-35.915.423;403.684.566
FUE_05-18_0000000054;VP;VILLA DE VALLECAS;FERNANDO CHUECA GOITIA;C/V Mª TERESA LEON;449622,71;4468135,32;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-35.933.221;403.622.654
FUE_05-18_0000000055;VP;VILLA DE VALLECAS;DEL RAYO VALLECANO DE MADRID;C/V REAL DE ARGANDA;448213,67;4469930;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.100.621;403.783.468
FUE_05-18_0000000056;VP;VILLA DE VALLECAS;ARTE FIGURATIVO Nº 30;CV CALLE CERRO MILANO;450341,02;4467742,85;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-3.584.832;403.587.728
FUE_05-18_0000000057;ZV;VILLA DE VALLECAS;CALLE ISLA DE GUAM Nº 60;AUDITORIO PARQUE DE LA GAVIA;446281,78;4468429,31;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.326.927;403.647.053
FUE_05-18_0000000058;ZV;VILLA DE VALLECAS;CALLE ISLA DE GUAM Nº 60;ZONA VERDE Y LÁMINAS DE AGUA;446394,23;4468517,95;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.313.758;403.655.111
FAM_02-18_0000000059;ZV;VILLA DE VALLECAS;CALLE JOSE GUTIERREZ MAROTO 43;EN ZV JUNTO ÁREA INFANTIL C/V CERRO MILANO;448504,84;4468262,59;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.064.975;403.633.436
FAM_02-18_0000000060;ZV;VILLA DE VALLECAS;AVENIDA LA GAVIA 13;C/V VILLAMAYOR DE SANTIAGO 13;448271,28;4469511,98;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.093.495;403.745.846
FAM_02-18_0000000061;ZV;VILLA DE VALLECAS;CAMINO VASARES 4;C/V AGUSTÍN GARCÍA MALLA;447590,59;4470489,16;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.174.478;403.833.451
FAM_02-18_0000000062;ZV;VILLA DE VALLECAS;AVENIDA LA GAVIA 66;C/V AV. CERRO MILANO;447650,8;4468836,08;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.166.027;403.684.568
FAM_02-18_0000000063;ZV;VILLA DE VALLECAS;CALLE LA GRANJA DE SAN ILDEFONSO 1;C/V PUERTO DE PORZUNA;446811,8;4469078,93;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.265.047;403.705.915
FUE_05-19_0000000052;ZV;VICÁLVARO;CALLE ZEUS;SITUADA EN INTERBLOQUE PAVIMENTADO.;449184,022;4472808,02;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-35.988.612;404.043.338
FUE_05-19_0000000053;ZV;VICÁLVARO;PARQUE DE LA CATALANA;;449919,9637;4473190,27;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-35.902.187;404.078.219
FUE_05-19_0000000055;ZV;VICÁLVARO;RECINTOS FERIALES JUNTO A AUDITORIO;;449398,8766;4472895,61;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-35.963.362;404.051.359
FUE_05-19_0000000056;ZV;VICÁLVARO;RECINTOS FERIALES JUNTO A POLICIA;;449257,052;4472972,725;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-35.980.137;40.405.822
FUE_05-19_0000000057;ZV;VICÁLVARO;RECINTOS FERIALES JUNTO A POLICIA;;449262,5225;4472982,571;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-359.795;40.405.911
FUE_05-19_0000000059;ZV;VICÁLVARO;PARQUE LAGO SANABRIA;;448339,6419;4472758,545;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.088.076;404.038.361
FUE_05-19_0000000062;ZV;VICÁLVARO;CALLE DE SAN CIPRIANO CON CALLE DE AMBROZ;;448591,8362;4472817,478;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.058.404;404.043.826
FUE_05-19_0000000064;ZV;VICÁLVARO;PARQUE DE LA CATALANA;;449722,0696;4472884,349;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-35.925.267;404.050.541
FUE_05-19_0000000065;ZV;VICÁLVARO;PARQUE DE LA CATALANA;;449779,8506;4472984,886;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-35.918.537;404.059.633
FUE_05-19_0000000067;ZV;VICÁLVARO;CUÑA VERDE ZONA C CERCA DEL PARQUING;;448035,2759;4474131,755;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.125.064;40.416.188
FUE_05-19_0000000068;ZV;VICÁLVARO;CUÑA VERDE ZONA B JUNTO A ZONA DE JUEGOS INFANTILES;;447920,782;4473720,097;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.138.222;404.124.723
FUE_05-19_0000000069;ZV;VICÁLVARO;CUÑA VERDE ZONA B JUNTO A ESTANQUE;;447843,6152;4473767,039;ETRS89 / UTM  Zona 30N;FUERA DE SERVICIO;VANDALISMO REITERADO;nov.-19;-36.147.354;404.128.903
FUE_05-19_0000000070;ZV;VICÁLVARO;CUÑA VERDE ZONA B JUNTO A RÍA;;448078,1786;4473761,212;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.119.705;404.128.525
FUE_05-19_0000000071;ZV;VICÁLVARO;CUÑA VERDE ZONA B  CERCA DE LA PASARELA;;447731,3772;4473638,378;ETRS89 / UTM  Zona 30N;FUERA DE SERVICIO;VANDALISMO REITERADO;nov.-19;-36.160.477;404.117.242
FUE_05-19_0000000072;ZV;VICÁLVARO;CUÑA VERDE ZONA B JUNTO A PUENTE;;447537,6397;4473612,419;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.183.289;404.114.782
FUE_05-19_0000000073;ZV;VICÁLVARO;CUÑA VERDE ZONA B JUNTO A CAMPOS DE FUTBOL Y ANILLO CICLISTA;;447677,4306;4473517,429;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.166.736;404.106.313
FUE_05-19_0000000074;ZV;VICÁLVARO;CUÑA VERDE ZONA B JUNTO A CAMPOS DE FUTBOL;;447645,1327;4473577,579;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.170.592;404.111.711
FUE_05-19_0000000075;ZV;VICÁLVARO;CUÑA VERDE ZONA A JUNTO A CASETA;;448080,4934;4473644,463;ETRS89 / UTM  Zona 30N;FUERA DE SERVICIO;VANDALISMO REITERADO;nov.-19;-36.119.337;404.118.009
FUE_05-19_0000000076;ZV;VICÁLVARO;CUÑA VERDE ZONA A JUNTO A CASETA;;448072,547;4473641,438;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.120.271;404.117.732
FUE_05-19_0000000077;ZV;VICÁLVARO;CUÑA VERDE ZONA A EN PASEO;;447800,6168;4473457,517;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.152.168;404.100.993
FUE_05-19_0000000078;ZV;VICÁLVARO;CUÑA VERDE ZONA A JUNTO A JUEGOS INFANTILES;;447759,8925;4473463,819;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.156.974;404.101.535
FUE_05-19_0000000079;ZV;VICÁLVARO;PARQUE EZCARAY;CALLE EZCARAY FRENTE AL Nº 66;447934,3112;4473557,152;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.136.494;404.110.052
FUE_05-19_0000000080;ZV;VICÁLVARO;CALLE 'VILLAJIMENA 107;FRENTE SUPERMERCADO EROSKI;448620,0686;4473089,571;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.055.297;404.068.355
FUE_05-19_0000000092;ZV;VICÁLVARO;PARQUE DE LA CATALANA;;449872,6298;4473147,101;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-35.907.731;404.074.302
FUE_05-19_0000000101;ZV;VICÁLVARO;PARQUE LADERA DE LOS ALMENDROS;;446875,7038;4472289,334;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.260.197;40.399.517
FUE_05-19_0000000102;ZV;VICÁLVARO;CALLE DE SAN CIPRIANO CON CALLE DE AMBROZ;JUNTO A ZONA INFANTIL;448636,32;4472932,64;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.053.255;404.054.228
FUE_05-19_0000000104;ZV;VICÁLVARO;PLAZA DE JUAN BENET;;447146,5588;4472333,055;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.228.317;403.999.282
FUE_05-19_0000000105;ZV;VICÁLVARO;PLAZA DE ROSA CHACEL;;447230,8888;4472601,363;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.218.602;404.023.505
FUE_05-19_0000000106;ZV;VICÁLVARO;PLAZA JUAN CARLOS ONETI;;447424,235;4472540,654;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.195.768;404.018.158
FUE_05-19_0000000107;ZV;VICÁLVARO;BULEVAR INDALECIO PRIETO CON CALLE DE  LOS JUGLARES;;447359,9518;4472673,627;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.203.454;404.030.098
FUE_05-19_0000000108;ZV;VICÁLVARO;BULEVAR INDALECIO PRIETO, 45 CON CALLE DE  COPERNICO;;447097,17;4471839,291;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.233.727;403.954.768
FUE_05-19_0000000109;ZV;VICÁLVARO;BULEVAR INDALECIO PRIETO CON CALLE DE  LAS PINILLAS;;447210,4085;4472199,275;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.220.682;40.398.727
FUE_05-19_0000000110;ZV;VICÁLVARO;PLAZA DE JUAN ROF CARBALLO;;447340,0423;4472272,095;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.205.468;403.993.913
FUE_05-19_0000000111;ZV;VICÁLVARO;PLAZA  ANTONIO ANDRÉS JUNTA MUNICIPAL;;448583,7598;4472557,782;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.059.146;404.020.426
FUE_05-19_0000000112;ZV;VICÁLVARO;PARQUE DE LA VICALVARADA JUNTO A ZONA CANINA;;448367,5845;4473390,936;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.085.296;404.095.349
FUE_05-19_0000000113;ZV;VICÁLVARO;PARQUE DE LA VICALVARADA JUNTO A ZONA DE JUEGOS;;448398,427;4473436,826;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.081.698;404.099.502
FUE_05-19_0000000114;ZV;VICÁLVARO;PARQUE DE LA VICALVARADA;;448363,9467;4473509,006;ETRS89 / UTM  Zona 30N;FUERA DE SERVICIO;VANDALISMO REITERADO;nov.-19;-3.608.582;404.105.983
FUE_05-19_0000000115;ZV;VICÁLVARO;PARQUE VALDEBERNARDO ESTE;CALLE CORDEL DE PAVONES, 12;447558,79;4472482,41;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.179.865;404.012.997
FUE_05-19_0000000116;ZV;VICÁLVARO;PARQUE VALDEBERNARDO ESTE JUNTO A ANILLO CICLISTA;;447660,5505;4472090,224;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.167.552;40.397.773
FUE_05-19_0000000118;ZV;VICÁLVARO;PARQUE VALDEBERNARDO ESTE JUNTO A ZONA DE JUEGOS;;447638,9546;4472530,153;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.170.458;404.017.348
FUE_05-19_0000000120;ZV;VICÁLVARO;PARQUE VALDEBERNARDO ESTE JUNTO A PISTAS DEPORTIVAS;;447573,8131;4472270,293;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-3.617.792;403.993.897
FUE_05-19_0000000121;ZV;VICÁLVARO;PARQUE VALDEBERNARDO ESTE JUNTO A CASETA;;447523,2242;4472373,959;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.183.967;404.003.204
FUE_05-19_0000000122;ZV;VICÁLVARO;PARQUE VALDEBERNARDO ESTE EN PASEO CENTRAL;;447650,6644;4472243,264;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.168.843;40.399.151
FUE_05-19_0000000123;ZV;VICÁLVARO;AV. DE LA DEMOCRACIA;ESQUINA BULEVAR DE JOSE PRAT;447648,44;4472003,16;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.168.907;403.969.879
FUE_05-19_0000000124;ZV;VICÁLVARO;PARQUE CALLE LARDERO;CALLE LARDERO, 3;448157,8197;4473486,374;ETRS89 / UTM  Zona 30N;FUERA DE SERVICIO;DEFICIENCIA ESTRUCTURAL;nov.-19;-36.110.095;404.103.815
FUE_05-19_0000000134;VP;VICÁLVARO;PLAZA ALOSNO Nº 7;;447635,1744;4473010,369;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.171.299;404.060.607
FUE_05-19_0000000136;VP;VICÁLVARO;LOS GALLEGOS 26-30 (ENTRE);;448272,3269;4472585,582;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.095.867;404.022.737
FUE_05-19_0000000137;VP;VICÁLVARO;LAGO ISEO Nº 7;;448804,7543;4472544,551;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.033.094;40.401.937
FUE_05-19_0000000138;VP;VICÁLVARO;MOLINO VIEJO  23  - 25;;448272,3269;4472585,582;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.095.867;404.022.737
FUE_05-19_0000000139;ZV;VICÁLVARO;VICTORIA KENT CAÑAVERAL;;452246,2796;4472410,413;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-35.627.446;404.009.331
FUE_05-19_0000000140;ZV;VICÁLVARO;PLAZA VICALVARADA CV C/ CALAHORRA 22;;448223,6042;4473350,689;ETRS89 / UTM  Zona 30N;EN SERVICIO;;nov.-19;-36.102.232;404.091.633
