"p","callret-1"
"http://es.dbpedia.org/property/álmaMáter",3
"http://es.dbpedia.org/property/presidenteDelBancoCentralDelUruguay",1
"http://es.dbpedia.org/property/2ps",3
"http://es.dbpedia.org/property/novia",1
"http://es.dbpedia.org/property/vueltasRápidas",1
"http://es.dbpedia.org/property/lugarDeResidencia",5
"http://es.dbpedia.org/property/fechaarchivo",32
"http://es.dbpedia.org/property/prefesión",1
"http://es.dbpedia.org/property/editorial",3369
"http://es.dbpedia.org/property/lugarnac",1719
"http://es.dbpedia.org/property/nombreNac",1
"http://es.dbpedia.org/property/editorLast",11
"http://es.dbpedia.org/property/causamuerte",1
"http://es.dbpedia.org/property/ciudadania",4
"http://es.dbpedia.org/property/languagesSpoken",3
"http://es.dbpedia.org/property/juantoa",12
"http://es.dbpedia.org/property/otros",210
"http://es.dbpedia.org/property/salario",17
"http://es.dbpedia.org/property/estadoCivil",10
"http://es.dbpedia.org/property/final",1744
"http://es.dbpedia.org/property/label4Size",1
"http://es.dbpedia.org/property/lccn",7
"http://es.dbpedia.org/property/pie",9
"http://es.dbpedia.org/property/valore",2
"http://es.dbpedia.org/property/nombrecompleto",9
"http://es.dbpedia.org/property/cónyuge",7834
"http://es.dbpedia.org/property/designado",115
"http://es.dbpedia.org/property/nombreNacimiento",5
"http://es.dbpedia.org/property/4data",29
"http://es.dbpedia.org/property/president",4
"http://es.dbpedia.org/property/par",1
"http://es.dbpedia.org/property/noprescript",1
"http://es.dbpedia.org/property/número",248
"http://es.dbpedia.org/property/porcentajeBarras",3
"http://es.dbpedia.org/property/distrtito",1
"http://es.dbpedia.org/property/comuna",1
"http://es.dbpedia.org/property/litigants",1
"http://es.dbpedia.org/property/interpretacionesNotables",1
"http://es.dbpedia.org/property/ministro",10
"http://es.dbpedia.org/property/lugarDeSepultura",3
"http://es.dbpedia.org/property/escud",1
"http://es.dbpedia.org/property/tipotecnicas",2
"http://es.dbpedia.org/property/sucessor",1
"http://es.dbpedia.org/property/sexo",3
"http://es.dbpedia.org/property/perfilDeEstherCuestaSantanaUmassAmherst",1
"http://es.dbpedia.org/property/fechaMuerte",10
"http://es.dbpedia.org/property/lenguaMaterna",33
"http://es.dbpedia.org/property/canon",1
"http://es.dbpedia.org/property/enthroned",1
"http://es.dbpedia.org/property/succesor",8
"http://es.dbpedia.org/property/posgrado",411
"http://es.dbpedia.org/property/puntofinal",1
"http://es.dbpedia.org/property/ciuadanía",1
"http://es.dbpedia.org/property/yerno",1
"http://es.dbpedia.org/property/nombreEnPersa",2
"http://es.dbpedia.org/property/díaRatificado",3
"http://es.dbpedia.org/property/liga",1
"http://es.dbpedia.org/property/oponentes",72
"http://es.dbpedia.org/property/1pp",11
"http://es.dbpedia.org/property/añoNacimiento",1
"http://es.dbpedia.org/property/lugarNac",5
"http://es.dbpedia.org/property/lugarnc",1
"http://es.dbpedia.org/property/accessdate",17
"http://es.dbpedia.org/property/epígrafe",7
"http://dbpedia.org/ontology/wikiPageRedirects",3
"http://es.dbpedia.org/property/etiqueta",9
"http://es.dbpedia.org/property/sufijohonorífico",1
"http://es.dbpedia.org/property/movimiento",7
"http://es.dbpedia.org/property/origyear",26
"http://es.dbpedia.org/property/equipoRetiro",6
"http://es.dbpedia.org/property/colección",10
"http://es.dbpedia.org/property/rr",25
"http://es.dbpedia.org/property/imdb",12
"http://es.dbpedia.org/property/vorige",2
"http://es.dbpedia.org/property/retiro",6
"http://es.dbpedia.org/property/iterSuce",1
"http://es.dbpedia.org/property/predecesor",27174
"http://es.dbpedia.org/property/muerte",3
"http://es.dbpedia.org/property/pieImagen",15
"http://es.dbpedia.org/property/traductor",2
"http://es.dbpedia.org/property/s",33
"http://es.dbpedia.org/property/bando",1
"http://es.dbpedia.org/property/almaMáster",1
"http://es.dbpedia.org/property/wikisource",1
"http://es.dbpedia.org/property/v",1
"http://es.dbpedia.org/property/ieimagen",1
"http://es.dbpedia.org/property/añoSucesores",2
"http://es.dbpedia.org/property/fuente",1
"http://es.dbpedia.org/property/subtítulo",202
"http://es.dbpedia.org/property/carreras",2
"http://es.dbpedia.org/property/cantidad",2
"http://dbpedia.org/ontology/party",2670
"http://es.dbpedia.org/property/heredero",1
"http://es.dbpedia.org/property/align",3
"http://es.dbpedia.org/property/editor",247
"http://es.dbpedia.org/property/gradoAcadémico",1
"http://es.dbpedia.org/property/otrosPremios",9
"http://dbpedia.org/ontology/birthDate",6
"http://es.dbpedia.org/property/pmc",5
"http://es.dbpedia.org/property/bgcolour",1
"http://es.dbpedia.org/property/lat",4
"http://es.dbpedia.org/property/fechanacimiento",6
"http://es.dbpedia.org/property/urlarchivo",517
"http://es.dbpedia.org/property/añosDeServicio",118
"http://es.dbpedia.org/property/editor3First",5
"http://es.dbpedia.org/property/programa",14
"http://es.dbpedia.org/property/otrasAfiliaciones",1
"http://es.dbpedia.org/property/supp",1
"http://es.dbpedia.org/property/before",1
"http://es.dbpedia.org/property/location",85
"http://es.dbpedia.org/property/office",15
"http://es.dbpedia.org/property/actividad",4
"http://es.dbpedia.org/property/liberalDeDerechaDistrito",1
"http://es.dbpedia.org/property/club",2
"http://es.dbpedia.org/property/persona",2
"http://es.dbpedia.org/property/imagenLeyenda",1
"http://es.dbpedia.org/property/titulos",1
"http://es.dbpedia.org/property/mes",7
"http://es.dbpedia.org/property/padre",26
"http://xmlns.com/foaf/0.1/homepage",1517
"http://es.dbpedia.org/property/nombreJa",1
"http://es.dbpedia.org/property/estatus",10
"http://es.dbpedia.org/property/fechaDeNacimiento¿_",1
"http://es.dbpedia.org/property/fondoDeTexto",1
"http://es.dbpedia.org/property/diputado",6
"http://es.dbpedia.org/property/field",1
"http://es.dbpedia.org/property/blank",1
"http://es.dbpedia.org/property/canal",8
"http://es.dbpedia.org/property/1namedata",2
"http://es.dbpedia.org/property/lugarDeDefunción",4
"http://dbpedia.org/ontology/primeMinister",4
"http://es.dbpedia.org/property/cheight",1
"http://es.dbpedia.org/property/otop",2
"http://es.dbpedia.org/property/politico",1
"http://es.dbpedia.org/property/page",7
"http://es.dbpedia.org/property/lugarDeNacimiento",9488
"http://es.dbpedia.org/property/etnia",24
"http://es.dbpedia.org/property/mapaPie",1
"http://es.dbpedia.org/property/pieescudo",7
"http://es.dbpedia.org/property/porcentajeVotosVálidos",3
"http://es.dbpedia.org/property/ditrito",1
"http://es.dbpedia.org/property/vivióEn",1
"http://es.dbpedia.org/property/premiosGloboDeOro",2
"http://es.dbpedia.org/property/nombreEditor",127
"http://es.dbpedia.org/property/peso",5
"http://es.dbpedia.org/property/almamatter",1
"http://es.dbpedia.org/property/distinciones",9
"http://es.dbpedia.org/property/porcentajeVotosEnBlanco",1
"http://es.dbpedia.org/property/obra",162
"http://es.dbpedia.org/property/lugarnaC",1
"http://es.dbpedia.org/property/link",4
"http://es.dbpedia.org/property/premiosAriel",16
"http://es.dbpedia.org/property/organización",4
"http://es.dbpedia.org/property/embajadorDe",1
"http://es.dbpedia.org/property/colorDeCabello",7
"http://dbpedia.org/ontology/wikiPageLength",11723
"http://es.dbpedia.org/property/esposas",1
"http://es.dbpedia.org/property/lugarnac.",2
"http://es.dbpedia.org/property/postgrados",27
"http://es.dbpedia.org/property/creador",4
"http://es.dbpedia.org/property/vicegobernador",449
"http://es.dbpedia.org/property/localización",6
"http://es.dbpedia.org/property/voz",5
"http://es.dbpedia.org/property/presidencia",1
"http://es.dbpedia.org/property/lugarDefunción",1
"http://es.dbpedia.org/property/nota",4
"http://es.dbpedia.org/property/promulgación",2
"http://es.dbpedia.org/property/4a",2
"http://es.dbpedia.org/property/lenguaLiteraria",3
"http://es.dbpedia.org/property/1data",186
"http://es.dbpedia.org/property/nominator",1
"http://es.dbpedia.org/property/lugarrec",1
"http://es.dbpedia.org/property/oclc",235
"http://es.dbpedia.org/property/naconalidad",1
"http://es.dbpedia.org/property/enciclopedia",23
"http://es.dbpedia.org/property/lugaranac",2
"http://es.dbpedia.org/property/imageWidth",1
"http://es.dbpedia.org/property/educadaEn",1
"http://es.dbpedia.org/property/años",3
"http://es.dbpedia.org/property/intendente",3
"http://es.dbpedia.org/property/predecessor",2
"http://es.dbpedia.org/property/sitioWeb",112
"http://es.dbpedia.org/property/firmaTamaño",19
"http://es.dbpedia.org/property/oieDeFoto",1
"http://es.dbpedia.org/property/residence",7
"http://es.dbpedia.org/property/nacionalidad",367
"http://es.dbpedia.org/property/after",1
"http://es.dbpedia.org/property/precesor",2
"http://es.dbpedia.org/property/1p",29
"http://es.dbpedia.org/property/publicación",1173
"http://es.dbpedia.org/property/apellidos",1061
"http://es.dbpedia.org/property/captura",1
"http://es.dbpedia.org/property/urlStatus",1
"http://es.dbpedia.org/property/cónyugue",3
"http://es.dbpedia.org/property/conocido",25
"http://es.dbpedia.org/property/fanpage",1
"http://es.dbpedia.org/property/sangre",2
"http://es.dbpedia.org/property/predecesor7;_",1
"http://es.dbpedia.org/property/comentario",1
"http://es.dbpedia.org/property/fechaacceso",52
"http://es.dbpedia.org/property/suplente",1
"http://es.dbpedia.org/property/aportaciones",1
"http://es.dbpedia.org/property/participóEn",1
"http://es.dbpedia.org/property/golesInternacional",2
"http://es.dbpedia.org/property/páginas",687
"http://es.dbpedia.org/property/similares",1
"http://es.dbpedia.org/property/listaextra",2
"http://es.dbpedia.org/property/bg",1
"http://es.dbpedia.org/property/poagrado",1
"http://es.dbpedia.org/property/elección",1
"http://es.dbpedia.org/property/edad",6
"http://es.dbpedia.org/property/acusaciones",3
"http://es.dbpedia.org/property/2pp",15
"http://es.dbpedia.org/property/display",1
"http://es.dbpedia.org/property/disoluciónDeLaRevuelta",1
"http://es.dbpedia.org/property/distinción",1
"http://es.dbpedia.org/property/edition",8
"http://es.dbpedia.org/property/battles",3
"http://dbpedia.org/ontology/citizenship",1
"http://es.dbpedia.org/property/tipocabecera",3
"http://es.dbpedia.org/property/hijo",6
"http://es.dbpedia.org/property/consagración",3
"http://es.dbpedia.org/property/tamañoDeLaImagen",1
"http://es.dbpedia.org/property/resumen",3
"http://es.dbpedia.org/property/mandos",136
"http://es.dbpedia.org/property/vicerectordocente",2
"http://es.dbpedia.org/property/mascota",1
"http://es.dbpedia.org/property/relacionado",1
"http://es.dbpedia.org/property/periódico",14
"http://es.dbpedia.org/property/apoodo",1
"http://es.dbpedia.org/property/lugarfallecimientoc",1
"http://es.dbpedia.org/property/2cargo",5
"http://es.dbpedia.org/property/fechaElección",1
"http://es.dbpedia.org/property/ordenaciónSacerdotal",1
"http://es.dbpedia.org/property/campos",6
"http://es.dbpedia.org/property/bsize",2
"http://es.dbpedia.org/property/nombramiento",2
"http://es.dbpedia.org/property/enelcargo",44
"http://es.dbpedia.org/property/tamano",2
"http://es.dbpedia.org/property/circunscripción",7
"http://es.dbpedia.org/property/xej",1
"http://es.dbpedia.org/property/successor",3
"http://es.dbpedia.org/property/nombreCristian",1
"http://es.dbpedia.org/property/votosEmitidos",7
"http://dbpedia.org/ontology/president",3
"http://es.dbpedia.org/property/ref",72
"http://es.dbpedia.org/property/otherPost",1
"http://es.dbpedia.org/property/familiares",417
"http://es.dbpedia.org/property/pieFoto",1
"http://es.dbpedia.org/property/partidoPolitico",1
"http://es.dbpedia.org/property/nacido",2
"http://es.dbpedia.org/property/lugardef",4
"http://es.dbpedia.org/property/apodo(s)_",1
"http://es.dbpedia.org/property/nombre",20788
"http://es.dbpedia.org/property/añosActivos",1
"http://es.dbpedia.org/property/instagram",15
"http://es.dbpedia.org/property/generoBisexual(noBinario)Pareja",1
"http://es.dbpedia.org/property/urlCapítulo",1
"http://es.dbpedia.org/property/vicepreidente",1
"http://es.dbpedia.org/property/newspaper",3
"http://es.dbpedia.org/property/2data",117
"http://es.dbpedia.org/property/cónyuge(s)_",3
"http://es.dbpedia.org/property/pp",4
"http://es.dbpedia.org/property/foto",168
"http://es.dbpedia.org/property/lucarnac",2
"http://es.dbpedia.org/property/almamater",28
"http://es.dbpedia.org/property/editorFirst",10
"http://es.dbpedia.org/property/luagrnac",1
"http://es.dbpedia.org/property/sufijo",1
"http://es.dbpedia.org/property/rangoMilitar",3
"http://es.dbpedia.org/property/court",1
"http://es.dbpedia.org/property/oficio",3
"http://es.dbpedia.org/property/títulotrad",10
"http://es.dbpedia.org/property/lugarDeFalleicmiento",1
"http://es.dbpedia.org/property/fechaDeFallecimient",1
"http://es.dbpedia.org/property/empleos",39
"http://es.dbpedia.org/property/pieDeImagen",494
"http://es.dbpedia.org/property/control",2
"http://es.dbpedia.org/property/tenienteDeGobernador",1
"http://es.dbpedia.org/property/departamento",1
"http://es.dbpedia.org/property/position",1
"http://es.dbpedia.org/property/insignia",3
"http://es.dbpedia.org/property/nietos",10
"http://es.dbpedia.org/property/nombreCompleto",316
"http://es.dbpedia.org/property/cargos",1
"http://es.dbpedia.org/property/birthPlace",7
"http://es.dbpedia.org/property/label3Size",1
"http://es.dbpedia.org/property/profesion",11
"http://es.dbpedia.org/property/5data",10
"http://es.dbpedia.org/property/area",2
"http://es.dbpedia.org/property/p",48
"http://es.dbpedia.org/property/fuentebiográfica",1
"http://es.dbpedia.org/property/proyectosRepresentativos",2
"http://es.dbpedia.org/property/escritor",1
"http://es.dbpedia.org/property/influyóEn",3
"http://es.dbpedia.org/property/conexiones",3
"http://es.dbpedia.org/property/patrimonio",11
"http://es.dbpedia.org/property/premiosTpDeOro",2
"http://es.dbpedia.org/property/work",4
"http://es.dbpedia.org/property/urlAccess",1
"http://es.dbpedia.org/property/cónyuge(...2014)_",1
"http://es.dbpedia.org/property/actoresDeDoblajeHispanoamérica",1
"http://es.dbpedia.org/property/sitio",3
"http://es.dbpedia.org/property/lastauthoramp",2
"http://es.dbpedia.org/property/sig",5
"http://www.w3.org/2007/05/powder-s#describedby",343
"http://es.dbpedia.org/property/ocupación",2047
"http://es.dbpedia.org/property/relevancia",3
"http://es.dbpedia.org/property/image",7
"http://es.dbpedia.org/property/encyclopedia",1
"http://es.dbpedia.org/property/condecoraciones",81
"http://es.dbpedia.org/property/audio",1
"http://es.dbpedia.org/property/signatarios",1
"http://es.dbpedia.org/property/pagina",1
"http://es.dbpedia.org/property/place",12
"http://es.dbpedia.org/property/6data",7
"http://es.dbpedia.org/property/vicesecretario",1
"http://es.dbpedia.org/property/nombreElección",1
"http://es.dbpedia.org/property/canalYoutube",1
"http://es.dbpedia.org/property/alineaciónFoto",1
"http://es.dbpedia.org/property/porcentajeAbstención",1
"http://es.dbpedia.org/property/distinciónHonorífica",1
"http://es.dbpedia.org/property/tamaño",80
"http://es.dbpedia.org/property/termEnd",3
"http://es.dbpedia.org/property/imagemSize",2
"http://es.dbpedia.org/property/alianza",2
"http://es.dbpedia.org/property/incio",1
"http://es.dbpedia.org/property/estudiantesDoctorales",5
"http://es.dbpedia.org/property/tratamientoProtocolar",1
"http://es.dbpedia.org/property/lugarDeNacimento",2
"http://es.dbpedia.org/property/apodos",4
"http://es.dbpedia.org/property/imagenEscudo",1
"http://es.dbpedia.org/property/archivo",12
"http://es.dbpedia.org/property/selecciónNacionalPeríodo",2
"http://es.dbpedia.org/property/b",1
"http://es.dbpedia.org/property/presbiteradoPor",1
"http://es.dbpedia.org/property/segundasNupcias",1
"http://es.dbpedia.org/property/url",4430
"http://es.dbpedia.org/property/awards",1
"http://es.dbpedia.org/property/years",2
"http://es.dbpedia.org/property/nombreJaLatino",2
"http://es.dbpedia.org/property/mail",1
"http://es.dbpedia.org/property/educación",236
"http://es.dbpedia.org/property/lider",1
"http://es.dbpedia.org/property/1blankname",4
"http://es.dbpedia.org/property/juntoa",540
"http://es.dbpedia.org/property/2p",24
"http://xmlns.com/foaf/0.1/isPrimaryTopicOf",22781
"http://es.dbpedia.org/property/hijos",4417
"http://es.dbpedia.org/property/mostrarNombres",1
"http://es.dbpedia.org/property/nacionalifaf",1
"http://es.dbpedia.org/property/commons",1
"http://es.dbpedia.org/property/nacionalida",1
"http://es.dbpedia.org/property/pos",2
"http://es.dbpedia.org/property/journal",28
"http://es.dbpedia.org/property/contributionUrl",1
"http://es.dbpedia.org/property/servicio",1
"http://es.dbpedia.org/property/almaÑater",1
"http://es.dbpedia.org/property/smallimage",1
"http://es.dbpedia.org/property/nomber",1
"http://es.dbpedia.org/property/añosEnSevicioMilitar",1
"http://es.dbpedia.org/property/debutInternacional",1
"http://es.dbpedia.org/property/accesso",1
"http://es.dbpedia.org/property/primeminister",4
"http://es.dbpedia.org/property/birthName",3
"http://es.dbpedia.org/property/label2Size",1
"http://es.dbpedia.org/property/domicilioElectoral",1
"http://es.dbpedia.org/property/legenda",2
"http://es.dbpedia.org/property/prefijohonorífico",1
"http://dbpedia.org/ontology/wikiPageExternalLink",28484
"http://es.dbpedia.org/property/otrosMandos",2
"http://es.dbpedia.org/property/agencia",3
"http://es.dbpedia.org/property/género",33
"http://es.dbpedia.org/property/díaNacimiento",1
"http://es.dbpedia.org/property/ch",1
"http://es.dbpedia.org/property/porcentajeVotosNulos",1
"http://es.dbpedia.org/property/fechamurte",1
"http://es.dbpedia.org/property/situaciónActual",1
"http://es.dbpedia.org/property/actorDeDoblajeEspaña",1
"http://es.dbpedia.org/property/consorte",2
"http://es.dbpedia.org/property/distritoElectoral",1
"http://es.dbpedia.org/property/reinado",3
"http://es.dbpedia.org/property/fechafallecimiento",1
"http://es.dbpedia.org/property/director",2
"http://es.dbpedia.org/property/fechaNacimiento",9
"http://es.dbpedia.org/property/posiciónTexto",1
"http://es.dbpedia.org/property/premiosCondor",7
"http://www.w3.org/2003/01/geo/wgs84_pos#lat",3
"http://dbpedia.org/ontology/orderInOffice",16
"http://es.dbpedia.org/property/servicioMilitary",2
"http://es.dbpedia.org/property/fechafall",1
"http://es.dbpedia.org/property/master",1
"http://dbpedia.org/ontology/award",90
"http://es.dbpedia.org/property/altura",22
"http://es.dbpedia.org/property/reporter",1
"http://es.dbpedia.org/property/lugarmuertec",2
"http://es.dbpedia.org/property/pieimagen",3944
"http://es.dbpedia.org/property/embajadorde",77
"http://es.dbpedia.org/property/descripción",90
"http://es.dbpedia.org/property/añosActividad",1
"http://es.dbpedia.org/property/religion",8
"http://es.dbpedia.org/property/nombreEstudio",7
"http://es.dbpedia.org/property/duración",1
"http://es.dbpedia.org/property/premiosSanSebastian",2
"http://es.dbpedia.org/property/appointed",1
"http://es.dbpedia.org/property/ramaMilitar",1
"http://es.dbpedia.org/property/secretarioDelAyuntamiento",1
"http://es.dbpedia.org/property/padres",4333
"http://es.dbpedia.org/property/canciler",1
"http://es.dbpedia.org/property/placeOfBirth",1
"http://es.dbpedia.org/property/enlaceEditor",17
"http://es.dbpedia.org/property/lugaract",1
"http://es.dbpedia.org/property/termino",1
"http://es.dbpedia.org/property/piedemagen",1
"http://es.dbpedia.org/property/enElCargo",1
"http://es.dbpedia.org/property/periodical",3
"http://es.dbpedia.org/property/debut",1
"http://es.dbpedia.org/property/miembro",3
"http://es.dbpedia.org/property/estudios",7
"http://es.dbpedia.org/property/nieto",3
"http://es.dbpedia.org/property/motivo",1
"http://es.dbpedia.org/property/web",76
"http://es.dbpedia.org/property/deathPlace",2
"http://es.dbpedia.org/property/sepultura",4
"http://es.dbpedia.org/property/language",9
"http://es.dbpedia.org/property/dialecto",1
"http://es.dbpedia.org/property/almamáterSas",1
"http://es.dbpedia.org/property/deporte",9
"http://www.w3.org/ns/prov#wasDerivedFrom",22781
"http://es.dbpedia.org/property/encontradoEn",1
"http://es.dbpedia.org/property/númeroAutores",1
"http://es.dbpedia.org/property/apartado",2
"http://dbpedia.org/ontology/almaMater",6
"http://es.dbpedia.org/property/imagenTexto",1
"http://es.dbpedia.org/property/encurso",1
"http://es.dbpedia.org/property/lugarDeFallecimietno",1
"http://dbpedia.org/ontology/residence",885
"http://es.dbpedia.org/property/twiter",1
"http://es.dbpedia.org/property/dead",6
"http://es.dbpedia.org/property/páginaOficial",1
"http://es.dbpedia.org/property/alamaMáter",1
"http://es.dbpedia.org/property/voy",1
"http://es.dbpedia.org/property/eduacación",1
"http://es.dbpedia.org/property/minicio",1
"http://es.dbpedia.org/property/authorformat",1
"http://es.dbpedia.org/property/fortuna",44
"http://es.dbpedia.org/property/shortlink",1
"http://es.dbpedia.org/property/máscaraautor",7
"http://es.dbpedia.org/property/ended",1
"http://es.dbpedia.org/property/predeceso2r",2
"http://es.dbpedia.org/property/jstor",123
"http://es.dbpedia.org/property/golesClubes",3
"http://es.dbpedia.org/property/doi",40
"http://es.dbpedia.org/property/gobernadorgeneral",1
"http://es.dbpedia.org/property/antes",1
"http://es.dbpedia.org/property/editor3Last",6
"http://es.dbpedia.org/property/pocupación",1
"http://es.dbpedia.org/property/alumnoDe",2
"http://es.dbpedia.org/property/encabezado",3
"http://es.dbpedia.org/property/archiveurl",18
"http://es.dbpedia.org/property/causa",1
"http://es.dbpedia.org/property/díaFallecimiento",1
"http://es.dbpedia.org/property/order",4
"http://es.dbpedia.org/property/estudiantes",1
"http://es.dbpedia.org/property/enemigos",14
"http://es.dbpedia.org/property/jefe",65
"http://es.dbpedia.org/property/authormask",1
"http://es.dbpedia.org/property/art",1
"http://es.dbpedia.org/property/transcripciónurl",1
"http://es.dbpedia.org/property/podios",2
"http://es.dbpedia.org/property/title",377
"http://es.dbpedia.org/property/alumno",3
"http://es.dbpedia.org/property/predesor",1
"http://es.dbpedia.org/property/transTitle",4
"http://es.dbpedia.org/property/procedencia",3
"http://es.dbpedia.org/property/batallas/guerras",4
"http://es.dbpedia.org/property/origenÉtnico",1
"http://es.dbpedia.org/property/portal",3
"http://es.dbpedia.org/property/data",4
"http://es.dbpedia.org/property/fechamuerte",252
"http://es.dbpedia.org/property/colorBarras",3
"http://es.dbpedia.org/property/sucesora",372
"http://es.dbpedia.org/property/primera",5
"http://es.dbpedia.org/property/mostrarImágenes",1
"http://es.dbpedia.org/property/alt",5
"http://es.dbpedia.org/property/accessDate",1
"http://es.dbpedia.org/property/condena",26
"http://es.dbpedia.org/property/tamañoEscudo",3
"http://es.dbpedia.org/property/especialización",1
"http://es.dbpedia.org/property/sitioRedesSociales",1
"http://es.dbpedia.org/property/familia",22
"http://es.dbpedia.org/property/estatura",8
"http://es.dbpedia.org/property/monarch",1
"http://es.dbpedia.org/property/defunción",1
"http://es.dbpedia.org/property/parliament",1
"http://es.dbpedia.org/property/nationality",2
"http://es.dbpedia.org/property/fechaDeDefunción",4
"http://es.dbpedia.org/property/8data",4
"http://es.dbpedia.org/property/vicecanciller",12
"http://es.dbpedia.org/property/deadurl",3
"http://es.dbpedia.org/property/díaCreado",4
"http://es.dbpedia.org/property/primos",1
"http://es.dbpedia.org/property/prefijoHonrífico",2
"http://es.dbpedia.org/property/capítuloTrad",1
"http://es.dbpedia.org/property/vicejefe",10
"http://es.dbpedia.org/property/órganoJudicial",2
"http://es.dbpedia.org/property/zar",1
"http://es.dbpedia.org/property/lugar",110
"http://es.dbpedia.org/property/aliados",4
"http://es.dbpedia.org/property/4p",1
"http://es.dbpedia.org/property/pronunciación",1
"http://es.dbpedia.org/property/idioma",43
"http://es.dbpedia.org/property/tamañoFirma",4
"http://es.dbpedia.org/property/votosVálidos",3
"http://es.dbpedia.org/property/almaMater",170
"http://es.dbpedia.org/property/abstención",1
"http://dbpedia.org/ontology/deathPlace",2500
"http://www.w3.org/2000/01/rdf-schema#comment",22782
"http://es.dbpedia.org/property/3y",5
"http://es.dbpedia.org/property/imageSize",4
"http://es.dbpedia.org/property/tamañoDeImagen",17
"http://es.dbpedia.org/property/lugarfall",1
"http://es.dbpedia.org/property/trabajos",1
"http://es.dbpedia.org/property/títuloNombres",4
"http://es.dbpedia.org/property/posiciónTabla",5
"http://purl.org/dc/terms/subject",23097
"http://es.dbpedia.org/property/piedeimagen",6
"http://es.dbpedia.org/property/viceprimerministro",108
"http://es.dbpedia.org/property/campeonato",2
"http://es.dbpedia.org/property/dobladorEspaña",2
"http://es.dbpedia.org/property/edición",80
"http://es.dbpedia.org/property/seudónimo",28
"http://es.dbpedia.org/property/candidato",1
"http://es.dbpedia.org/property/subítulo",1
"http://es.dbpedia.org/property/educaciónPrimaria",1
"http://es.dbpedia.org/property/lugarNacimiento",19
"http://es.dbpedia.org/property/alcalde",24
"http://es.dbpedia.org/property/membresías",1
"http://es.dbpedia.org/property/posición",6
"http://es.dbpedia.org/property/añosActiva",3
"http://es.dbpedia.org/property/volume",28
"http://es.dbpedia.org/property/insignias",1
"http://dbpedia.org/ontology/monarch",1
"http://es.dbpedia.org/property/sucesorInterino",1
"http://es.dbpedia.org/property/sobrina",1
"http://es.dbpedia.org/property/obras",62
"http://es.dbpedia.org/property/lugarDeMuerte",7
"http://es.dbpedia.org/property/presidenta",2
"http://es.dbpedia.org/property/supervisoraDoctoral",1
"http://es.dbpedia.org/property/signature",1
"http://es.dbpedia.org/property/publisher",234
"http://es.dbpedia.org/property/fechaDeFallecimineto",1
"http://es.dbpedia.org/property/colorTexto",3
"http://es.dbpedia.org/property/relativos",3
"http://es.dbpedia.org/property/oleft",1
"http://es.dbpedia.org/property/relations",2
"http://es.dbpedia.org/property/equipos",1
"http://es.dbpedia.org/property/conyugé",1
"http://es.dbpedia.org/property/sede",1
"http://es.dbpedia.org/property/nombreOficial",1
"http://es.dbpedia.org/property/issue",12
"http://es.dbpedia.org/property/cy",3
"http://es.dbpedia.org/property/distrito",2726
"http://es.dbpedia.org/property/3ps",1
"http://es.dbpedia.org/property/honorificSuffix",14
"http://es.dbpedia.org/property/empresa",7
"http://www.w3.org/2003/01/geo/wgs84_pos#long",3
"http://es.dbpedia.org/property/gobrnador",1
"http://es.dbpedia.org/property/magazine",1
"http://es.dbpedia.org/property/período",949
"http://es.dbpedia.org/property/estado",7
"http://es.dbpedia.org/property/episodio",2
"http://es.dbpedia.org/property/cita",21
"http://es.dbpedia.org/property/instrumento",5
"http://es.dbpedia.org/property/educacipón",2
"http://es.dbpedia.org/property/wikt",1
"http://es.dbpedia.org/property/procesos(enInvestigación)_",1
"http://es.dbpedia.org/property/google+_",1
"http://es.dbpedia.org/property/pseudonimo",1
"http://es.dbpedia.org/property/last",230
"http://es.dbpedia.org/property/actor",4
"http://es.dbpedia.org/property/width",13
"http://es.dbpedia.org/property/primo",1
"http://es.dbpedia.org/property/vástago",1
"http://es.dbpedia.org/property/vicedirectora",1
"http://es.dbpedia.org/property/ciudadNatal",1
"http://es.dbpedia.org/property/number",1
"http://es.dbpedia.org/property/páginaWeb",24
"http://es.dbpedia.org/property/almámater",1
"http://es.dbpedia.org/property/alias",9
"http://es.dbpedia.org/property/hijas",8
