Fecha;28079008;28079024;28079038;28079047;28079048;28079050;28079056;28079057
01/03/2020;3;3;3;5;6;3;5;3
02/03/2020;2;3;4;3;4;3;4;2
03/03/2020;5;4;4;5;5;4;5;3
04/03/2020;5;4;5;5;4;4;4;4
05/03/2020;5;3;4;5;4;4;5;4
06/03/2020;3;2;2;2;3;3;3;3
07/03/2020;4;4;5;3;4;5;5;6
08/03/2020;7;7;9;8;9;8;9;8
09/03/2020;5;5;5;5;6;6;6;6
10/03/2020;11;8;14;11;12;14;12;13
11/03/2020;11;12;15;14;15;12;16;14
12/03/2020;9;10;14;13;12;11;15;10
13/03/2020;13;12;13;13;10;11;15;12
14/03/2020;10;9;10;9;11;7;10;8
15/03/2020;7;11;9;8;8;7;9;9
16/03/2020;4;3;3;2;5;3;4;3
17/03/2020;4;3;4;4;6;2;4;3
18/03/2020;12;13;14;10;12;10;11;12
19/03/2020;9;13;11;10;10;10;11;12
20/03/2020;10;12;11;8;10;9;11;12
21/03/2020;7;7;9;5;8;7;7;9
22/03/2020;3;3;4;4;4;3;3;4
23/03/2020;4;4;4;4;4;3;4;3
24/03/2020;6;6;6;5;5;3;5;6
25/03/2020;6;9;8;6;9;6;7;9
26/03/2020;5;6;6;6;6;5;8;6
27/03/2020;8;8;8;7;9;7;8;9
28/03/2020;5;6;6;3;6;5;6;6
29/03/2020;9;7;7;6;8;7;7;7
30/03/2020;6;8;8;5;7;6;7;8
31/03/2020;4;4;5;4;4;4;4;4
01/04/2020;5;3;5;5;5;5;4;3
02/04/2020;5;5;5;5;5;3;6;4
03/04/2020;5;7;7;5;6;5;6;7
04/04/2020;5;7;6;7;6;6;6;6
05/04/2020;4;7;7;8;8;5;6;6
06/04/2020;10;5;6;8;5;3;5;4
07/04/2020;-;5;5;7;5;4;6;5
08/04/2020;11;10;9;11;9;8;10;9
09/04/2020;8;10;9;8;9;8;9;10
10/04/2020;11;10;9;9;8;7;8;8
11/04/2020;8;8;9;10;9;7;8;8
12/04/2020;9;10;10;9;10;9;10;10
13/04/2020;13;10;10;11;10;9;11;10
14/04/2020;8;9;8;11;9;7;8;8
15/04/2020;6;4;4;7;5;4;5;3
16/04/2020;10;4;5;5;5;5;6;4
17/04/2020;6;5;4;7;4;4;5;4
18/04/2020;8;7;6;9;6;6;7;6
19/04/2020;9;5;4;4;3;4;5;3
20/04/2020;8;5;5;7;5;5;5;4
21/04/2020;4;3;3;3;4;3;3;3
22/04/2020;6;4;4;6;4;3;5;3
23/04/2020;7;7;6;11;6;6;7;5
24/04/2020;10;8;6;9;6;5;7;6
25/04/2020;9;7;7;10;7;6;8;7
26/04/2020;10;8;7;9;8;6;8;7
27/04/2020;7;6;5;7;5;5;5;6
28/04/2020;6;3;5;6;5;4;4;3
29/04/2020;6;4;4;6;4;3;4;3
30/04/2020;7;5;4;9;4;3;3;3
01/05/2020;16;3;3;6;5;3;4;4
02/05/2020;12;5;5;5;5;6;5;5
03/05/2020;12;5;7;11;7;4;7;6
04/05/2020;18;10;11;14;7;7;9;8
05/05/2020;5;4;3;6;4;3;4;2
06/05/2020;6;6;5;6;6;5;5;5
07/05/2020;8;8;7;11;8;6;9;7
08/05/2020;9;9;7;5;8;6;8;8
09/05/2020;16;9;9;10;9;7;8;9
10/05/2020;5;5;3;1;3;3;4;3
11/05/2020;6;3;3;1;3;3;3;2
12/05/2020;12;4;5;5;5;5;5;4
13/05/2020;7;4;4;-;5;3;3;3
14/05/2020;6;4;4;-;4;4;4;3
15/05/2020;10;5;3;-;4;3;4;3
16/05/2020;8;4;4;-;5;4;4;3
17/05/2020;7;7;6;-;8;7;8;7
18/05/2020;8;7;5;-;7;-;8;5
19/05/2020;8;7;6;-;7;5;8;6
20/05/2020;7;8;6;4;7;4;7;5
21/05/2020;9;8;8;1;7;5;8;7
22/05/2020;20;14;13;1;13;10;14;12
23/05/2020;29;12;11;4;11;10;11;11
24/05/2020;20;8;8;1;8;6;6;7
25/05/2020;26;11;10;-;10;8;9;-
26/05/2020;22;7;8;4;7;6;8;6
27/05/2020;13;9;8;4;8;5;8;7
28/05/2020;9;8;8;6;10;7;9;8
29/05/2020;12;10;8;8;11;8;8;8
30/05/2020;16;12;8;5;10;8;9;10
31/05/2020;12;11;8;1;10;10;9;9
01/06/2020;13;10;9;-;12;9;9;8
02/06/2020;33;14;13;-;13;11;12;12
03/06/2020;30;12;11;-;15;10;11;11
04/06/2020;10;8;9;-;8;9;7;7
05/06/2020;10;5;5;4;8;6;5;4
06/06/2020;16;9;6;6;9;7;7;6
07/06/2020;18;6;7;5;7;5;6;5
08/06/2020;-;3;4;3;5;3;5;3
09/06/2020;-;4;6;3;5;3;4;4
10/06/2020;-;5;7;3;8;5;6;5
11/06/2020;-;7;7;5;8;6;8;7
12/06/2020;-;4;4;3;5;3;4;3
13/06/2020;-;4;4;5;6;5;5;4
14/06/2020;-;6;6;6;7;5;7;6
15/06/2020;-;7;6;4;8;6;7;6
16/06/2020;-;4;4;3;6;3;4;3
17/06/2020;-;4;4;3;7;6;6;4
18/06/2020;-;6;5;4;6;7;-;5
19/06/2020;-;9;9;6;8;10;8;7
20/06/2020;-;8;8;5;10;8;7;7
21/06/2020;-;8;8;7;11;8;9;8
22/06/2020;-;9;12;6;15;10;10;7
23/06/2020;-;10;13;8;13;12;11;10
24/06/2020;-;12;11;9;11;7;12;10
25/06/2020;-;13;13;9;12;9;14;12
26/06/2020;-;9;9;8;9;10;8;9
27/06/2020;-;8;7;6;10;5;7;7
28/06/2020;-;7;6;4;7;4;7;5
