Country Name,wikidata:Country,Country ISO3,Year,Indicator Name,Indicator Code,Value
Singapore,https://www.wikidata.org/wiki/Q334,SGP,2016,Agricultural land (% of land area),AG.LND.AGRI.ZS,0.930888592414402
Singapore,https://www.wikidata.org/wiki/Q334,SGP,2015,Agricultural land (% of land area),AG.LND.AGRI.ZS,0.930888592414402
Singapore,https://www.wikidata.org/wiki/Q334,SGP,2014,Agricultural land (% of land area),AG.LND.AGRI.ZS,0.930888592414402
Singapore,https://www.wikidata.org/wiki/Q334,SGP,2013,Agricultural land (% of land area),AG.LND.AGRI.ZS,0.947666259702659
Singapore,https://www.wikidata.org/wiki/Q334,SGP,2012,Agricultural land (% of land area),AG.LND.AGRI.ZS,1.03399438364163
Singapore,https://www.wikidata.org/wiki/Q334,SGP,2011,Agricultural land (% of land area),AG.LND.AGRI.ZS,1.03693182279995
Singapore,https://www.wikidata.org/wiki/Q334,SGP,2010,Agricultural land (% of land area),AG.LND.AGRI.ZS,1.0541311135417
Singapore,https://www.wikidata.org/wiki/Q334,SGP,2009,Agricultural land (% of land area),AG.LND.AGRI.ZS,0.999999982970102
Singapore,https://www.wikidata.org/wiki/Q334,SGP,2008,Agricultural land (% of land area),AG.LND.AGRI.ZS,0.999999982970102
Singapore,https://www.wikidata.org/wiki/Q334,SGP,2007,Agricultural land (% of land area),AG.LND.AGRI.ZS,1.15107915384306
Singapore,https://www.wikidata.org/wiki/Q334,SGP,2006,Agricultural land (% of land area),AG.LND.AGRI.ZS,1.08069161889042
Singapore,https://www.wikidata.org/wiki/Q334,SGP,2005,Agricultural land (% of land area),AG.LND.AGRI.ZS,1.10304785723089
Singapore,https://www.wikidata.org/wiki/Q334,SGP,2004,Agricultural land (% of land area),AG.LND.AGRI.ZS,1.16110303948317
Singapore,https://www.wikidata.org/wiki/Q334,SGP,2003,Agricultural land (% of land area),AG.LND.AGRI.ZS,1.16448332963339
Singapore,https://www.wikidata.org/wiki/Q334,SGP,2002,Agricultural land (% of land area),AG.LND.AGRI.ZS,1.77777784842033
Singapore,https://www.wikidata.org/wiki/Q334,SGP,2001,Agricultural land (% of land area),AG.LND.AGRI.ZS,1.79104484728913
Singapore,https://www.wikidata.org/wiki/Q334,SGP,2000,Agricultural land (% of land area),AG.LND.AGRI.ZS,1.79104484728913
Singapore,https://www.wikidata.org/wiki/Q334,SGP,1999,Agricultural land (% of land area),AG.LND.AGRI.ZS,1.79104484728913
Singapore,https://www.wikidata.org/wiki/Q334,SGP,1998,Agricultural land (% of land area),AG.LND.AGRI.ZS,1.79104484728913
Singapore,https://www.wikidata.org/wiki/Q334,SGP,1997,Agricultural land (% of land area),AG.LND.AGRI.ZS,1.79104484728913
Singapore,https://www.wikidata.org/wiki/Q334,SGP,1996,Agricultural land (% of land area),AG.LND.AGRI.ZS,1.79104484728913
Singapore,https://www.wikidata.org/wiki/Q334,SGP,1995,Agricultural land (% of land area),AG.LND.AGRI.ZS,1.79104484728913
Singapore,https://www.wikidata.org/wiki/Q334,SGP,1994,Agricultural land (% of land area),AG.LND.AGRI.ZS,1.79104484728913
Singapore,https://www.wikidata.org/wiki/Q334,SGP,1993,Agricultural land (% of land area),AG.LND.AGRI.ZS,1.79104484728913
Singapore,https://www.wikidata.org/wiki/Q334,SGP,1992,Agricultural land (% of land area),AG.LND.AGRI.ZS,1.79104484728913
Singapore,https://www.wikidata.org/wiki/Q334,SGP,1991,Agricultural land (% of land area),AG.LND.AGRI.ZS,1.79104484728913
Singapore,https://www.wikidata.org/wiki/Q334,SGP,1990,Agricultural land (% of land area),AG.LND.AGRI.ZS,2.98507462686567
Singapore,https://www.wikidata.org/wiki/Q334,SGP,1989,Agricultural land (% of land area),AG.LND.AGRI.ZS,2.98507462686567
Singapore,https://www.wikidata.org/wiki/Q334,SGP,1988,Agricultural land (% of land area),AG.LND.AGRI.ZS,4.47761194029851
Singapore,https://www.wikidata.org/wiki/Q334,SGP,1987,Agricultural land (% of land area),AG.LND.AGRI.ZS,4.47761194029851
Singapore,https://www.wikidata.org/wiki/Q334,SGP,1986,Agricultural land (% of land area),AG.LND.AGRI.ZS,5.97014925373134
Singapore,https://www.wikidata.org/wiki/Q334,SGP,1985,Agricultural land (% of land area),AG.LND.AGRI.ZS,7.46268656716418
Singapore,https://www.wikidata.org/wiki/Q334,SGP,1984,Agricultural land (% of land area),AG.LND.AGRI.ZS,8.95522388059701
Singapore,https://www.wikidata.org/wiki/Q334,SGP,1983,Agricultural land (% of land area),AG.LND.AGRI.ZS,8.95522388059701
Singapore,https://www.wikidata.org/wiki/Q334,SGP,1982,Agricultural land (% of land area),AG.LND.AGRI.ZS,8.95522388059701
Singapore,https://www.wikidata.org/wiki/Q334,SGP,1981,Agricultural land (% of land area),AG.LND.AGRI.ZS,10.4477611940299
Singapore,https://www.wikidata.org/wiki/Q334,SGP,1980,Agricultural land (% of land area),AG.LND.AGRI.ZS,11.9402985074627
