Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Singapore,SGP,1972,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2497
Singapore,SGP,1967,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2497
Singapore,SGP,1962,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2497
Singapore,SGP,2018,Land area (sq. km),AG.LND.TOTL.K2,709.000015258789
Singapore,SGP,2017,Land area (sq. km),AG.LND.TOTL.K2,709.000015258789
Singapore,SGP,2016,Land area (sq. km),AG.LND.TOTL.K2,709.000015258789
Singapore,SGP,2015,Land area (sq. km),AG.LND.TOTL.K2,709.000015258789
Singapore,SGP,2014,Land area (sq. km),AG.LND.TOTL.K2,709.000015258789
Singapore,SGP,2013,Land area (sq. km),AG.LND.TOTL.K2,706.999969482422
Singapore,SGP,2012,Land area (sq. km),AG.LND.TOTL.K2,705.999984741211
Singapore,SGP,2011,Land area (sq. km),AG.LND.TOTL.K2,704.000015258789
Singapore,SGP,2010,Land area (sq. km),AG.LND.TOTL.K2,701.999969482422
Singapore,SGP,2009,Land area (sq. km),AG.LND.TOTL.K2,700
Singapore,SGP,2008,Land area (sq. km),AG.LND.TOTL.K2,700
Singapore,SGP,2007,Land area (sq. km),AG.LND.TOTL.K2,695
Singapore,SGP,2006,Land area (sq. km),AG.LND.TOTL.K2,694.000015258789
Singapore,SGP,2005,Land area (sq. km),AG.LND.TOTL.K2,689.000015258789
Singapore,SGP,2004,Land area (sq. km),AG.LND.TOTL.K2,689.000015258789
Singapore,SGP,2003,Land area (sq. km),AG.LND.TOTL.K2,686.999969482422
Singapore,SGP,2002,Land area (sq. km),AG.LND.TOTL.K2,675
Singapore,SGP,2001,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,2000,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1999,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1998,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1997,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1996,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1995,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1994,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1993,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1992,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1991,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1990,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1989,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1988,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1987,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1986,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1985,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1984,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1983,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1982,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1981,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1980,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1979,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1978,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1977,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1976,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1975,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1974,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1973,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1972,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1971,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1970,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1969,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1968,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1967,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1966,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1965,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1964,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1963,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1962,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,1961,Land area (sq. km),AG.LND.TOTL.K2,670
Singapore,SGP,2010,Rural land area (sq. km),AG.LND.TOTL.RU.K2,103.5980911
Singapore,SGP,2000,Rural land area (sq. km),AG.LND.TOTL.RU.K2,103.5980911
Singapore,SGP,1990,Rural land area (sq. km),AG.LND.TOTL.RU.K2,103.5980911
Singapore,SGP,2010,Urban land area (sq. km),AG.LND.TOTL.UR.K2,565.5597534
Singapore,SGP,2000,Urban land area (sq. km),AG.LND.TOTL.UR.K2,565.5597534
Singapore,SGP,1990,Urban land area (sq. km),AG.LND.TOTL.UR.K2,565.5597534
Singapore,SGP,2018,Surface area (sq. km),AG.SRF.TOTL.K2,719.000015258789
Singapore,SGP,2017,Surface area (sq. km),AG.SRF.TOTL.K2,719.000015258789
Singapore,SGP,2016,Surface area (sq. km),AG.SRF.TOTL.K2,719.000015258789
Singapore,SGP,2015,Surface area (sq. km),AG.SRF.TOTL.K2,719.000015258789
Singapore,SGP,2014,Surface area (sq. km),AG.SRF.TOTL.K2,719.000015258789
Singapore,SGP,2013,Surface area (sq. km),AG.SRF.TOTL.K2,716.999969482422
Singapore,SGP,2012,Surface area (sq. km),AG.SRF.TOTL.K2,715.999984741211
Singapore,SGP,2011,Surface area (sq. km),AG.SRF.TOTL.K2,714.000015258789
Singapore,SGP,2010,Surface area (sq. km),AG.SRF.TOTL.K2,711.999969482422
Singapore,SGP,2009,Surface area (sq. km),AG.SRF.TOTL.K2,710
Singapore,SGP,2008,Surface area (sq. km),AG.SRF.TOTL.K2,710
Singapore,SGP,2007,Surface area (sq. km),AG.SRF.TOTL.K2,705
Singapore,SGP,2006,Surface area (sq. km),AG.SRF.TOTL.K2,704.000015258789
Singapore,SGP,2005,Surface area (sq. km),AG.SRF.TOTL.K2,699.000015258789
Singapore,SGP,2004,Surface area (sq. km),AG.SRF.TOTL.K2,699.000015258789
Singapore,SGP,2003,Surface area (sq. km),AG.SRF.TOTL.K2,696.999969482422
Singapore,SGP,2002,Surface area (sq. km),AG.SRF.TOTL.K2,685
Singapore,SGP,2001,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,2000,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1999,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1998,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1997,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1996,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1995,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1994,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1993,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1992,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1991,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1990,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1989,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1988,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1987,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1986,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1985,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1984,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1983,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1982,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1981,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1980,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1979,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1978,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1977,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1976,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1975,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1974,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1973,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1972,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1971,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1970,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1969,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1968,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1967,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1966,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1965,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1964,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1963,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1962,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,1961,Surface area (sq. km),AG.SRF.TOTL.K2,680
Singapore,SGP,2016,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100
Singapore,SGP,2015,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100
Singapore,SGP,2014,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100
Singapore,SGP,2013,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100
