Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Singapore,SGP,2003,CO2 emissions (kg per 2017 PPP $ of GDP),EN.ATM.CO2E.PP.GD.KD,0.128409578741454
Singapore,SGP,2002,CO2 emissions (kg per 2017 PPP $ of GDP),EN.ATM.CO2E.PP.GD.KD,0.203643501911019
Singapore,SGP,2001,CO2 emissions (kg per 2017 PPP $ of GDP),EN.ATM.CO2E.PP.GD.KD,0.221966101111775
Singapore,SGP,2000,CO2 emissions (kg per 2017 PPP $ of GDP),EN.ATM.CO2E.PP.GD.KD,0.217220145770863
Singapore,SGP,1999,CO2 emissions (kg per 2017 PPP $ of GDP),EN.ATM.CO2E.PP.GD.KD,0.241994768147994
Singapore,SGP,1998,CO2 emissions (kg per 2017 PPP $ of GDP),EN.ATM.CO2E.PP.GD.KD,0.24842638147164
Singapore,SGP,1997,CO2 emissions (kg per 2017 PPP $ of GDP),EN.ATM.CO2E.PP.GD.KD,0.29201414666789
Singapore,SGP,1996,CO2 emissions (kg per 2017 PPP $ of GDP),EN.ATM.CO2E.PP.GD.KD,0.269043704112286
Singapore,SGP,1995,CO2 emissions (kg per 2017 PPP $ of GDP),EN.ATM.CO2E.PP.GD.KD,0.245366813314549
Singapore,SGP,1994,CO2 emissions (kg per 2017 PPP $ of GDP),EN.ATM.CO2E.PP.GD.KD,0.384707357077333
Singapore,SGP,1993,CO2 emissions (kg per 2017 PPP $ of GDP),EN.ATM.CO2E.PP.GD.KD,0.354680941582426
Singapore,SGP,1992,CO2 emissions (kg per 2017 PPP $ of GDP),EN.ATM.CO2E.PP.GD.KD,0.374011269688418
Singapore,SGP,1991,CO2 emissions (kg per 2017 PPP $ of GDP),EN.ATM.CO2E.PP.GD.KD,0.372840740725672
Singapore,SGP,1990,CO2 emissions (kg per 2017 PPP $ of GDP),EN.ATM.CO2E.PP.GD.KD,0.39097940183729
Singapore,SGP,2016,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,1833.5
Singapore,SGP,2015,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,1752.826
Singapore,SGP,2014,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,1675.819
Singapore,SGP,2013,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,1136.77
Singapore,SGP,2012,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,102.676
Singapore,SGP,2011,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,25.669
Singapore,SGP,2010,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,25.669
Singapore,SGP,2009,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,14.668
Singapore,SGP,2008,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,18.335
Singapore,SGP,2007,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,25.669
Singapore,SGP,2006,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,14.668
Singapore,SGP,2005,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,11.001
Singapore,SGP,2004,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,40.337
Singapore,SGP,2003,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,33.003
Singapore,SGP,2002,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0
Singapore,SGP,2001,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0
Singapore,SGP,2000,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0
Singapore,SGP,1999,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0
Singapore,SGP,1998,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0
Singapore,SGP,1997,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0
Singapore,SGP,1996,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0
Singapore,SGP,1995,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,40.337
Singapore,SGP,1994,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,88.008
Singapore,SGP,1993,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,73.34
Singapore,SGP,1992,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,66.006
Singapore,SGP,1991,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,44.004
Singapore,SGP,1990,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,77.007
Singapore,SGP,1989,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,44.004
Singapore,SGP,1988,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,47.671
Singapore,SGP,1987,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,40.337
Singapore,SGP,1986,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,25.669
Singapore,SGP,1985,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,44.004
Singapore,SGP,1984,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,22.002
Singapore,SGP,1983,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,11.001
Singapore,SGP,1982,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,7.334
Singapore,SGP,1981,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,18.335
Singapore,SGP,1980,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,11.001
Singapore,SGP,1979,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,3.667
Singapore,SGP,1978,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,14.668
Singapore,SGP,1977,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,14.668
Singapore,SGP,1976,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,11.001
Singapore,SGP,1975,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,3.667
Singapore,SGP,1974,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,18.335
Singapore,SGP,1973,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,14.668
Singapore,SGP,1972,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,11.001
Singapore,SGP,1971,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,14.668
Singapore,SGP,1970,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,11.001
Singapore,SGP,1969,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,7.334
Singapore,SGP,1968,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,22.002
Singapore,SGP,1967,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,7.334
Singapore,SGP,1966,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,14.668
Singapore,SGP,1965,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,11.001
Singapore,SGP,1964,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,22.002
Singapore,SGP,1963,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,22.002
Singapore,SGP,1962,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,29.336
Singapore,SGP,1961,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,7.334
Singapore,SGP,1960,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,11.001
Singapore,SGP,2016,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,4.88472059398203
Singapore,SGP,2015,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,2.85236901778255
Singapore,SGP,2014,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,2.95850326924322
Singapore,SGP,2013,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,2.02587897006927
Singapore,SGP,2012,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,0.205383994718697
Singapore,SGP,2011,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,0.0548933500627353
Singapore,SGP,2010,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,0.0440140845070423
Singapore,SGP,2009,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,0.0250125062531266
Singapore,SGP,2008,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,0.0507408159123199
Singapore,SGP,2007,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,0.128818549871181
Singapore,SGP,2006,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,0.0476247172282415
Singapore,SGP,2005,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,0.0362362604179249
Singapore,SGP,2004,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,0.141661300708307
Singapore,SGP,2003,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,0.106007067137809
Singapore,SGP,2002,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,0
Singapore,SGP,2001,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,0
Singapore,SGP,2000,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,0
Singapore,SGP,1999,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,0
Singapore,SGP,1998,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,0
Singapore,SGP,1997,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,0
Singapore,SGP,1996,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,0
Singapore,SGP,1995,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,0.0956438570559082
Singapore,SGP,1994,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,0.142678794364188
Singapore,SGP,1993,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,0.14327673902142
Singapore,SGP,1992,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,0.136301681054066
Singapore,SGP,1991,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,0.0972053462940462
Singapore,SGP,1990,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,0.173067413878358
Singapore,SGP,1989,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,0.105051212466077
Singapore,SGP,1988,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,0.132033313020516
Singapore,SGP,1987,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,0.123734533183352
Singapore,SGP,1986,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,0.0732830820770519
Singapore,SGP,1985,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,0.131680017557336
Singapore,SGP,1984,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,0.0658689208475134
Singapore,SGP,1983,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,0.0314333612740989
Singapore,SGP,1982,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,0.0246517934179712
Singapore,SGP,1981,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,0.0682873531821907
Singapore,SGP,1980,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,0.0349976668222119
Singapore,SGP,1979,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,0.0101512536798295
Singapore,SGP,1978,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,0.0442282176028306
Singapore,SGP,1977,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,0.0518134715025907
Singapore,SGP,1976,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,0.0366255646441216
Singapore,SGP,1975,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,0.0149409831166891
Singapore,SGP,1974,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,0.0834585211150058
Singapore,SGP,1973,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,0.0691204423708312
Singapore,SGP,1972,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,0.0494641384995878
Singapore,SGP,1971,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,0.0883977900552486
Singapore,SGP,1970,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,0.0604107933950866
Singapore,SGP,1969,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,0.101781170483461
Singapore,SGP,1968,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,0.40595399188092
Singapore,SGP,1967,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,0.239808153477218
Singapore,SGP,1966,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,2.17391304347826
Singapore,SGP,1965,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,0.434782608695652
Singapore,SGP,1964,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,0.594059405940594
Singapore,SGP,1963,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,0.647249190938511
Singapore,SGP,1962,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,1.13798008534851
Singapore,SGP,1961,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,0.350262697022767
Singapore,SGP,1960,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,0.789473684210526
Singapore,SGP,2012,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,6773.4447713345
Singapore,SGP,2011,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,5257.3639812641
Singapore,SGP,2010,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,2893.2445156371
Singapore,SGP,2009,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,3336.0821651517
Singapore,SGP,2008,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,1694.7513549805
Singapore,SGP,2007,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,2131.53911132811
Singapore,SGP,2006,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,2399.2789489746
Singapore,SGP,2005,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,3041.0112060547
Singapore,SGP,2004,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,391.237829589798
Singapore,SGP,2003,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,-9723.1244812012
Singapore,SGP,2001,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,-8889.4712890625
Singapore,SGP,2012,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,413.383131030188
Singapore,SGP,2011,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,413.383131030188
Singapore,SGP,2010,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,413.383131030188
Singapore,SGP,2009,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,382.415188297541
Singapore,SGP,2008,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,411.204481792716
Singapore,SGP,2007,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,376.812947401183
Singapore,SGP,2006,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,342.888266417677
Singapore,SGP,2005,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,290.133831310301
Singapore,SGP,2004,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,267.724867724867
Singapore,SGP,2003,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,261.500155617802
Singapore,SGP,2002,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,227.108621226267
Singapore,SGP,2001,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,193.962029256146
Singapore,SGP,2000,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,119.421101774042
Singapore,SGP,1999,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,99.5020230314342
Singapore,SGP,1998,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,54.5284780578894
Singapore,SGP,1997,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,57.6495487083718
Singapore,SGP,1996,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,45.3988484282599
Singapore,SGP,1995,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,31.4365079365072
Singapore,SGP,1994,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,16.2447868036095
Singapore,SGP,1993,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,16.0079365079354
Singapore,SGP,1992,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,12.3784624961091
Singapore,SGP,1991,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,13.9156551509485
Singapore,SGP,2012,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,55910.2813044732
Singapore,SGP,2011,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,54413.5540095278
Singapore,SGP,2010,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,52731.9988239379
Singapore,SGP,2009,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,49828.2152938626
Singapore,SGP,2008,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,50059.9548
Singapore,SGP,2007,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,49828.815
Singapore,SGP,2006,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,48418.7996
Singapore,SGP,2005,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,47597.8146
Singapore,SGP,2004,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,44836.6314
Singapore,SGP,2003,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,43165.6467
Singapore,SGP,2001,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,49851.518
Singapore,SGP,2010,HFC gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.HFCG.KT.CE,2207
Singapore,SGP,2008,HFC gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.HFCG.KT.CE,1876.4
Singapore,SGP,2005,HFC gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.HFCG.KT.CE,1429.7
Singapore,SGP,2000,HFC gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.HFCG.KT.CE,728.9
Singapore,SGP,1990,HFC gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.HFCG.KT.CE,12.6
Singapore,SGP,2008,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,32.7955644501139
Singapore,SGP,2007,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,31.2930542099476
Singapore,SGP,2006,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,29.8215859208145
Singapore,SGP,2005,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,28.3671507996705
Singapore,SGP,2004,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,26.6770026768717
Singapore,SGP,2003,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,25.3744630890582
Singapore,SGP,2002,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,28.505369392194
Singapore,SGP,2001,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,13.6732395521634
Singapore,SGP,2000,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,24.3708251455779
Singapore,SGP,1999,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,27.5107878014102
Singapore,SGP,1998,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,18.3402435704941
Singapore,SGP,1997,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,32.1373826764473
Singapore,SGP,1996,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,33.239165553258
Singapore,SGP,1995,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,46.5469256611365
Singapore,SGP,1994,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,39.2315685592567
Singapore,SGP,1993,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,43.6392525712226
Singapore,SGP,1992,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,61.2025700380193
Singapore,SGP,1991,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,44.7135603095856
Singapore,SGP,1990,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,55.5701809842554
Singapore,SGP,1989,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,39.0942287185812
Singapore,SGP,1988,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,50.4855333606623
Singapore,SGP,1987,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,75.2328783543526
Singapore,SGP,1986,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,66.0151238860966
Singapore,SGP,1985,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,72.9622565972134
Singapore,SGP,1984,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,89.037410686919
Singapore,SGP,1983,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,123.664129574978
Singapore,SGP,1982,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,89.517787588503
Singapore,SGP,1981,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,97.8588243303399
Singapore,SGP,1980,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,112.909487258358
Singapore,SGP,1979,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,117.951597046317
Singapore,SGP,1978,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,121.14264925085
Singapore,SGP,1977,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,126.12536375195
Singapore,SGP,1976,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,98.4837572760809
Singapore,SGP,1975,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,99.3826946882314
Singapore,SGP,1974,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,111.196156405851
Singapore,SGP,1973,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,140.310733492069
Singapore,SGP,1972,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,114.954235715844
Singapore,SGP,1971,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,102.187603063207
Singapore,SGP,1970,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,114.808355516148
Singapore,SGP,1969,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,0
Singapore,SGP,2008,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,1.40290476710402
Singapore,SGP,2007,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,1.35056167394381
Singapore,SGP,2006,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,1.30509080536776
Singapore,SGP,2005,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,1.24720925057357
Singapore,SGP,2004,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,1.20412928587615
Singapore,SGP,2003,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,1.16888839650723
Singapore,SGP,2002,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,1.32300666912006
Singapore,SGP,2001,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,0.731244026406435
Singapore,SGP,2000,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,1.44687215150844
Singapore,SGP,1999,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,1.73418650017084
Singapore,SGP,1998,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,1.16624444836188
Singapore,SGP,1997,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,2.00509004151806
Singapore,SGP,1996,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,2.08265448328684
Singapore,SGP,1995,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,3.00291122028415
Singapore,SGP,1994,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,2.64320922217813
