COD_TIPO_DATO;TIPO_DATO;IDENTIFICADOR_MINT;COD_NDP;DIRECCION_COMPLETA;DIRECCION AUXILIAR;COD_VIAL;CLASE_VIAL;PARTICULAS_VIAL;NOMBRE_VIAL;TIPO_NÚMERO;NÚMERO;COD_BARRIO;BARRIO;COD_DISTRITO;DISTRITO;UTMX;UTMY;LATITUD;LONGITUD;DÍA SEMANA;TURNO;HORA INICIO;HORA FINAL;DIRRECCIONHORA
;Punto Limpio Móvil;;;Calle  Humanes, 27 ;;;Calle;;Humanes;número;27;;;13;PUENTE VALLECAS;445210,15;4471826,88;40.39524315;-3.645605693;MARTES;TARDE;15:45;17:15;Calle  Humanes, 27  (MARTES TARDE 15:45- 17:15)
;Punto Limpio Móvil;;;Calle  Montearagón, 11 ;;;Calle;;Montearagón;número;11;;;16;HORTALEZA;444177,72;4479401,51;40.46341089;-3.658435542;MARTES;TARDE;15:45;17:15;Calle  Montearagón, 11  (MARTES TARDE 15:45- 17:15)
;Punto Limpio Móvil;;;Calle  Príncipe, 18 ;;;Calle;;Príncipe;número;18;;;01;CENTRO;440580,55;4474086,94;40.41528547;-3.700364984;MARTES;TARDE;15:45;17:15;Calle  Príncipe, 18  (MARTES TARDE 15:45- 17:15)
;Punto Limpio Móvil;;;Avenida  Rafaela Ybarra, 20 ;;;Avenida;;Rafaela Ybarra;número;20;;;12;USERA;439616,80;4470396,11;40.38196732;-3.711373636;MARTES;TARDE;17:30;19:00;Avenida  Rafaela Ybarra, 20  (MARTES TARDE 17:30- 19:00)
;Punto Limpio Móvil;;;Avenida  de Buenos Aires, 25 ;;;Avenida;;de Buenos Aires;número;25;;;13;PUENTE VALLECAS;444594,75;4470982,35;40.3875944;-3.652783229;MARTES;TARDE;19:15;20:45;Avenida  de Buenos Aires, 25  (MARTES TARDE 19:15- 20:45)
;Punto Limpio Móvil;;;Calle  Ezequiel Solana, 73 ;;;Calle;;Ezequiel Solana;número;73;;;15;CIUDAD LINEAL;445454,96;4475511,91;40.42845615;-3.643037113;MARTES;TARDE;19:15;20:45;Calle  Ezequiel Solana, 73  (MARTES TARDE 19:15- 20:45)
;Punto Limpio Móvil;;;Calle  Ribera de Curtidores, 37- (A, B, C) ;;;Calle;;Ribera de Curtidores;número;37- (A, B, C);;;01;CENTRO;439996,74;4473123,76;40.40656682;-3.707154966;MARTES;TARDE;19:15;20:45;Calle  Ribera de Curtidores, 37- (A, B, C)  (MARTES TARDE 19:15- 20:45)
;Punto Limpio Móvil;;;Calle  Manuel Noya, 15 ;;;Calle;;Manuel Noya;número;15;;;12;USERA;439532,69;4470930,76;40.38677762;-3.712415205;MARTES;TARDE;19:15;20:45;Calle  Manuel Noya, 15  (MARTES TARDE 19:15- 20:45)
;Punto Limpio Móvil;;;Avenida  Victoria, 77 ;;;Avenida;;Victoria;número;77;;;09;MONCLOA-ARAVACA;429298,03;4480698,94;40.47396543;-3.834073426;MIÉRCOLES;MAÑANA;7:00;8:30;Avenida  Victoria, 77  (MIÉRCOLES MAÑANA 7:00- 8:30)
;Punto Limpio Móvil;;;Calle  Trompas, 15 ;;;Calle;;Trompas;número;15;;;10;LATINA;435002,22;4469264,49;40.37142604;-3.7656181;MIÉRCOLES;MAÑANA;7:00;8:30;Calle  Trompas, 15  (MIÉRCOLES MAÑANA 7:00- 8:30)
;Punto Limpio Móvil;;;Avenida  Institución Libre de Enseñanza, 1 ;;;Avenida;;Institución Libre de Enseñanza;número;1;;;20;SAN BLAS-CANILLEJAS;445922,76;4476537,04;40.43772165;-3.637609719;MIÉRCOLES;MAÑANA;7:00;8:30;Avenida  Institución Libre de Enseñanza, 1  (MIÉRCOLES MAÑANA 7:00- 8:30)
;Punto Limpio Móvil;;;Calle  Joaquín Turina, 62 ;;;Calle;;Joaquín Turina;número;62;;;11;CARABANCHEL;435614,07;4469349,07;40.37223546;-3.758420175;MIÉRCOLES;MAÑANA;7:00;8:30;Calle  Joaquín Turina, 62  (MIÉRCOLES MAÑANA 7:00- 8:30)
;Punto Limpio Móvil;;;Paseo  Alberto Palacios, 1 Intersección con Plaza Ágata;Intersección con Plaza Ágata;;Paseo;;Alberto Palacios;número;1;;;17;VILLAVERDE;439756,38;4466455,18;40.34647541;-3.709357091;MIÉRCOLES;MAÑANA;7:00;8:30;Paseo  Alberto Palacios, 1 Intersección con Plaza Ágata (MIÉRCOLES MAÑANA 7:00- 8:30)
;Punto Limpio Móvil;;;Avenida  Valdemarín, 71 A Intersección con Calle Cisne;Intersección con Calle Cisne;;Avenida;;Valdemarín;número;71 A;;;09;MONCLOA-ARAVACA;434014,29;4480227,88;40.47011006;-3.778391577;MIÉRCOLES;MAÑANA;8:45;10:15;Avenida  Valdemarín, 71 A Intersección con Calle Cisne (MIÉRCOLES MAÑANA 8:45- 10:15)
;Punto Limpio Móvil;;;Calle  Castillo de Uclés,  Intersección con Calle Castillo de Simancas y frente a Calle Yuncos, 1;Intersección con Calle Castillo de Simancas y frente a Calle Yuncos, 1;;Calle;;Castillo de Uclés;;;;;20;SAN BLAS-CANILLEJAS;447136,02;4475688,59;40.43015635;-3.623234722;MIÉRCOLES;MAÑANA;8:45;10:15;Calle  Castillo de Uclés,  Intersección con Calle Castillo de Simancas y frente a Calle Yuncos, 1 (MIÉRCOLES MAÑANA 8:45- 10:15)
;Punto Limpio Móvil;;;Calle  Guareña,  Al lado Auditorio Paco de Lucia;Al lado Auditorio Paco de Lucia;;Calle;;Guareña;;;;;10;LATINA;435085,62;4470795,23;40.38522206;-3.764791741;MIÉRCOLES;MAÑANA;8:45;10:15;Calle  Guareña,  Al lado Auditorio Paco de Lucia (MIÉRCOLES MAÑANA 8:45- 10:15)
;Punto Limpio Móvil;;;Plaza  de los Navarros,  Entre Calle Albares de la Ribera y Calle Alberca de Zancara;Entre Calle Albares de la Ribera y Calle Alberca de Zancara;;Plaza;;de los Navarros;;;;;11;CARABANCHEL;436998,09;4469561,33;40.37425336;-3.742139687;MIÉRCOLES;MAÑANA;8:45;10:15;Plaza  de los Navarros,  Entre Calle Albares de la Ribera y Calle Alberca de Zancara (MIÉRCOLES MAÑANA 8:45- 10:15)
;Punto Limpio Móvil;;;Paseo  Alberto Palacios, 76 ;;;Paseo;;Alberto Palacios;número;76;;;17;VILLAVERDE;439229,76;4466149,51;40.34368355;-3.715528398;MIÉRCOLES;MAÑANA;8:45;10:15;Paseo  Alberto Palacios, 76  (MIÉRCOLES MAÑANA 8:45- 10:15)
;Punto Limpio Móvil;;;Calle  Godella,  Detrás del número 100, en la plaza frente al 116;Detrás del número 100, en la plaza frente al 116;;Calle;;Godella;;;;;17;VILLAVERDE;441525,68;4465807,01;40.340762;-3.688466;MIÉRCOLES;MAÑANA;10:30;12:00;Calle  Godella,  Detrás del número 100, en la plaza frente al 116 (MIÉRCOLES MAÑANA 10:30- 12:00)
;Punto Limpio Móvil;;;Calle  Illescas, 117 ;;;Calle;;Illescas;número;117;;;10;LATINA;435391,82;4471712,37;40.39350783;-3.761277537;MIÉRCOLES;MAÑANA;10:30;12:00;Calle  Illescas, 117  (MIÉRCOLES MAÑANA 10:30- 12:00)
;Punto Limpio Móvil;;;Calle  Lope de Haro, 36 ;;;Calle;;Lope de Haro;número;36;;;06;TETUAN;440251,84;4478691,42;40.45674114;-3.704672112;MIÉRCOLES;MAÑANA;10:30;12:00;Calle  Lope de Haro, 36  (MIÉRCOLES MAÑANA 10:30- 12:00)
;Punto Limpio Móvil;;;Calle  Toboso, 134 ;;;Calle;;Toboso;número;134;;;11;CARABANCHEL;437480,77;4471691,97;40.39348348;-3.736663419;MIÉRCOLES;MAÑANA;10:30;12:00;Calle  Toboso, 134  (MIÉRCOLES MAÑANA 10:30- 12:00)
;Punto Limpio Móvil;;;Calle  Antonio López, 88 ;;;Calle;;Antonio López;número;88;;;11;CARABANCHEL;439936,82;4471709,68;40.39382375;-3.707727615;MIÉRCOLES;MAÑANA;12:15;13:45;Calle  Antonio López, 88  (MIÉRCOLES MAÑANA 12:15- 13:45)
;Punto Limpio Móvil;;;Calle  Berrocal, 14 ;;;Calle;;Berrocal;número;14;;;17;VILLAVERDE;442442,55;4466535,77;40.34739104;-3.677737378;MIÉRCOLES;MAÑANA;12:15;13:45;Calle  Berrocal, 14  (MIÉRCOLES MAÑANA 12:15- 13:45)
;Punto Limpio Móvil;;;Calle  Cardaño, 8 En la Plaza Patricio Martínez;En la Plaza Patricio Martínez;;Calle;;Cardaño;número;8;;;10;LATINA;434616,70;4472057,03;40.39655217;-3.770445426;MIÉRCOLES;MAÑANA;12:15;13:45;Calle  Cardaño, 8 En la Plaza Patricio Martínez (MIÉRCOLES MAÑANA 12:15- 13:45)
;Punto Limpio Móvil;;;Calle  Marqués de Urquijo, 2 ;;;Calle;;Marqués de Urquijo;número;2;;;09;MONCLOA-ARAVACA;439212,03;4475798,68;40.43060674;-3.716657855;MIÉRCOLES;MAÑANA;12:15;13:45;Calle  Marqués de Urquijo, 2  (MIÉRCOLES MAÑANA 12:15- 13:45)
;Punto Limpio Móvil;;;Calle  Casalarreina, 3 Intersección con Plaza de la Vicalvarada;Intersección con Plaza de la Vicalvarada;;Calle;;Casalarreina;número;3;;;19;VICALVARO;448194,60;4473379,15;40.409418;-3.610567255;MIÉRCOLES;TARDE;14:00;15:30;Calle  Casalarreina, 3 Intersección con Plaza de la Vicalvarada (MIÉRCOLES TARDE 14:00- 15:30)
;Punto Limpio Móvil;;;Calle  Ciudadania, 6 ;;;Calle;;Ciudadania;número;6;;;17;VILLAVERDE;441214,79;4467553,92;40.35647756;-3.692286994;MIÉRCOLES;TARDE;14:00;15:30;Calle  Ciudadania, 6  (MIÉRCOLES TARDE 14:00- 15:30)
;Punto Limpio Móvil;;;Calle  Francos Rodríguez, 102 ;;;Calle;;Francos Rodríguez;número;102;;;09;MONCLOA-ARAVACA;439565,13;4478826,55;40.45790876;-3.712783422;MIÉRCOLES;TARDE;14:00;15:30;Calle  Francos Rodríguez, 102  (MIÉRCOLES TARDE 14:00- 15:30)
;Punto Limpio Móvil;;;Calle  Nuria, 59 En frente del Centro Comercial;En frente del Centro Comercial;;Calle;;Nuria;número;59;;;08;FUENCARRAL;440009,17;4482762,54;40.49339779;-3.707919056;MIÉRCOLES;TARDE;14:00;15:30;Calle  Nuria, 59 En frente del Centro Comercial (MIÉRCOLES TARDE 14:00- 15:30)
;Punto Limpio Móvil;;;Calle  San Braulio,  En la acera del Mercado Municipal de San Isidro, frente al número 3;En la acera del Mercado Municipal de San Isidro, frente al número 3;;Calle;;San Braulio;;;;;11;CARABANCHEL;438469,30;4471471,06;40.39156704;-3.724995152;MIÉRCOLES;TARDE;14:00;15:30;Calle  San Braulio,  En la acera del Mercado Municipal de San Isidro, frente al número 3 (MIÉRCOLES TARDE 14:00- 15:30)
;Punto Limpio Móvil;;;Calle  Tembleque , 64 ;;;Calle;;Tembleque ;número;64;;;10;LATINA;435476,34;4471898,29;40.39518922;-3.760300561;MIÉRCOLES;TARDE;14:00;15:30;Calle  Tembleque , 64  (MIÉRCOLES TARDE 14:00- 15:30)
;Punto Limpio Móvil;;;Calle  Alhambra,  Acera de enfrente al número 30;Acera de enfrente al número 30;;Calle;;Alhambra;;;;;10;LATINA;436815,31;4472519,63;40.40088914;-3.744586083;MIÉRCOLES;TARDE;15:45;17:15;Calle  Alhambra,  Acera de enfrente al número 30 (MIÉRCOLES TARDE 15:45- 17:15)
;Punto Limpio Móvil;;;Avenida  Monasterio de Silos, 85 ;;;Avenida;;Monasterio de Silos;número;85;;;08;FUENCARRAL;441374,21;4484571,09;40.50978743;-3.691979444;MIÉRCOLES;TARDE;15:45;17:15;Avenida  Monasterio de Silos, 85  (MIÉRCOLES TARDE 15:45- 17:15)
;Punto Limpio Móvil;;;Calle  Tertulia,  Intersección con Calle Círculo;Intersección con Calle Círculo;;Calle;;Tertulia;;;;;17;VILLAVERDE;441157,83;4468197,15;40.36226806;-3.693017119;MIÉRCOLES;TARDE;15:45;17:15;Calle  Tertulia,  Intersección con Calle Círculo (MIÉRCOLES TARDE 15:45- 17:15)
;Punto Limpio Móvil;;;Calle  Villardondiego, 39-41 ;;;Calle;;Villardondiego;número;39-41;;;19;VICALVARO;448405,20;4472827,04;40.40445729;-3.60804054;MIÉRCOLES;TARDE;15:45;17:15;Calle  Villardondiego, 39-41  (MIÉRCOLES TARDE 15:45- 17:15)
;Punto Limpio Móvil;;;Calle  Aviador Zorita, 42 ;;;Calle;;Aviador Zorita;número;42;;;06;TETUAN;440810,54;4478065,39;40.45114155;-3.69802484;MIÉRCOLES;TARDE;17:30;19:00;Calle  Aviador Zorita, 42  (MIÉRCOLES TARDE 17:30- 19:00)
;Punto Limpio Móvil;;;Calle  Estella, 21 ;;;Calle;;Estella;número;21;;;08;FUENCARRAL;442850,98;4483154,23;40.49712684;-3.674421941;MIÉRCOLES;TARDE;17:30;19:00;Calle  Estella, 21  (MIÉRCOLES TARDE 17:30- 19:00)
;Punto Limpio Móvil;;;Calle  Eugenia de Montijo, 76 ;;;Calle;;Eugenia de Montijo;número;76;;;11;CARABANCHEL;436561,38;4470107,22;40.37913785;-3.747337904;MIÉRCOLES;TARDE;17:30;19:00;Calle  Eugenia de Montijo, 76  (MIÉRCOLES TARDE 17:30- 19:00)
;Punto Limpio Móvil;;;Calle  Higueras, 45 ;;;Calle;;Higueras;número;45;;;10;LATINA;436775,56;4473012,46;40.40532577;-3.745103375;MIÉRCOLES;TARDE;17:30;19:00;Calle  Higueras, 45  (MIÉRCOLES TARDE 17:30- 19:00)
;Punto Limpio Móvil;;;Calle  La del Manojo de Rosas, 14 ;;;Calle;;La del Manojo de Rosas;número;14;;;17;VILLAVERDE;440769,53;4467935,53;40.35988379;-3.697565708;MIÉRCOLES;TARDE;17:30;19:00;Calle  La del Manojo de Rosas, 14  (MIÉRCOLES TARDE 17:30- 19:00)
;Punto Limpio Móvil;;;Calle  Golondrina,  Frente a Avenida del Talgo, 234;Frente a Avenida del Talgo, 234;;Calle;;Golondrina;;;;;09;MONCLOA-ARAVACA;433424,52;4477724,42;40.44751121;-3.785085494;MIÉRCOLES;TARDE;17:30;19:00;Calle  Golondrina,  Frente a Avenida del Talgo, 234 (MIÉRCOLES TARDE 17:30- 19:00)
;Punto Limpio Móvil;;;Calle  Minerva, 7 ;;;Calle;;Minerva;número;7;;;19;VICALVARO;449254,82;4472752,19;40.40383525;-3.598022415;MIÉRCOLES;TARDE;17:30;19:00;Calle  Minerva, 7  (MIÉRCOLES TARDE 17:30- 19:00)
;Punto Limpio Móvil;;;Avenida  Santo Domingo de la Calzada, 27 ;;;Avenida;;Santo Domingo de la Calzada;número;27;;;08;FUENCARRAL;443304,70;4484255,94;40.50708261;-3.669166507;MIÉRCOLES;TARDE;19:15;20:45;Avenida  Santo Domingo de la Calzada, 27  (MIÉRCOLES TARDE 19:15- 20:45)
;Punto Limpio Móvil;;;Calle  Abad Juan Catalán, 52-56 ;;;Calle;;Abad Juan Catalán;número;52-56;;;19;VICALVARO;449729,34;4473042,68;40.40648092;-3.592453479;MIÉRCOLES;TARDE;19:15;20:45;Calle  Abad Juan Catalán, 52-56  (MIÉRCOLES TARDE 19:15- 20:45)
;Punto Limpio Móvil;;;Calle  Caramuel, 6 Entre los números 6 y 8;Entre los números 6 y 8;;Calle;;Caramuel;número;6;;;10;LATINA;438307,81;4473864,88;40.41311972;-3.727129825;MIÉRCOLES;TARDE;19:15;20:45;Calle  Caramuel, 6 Entre los números 6 y 8 (MIÉRCOLES TARDE 19:15- 20:45)
;Punto Limpio Móvil;;;Calle  Mutual, 2 Intersección con Avenida de la Peseta;Intersección con Avenida de la Peseta;;Calle;;Mutual;número;2;;;11;CARABANCHEL;436543,24;4468367,68;40.36346589;-3.747378466;MIÉRCOLES;TARDE;19:15;20:45;Calle  Mutual, 2 Intersección con Avenida de la Peseta (MIÉRCOLES TARDE 19:15- 20:45)
;Punto Limpio Móvil;;;Calle  La del Manojo de Rosas, 95 ;;;Calle;;La del Manojo de Rosas;número;95;;;17;VILLAVERDE;440687,52;4467186,95;40.35313432;-3.698461892;MIÉRCOLES;TARDE;19:15;20:45;Calle  La del Manojo de Rosas, 95  (MIÉRCOLES TARDE 19:15- 20:45)
;Punto Limpio Móvil;;;Calle  Orense, 9 ;;;Calle;;Orense;número;9;;;06;TETUAN;441017,20;4477688,81;40.44776383;-3.69555288;MIÉRCOLES;TARDE;19:15;20:45;Calle  Orense, 9  (MIÉRCOLES TARDE 19:15- 20:45)
;Punto Limpio Móvil;;;Calle  Virgen de los Rosales,  Acera de enfrente al número 88;Acera de enfrente al número 88;;Calle;;Virgen de los Rosales;;;;;09;MONCLOA-ARAVACA;433943,46;4478393,51;40.45358;-3.779036127;MIÉRCOLES;TARDE;19:15;20:45;Calle  Virgen de los Rosales,  Acera de enfrente al número 88 (MIÉRCOLES TARDE 19:15- 20:45)
;Punto Limpio Móvil;;;Avenida  Gran Vía del Suereste, 55 ;;;Avenida;;Gran Vía del Suereste;número;55;;;18;VILLA DE VALLECAS;449631,14;4467582,44;40.35728524;-3.59317915;JUEVES;MAÑANA;7:00;8:30;Avenida  Gran Vía del Suereste, 55  (JUEVES MAÑANA 7:00- 8:30)
;Punto Limpio Móvil;;;Calle  Santa Marta, 15 ;;;Calle;;Santa Marta;número;15;;;13;PUENTE VALLECAS;443822,93;4472671,33;40.40275803;-3.662025225;JUEVES;MAÑANA;7:00;8:30;Calle  Santa Marta, 15  (JUEVES MAÑANA 7:00- 8:30)
;Punto Limpio Móvil;;;Paseo  Marqués de Zafra, 32 ;;;Paseo;;Marqués de Zafra;número;32;;;04;SALAMANCA;443646,54;4475219,93;40.42570533;-3.664329592;JUEVES;MAÑANA;7:00;8:30;Paseo  Marqués de Zafra, 32  (JUEVES MAÑANA 7:00- 8:30)
;Punto Limpio Móvil;;;Avenida  Gran Vía del Suereste, 11 ;;;Avenida;;Gran Vía del Suereste;número;11;;;18;VILLA DE VALLECAS;450106,99;4468329,42;40.36404321;-3.587633913;JUEVES;MAÑANA;8:45;10:15;Avenida  Gran Vía del Suereste, 11  (JUEVES MAÑANA 8:45- 10:15)
;Punto Limpio Móvil;;;Calle  Goya, 107 ;;;Calle;;Goya;número;107;;;04;SALAMANCA;442907,80;4475125,97;40.42480849;-3.673029266;JUEVES;MAÑANA;8:45;10:15;Calle  Goya, 107  (JUEVES MAÑANA 8:45- 10:15)
;Punto Limpio Móvil;;;Calle  Pergamino,  Frente al número 30;Frente al número 30;;Calle;;Pergamino;;;;;19;VICALVARO;447068,35;4471749,02;40.39466194;-3.623704718;JUEVES;MAÑANA;8:45;10:15;Calle  Pergamino,  Frente al número 30 (JUEVES MAÑANA 8:45- 10:15)
;Punto Limpio Móvil;;;Camino  Valderribas, 99 ;;;Camino;;Valderribas;número;99;;;13;PUENTE VALLECAS;443298,92;4472633,08;40.40237793;-3.668196679;JUEVES;MAÑANA;8:45;10:15;Camino  Valderribas, 99  (JUEVES MAÑANA 8:45- 10:15)
;Punto Limpio Móvil;;;Avenida  Las Suertes,  Frente al número 67;Frente al número 67;;Avenida;;Las Suertes;;;;;18;VILLA DE VALLECAS;449614,83;4468373,88;40.36441415;-3.593433734;JUEVES;MAÑANA;10:30;12:00;Avenida  Las Suertes,  Frente al número 67 (JUEVES MAÑANA 10:30- 12:00)
;Punto Limpio Móvil;;;Calle  Cordel de Pavones, 46 ;;;Calle;;Cordel de Pavones;número;46;;;19;VICALVARO;447409,97;4472099,07;40.39783703;-3.619708485;JUEVES;MAÑANA;10:30;12:00;Calle  Cordel de Pavones, 46  (JUEVES MAÑANA 10:30- 12:00)
;Punto Limpio Móvil;;;Calle  Moscatelar, 35 ;;;Calle;;Moscatelar;número;35;;;16;HORTALEZA;445183,23;4478714,89;40.45729245;-3.646516762;JUEVES;MAÑANA;10:30;12:00;Calle  Moscatelar, 35  (JUEVES MAÑANA 10:30- 12:00)
;Punto Limpio Móvil;;;Calle  Narváez, 44 ;;;Calle;;Narváez;número;44;;;04;SALAMANCA;442625,56;4474589,96;40.41996042;-3.676307861;JUEVES;MAÑANA;10:30;12:00;Calle  Narváez, 44  (JUEVES MAÑANA 10:30- 12:00)
;Punto Limpio Móvil;;;Calle  Ramírez Tomé, 38 ;;;Calle;;Ramírez Tomé;número;38;;;13;PUENTE VALLECAS;445128,90;4471110,68;40.38878583;-3.646501324;JUEVES;MAÑANA;10:30;12:00;Calle  Ramírez Tomé, 38  (JUEVES MAÑANA 10:30- 12:00)
;Punto Limpio Móvil;;;Avenida  de Buenos Aires, 99 ;;;Avenida;;de Buenos Aires;número;99;;;13;PUENTE VALLECAS;444592,00;4470080,53;40.37947003;-3.65273719;JUEVES;MAÑANA;12:15;13:45;Avenida  de Buenos Aires, 99  (JUEVES MAÑANA 12:15- 13:45)
;Punto Limpio Móvil;;;Bulevar  Indalecio Prieto, 9 ;;;Bulevar;;Indalecio Prieto;número;9;;;19;VICALVARO;447398,27;4472699,83;40.40324833;-3.619895988;JUEVES;MAÑANA;12:15;13:45;Bulevar  Indalecio Prieto, 9  (JUEVES MAÑANA 12:15- 13:45)
;Punto Limpio Móvil;;;Calle  Embalse de Navacerrada,  Frente al número 50;Frente al número 50;;Calle;;Embalse de Navacerrada;;;;;18;VILLA DE VALLECAS;448920,51;4468158,40;40.36243065;-3.601593679;JUEVES;MAÑANA;12:15;13:45;Calle  Embalse de Navacerrada,  Frente al número 50 (JUEVES MAÑANA 12:15- 13:45)
;Punto Limpio Móvil;;;Calle  Silvano, 97 Frente al número 97, intersección con Avenida Machupichu;Frente al número 97, intersección con Avenida Machupichu;;Calle;;Silvano;número;97;;;16;HORTALEZA;446183,56;4479298,34;40.46261384;-3.634768951;JUEVES;MAÑANA;12:15;13:45;Calle  Silvano, 97 Frente al número 97, intersección con Avenida Machupichu (JUEVES MAÑANA 12:15- 13:45)
;Punto Limpio Móvil;;;Calle  Velázquez, 48 ;;;Calle;;Velázquez;número;48;;;04;SALAMANCA;441987,53;4475362,83;40.42687862;-3.68389872;JUEVES;MAÑANA;12:15;13:45;Calle  Velázquez, 48  (JUEVES MAÑANA 12:15- 13:45)
;Punto Limpio Móvil;;;Avenida  Guadalajara,  Intersección con Calle San Román del Valle;Intersección con Calle San Román del Valle;;Avenida;;Guadalajara;;;;;20;SAN BLAS-CANILLEJAS;447314,62;4474482,15;40.41929933;-3.621029333;JUEVES;TARDE;14:00;15:30;Avenida  Guadalajara,  Intersección con Calle San Román del Valle (JUEVES TARDE 14:00- 15:30)
;Punto Limpio Móvil;;;Calle  Monleón, 2 ;;;Calle;;Monleón;número;2;;;13;PUENTE VALLECAS;444390,17;4471517,84;40.39240479;-3.655240189;JUEVES;TARDE;14:00;15:30;Calle  Monleón, 2  (JUEVES TARDE 14:00- 15:30)
;Punto Limpio Móvil;;;Calle  Santa Hortensia, 2 Intersección con López de Hoyos;Intersección con López de Hoyos;;Calle;;Santa Hortensia;número;2;;;05;CHAMARTIN;443127,33;4477472,14;40.44595901;-3.670651482;JUEVES;TARDE;14:00;15:30;Calle  Santa Hortensia, 2 Intersección con López de Hoyos (JUEVES TARDE 14:00- 15:30)
;Punto Limpio Móvil;;;Calle  Sierra Vieja, 1 ;;;Calle;;Sierra Vieja;número;1;;;18;VILLA DE VALLECAS;446556,28;4469822,16;40.37727079;-3.629576569;JUEVES;TARDE;14:00;15:30;Calle  Sierra Vieja, 1  (JUEVES TARDE 14:00- 15:30)
;Punto Limpio Móvil;;;Calle  Velázquez, 89 ;;;Calle;;Velázquez;número;89;;;04;SALAMANCA;442019,84;4476160,84;40.4340697;-3.683590638;JUEVES;TARDE;14:00;15:30;Calle  Velázquez, 89  (JUEVES TARDE 14:00- 15:30)
;Punto Limpio Móvil;;;Calle  Albericia,  Intersección con Calle Arcos del Jalón;Intersección con Calle Arcos del Jalón;;Calle;;Albericia;;;;;20;SAN BLAS-CANILLEJAS;447785,80;4475053,34;40.42447465;-3.615522535;JUEVES;TARDE;15:45;17:15;Calle  Albericia,  Intersección con Calle Arcos del Jalón (JUEVES TARDE 15:45- 17:15)
;Punto Limpio Móvil;;;Calle  Clara del Rey, 21 ;;;Calle;;Clara del Rey;número;21;;;05;CHAMARTIN;443000,35;4476931,78;40.4410825;-3.672100324;JUEVES;TARDE;15:45;17:15;Calle  Clara del Rey, 21  (JUEVES TARDE 15:45- 17:15)
;Punto Limpio Móvil;;;Calle  Francisco Silvela,  Intersección con Calle Florestón Aguilar junto al Parque Eva Duarte;Intersección con Calle Florestón Aguilar junto al Parque Eva Duarte;;Calle;;Francisco Silvela;;;;;04;SALAMANCA;443134,13;4475731,17;40.4302759;-3.670415455;JUEVES;TARDE;15:45;17:15;Calle  Francisco Silvela,  Intersección con Calle Florestón Aguilar junto al Parque Eva Duarte (JUEVES TARDE 15:45- 17:15)
;Punto Limpio Móvil;;;Calle  Arroyo del Olivar,  Intersección con Calle Martínez de la Riva, 18;Intersección con Calle Martínez de la Riva, 18;;Calle;;Arroyo del Olivar;;;;;13;PUENTE VALLECAS;443463,25;4471710,98;40.39408233;-3.666178413;JUEVES;TARDE;15:45;17:15;Calle  Arroyo del Olivar,  Intersección con Calle Martínez de la Riva, 18 (JUEVES TARDE 15:45- 17:15)
;Punto Limpio Móvil;;;Calle  Playa de Zarauz, 1 ;;;Calle;;Playa de Zarauz;número;1;;;21;BARAJAS;449780,61;4480454,48;40.47325425;-3.592435163;JUEVES;TARDE;15:45;17:15;Calle  Playa de Zarauz, 1  (JUEVES TARDE 15:45- 17:15)
;Punto Limpio Móvil;;;Paseo  Federico García Lorca, 3 ;;;Paseo;;Federico García Lorca;número;3;;;18;VILLA DE VALLECAS;447286,42;4470053,98;40.37940569;-3.620995046;JUEVES;TARDE;15:45;17:15;Paseo  Federico García Lorca, 3  (JUEVES TARDE 15:45- 17:15)
;Punto Limpio Móvil;;;Avenida  Doctor García Tapia, 135 ;;;Avenida;;Doctor García Tapia;número;135;;;14;MORATALAZ;445941,63;4473366,16;40.40915774;-3.63711767;JUEVES;TARDE;17:30;19:00;Avenida  Doctor García Tapia, 135  (JUEVES TARDE 17:30- 19:00)
;Punto Limpio Móvil;;;Avenida  Gavia, 14 ;;;Avenida;;Gavia;número;14;;;18;VILLA DE VALLECAS;448175,45;4469566,88;40.37507331;-3.610482743;JUEVES;TARDE;17:30;19:00;Avenida  Gavia, 14  (JUEVES TARDE 17:30- 19:00)
;Punto Limpio Móvil;;;Avenida  Niza, 25 En el tramo de vía entre los números 13 y 25;En el tramo de vía entre los números 13 y 25;;Avenida;;Niza;número;25;;;20;SAN BLAS-CANILLEJAS;448518,74;4475431,44;40.42792648;-3.606913356;JUEVES;TARDE;17:30;19:00;Avenida  Niza, 25 En el tramo de vía entre los números 13 y 25 (JUEVES TARDE 17:30- 19:00)
;Punto Limpio Móvil;;;Calle  Alcalá, 237 Junto a Plaza de Toros de las Ventas;Junto a Plaza de Toros de las Ventas;;Calle;;Alcalá;número;237;;;04;SALAMANCA;443683,25;4475825,97;40.43116732;-3.663950523;JUEVES;TARDE;17:30;19:00;Calle  Alcalá, 237 Junto a Plaza de Toros de las Ventas (JUEVES TARDE 17:30- 19:00)
;Punto Limpio Móvil;;;Calle  Bahia de Cádiz, 32 ;;;Calle;;Bahia de Cádiz;número;32;;;21;BARAJAS;449612,88;4479406,74;40.46380544;-3.594330551;JUEVES;TARDE;17:30;19:00;Calle  Bahia de Cádiz, 32  (JUEVES TARDE 17:30- 19:00)
;Punto Limpio Móvil;;;Calle  Javier de Miguel, 40 ;;;Calle;;Javier de Miguel;número;40;;;13;PUENTE VALLECAS;443928,66;4470983,48;40.38756002;-3.660630692;JUEVES;TARDE;17:30;19:00;Calle  Javier de Miguel, 40  (JUEVES TARDE 17:30- 19:00)
