COD_VIA,VIA_CLASE,VIA_PAR,VIA_NOMBRE,VIA_NOMBRE_ACENTOS,DISTRITO
241500,AVENIDA,DEL,DOCTOR FEDERICO RUBIO Y GALI,DOCTOR FEDERICO RUBIO Y GALÍ,6
241500,AVENIDA,DEL,DOCTOR FEDERICO RUBIO Y GALI,DOCTOR FEDERICO RUBIO Y GALÍ,9
1083,CALLE,DEL,DOCTOR FERNANDO CASTRO RODRIGUEZ,DOCTOR FERNANDO CASTRO RODRÍGUEZ,9
241600,CALLE,DEL,DOCTOR FERNANDO PRIMO DE RIVERA,DOCTOR FERNANDO PRIMO DE RIVERA,13
241700,CALLE,DEL,DOCTOR FERRAN,DOCTOR FERRÁN,12
241800,CALLE,DEL,DOCTOR FLEMING,DOCTOR FLEMING,5
241800,CALLE,DEL,DOCTOR FLEMING,DOCTOR FLEMING,5
241825,TRAVESÍA,DEL,DOCTOR FLEMING,DOCTOR FLEMING,5
241900,CALLE,DEL,DOCTOR FOURQUET,DOCTOR FOURQUET,1
241950,AVENIDA,DEL,DOCTOR GARCIA TAPIA,DOCTOR GARCÍA TAPIA,14
241950,AVENIDA,DEL,DOCTOR GARCIA TAPIA,DOCTOR GARCÍA TAPIA,14
241950,AVENIDA,DEL,DOCTOR GARCIA TAPIA,DOCTOR GARCÍA TAPIA,14
241950,AVENIDA,DEL,DOCTOR GARCIA TAPIA,DOCTOR GARCÍA TAPIA,14
241950,AVENIDA,DEL,DOCTOR GARCIA TAPIA,DOCTOR GARCÍA TAPIA,14
241950,AVENIDA,DEL,DOCTOR GARCIA TAPIA,DOCTOR GARCÍA TAPIA,19
241950,AVENIDA,DEL,DOCTOR GARCIA TAPIA,DOCTOR GARCÍA TAPIA,19
242000,CALLE,DEL,DOCTOR GOMEZ ULLA,DOCTOR GÓMEZ ULLA,4
242200,CALLE,DEL,DOCTOR GUIU,DOCTOR GUÍU,8
242300,CALLE,DEL,DOCTOR HUERTAS,DOCTOR HUERTAS,5
242400,CALLE,DEL,DOCTOR IGLESIAS FERNANDEZ,DOCTOR IGLESIAS FERNÁNDEZ,17
707800,CALLE,DEL,DOCTOR JERONIMO IBORRA,DOCTOR JERÓNIMO IBORRA,11
707800,CALLE,DEL,DOCTOR JERONIMO IBORRA,DOCTOR JERÓNIMO IBORRA,11
242450,CALLE,DEL,DOCTOR JIMENEZ DIAZ,DOCTOR JIMÉNEZ DÍAZ,9
31000661,CALLE,DEL,DOCTOR JOSE EUGENIO DE OLAVIDE,DOCTOR JOSÉ EUGENIO DE OLAVIDE,9
242500,CALLE,DEL,DOCTOR JUAN BRAVO,DOCTOR JUAN BRAVO,8
31001343,CALLE,DEL,DOCTOR JUAN JOSE LOPEZ IBOR,DOCTOR JUAN JOSÉ LÓPEZ IBOR,8
31001343,CALLE,DEL,DOCTOR JUAN JOSE LOPEZ IBOR,DOCTOR JUAN JOSÉ LÓPEZ IBOR,9
31001343,CALLE,DEL,DOCTOR JUAN JOSE LOPEZ IBOR,DOCTOR JUAN JOSÉ LÓPEZ IBOR,9
31000214,CALLE,DEL,DOCTOR JUAN PEDRO MORENO GONZALEZ,DOCTOR JUAN PEDRO MORENO GONZÁLEZ,9
242550,PLAZA,DEL,DOCTOR LAGUNA,DOCTOR LAGUNA,3
242600,CALLE,DEL,DOCTOR LARRA Y CEREZO,DOCTOR LARRA Y CEREZO,10
242700,CALLE,DEL,DOCTOR LETAMENDI,DOCTOR LETAMENDI,1
242800,CALLE,DEL,DOCTOR LOZANO,DOCTOR LOZANO,13
242900,PLAZA,DEL,DOCTOR LOZANO,DOCTOR LOZANO,13
31005212,GLORIETA,DEL,DOCTOR LUIS MONTES MIEZA,DOCTOR LUIS MONTES MIEZA,8
31005212,GLORIETA,DEL,DOCTOR LUIS MONTES MIEZA,DOCTOR LUIS MONTES MIEZA,9
243100,PLAZA,DEL,DOCTOR MARAÑON,DOCTOR MARAÑÓN,4
243100,PLAZA,DEL,DOCTOR MARAÑON,DOCTOR MARAÑÓN,5
243100,PLAZA,DEL,DOCTOR MARAÑON,DOCTOR MARAÑÓN,7
243100,PLAZA,DEL,DOCTOR MARAÑON,DOCTOR MARAÑÓN,7
243150,CALLE,DEL,DOCTOR MARCO CORERA,DOCTOR MARCO CORERA,5
243200,CALLE,DEL,DOCTOR MARIANI,DOCTOR MARIANI,6
243300,CALLE,DEL,DOCTOR MARTIN AREVALO,DOCTOR MARTÍN ARÉVALO,17
243500,CALLE,DEL,DOCTOR MATA,DOCTOR MATA,1
243600,CALLE,DEL,DOCTOR MAZUCHELLI,DOCTOR MAZUCHELLI,8
243700,CALLE,DEL,DOCTOR MEDIAVILLA,DOCTOR MEDIAVILLA,8
243800,CALLE,DEL,DOCTOR OLORIZ,DOCTOR OLÓRIZ,4
243900,CALLE,DEL,DOCTOR PEREZ DOMINGUEZ,DOCTOR PÉREZ DOMÍNGUEZ,17
244000,CALLE,DEL,DOCTOR PIGA,DOCTOR PIGA,1
944,CALLE,DEL,DOCTOR RAMON CASTROVIEJO,DOCTOR RAMÓN CASTROVIEJO,8
944,CALLE,DEL,DOCTOR RAMON CASTROVIEJO,DOCTOR RAMÓN CASTROVIEJO,8
944,CALLE,DEL,DOCTOR RAMON CASTROVIEJO,DOCTOR RAMÓN CASTROVIEJO,9
944,CALLE,DEL,DOCTOR RAMON CASTROVIEJO,DOCTOR RAMÓN CASTROVIEJO,9
244200,CALLE,DEL,DOCTOR REINOSA,DOCTOR REINOSA,8
244400,CALLE,DEL,DOCTOR SALGADO,DOCTOR SALGADO,13
244500,CALLE,DEL,DOCTOR SANCHEZ,DOCTOR SÁNCHEZ,13
244500,CALLE,DEL,DOCTOR SANCHEZ,DOCTOR SÁNCHEZ,13
244600,TRAVESÍA,DEL,DOCTOR SANCHEZ,DOCTOR SÁNCHEZ,13
244700,CALLE,DEL,DOCTOR SANCHIS BANUS,DOCTOR SANCHÍS BANÚS,12
244800,CALLE,DEL,DOCTOR SANTERO,DOCTOR SANTERO,6
2760,CALLE,DEL,DOCTOR SEVERO OCHOA,DOCTOR SEVERO OCHOA,9
244950,CALLE,DEL,DOCTOR TEOFILO HERNANDO ORTEGA,DOCTOR TEÓFILO HERNANDO ORTEGA,9
244960,CALLE,DEL,DOCTOR THEBUSSEN,DOCTOR THEBUSSEN,4
2397,CALLE,DEL,DOCTOR TOLOSA LATOUR,DOCTOR TOLOSA LATOUR,12
2397,CALLE,DEL,DOCTOR TOLOSA LATOUR,DOCTOR TOLOSA LATOUR,12
2397,CALLE,DEL,DOCTOR TOLOSA LATOUR,DOCTOR TOLOSA LATOUR,12
245200,CALLE,DEL,DOCTOR URQUIOLA,DOCTOR URQUIOLA,11
245250,CALLE,DEL,DOCTOR VALLEJO,DOCTOR VALLEJO,15
245250,CALLE,DEL,DOCTOR VALLEJO,DOCTOR VALLEJO,15
245300,CALLE,DEL,DOCTOR VELASCO,DOCTOR VELASCO,3
780,CALLE,DEL,DOCTOR ZAMENHOF,DOCTOR ZAMENHOF,20
245600,CALLE,DEL,DOCTOR ZOFIO,DOCTOR ZOFÍO,11
31000004,CALLE,DEL,DODGE,DODGE,12
245700,CALLE,DE,DOLORES,DOLORES,6
245800,PASAJE,DE,DOLORES,DOLORES,5
245900,CALLE,DE,DOLORES ARMENGOT,DOLORES ARMENGOT,11
246000,CALLE,DE,DOLORES BARRANCO,DOLORES BARRANCO,12
246000,CALLE,DE,DOLORES BARRANCO,DOLORES BARRANCO,12
246100,CALLE,DE,DOLORES BEJARANO,DOLORES BEJARANO,6
246200,CALLE,DE,DOLORES COCA,DOLORES COCA,11
246300,CALLE,DE,DOLORES FOLGUERAS,DOLORES FOLGUERAS,13
246500,CALLE,DE,DOLORES ROMERO,DOLORES ROMERO,4
246600,CALLE,DE,DOLORES SANCHEZ CARRASCOSA,DOLORES SÁNCHEZ CARRASCOSA,5
246700,CALLE,DE,DOLORES SOPEÑA,DOLORES SOPEÑA,12
246750,CALLE,DE,DOMENICO SCARLATTI,DOMENICO SCARLATTI,7
246800,CALLEJÓN,DE,DOMINE,DÓMINE,8
246900,CALLE,DE,DOMINGO ALVAREZ,DOMINGO ÁLVAREZ,9
31000185,CALLE,DE,DOMINGO DE ALBORAYA,DOMINGO DE ALBORAYA,11
247900,CALLE,DE,DOMINGO DE SILVA,DOMINGO DE SILVA,10
248000,CALLE,DE,DOMINGO DE ZAIZITA,DOMINGO DE ZAIZITA,10
247000,CALLE,DE,DOMINGO FERNANDEZ,DOMINGO FERNÁNDEZ,5
247100,CALLE,DE,DOMINGO FONTAN,DOMINGO FONTÁN,4
247200,CALLE,DE,DOMINGO GARRIDO,DOMINGO GARRIDO,9
247500,PLAZA,DE,DOMINGO MENDIZABAL,DOMINGO MENDIZÁBAL,20
247700,CALLE,DE,DOMINGO PARRAGA,DOMINGO PÁRRAGA,17
247800,CALLE,DE,DOMINGO PEREZ DEL VAL,DOMINGO PÉREZ DEL VAL,2
248100,CALLE,DE,DON ALVARO DE BAZAN,DON ÁLVARO DE BAZÁN,7
248200,PLAZA,DE,DON ANTONIO DE ANDRES,DON ANTONIO DE ANDRÉS,19
248250,RONDA,DE,DON BOSCO,DON BOSCO,11
248400,CALLE,DE,DON FELIPE,DON FELIPE,1
1921,CALLE,DE,DON JUSTO,DON JUSTO,5
248500,CALLE,DE,DON PEDRO,DON PEDRO,1
248600,CALLE,DE,DON QUIJOTE,DON QUIJOTE,6
248700,CALLE,DE,DON RAMON DE LA CRUZ,DON RAMÓN DE LA CRUZ,4
248700,CALLE,DE,DON RAMON DE LA CRUZ,DON RAMÓN DE LA CRUZ,4
248700,CALLE,DE,DON RAMON DE LA CRUZ,DON RAMÓN DE LA CRUZ,4
248700,CALLE,DE,DON RAMON DE LA CRUZ,DON RAMÓN DE LA CRUZ,4
248750,CALLE,DE,DON RAMON MENENDEZ PIDAL,DON RAMÓN MENÉNDEZ PIDAL,9
248800,CALLE,DE,DON RODRIGO,DON RODRIGO,11
248900,CALLE,DE LOS,DONADOS,DONADOS,1
249000,CALLE,DE,DONATO BAÑARES,DONATO BAÑARES,8
973,CALLE,DE,DONDIEGO,DONDIEGO,10
249100,CALLE,DE,DONFLOR,DONFLOR,17
249200,PLAZA,DE,DONOSO,DONOSO,6
249300,CALLE,DE,DONOSO CORTES,DONOSO CORTÉS,7
249300,CALLE,DE,DONOSO CORTES,DONOSO CORTÉS,7
249400,CALLE,DE,DONOSO MONTESINOS,DONOSO MONTESINOS,5
249500,AVENIDA,,DONOSTIARRA,DONOSTIARRA,15
249600,CALLE,DE,DOÑA BERENGUELA,DOÑA BERENGUELA,10
249700,PASAJE,DE,DOÑA CARLOTA,DOÑA CARLOTA,5
249750,CALLE,DE,DOÑA FRANCISQUITA,DOÑA FRANCISQUITA,17
860,CALLE,DE,DOÑA GUIOMAR,DOÑA GUIOMAR,16
779,CALLE,DE,DOÑA JUANA I DE CASTILLA,DOÑA JUANA I DE CASTILLA,20
2345,CALLE,DE,DOÑA LEONOR DE CORTINA,DOÑA LEONOR DE CORTINA,21
249900,CALLE,DE,DOÑA MENCIA,DOÑA MENCÍA,10
250000,CALLE,DE,DOÑA URRACA,DOÑA URRACA,10
250200,CALLE,DE,DORA,DORA,11
250300,PASAJE,DEL,DORADO,DORADO,3
250400,PASAJE,DE,DORE,DORÉ,1
250450,CALLE,DE,DOROTEA,DOROTEA,8
250500,CALLE,DE,DOROTEO BENACHE,DOROTEO BENACHE,9
250600,CALLE,DE,DOROTEO LABORDA,DOROTEO LABORDA,17
250800,CALLE,,DOS,DOS,10
251000,CALLE,DE LOS,DOS AMIGOS,DOS AMIGOS,1
31000417,CALLE,DEL,DOS CABALLOS,DOS CABALLOS,12
251400,PLAZA,DE LAS,DOS CASTILLAS,DOS CASTILLAS,15
250700,CALLE,,DOS CIUDAD PEGASO,DOS CIUDAD PEGASO,20
251700,CALLE,DEL,DOS DE MAYO,DOS DE MAYO,1
251900,PLAZA,DEL,DOS DE MAYO,DOS DE MAYO,1
251600,CALLE,DE LAS,DOS HERMANAS,DOS HERMANAS,1
2199,CALLE,,DOS MERCAMADRID,DOS MERCAMADRID,18
252000,CALLE,DE LOS,DOS RIOS,DOS RÍOS,8
252100,CALLE,DE LA,DRACENA,DRÁCENA,5
252200,CALLE,DEL,DRAGON,DRAGÓN,9
2582,CALLE,DE,DRESDE,DRESDE,20
252300,CALLE,DE LOS,DROGUEROS,DROGUEROS,20
31000330,CALLE,DEL,DUCADO,DUCADO,11
252500,CALLE,DEL,DULCE,DULCE,12
31000470,CALLE,DE,DULCE CHACON,DULCE CHACÓN,16
31000470,CALLE,DE,DULCE CHACON,DULCE CHACÓN,16
252600,CALLE,DEL,DULCE NOMBRE DE MARIA,DULCE NOMBRE DE MARÍA,13
252700,CALLE,DE,DULCINEA,DULCINEA,6
751,CALLE,DE LA,DULZAINA,DULZAINA,15
1004,CALLE,DE LA,DULZURA,DULZURA,17
252900,CALLE,DEL,DUQUE,DUQUE,21
253000,CALLE,DEL,DUQUE DE ALBA,DUQUE DE ALBA,1
253100,PLAZA,DEL,DUQUE DE ALBA,DUQUE DE ALBA,1
253200,CALLE,DEL,DUQUE DE FERNAN NUÑEZ,DUQUE DE FERNÁN NÚÑEZ,1
253300,CALLE,DEL,DUQUE DE LIRIA,DUQUE DE LIRIA,1
253400,CALLE,DEL,DUQUE DE MEDINACELI,DUQUE DE MEDINACELI,1
253600,PLAZA,DEL,DUQUE DE MODENA,DUQUE DE MÓDENA,11
253700,CALLE,DEL,DUQUE DE NAJERA,DUQUE DE NÁJERA,1
253800,CALLE,DEL,DUQUE DE OSUNA,DUQUE DE OSUNA,1
253900,PLAZA,DEL,DUQUE DE PASTRANA,DUQUE DE PASTRANA,5
254000,CALLE,DEL,DUQUE DE RIVAS,DUQUE DE RIVAS,1
254100,CALLE,DEL,DUQUE DE SESTO,DUQUE DE SESTO,4
254200,CALLE,DEL,DUQUE DE SEVILLA,DUQUE DE SEVILLA,5
254400,CALLE,DEL,DUQUE DE TAMAMES,DUQUE DE TAMAMES,15
254450,CALLE,DEL,DUQUE DE TOVAR,DUQUE DE TOVAR,2
254300,CALLE,DEL,DUQUE DEL SEVILLANO,DUQUE DEL SEVILLANO,19
254600,CALLE,DE LA,DUQUESA DE CASTREJON,DUQUESA DE CASTREJÓN,15
254600,CALLE,DE LA,DUQUESA DE CASTREJON,DUQUESA DE CASTREJÓN,16
254700,CALLE,DE LA,DUQUESA DE PARCENT,DUQUESA DE PARCENT,10
254700,CALLE,DE LA,DUQUESA DE PARCENT,DUQUESA DE PARCENT,10
254800,CALLE,DE LA,DUQUESA DE SANTOÑA,DUQUESA DE SANTOÑA,12
254900,CALLE,DE LA,DUQUESA DE TAMAMES,DUQUESA DE TAMAMES,11
255000,CALLE,DE,DURAN,DURÁN,5
255050,CALLE,DE,DURANGO,DURANGO,9
255100,CALLE,DE,DURATON,DURATÓN,10
255200,CALLE,DEL,DURAZNO,DURAZNO,11
255360,CALLE,DE,DURCAL,DÚRCAL,12
31000325,CALLE,DEL,DURO,DURO,11
255600,CALLE,DE LA,EBANISTERIA,EBANISTERÍA,20
710,CALLE,DEL,EBANO,ÉBANO,9
255700,CALLE,DEL,EBRO,EBRO,5
255900,CALLE,DE,ECHEGARAY,ECHEGARAY,1
2861,CALLE,,ECHO,ECHO,21
256000,CALLE,DE,ECIJA,ÉCIJA,9
331600,CALLE,DE,EDGAR NEVILLE,EDGAR NEVILLE,6
1109,GLORIETA,DE,EDIMBURGO,EDIMBURGO,16
1109,GLORIETA,DE,EDIMBURGO,EDIMBURGO,16
1109,GLORIETA,DE,EDIMBURGO,EDIMBURGO,21
256100,CALLE,DE,EDISON,EDISON,5
256200,CALLE,DE,EDUARDO ADARO,EDUARDO ADARO,6
789100,CALLE,DE,EDUARDO BARREIROS,EDUARDO BARREIROS,12
789100,CALLE,DE,EDUARDO BARREIROS,EDUARDO BARREIROS,17
789100,CALLE,DE,EDUARDO BARREIROS,EDUARDO BARREIROS,17
256400,CALLE,DE,EDUARDO BENOT,EDUARDO BENOT,9
31000626,CALLE,DE,EDUARDO CHILLIDA,EDUARDO CHILLIDA,18
256500,PASEO,DE,EDUARDO DATO,EDUARDO DATO,4
256500,PASEO,DE,EDUARDO DATO,EDUARDO DATO,7
257550,CALLE,DE,EDUARDO DEL PALACIO,EDUARDO DEL PALACIO,5
31004072,CALLEJÓN,DE,"EDUARDO GARCIA ""EL CHATA""","EDUARDO GARCÍA ""EL CHATA""",19
31001907,CALLE,DE,EDUARDO HARO TECGLEN,EDUARDO HARO TECGLEN,16
256800,CALLE,DE,EDUARDO MARISTANY,EDUARDO MARISTANY,17
257000,CALLE,DE,EDUARDO MARQUINA,EDUARDO MARQUINA,11
257100,CALLE,DE,EDUARDO MAZON,EDUARDO MAZÓN,16
257200,CALLE,DE,EDUARDO MINGUITO,EDUARDO MINGUITO,17
257500,CALLE,DE,EDUARDO MORALES,EDUARDO MORALES,11
257700,CALLE,DE,EDUARDO REQUENAS,EDUARDO REQUENAS,13
257800,CALLE,DE,EDUARDO RIVAS,EDUARDO RIVAS,11
257900,CALLE,DE,EDUARDO ROJO,EDUARDO ROJO,13
2761,CALLE,DE,EDUARDO SAAVEDRA,EDUARDO SAAVEDRA,9
258100,CALLE,DE,EDUARDO SANZ,EDUARDO SANZ,13
258200,CALLE,DE,EDUARDO TERAN,EDUARDO TERÁN,20
258200,CALLE,DE,EDUARDO TERAN,EDUARDO TERÁN,20
258300,CALLE,DE,EDUARDO UROSA,EDUARDO UROSA,11
258400,CALLE,DE,EDUARDO VELA,EDUARDO VELA,9
345550,CALLE,DE,EDUARDO VICENTE,EDUARDO VICENTE,4
753,CALLE,DE LA,EDUCACION,EDUCACIÓN,15
258450,CALLE,DE,EFIGENIA,EFIGENIA,19
258450,CALLE,DE,EFIGENIA,EFIGENIA,19
258500,CALLE,DEL,EGA,EGA,5
258600,PLAZA,DE,EGABRO,EGABRO,10
258700,CALLE,DE,EGEA,EGEA,20
258800,CALLE,DE,EGICA,ÉGICA,10
258900,CALLE,DE,EGIPTO,EGIPTO,20
259000,CALLE,DE,EGUILAZ,EGUÍLAZ,7
259100,CALLE,DE,EIBAR,EIBAR,9
259200,CALLE,DE,EIDER,EIDER,15
31000283,CALLE,DE,EINSTEIN,EINSTEIN,8
259300,PLAZA,DE,EISENHOWER,EISENHOWER,20
259300,PLAZA,DE,EISENHOWER,EISENHOWER,21
2152,CALLE,,EJE 1,EJE 1,18
2161,CALLE,,EJE 10,EJE 10,18
2162,CALLE,,EJE 11,EJE 11,18
2153,CALLE,,EJE 2,EJE 2,18
2154,CALLE,,EJE 3,EJE 3,18
2155,CALLE,,EJE 4,EJE 4,18
2156,CALLE,,EJE 5,EJE 5,18
2157,CALLE,,EJE 6,EJE 6,18
2158,CALLE,,EJE 7,EJE 7,18
2159,CALLE,,EJE 8,EJE 8,18
2160,CALLE,,EJE 9,EJE 9,18
2151,AVENIDA,,EJE CENTRAL,EJE CENTRAL,18
259400,GLORIETA,DEL,EJERCITO,EJÉRCITO,10
259400,GLORIETA,DEL,EJERCITO,EJÉRCITO,11
31001265,CALLE,DE,EL ASOMBRO DE DAMASCO,EL ASOMBRO DE DAMASCO,17
81000,CALLE,DE,EL ATAZAR,EL ATAZAR,2
31000631,CALLE,DE,EL BARRACO,EL BARRACO,18
31001282,CALLE,DE,EL BERRUECO,EL BERRUECO,17
31000636,CALLE,DE,EL BOALO,EL BOALO,18
178301,CALLE,DE,EL BOSCO,EL BOSCO,13
178301,CALLE,DE,EL BOSCO,EL BOSCO,13
113800,CALLE,DE,EL BOYERO,EL BOYERO,9
2626,CALLE,DE,EL CAIRO,EL CAIRO,14
2626,CALLE,DE,EL CAIRO,EL CAIRO,14
905601,CAMINO,DE,EL CALVERON,EL CALVERÓN,8
906252,PLAZA,DE,EL CAPRICHO,EL CAPRICHO,21
31001266,CALLE,DE,EL CASERIO,EL CASERÍO,17
271700,CALLE,DE,EL ESCORIAL,EL ESCORIAL,1
273800,CALLE,DE,EL ESPAÑOLETO,EL ESPAÑOLETO,7
275200,CALLE,DE,EL ESPINAR,EL ESPINAR,11
275200,CALLE,DE,EL ESPINAR,EL ESPINAR,11
296250,AVENIDA,DE,EL FERROL,EL FERROL,8
322400,CALLE,DE,EL GALLO,EL GALLO,16
339000,CALLE,DE,EL GOLOSO,EL GOLOSO,5
339000,CALLE,DE,EL GOLOSO,EL GOLOSO,9
1138,CAMINO,DE,EL GOLOSO,EL GOLOSO,8
1138,CAMINO,DE,EL GOLOSO,EL GOLOSO,8
344100,CALLE,DE,EL GRECO,EL GRECO,10
259450,CALLE,DE,EL HUESPED DEL SEVILLANO,EL HUÉSPED DEL SEVILLANO,17
31001264,CALLE,DE,EL LUCERO DEL ALBA,EL LUCERO DEL ALBA,17
512500,CALLE,DE,EL MOLAR,EL MOLAR,6
2231,CALLE,DE,EL PADRINO,EL PADRINO,13
563600,CARRETERA,DE,EL PARDO,EL PARDO,8
563600,CARRETERA,DE,EL PARDO,EL PARDO,8
563600,CARRETERA,DE,EL PARDO,EL PARDO,8
563600,CARRETERA,DE,EL PARDO,EL PARDO,9
563700,PASEO,DE,EL PARDO,EL PARDO,8
158300,PLAZA,DE,EL PARDO,EL PARDO,8
563850,CARRETERA,DE,EL PARDO A COLMENAR VIEJO,EL PARDO A COLMENAR VIEJO,8
563850,CARRETERA,DE,EL PARDO A COLMENAR VIEJO,EL PARDO A COLMENAR VIEJO,8
563850,CARRETERA,DE,EL PARDO A COLMENAR VIEJO,EL PARDO A COLMENAR VIEJO,9
563900,CARRETERA,DE,EL PARDO A FUENCARRAL,EL PARDO A FUENCARRAL,8
563900,CARRETERA,DE,EL PARDO A FUENCARRAL,EL PARDO A FUENCARRAL,8
563900,CARRETERA,DE,EL PARDO A FUENCARRAL,EL PARDO A FUENCARRAL,8
2476,CARRETERA,DE,EL PARDO A LA PLAYA,EL PARDO A LA PLAYA,8
2476,CARRETERA,DE,EL PARDO A LA PLAYA,EL PARDO A LA PLAYA,9
2476,CARRETERA,DE,EL PARDO A LA PLAYA,EL PARDO A LA PLAYA,9
905611,CAMINO,DE,EL PARDO AL GOLOSO,EL PARDO AL GOLOSO,8
961,CALLE,DE,EL PAULAR,EL PAULAR,14
569600,PLAZA,DE,EL PAULAR,EL PAULAR,15
570850,CALLE,DE,EL PEDERNOSO,EL PEDERNOSO,16
594700,CALLE,DE,EL PINGARRON,EL PINGARRÓN,13
611350,CALLE,DE,EL PROVENCIO,EL PROVENCIO,16
31001844,CALLE,DE,EL REAL DE SAN VICENTE,EL REAL DE SAN VICENTE,18
657000,CALLE,DE,EL SALVADOR,EL SALVADOR,1
2106,PASEO,DE,EL SALVADOR,EL SALVADOR,3
2107,PLAZA,DE,EL SALVADOR,EL SALVADOR,3
31001267,CALLE,DE,EL SANTO DE LA ISIDRA,EL SANTO DE LA ISIDRA,17
721700,CALLE,DE,EL SIGLO FUTURO,EL SIGLO FUTURO,11
31003729,CALLE,DE,EL SITIO DE BALER,EL SITIO DE BALER,18
729100,CALLE,DE,EL SOTO,EL SOTO,2
735700,CALLE,DE,EL TATO,EL TATO,16
741500,CALLE,DE,EL TIEMBLO,EL TIEMBLO,9
743500,CALLE,DE,CERVANTES,CERVANTES,11
743500,CALLE,DE,EL TOBOSO,EL TOBOSO,11
31000165,CALLE,DE,EL VELLON,EL VELLÓN,8
31000388,CALLE,DE,EL YESERO,EL YESERO,13
259500,CALLE,DE,ELADIO LOPEZ VILCHES,ELADIO LÓPEZ VILCHES,15
259500,CALLE,DE,ELADIO LOPEZ VILCHES,ELADIO LÓPEZ VILCHES,16
2457,CALLE,DE,ELBA,ELBA,20
259550,CALLE,DE,ELCHE,ELCHE,17
31000257,PLAZA,DE,ELCIEGO,ELCIEGO,12
259575,CALLE,DE,ELDA,ELDA,17
259580,CALLE,DE LOS,ELECTRICISTAS,ELECTRICISTAS,20
735,CALLE,DE LA,ELECTRONICA,ELECTRÓNICA,15
31001736,CALLE,DE,ELENA CORNARO,ELENA CORNARO,16
2681,CALLE,DE,ELENA FORTUN,ELENA FORTÚN,16
260000,CALLE,DEL,ELFO,ELFO,15
260000,CALLE,DEL,ELFO,ELFO,15
260100,CALLE,DE,ELGOIBAR,ELGÓIBAR,9
260150,GLORIETA,DE,ELIAS AHUJA Y ANDRIA,ELÍAS AHÚJA Y ANDRÍA,9
260300,CALLE,DE,ELIAS DUPUY,ELÍAS DUPUY,15
293200,PLAZA,,ELIPTICA,ELÍPTICA,11
293200,PLAZA,,ELIPTICA,ELÍPTICA,11
293200,PLAZA,,ELIPTICA,ELÍPTICA,11
293200,PLAZA,,ELIPTICA,ELÍPTICA,12
293200,PLAZA,,ELIPTICA,ELÍPTICA,12
260900,CALLE,DE,ELISA,ELISA,12
261100,CALLE,DE,ELISA OCHOA,ELISA OCHOA,12
261200,CALLE,DE,ELIZONDO,ELIZONDO,12
261300,CALLE,DE,ELOISA DE LA HERA,ELOÍSA DE LA HERA,9
261400,CALLE,DE,ELOY GONZALO,ELOY GONZALO,7
261700,CALLE,DE,ELVAS,ELVAS,11
261800,CALLE,DE,ELVIRA,ELVIRA,4
261900,CALLE,DE,ELVIRA BARRIOS,ELVIRA BARRIOS,11
262000,CALLE,DE,EMBAJADORES,EMBAJADORES,1
262000,CALLE,DE,EMBAJADORES,EMBAJADORES,2
262000,CALLE,DE,EMBAJADORES,EMBAJADORES,2
262000,CALLE,DE,EMBAJADORES,EMBAJADORES,2
262000,CALLE,DE,EMBAJADORES,EMBAJADORES,2
262000,CALLE,DE,EMBAJADORES,EMBAJADORES,2
262000,CALLE,DE,EMBAJADORES,EMBAJADORES,13
262100,GLORIETA,DE,EMBAJADORES,EMBAJADORES,1
262100,GLORIETA,DE,EMBAJADORES,EMBAJADORES,2
262100,GLORIETA,DE,EMBAJADORES,EMBAJADORES,2
31000491,CALLE,DEL,EMBALSE DE EL VELLON,EMBALSE DE EL VELLÓN,18
31000495,CALLE,DEL,EMBALSE DE LA JAROSA,EMBALSE DE LA JAROSA,18
31000642,CALLE,DEL,EMBALSE DE MANZANARES,EMBALSE DE MANZANARES,18
31000489,CALLE,DEL,EMBALSE DE NAVACERRADA,EMBALSE DE NAVACERRADA,18
31000492,CALLE,DEL,EMBALSE DE PICADAS,EMBALSE DE PICADAS,18
31000641,CALLE,DEL,EMBALSE DE PINILLA,EMBALSE DE PINILLA,18
31000490,CALLE,DEL,EMBALSE DE SAN JUAN,EMBALSE DE SAN JUAN,18
31000493,CALLE,DEL,EMBALSE DE VALMAYOR,EMBALSE DE VALMAYOR,18
905112,PASEO,DEL,EMBARCADERO,EMBARCADERO,9
262300,CALLE,DE,EMERENCIANA ZURILLA,EMERENCIANA ZURILLA,9
262500,CALLE,DE,EMETERIO CASTAÑOS,EMETERIO CASTAÑOS,15
262500,CALLE,DE,EMETERIO CASTAÑOS,EMETERIO CASTAÑOS,15
262500,CALLE,DE,EMETERIO CASTAÑOS,EMETERIO CASTAÑOS,16
262500,CALLE,DE,EMETERIO CASTAÑOS,EMETERIO CASTAÑOS,16
262600,CALLE,DE,EMILIA,EMILIA,6
262700,CALLE,DE,EMILIA BALLESTER,EMILIA BALLESTER,17
432401,CALLE,DE,EMILIANO BARRAL,EMILIANO BARRAL,9
432401,CALLE,DE,EMILIANO BARRAL,EMILIANO BARRAL,15
263100,CALLE,DE,EMILIO CAMPION,EMILIO CAMPIÓN,5
263200,CALLE,DE,EMILIO CARRERE,EMILIO CARRERE,7
263300,GLORIETA,DE,EMILIO CASTELAR,EMILIO CASTELAR,4
263300,GLORIETA,DE,EMILIO CASTELAR,EMILIO CASTELAR,7
264400,CALLE,DE,EMILIO DE LA TEJERA,EMILIO DE LA TEJERA,10
