COD_VIA,VIA_CLASE,URI,VIA_PAR,VIA_NOMBRE,VIA_NOMBRE_ACENTOS,DISTRITO
706000,CALLE,CALLEDESECO,DE,SECO,SECO,3
1705,CALLE,CALLEDE LASECOYA,DE LA,SECOYA,SECOYA,11
31001739,AVENIDA,AVENIDADESECUNDINO ZUAZO,DE,SECUNDINO ZUAZO,SECUNDINO ZUAZO,16
706200,CALLE,CALLEDESEDANO,DE,SEDANO,SEDANO,10
706300,CALLE,CALLEDESEGOVIA,DE,SEGOVIA,SEGOVIA,1
706300,CALLE,CALLEDESEGOVIA,DE,SEGOVIA,SEGOVIA,2
706400,RONDA,RONDADESEGOVIA,DE,SEGOVIA,SEGOVIA,1
706400,RONDA,RONDADESEGOVIA,DE,SEGOVIA,SEGOVIA,2
706500,PLAZA,PLAZADESEGOVIA NUEVA,DE,SEGOVIA NUEVA,SEGOVIA NUEVA,1
706500,PLAZA,PLAZADESEGOVIA NUEVA,DE,SEGOVIA NUEVA,SEGOVIA NUEVA,1
706600,CALLE,CALLEDELSEGRE,DEL,SEGRE,SEGRE,5
706800,AVENIDA,AVENIDASEGUNDA,,SEGUNDA,SEGUNDA,20
706725,CALLE,CALLESEGUNDA,,SEGUNDA,SEGUNDA,16
707100,CALLE,CALLEDESEGUNDO ANCA,DE,SEGUNDO ANCA,SEGUNDO ANCA,9
707200,CALLE,CALLEDESEGUNDO IZPIZUA,DE,SEGUNDO IZPIZUA,SEGUNDO IZPIZÚA,4
707500,CALLE,CALLEDESEGURA,DE,SEGURA,SEGURA,12
707600,CALLE,CALLESEIS,,SEIS,SEIS,20
900207,CALLE,CALLEDELSEIS DE DICIEMBRE,DEL,SEIS DE DICIEMBRE,SEIS DE DICIEMBRE,9
333100,PLAZA,PLAZADELSEIS DE DICIEMBRE,DEL,SEIS DE DICIEMBRE,SEIS DE DICIEMBRE,11
2201,CALLE,CALLESEIS MERCAMADRID,,SEIS MERCAMADRID,SEIS MERCAMADRID,18
2599,CALLE,CALLEDESELAYA,DE,SELAYA,SELAYA,16
2696,CALLE,CALLEDESELMA LAGERLOFF,DE,SELMA LAGERLOFF,SELMA LAGERLOFF,17
707900,CALLE,CALLEDE LASEMILLA,DE LA,SEMILLA,SEMILLA,20
707950,CALLE,CALLEDELSEMINARIO DE NOBLES,DEL,SEMINARIO DE NOBLES,SEMINARIO DE NOBLES,1
743,CALLE,CALLEDE LASENDA,DE LA,SENDA,SENDA,15
1402,CALLE,CALLEDE LASENDA DEL INFANTE,DE LA,SENDA DEL INFANTE,SENDA DEL INFANTE,8
1095,CALLE,CALLEDE LASENDA DEL REY,DE LA,SENDA DEL REY,SENDA DEL REY,9
1095,CALLE,CALLEDE LASENDA DEL REY,DE LA,SENDA DEL REY,SENDA DEL REY,9
1095,CALLE,CALLEDE LASENDA DEL REY,DE LA,SENDA DEL REY,SENDA DEL REY,18
2375,PASEO,PASEODE LASENDA DEL REY,DE LA,SENDA DEL REY,SENDA DEL REY,9
708050,AVENIDA,AVENIDADESENECA,DE,SENECA,SÉNECA,9
708050,AVENIDA,AVENIDADESENECA,DE,SENECA,SÉNECA,9
31003119,CAMINO,CAMINODE LASEÑORA,DE LA,SEÑORA,SEÑORA,8
708100,CALLE,CALLEDE LOSSEÑORES DE LUZON,DE LOS,SEÑORES DE LUZON,SEÑORES DE LUZÓN,1
708300,CALLE,CALLEDESEO DE URGEL,DE,SEO DE URGEL,SEO DE URGEL,16
1844,CALLE,CALLEDE LASEPIOLITA,DE LA,SEPIOLITA,SEPIOLITA,19
708400,CALLE,CALLEDESEPTIEMBRE,DE,SEPTIEMBRE,SEPTIEMBRE,20
708700,AVENIDA,AVENIDASEPTIMA,,SEPTIMA,SÉPTIMA,20
708800,CALLE,CALLEDESEPULVEDA,DE,SEPULVEDA,SEPÚLVEDA,10
708800,CALLE,CALLEDESEPULVEDA,DE,SEPULVEDA,SEPÚLVEDA,10
708800,CALLE,CALLEDESEPULVEDA,DE,SEPULVEDA,SEPÚLVEDA,10
708800,CALLE,CALLEDESEPULVEDA,DE,SEPULVEDA,SEPÚLVEDA,15
709000,CALLE,CALLEDESEQUEROS,DE,SEQUEROS,SEQUEROS,12
709100,CALLE,CALLEDELSEQUILLO,DEL,SEQUILLO,SEQUILLO,15
924,CALLE,CALLEDESERAFIN DE ASIS,DE,SERAFIN DE ASIS,SERAFÍN DE ASÍS,10
709300,CALLE,CALLEDESERAFIN GOMEZ,DE,SERAFIN GOMEZ,SERAFÍN GÓMEZ,11
709500,CALLE,CALLEDESERAFIN RAMIREZ,DE,SERAFIN RAMIREZ,SERAFÍN RAMÍREZ,9
547201,CALLE,CALLEDELSERBAL,DEL,SERBAL,SERBAL,9
709600,CALLE,CALLEDE LASERENA,DE LA,SERENA,SERENA,13
709800,CALLE,CALLEDESERRADILLA,DE,SERRADILLA,SERRADILLA,10
709900,CALLE,CALLEDELSERRALLO,DEL,SERRALLO,SERRALLO,6
710050,CALLE,CALLEDESERRAMAGNA,DE,SERRAMAGNA,SERRAMAGNA,16
710100,CALLE,CALLEDE LASERRANIA DE RONDA,DE LA,SERRANIA DE RONDA,SERRANÍA DE RONDA,18
31000637,CALLE,CALLEDESERRANILLOS DEL VALLE,DE,SERRANILLOS DEL VALLE,SERRANILLOS DEL VALLE,18
710300,CALLE,CALLEDESERRANO,DE,SERRANO,SERRANO,4
710300,CALLE,CALLEDESERRANO,DE,SERRANO,SERRANO,4
710300,CALLE,CALLEDESERRANO,DE,SERRANO,SERRANO,5
710300,CALLE,CALLEDESERRANO,DE,SERRANO,SERRANO,5
710350,CALLE,CALLEDESERRANO ANGUITA,DE,SERRANO ANGUITA,SERRANO ANGUITA,1
710400,CALLE,CALLEDESERRANO GALVACHE,DE,SERRANO GALVACHE,SERRANO GALVACHE,15
710500,CALLE,CALLEDESERRANO JOVER,DE,SERRANO JOVER,SERRANO JOVER,1
710700,CALLE,CALLEDE LASERRERIA,DE LA,SERRERIA,SERRERÍA,20
1888,CALLE,CALLEDELSERROTA,DEL,SERROTA,SERROTA,9
710800,CALLE,CALLEDESERVANDO BATANERO,DE,SERVANDO BATANERO,SERVANDO BATANERO,15
710800,CALLE,CALLEDESERVANDO BATANERO,DE,SERVANDO BATANERO,SERVANDO BATANERO,15
710900,CALLE,CALLEDESERVATOR,DE,SERVATOR,SERVATOR,16
1096,CARRETERA,CARRETERADESERVICIO AVENIDA DE AMERICA Y DE LA HISPANIDAD,DE,SERVICIO AVENIDA DE AMERICA Y DE LA HISPANIDAD,SERVICIO AVENIDA DE AMÉRICA Y DE LA HISPANIDAD,16
1096,CARRETERA,CARRETERADESERVICIO AVENIDA DE AMERICA Y DE LA HISPANIDAD,DE,SERVICIO AVENIDA DE AMERICA Y DE LA HISPANIDAD,SERVICIO AVENIDA DE AMÉRICA Y DE LA HISPANIDAD,21
905593,CAMINO,CAMINODESERVICIO DEL CANAL DE ISABEL II,DE,SERVICIO DEL CANAL DE ISABEL II,SERVICIO DEL CANAL DE ISABEL II,8
905593,CAMINO,CAMINODESERVICIO DEL CANAL DE ISABEL II,DE,SERVICIO DEL CANAL DE ISABEL II,SERVICIO DEL CANAL DE ISABEL II,8
905593,CAMINO,CAMINODESERVICIO DEL CANAL DE ISABEL II,DE,SERVICIO DEL CANAL DE ISABEL II,SERVICIO DEL CANAL DE ISABEL II,8
711200,CALLE,CALLEDESESEÑA,DE,SESEÑA,SESEÑA,10
31000258,PLAZA,PLAZADESESTAO,DE,SESTAO,SESTAO,12
711400,PLAZA,PLAZADESETUBAL,DE,SETUBAL,SETÚBAL,11
711600,CALLE,CALLEDESEVERINO AZNAR EMBID,DE,SEVERINO AZNAR EMBID,SEVERINO AZNAR EMBID,10
711700,CALLE,CALLEDESEVILLA,DE,SEVILLA,SEVILLA,1
711700,CALLE,CALLEDESEVILLA,DE,SEVILLA,SEVILLA,1
2117,GLORIETA,GLORIETADESEVILLA,DE,SEVILLA,SEVILLA,3
711875,AVENIDA,AVENIDASEXTA,,SEXTA,SEXTA,20
711800,CALLE,CALLESEXTA,,SEXTA,SEXTA,5
712000,CALLE,CALLEDELSEXTANTE,DEL,SEXTANTE,SEXTANTE,9
712200,CALLE,CALLEDE LASSICELIDAS,DE LAS,SICELIDAS,SICÉLIDAS,16
712300,CALLE,CALLEDESICILIA,DE,SICILIA,SICILIA,13
712500,CALLE,CALLEDE LASIDERURGIA,DE LA,SIDERURGIA,SIDERURGIA,20
1821,CALLE,CALLEDE LASIEMPREVERDE,DE LA,SIEMPREVERDE,SIEMPREVERDE,10
712600,CALLE,CALLEDESIENA,DE,SIENA,SIENA,15
712600,CALLE,CALLEDESIENA,DE,SIENA,SIENA,15
712700,CALLE,CALLEDESIERO,DE,SIERO,SIERO,20
712800,CALLE,CALLEDE LASIERPE,DE LA,SIERPE,SIERPE,1
712900,CALLE,CALLEDE LASIERRA,DE LA,SIERRA,SIERRA,7
712950,CALLE,CALLEDE LASIERRA AITANA,DE LA,SIERRA AITANA,SIERRA AITANA,18
713600,CALLE,CALLEDE LASIERRA ALTA,DE LA,SIERRA ALTA,SIERRA ALTA,18
712960,PLAZA,PLAZADE LASIERRA AYLLON,DE LA,SIERRA AYLLON,SIERRA AYLLÓN,18
714200,CALLE,CALLEDE LASIERRA BASCUÑA,DE LA,SIERRA BASCUÑA,SIERRA BASCUÑA,13
714300,CALLE,CALLEDE LASIERRA BERMEJA,DE LA,SIERRA BERMEJA,SIERRA BERMEJA,13
714300,CALLE,CALLEDE LASIERRA BERMEJA,DE LA,SIERRA BERMEJA,SIERRA BERMEJA,13
714700,CALLE,CALLEDE LASIERRA BULLONES,DE LA,SIERRA BULLONES,SIERRA BULLONES,6
715000,CALLE,CALLEDE LASIERRA CARBONERA,DE LA,SIERRA CARBONERA,SIERRA CARBONERA,13
715000,CALLE,CALLEDE LASIERRA CARBONERA,DE LA,SIERRA CARBONERA,SIERRA CARBONERA,13
715100,PLAZA,PLAZADE LASIERRA CARBONERA,DE LA,SIERRA CARBONERA,SIERRA CARBONERA,13
713000,CALLE,CALLEDE LASIERRA DE ALBARRACIN,DE LA,SIERRA DE ALBARRACIN,SIERRA DE ALBARRACÍN,13
713100,CALLE,CALLEDE LASIERRA DE ALCARAZ,DE LA,SIERRA DE ALCARAZ,SIERRA DE ALCARAZ,13
713200,CALLE,CALLEDE LASIERRA DE ALCUBIERRE,DE LA,SIERRA DE ALCUBIERRE,SIERRA DE ALCUBIERRE,13
713300,CALLE,CALLEDE LASIERRA DE ALGODONALES,DE LA,SIERRA DE ALGODONALES,SIERRA DE ALGODONALES,13
713355,CALLE,CALLEDE LASIERRA DE ALMIJARA,DE LA,SIERRA DE ALMIJARA,SIERRA DE ALMIJARA,13
713550,CALLE,CALLEDE LASIERRA DE ALQUIFE,DE LA,SIERRA DE ALQUIFE,SIERRA DE ALQUIFE,13
713800,CALLE,CALLEDE LASIERRA DE ANTEQUERA,DE LA,SIERRA DE ANTEQUERA,SIERRA DE ANTEQUERA,13
714000,CALLE,CALLEDE LASIERRA DE ARLA,DE LA,SIERRA DE ARLA,SIERRA DE ARLA,18
2797,CALLE,CALLEDE LASIERRA DE ATAPUERCA,DE LA,SIERRA DE ATAPUERCA,SIERRA DE ATAPUERCA,8
714400,CALLE,CALLEDE LASIERRA DE BOBIA,DE LA,SIERRA DE BOBIA,SIERRA DE BOBIA,18
714800,CALLE,CALLEDE LASIERRA DE CADI,DE LA,SIERRA DE CADI,SIERRA DE CADÍ,13
714900,CALLE,CALLEDE LASIERRA DE CAMEROS,DE LA,SIERRA DE CAMEROS,SIERRA DE CAMEROS,13
715300,PLAZA,PLAZADE LASIERRA DE CAUREL,DE LA,SIERRA DE CAUREL,SIERRA DE CAUREL,18
715400,CALLE,CALLEDE LASIERRA DE CAZALLA,DE LA,SIERRA DE CAZALLA,SIERRA DE CAZALLA,13
715500,CALLE,CALLEDE LASIERRA DE CONTRAVIESA,DE LA,SIERRA DE CONTRAVIESA,SIERRA DE CONTRAVIESA,13
715600,CALLE,CALLEDE LASIERRA DE CUENCA,DE LA,SIERRA DE CUENCA,SIERRA DE CUENCA,13
715625,CALLE,CALLEDE LASIERRA DE CUERDA LARGA,DE LA,SIERRA DE CUERDA LARGA,SIERRA DE CUERDA LARGA,13
715825,CALLE,CALLEDE LASIERRA DE ENCINARES,DE LA,SIERRA DE ENCINARES,SIERRA DE ENCINARES,18
716100,CALLE,CALLEDE LASIERRA DE ESTRELLA,DE LA,SIERRA DE ESTRELLA,SIERRA DE ESTRELLA,13
716650,CALLE,CALLEDE LASIERRA DE GOR,DE LA,SIERRA DE GOR,SIERRA DE GOR,18
716775,PLAZA,PLAZADE LASIERRA DE GRAZALEMA,DE LA,SIERRA DE GRAZALEMA,SIERRA DE GRAZALEMA,18
716800,CALLE,CALLEDE LASIERRA DE GREDOS,DE LA,SIERRA DE GREDOS,SIERRA DE GREDOS,18
716900,CALLE,CALLEDE LASIERRA DE GUADALUPE,DE LA,SIERRA DE GUADALUPE,SIERRA DE GUADALUPE,18
717000,CALLE,CALLEDE LASIERRA DE GUDAR,DE LA,SIERRA DE GUDAR,SIERRA DE GUDAR,18
717100,CALLE,CALLEDE LASIERRA DE JAVALAMBRE,DE LA,SIERRA DE JAVALAMBRE,SIERRA DE JAVALAMBRE,13
31001841,CALLE,CALLEDE LASIERRA DE LA DEMANDA,DE LA,SIERRA DE LA DEMANDA,SIERRA DE LA DEMANDA,18
717200,CALLE,CALLEDE LASIERRA DE LA LOBA,DE LA,SIERRA DE LA LOBA,SIERRA DE LA LOBA,13
719700,CALLE,CALLEDE LASIERRA DE LA SAGRA,DE LA,SIERRA DE LA SAGRA,SIERRA DE LA SAGRA,13
720100,CALLE,CALLEDE LASIERRA DE LA SOLANA,DE LA,SIERRA DE LA SOLANA,SIERRA DE LA SOLANA,13
716300,CALLE,CALLEDE LASIERRA DE LOS FILABRES,DE LA,SIERRA DE LOS FILABRES,SIERRA DE LOS FILABRES,13
719900,CALLE,CALLEDE LASIERRA DE LOS SANTOS,DE LA,SIERRA DE LOS SANTOS,SIERRA DE LOS SANTOS,18
717300,CALLE,CALLEDE LASIERRA DE LUCENA,DE LA,SIERRA DE LUCENA,SIERRA DE LUCENA,13
717800,PLAZA,PLAZADE LASIERRA DE MAGINA,DE LA,SIERRA DE MAGINA,SIERRA DE MÁGINA,18
717900,CALLE,CALLEDE LASIERRA DE MEIRA,DE LA,SIERRA DE MEIRA,SIERRA DE MEIRA,13
718150,CALLE,CALLEDE LASIERRA DE MIRA,DE LA,SIERRA DE MIRA,SIERRA DE MIRA,18
718300,CALLE,CALLEDE LASIERRA DE MONCHIQUE,DE LA,SIERRA DE MONCHIQUE,SIERRA DE MONCHIQUE,13
718800,CALLE,CALLEDE LASIERRA DE ONCALA,DE LA,SIERRA DE ONCALA,SIERRA DE ONCALA,13
2411,CALLE,CALLEDE LASIERRA DE PAJAREJO,DE LA,SIERRA DE PAJAREJO,SIERRA DE PAJAREJO,9
718900,CALLE,CALLEDE LASIERRA DE PALOMERAS,DE LA,SIERRA DE PALOMERAS,SIERRA DE PALOMERAS,18
2413,CALLE,CALLEDE LASIERRA DE PEÑA NEGRA,DE LA,SIERRA DE PEÑA NEGRA,SIERRA DE PEÑA NEGRA,9
719200,CALLE,CALLEDE LASIERRA DE PINEDA,DE LA,SIERRA DE PINEDA,SIERRA DE PINEDA,13
2412,CALLE,CALLEDE LASIERRA DE PUERTO VIEJO,DE LA,SIERRA DE PUERTO VIEJO,SIERRA DE PUERTO VIEJO,9
719400,CALLE,CALLEDE LASIERRA DE QUEIJA,DE LA,SIERRA DE QUEIJA,SIERRA DE QUEIJA,18
719650,CALLE,CALLEDE LASIERRA DE SABIÑAR,DE LA,SIERRA DE SABIÑAR,SIERRA DE SABIÑAR,18
720000,CALLE,CALLEDE LASIERRA DE SEGURA,DE LA,SIERRA DE SEGURA,SIERRA DE SEGURA,13
720200,CALLE,CALLEDE LASIERRA DE TEJEDA,DE LA,SIERRA DE TEJEDA,SIERRA DE TEJEDA,13
720500,CALLE,CALLEDE LASIERRA DE TOLOÑO,DE LA,SIERRA DE TOLOÑO,SIERRA DE TOLOÑO,13
720575,CALLE,CALLEDE LASIERRA DE TORNAVACAS,DE LA,SIERRA DE TORNAVACAS,SIERRA DE TORNAVACAS,18
720585,CALLE,CALLEDE LASIERRA DE TORTEJADA,DE LA,SIERRA DE TORTEJADA,SIERRA DE TORTEJADA,18
720700,CALLE,CALLEDE LASIERRA DE VALDEMECA,DE LA,SIERRA DE VALDEMECA,SIERRA DE VALDEMECA,13
714600,CALLE,CALLEDE LASIERRA DEL BREZO,DE LA,SIERRA DEL BREZO,SIERRA DEL BREZO,18
715200,CALLE,CALLEDE LASIERRA DEL CASTILLO,DE LA,SIERRA DEL CASTILLO,SIERRA DEL CASTILLO,13
719500,CALLE,CALLEDE LASIERRA DEL QUINTANAR,DE LA,SIERRA DEL QUINTANAR,SIERRA DEL QUINTANAR,13
720550,CALLE,CALLEDE LASIERRA DEL TORCAL,DE LA,SIERRA DEL TORCAL,SIERRA DEL TORCAL,18
720550,CALLE,CALLEDE LASIERRA DEL TORCAL,DE LA,SIERRA DEL TORCAL,SIERRA DEL TORCAL,18
720800,CALLE,CALLEDE LASIERRA DEL VALLE,DE LA,SIERRA DEL VALLE,SIERRA DEL VALLE,13
715800,CALLE,CALLEDE LASIERRA ELVIRA,DE LA,SIERRA ELVIRA,SIERRA ELVIRA,13
715850,CALLE,CALLEDE LASIERRA ENGARCERAN,DE LA,SIERRA ENGARCERAN,SIERRA ENGARCERÁN,18
716000,CALLE,CALLEDE LASIERRA ESPUÑA,DE LA,SIERRA ESPUÑA,SIERRA ESPUÑA,18
716200,CALLE,CALLEDE LASIERRA FALADORA,DE LA,SIERRA FALADORA,SIERRA FALADORA,13
2872,CALLE,CALLEDE LASIERRA GADOR,DE LA,SIERRA GADOR,SIERRA GÁDOR,18
716600,PLAZA,PLAZADE LASIERRA GISTRAL,DE LA,SIERRA GISTRAL,SIERRA GISTRAL,18
716700,CALLE,CALLEDE LASIERRA GORDA,DE LA,SIERRA GORDA,SIERRA GORDA,18
716700,CALLE,CALLEDE LASIERRA GORDA,DE LA,SIERRA GORDA,SIERRA GORDA,18
717500,CALLE,CALLEDE LASIERRA LLERENA,DE LA,SIERRA LLERENA,SIERRA LLERENA,13
717600,CALLE,CALLEDE LASIERRA MADERA,DE LA,SIERRA MADERA,SIERRA MADERA,13
717700,CALLE,CALLEDE LASIERRA MADRONA,DE LA,SIERRA MADRONA,SIERRA MADRONA,13
718000,CALLE,CALLEDE LASIERRA MENERA,DE LA,SIERRA MENERA,SIERRA MENERA,13
718100,PLAZA,PLAZADE LASIERRA MINISTRA,DE LA,SIERRA MINISTRA,SIERRA MINISTRA,13
718200,CALLE,CALLEDE LASIERRA MOLINA,DE LA,SIERRA MOLINA,SIERRA MOLINA,13
718400,CALLE,CALLEDE LASIERRA MONTILLA,DE LA,SIERRA MONTILLA,SIERRA MONTILLA,18
718450,CALLE,CALLEDE LASIERRA MORENA,DE LA,SIERRA MORENA,SIERRA MORENA,18
718500,CALLE,CALLEDE LASIERRA NEVADA,DE LA,SIERRA NEVADA,SIERRA NEVADA,13
718500,CALLE,CALLEDE LASIERRA NEVADA,DE LA,SIERRA NEVADA,SIERRA NEVADA,13
1891,GLORIETA,GLORIETADE LASIERRA PARAMERA,DE LA,SIERRA PARAMERA,SIERRA PARAMERA,9
719600,CALLE,CALLEDE LASIERRA ROBLEDAL,DE LA,SIERRA ROBLEDAL,SIERRA ROBLEDAL,13
719800,CALLE,CALLEDE LASIERRA SALVADA,DE LA,SIERRA SALVADA,SIERRA SALVADA,13
720400,CALLE,CALLEDE LASIERRA TOLEDANA,DE LA,SIERRA TOLEDANA,SIERRA TOLEDANA,13
720400,CALLE,CALLEDE LASIERRA TOLEDANA,DE LA,SIERRA TOLEDANA,SIERRA TOLEDANA,14
720900,CALLE,CALLEDE LASIERRA VIEJA,DE LA,SIERRA VIEJA,SIERRA VIEJA,18
906055,CALLE,CALLESIETE,,SIETE,SIETE,20
721300,CALLE,CALLEDELSIETE DE JULIO,DEL,SIETE DE JULIO,SIETE DE JULIO,1
905222,GLORIETA,GLORIETADE LASSIETE HERMANAS,DE LAS,SIETE HERMANAS,SIETE HERMANAS,9
2209,CALLE,CALLESIETE MERCAMADRID,,SIETE MERCAMADRID,SIETE MERCAMADRID,18
721500,CALLE,CALLEDE LOSSIETE PICOS,DE LOS,SIETE PICOS,SIETE PICOS,5
1948,CAMINO,CAMINODE LASSIETE REJAS,DE LAS,SIETE REJAS,SIETE REJAS,9
1948,CAMINO,CAMINODE LASSIETE REJAS,DE LAS,SIETE REJAS,SIETE REJAS,9
721600,CALLE,CALLEDESIGERICO,DE,SIGERICO,SIGERICO,11
31000530,CALLE,CALLEDESIGÜENZA,DE,SIGÜENZA,SIGÜENZA,9
721850,CALLE,CALLEDESIGUERO,DE,SIGUERO,SIGUERO,8
721900,CALLE,CALLEDELSIL,DEL,SIL,SIL,5
722000,CALLE,CALLEDE LASILFIDE,DE LA,SILFIDE,SÍLFIDE,20
722100,GLORIETA,GLORIETADELSILICE,DEL,SILICE,SÍLICE,4
722200,CALLE,CALLEDE LASILLERIA,DE LA,SILLERIA,SILLERÍA,20
722400,CALLE,CALLEDESILVA,DE,SILVA,SILVA,1
722400,CALLE,CALLEDESILVA,DE,SILVA,SILVA,1
722500,CALLE,CALLEDESILVANO,DE,SILVANO,SILVANO,16
722500,CALLE,CALLEDESILVANO,DE,SILVANO,SILVANO,16
722600,CALLE,CALLEDESILVES,DE,SILVES,SILVES,11
2727,CALLE,CALLEDE LASILVINA,DE LA,SILVINA,SILVINA,12
31000646,CALLE,CALLEDESILVINA OCAMPO,DE,SILVINA OCAMPO,SILVINA OCAMPO,18
2882,CALLE,CALLEDE LASILVINITA,DE LA,SILVINITA,SILVINITA,17
722700,CALLE,CALLEDESILVIO ABAD,DE,SILVIO ABAD,SILVIO ABAD,12
722800,CALLE,CALLEDESIMACOTA,DE,SIMACOTA,SIMACOTA,16
722900,CALLE,CALLEDESIMANCAS,DE,SIMANCAS,SIMANCAS,6
31000007,CALLE,CALLEDELSIMCA,DEL,SIMCA,SIMCA,12
2262,CALLE,CALLEDESIMON BOLIVAR,DE,SIMON BOLIVAR,SIMÓN BOLÍVAR,16
2130,PASEO,PASEODESIMON DE ROJAS CLEMENTE,DE,SIMON DE ROJAS CLEMENTE,SIMÓN DE ROJAS CLEMENTE,3
1853,CALLE,CALLEDESIMON VIÑALS,DE,SIMON VIÑALS,SIMÓN VIÑALS,8
31001788,CALLE,CALLEDE LASIMPATIA,DE LA,SIMPATIA,SIMPATÍA,19
723415,CALLE,CALLEDELSIMUN,DEL,SIMUN,SIMÚN,21
723500,CALLE,CALLEDESINCELEJO,DE,SINCELEJO,SINCELEJO,16
723600,CALLE,CALLEDESINESIO DELGADO,DE,SINESIO DELGADO,SINESIO DELGADO,6
723600,CALLE,CALLEDESINESIO DELGADO,DE,SINESIO DELGADO,SINESIO DELGADO,6
723600,CALLE,CALLEDESINESIO DELGADO,DE,SINESIO DELGADO,SINESIO DELGADO,8
723600,CALLE,CALLEDESINESIO DELGADO,DE,SINESIO DELGADO,SINESIO DELGADO,8
723600,CALLE,CALLEDESINESIO DELGADO,DE,SINESIO DELGADO,SINESIO DELGADO,9
723600,CALLE,CALLEDESINESIO DELGADO,DE,SINESIO DELGADO,SINESIO DELGADO,9
31000278,CALLE,CALLEDE LASINFONIA,DE LA,SINFONIA,SINFONÍA,10
1120,CAMINO,CAMINODESINTRA,DE,SINTRA,SINTRA,16
1120,CAMINO,CAMINODESINTRA,DE,SINTRA,SINTRA,21
1120,CAMINO,CAMINODESINTRA,DE,SINTRA,SINTRA,21
1108,GLORIETA,GLORIETADESINTRA,DE,SINTRA,SINTRA,21
2472,CALLE,CALLEDESIRACUSA,DE,SIRACUSA,SIRACUSA,20
723800,CALLE,CALLEDESIRIO,DE,SIRIO,SIRIO,3
723900,CALLE,CALLEDESIRO MUELA,DE,SIRO MUELA,SIRO MUELA,20
723925,CALLE,CALLEDELSIROCO,DEL,SIROCO,SIROCO,21
723950,CALLE,CALLEDESIRRACH,DE,SIRRACH,SIRRACH,9
724000,CALLE,CALLEDESISEBUTO,DE,SISEBUTO,SISEBUTO,10
724100,PLAZA,PLAZADESISENANDO,DE,SISENANDO,SISENANDO,10
905471,CAMINO,CAMINODELSISON,DEL,SISON,SISÓN,8
724200,CALLE,CALLEDE LOSSISONES,DE LOS,SISONES,SISONES,8
31000341,CALLE,CALLEDELSITIO DE EL ESCORIAL,DEL,SITIO DE EL ESCORIAL,SITIO DE EL ESCORIAL,11
724400,RONDA,RONDADESOBRADIEL,DE,SOBRADIEL,SOBRADIEL,16
2815,CALLE,CALLEDESOBRADO,DE,SOBRADO,SOBRADO,8
724500,CALLE,CALLEDE LASOCIEDAD,DE LA,SOCIEDAD,SOCIEDAD,11
724600,CALLE,CALLEDELSOCORRO,DEL,SOCORRO,SOCORRO,19
724700,CALLE,CALLEDESOCUELLAMOS,DE,SOCUELLAMOS,SOCUÉLLAMOS,12
31000444,CALLE,CALLEDELSODIO,DEL,SODIO,SODIO,2
724800,CALLE,CALLEDESODUPE,DE,SODUPE,SODUPE,9
2443,CALLE,CALLEDESOFIA,DE,SOFIA,SOFÍA,8
2443,CALLE,CALLEDESOFIA,DE,SOFIA,SOFÍA,20
31000665,CALLE,CALLEDESOFIA CASANOVA,DE,SOFIA CASANOVA,SOFÍA CASANOVA,10
725000,CALLE,CALLEDE LASOFORA,DE LA,SOFORA,SÓFORA,6
725100,PLAZA,PLAZADESOGAMOSO,DE,SOGAMOSO,SOGAMOSO,16
725200,CALLE,CALLEDELSOL,DEL,SOL,SOL,4
725300,CALLE,CALLEDELSOL NACIENTE,DEL,SOL NACIENTE,SOL NACIENTE,15
725600,CALLE,CALLEDE LASOLANA DE LUCHE,DE LA,SOLANA DE LUCHE,SOLANA DE LUCHE,10
725650,CALLE,CALLEDE LASOLANA DE OPAÑEL,DE LA,SOLANA DE OPAÑEL,SOLANA DE OPAÑEL,11
725675,CALLE,CALLEDELSOLANO,DEL,SOLANO,SOLANO,21
31000416,CALLE,CALLEDELSOLARA,DEL,SOLARA,SOLARA,12
726000,CALLE,CALLEDELSOLDADO,DEL,SOLDADO,SOLDADO,8
726100,CALLE,CALLEDELSOLDADO JOSE MARIA REY,DEL,SOLDADO JOSE MARIA REY,SOLDADO JOSÉ MARÍA REY,11
333250,CALLE,CALLEDESOLEDAD CAZORLA,DE,SOLEDAD CAZORLA,SOLEDAD CAZORLA,10
726375,CALLE,CALLEDE LASSOLEDADES,DE LAS,SOLEDADES,SOLEDADES,11
726400,CALLE,CALLEDESOLER Y GONZALEZ,DE,SOLER Y GONZALEZ,SOLER Y GONZÁLEZ,1
726500,CALLE,CALLEDE LASOLERIA,DE LA,SOLERIA,SOLERÍA,20
726530,PLAZA,PLAZADE LASOLIDARIDAD,DE LA,SOLIDARIDAD,SOLIDARIDAD,12
726700,CALLE,CALLEDESOLSONA,DE,SOLSONA,SOLSONA,16
739000,CALLE,CALLEDE LASOMBRA,DE LA,SOMBRA,SOMBRA,11
726900,CALLE,CALLEDE LASOMBRERERIA,DE LA,SOMBRERERIA,SOMBRERERÍA,1
727000,CALLE,CALLEDELSOMBRERETE,DEL,SOMBRERETE,SOMBRERETE,1
727100,CALLE,CALLEDESOMERA,DE,SOMERA,SOMERA,9
727200,CALLE,CALLEDESOMONTES,DE,SOMONTES,SOMONTES,8
