res_tra_registro_tipo,res_tra_razon_social,res_tra_nif,res_tra_direccion_tipo_vial,res_tra_direccion_via_nombre,res_tra_direccion_muni_desc,res_tra_direccion_cod_postal,res_tra_residuo_ler_desc
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"SOLUCIONES PARA REPUESTOS INDUSTRIALES JOFERGA, S.L.",B86975935,CALLE,DE JORGE JUAN,Madrid,28001,HORMIGÓN.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"RECUPERACIONES IMANOL, S.L.",B86987112,CALLE,ARTES GRAFICAS,Pinto,28320,ENVASES DE PAPEL Y CARTÓN.
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"MSO GESTIÓN DE RESIDUOS, S.L.U.",B86993029,AVDA,DE LAS ARBOLEDAS,Valdemoro,28343,ESTÉRILES QUE GENERAN ÁCIDO PROCEDENTES DE LA TRANSFORMACIÓN DE SULFUROS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,LOGISTICA Y TRANSPORTES LDR,B86994159,CALLE,TORROJA,Getafe,28904,"SERRÍN, VIRUTAS, RECORTES, MADERA, TABLEROS DE PARTÍCULAS Y CHAPAS DISTINTOS DE LOS MENCIONADOS EN EL CÓDIGO 03 01 04."
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"LEBA JARDINERIA, S.L.",B87016614,CALLE,MILANOS,Pinto,28320,ENVASES DE PAPEL Y CARTÓN.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,RECOGIDA DE ACEITES Y GRASAS PARA LA RECUPERACIÓN DE ÓLEOS INDUSTRIALES S.L.,B87030797,CALLE,JUAN DE VILLANUEVA,Coslada,28823,ACEITES Y GRASAS COMESTIBLES
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"TRANSGILBER LOGISTICA, S.L.",B87056834,CALLE,DEL MEDIODÍA,Gascones,28737,BATERÍAS DE PLOMO.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"HIGIENICA DE BIOSANITARIOS, S.L.",B87068961,AVDA,DE LA ENCINA,Fuenlabrada,28942,LODOS DE LAVADO Y LIMPIEZA.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"SILVIU MATERIALES DE CONSTRUCCION, S.L.",B87096244,CALLE,DE LA COMUNIDAD DE MADRID,Boadilla del Monte,28660,HORMIGÓN.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"DANMART ALLOYS, S.L.",B87099842,CALLE,DE LAS ISLAS GUAITECAS,Getafe,28905,METALES.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"GRUAS MARTIN BARRAGAN, S.L.",B87118212,CALLE,CHARLES DARWIN,Alcalá de Henares,28806,HORMIGÓN.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"RECICLAJE Y VALORIZACION DE RESIDUOS, S.L.",B87128484,CALLE,GARCILASO VEGA,Cubas de la Sagra,28978,CONSERVANTES DE LA MADERA NO ESPECIFICADOS EN OTRAS CATEGORÍA.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"RECUPERACIONES KONE, S.L.",B87131017,CALLE,GOBERNADOR,Leganés,28912,PAPEL Y CARTÓN
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"RECUPERACIONES PINTO, S.L.",B87132650,CTRA,ANDALUCIA N4,Pinto,28320,"COBRE, BRONCE Y LATÓN."
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"RECOGIDA DE CONSUMIBLES INFORMATICOS, S.L.U.",B87138053,CALLE,DEL CIDRO,Madrid,28044,RESIDUOS DE TÓNER DE IMPRESIÓN DISTINTOS DE LOS ESPECIFICADOS EN EL CÓDIGO 08 03 17.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"LOGISTICA CHAPINAL, S.L.",B87139127,CALLE,DE BARCELONA,Humanes de Madrid,28970,METALES FÉRREOS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"EXMUCA EXCAVACIONES, S.L.",B87158481,CALLE,DE ANTONIO LÓPEZ,Madrid,28026,HORMIGÓN.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"CONSTRUCCIONES, OBRAS Y REFORMAS SUYFER, S.L.",B87161303,CALLE,GUTENBERG,Madrid,28014,MATERIALES DE CONSTRUCCIÓN A BASE DE YESO DISTINTOS DE LOS ESPECIFICADOS EN EL CÓDIGO 17 08 01.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"ALCATRANS 2015, S.L.",B87170072,CALLE,ARGENTINA,Alcalá de Henares,28806,RESIDUOS PROCEDENTES DE LA CLASIFICACIÓN DE PAPEL Y CARTÓN DESTINADOS AL RECICLADO.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"RECICLADOS DETER-OIL, S.L.",B87202644,CMNO,TELEFONICA,Torrejón de la Calzada,28991,ACEITES Y GRASAS COMESTIBLES
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"PALETS RODRIGUEZ, S.L.",B87215703,CALLE,JAMAICA,Alcalá de Henares,28806,ESTÉRILES DISTINTOS DE LOS MENCIONADOS EN LOS CÓDIGOS 01 03 04 Y 01 03 05.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"ALSERCONS 2015, S.L.",B87219861,AVDA,DEL PADRE PIQUER,Madrid,28024,RESIDUOS DE GRAVA Y ROCAS TRITURADAS DISTINTOS DE LOS MENCIONADOS EN EL CÓDIGO 01 04 07.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"RECICLAJES SANCHEZ JURADO, S.L.",B87253274,CALLE,DEL PUERTO DE REINOSA,Madrid,28031,PLÁSTICO Y CAUCHO.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"NEUMATICOS DAMAR, S.L.",B87255444,CALLE,DE GALILEO,Fuenlabrada,28946,NEUMÁTICOS FUERA DE USO.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"RECICLAJE GESTIÓN Y CONVERSIÓN ECOMETAL, S.L.",B87268231,CALLE,DE LOS ESCAYOLISTAS,Velilla de San Antonio,28891,LIMADURAS Y VIRUTAS DE METALES FÉRREOS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"TRANSLOGISER, S.L.",B87275996,CALLE,DE LA VIRGEN DE LOS REYES,Madrid,28027,RESIDUOS PROCEDENTES DE LA CLASIFICACIÓN DE PAPEL Y CARTÓN DESTINADOS AL RECICLADO.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"DIOMET RECICLAJE, S.L.",B87280160,CALLE,COBRE,San Martín de la Vega,28330,RESIDUOS METÁLICOS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"AQUASA, GRUPO JAIME GARCIA",B87290011,CALLE,ARTES GRAFICAS,Pinto,28320,LODOS DE DIGESTIÓN DEL TRATAMIENTO ANAERÓBICO DE RESIDUOS MUNICIPALES.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"TODO RUTA LEON, S.L.",B87294997,CALLE,DE ESTEBAN MORA,Madrid,28027,RESIDUOS PROCEDENTES DE LA CLASIFICACIÓN DE PAPEL Y CARTÓN DESTINADOS AL RECICLADO.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"HAY QUE AHORRAR, S.L.U.",B87320453,AVDA,DEL MAR MEDITERRÁNEO,Valdemoro,28341,RESIDUOS DE CORTEZA Y CORCHO.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"MADREXTREM, S.L.",B87353108,CALLE,BRUSELAS,Valdemoro,28342,HORMIGÓN.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"ORION RECICLA, S.L.",B87374658,CALLE,DEL CABO DE TARIFA,Madrid,28053,RESIDUOS DEL TRATAMIENTO DE ESCORIAS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"ADNA CARGOTRANS, S.L.",B87379186,CALLE,ISLAS CANARIAS,Arganda del Rey,28500,RESIDUOS PROCEDENTES DE LA CLASIFICACIÓN DE PAPEL Y CARTÓN DESTINADOS AL RECICLADO.
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"DOBERMAN RECYCLING, S.L.",B87399572,AVDA,REY JUAN CARLOS I,Villarejo de Salvanés,28590,"ENVASES METÁLICOS, INCLUIDOS LOS RECIPIENTES A PRESIÓN VACÍOS, QUE CONTIENEN UNA MATRIZ POROSA SÓLIDA  PELIGROSA (POR EJEMPLO, AMIANTO)."
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"TRANSPORTES ALCOTRAME, S.L.",B87412904,CALLE,DEL DOS DE MAYO,Alcobendas,28100,ENVASES DE PAPEL Y CARTÓN.
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"MORLO E HIJOS, S.L.",B87419537,TRVA,ALCALÁ DE HENARES,Campo Real,28510,RESIDUOS QUE CONTIENEN OTROS METALES PESADOS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"TRANSPORTES ROYSAN BLANCO, S.L.",B87428967,AVDA,LUIS ARAQUISTAIN,Getafe,28905,"SERRÍN, VIRUTAS, RECORTES, MADERA, TABLEROS DE PARTÍCULAS Y CHAPAS DISTINTOS DE LOS MENCIONADOS EN EL CÓDIGO 03 01 04."
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"CABALLERO FERRON, S.L.",B87430625,AVDA,DE PORTUGAL,Griñón,28971,BATERÍAS DE PLOMO.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"TRANSPORTES BRUNO PERONA, S.L.",B87432084,AVDA,DE LAS NACIONES,Rivas-Vaciamadrid,28521,ENVASES DE PAPEL Y CARTÓN.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"PALETS LA VILLA, S.L.U.",B87440905,AVDA,DE LEVANTE,Rivas-Vaciamadrid,28521,MADERA.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"TRANSFULGEN, S.L.",B87444360,PASEO,DE ARROYOMOLINOS,Móstoles,28938,"HECES DE ANIMALES, ORINA Y ESTIÉRCOL (INCLUIDA PAJA PODRIDA) Y EFLUENTES, RECOGIDOS SELECTIVAMENTE Y TRATADOS FUERA DEL  LUGAR DONDE SE GENERAN."
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"TRANSPORTES NICOLAS AYUSO E HIJOS, S.L.",B87447959,CALLE,ILLESCAS,Valdemoro,28341,OTRAS BASES.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"TRANSPORTES LUIS VAZQUEZ CRISTOBAL, S.L.",B87452124,CALLE,INDUSTRIA,Ajalvir,28864,CONSERVANTES DE LA MADERA NO ESPECIFICADOS EN OTRAS CATEGORÍA.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"TRANSPORTES PEDROMUS, S.L.",B87452678,AVDA,NÁPOLES,Nuevo Baztán,28514,HORMIGÓN.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"EUROCONT 2006 SERVICIO RAPIDO, S.L.",B87459491,CALLE,DE MEMBÉZAR,Madrid,28053,LODOS DE DESTINTADO PROCEDENTES DEL RECICLADO DE PAPEL.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"SOTO ECOTRANS, S.L.",B87460218,AVIA,"A-4, KM",Pinto,28320,HORMIGÓN.
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"DEMOLICIONES GEOTRESTEC, S.L.",B87462057,AVDA,DEL PETRÓLEO,Leganés,28918,MATERIALES DE CONSTRUCCIÓN QUE CONTIENEN AMIANTO.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"HERMANOS CJC FERNANDEZ, S.L.",B87466496,AVDA,DEL CANTÁBRICO,Arroyomolinos,28939,HORMIGÓN.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"RECUPERACIONES TRAVADA, S.L.",B87482089,PLAZA,DEL CASTILLO,San Martín de Valdeiglesias,28680,VEHÍCULOS AL FINAL DE SU VIDA UTIL QUE NO CONTENGAN LÍQUIDOS NI OTROS COMPONENTES PELIGROSOS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"GRUPO LOGISTICO GARCIA Y ATOCHA, S.L.",B87483061,CALLE,DE GRECIA,Valdemoro,28341,RESIDUOS PROCEDENTES DE LA CLASIFICACIÓN DE PAPEL Y CARTÓN DESTINADOS AL RECICLADO.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"TRANSLOZAGON, S.L.",B87485595,CALLE,DE LA VIRGEN DE LA SOLEDAD,"Molar, El",28710,RESIDUOS DE GRAVA Y ROCAS TRITURADAS DISTINTOS DE LOS MENCIONADOS EN EL CÓDIGO 01 04 07.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"ZETA LINE 1.0, S.L.",B87488292,CALLE,VALDEORILLA,Daganzo de Arriba,28814,"SERRÍN, VIRUTAS, RECORTES, MADERA, TABLEROS DE PARTÍCULAS Y CHAPAS DISTINTOS DE LOS MENCIONADOS EN EL CÓDIGO 03 01 04."
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"DAVID ISN TRANS, S.L.",B87502936,CALLE,DE LOS FRAILES VIEJOS,Ciempozuelos,28350,ENVASES DE PAPEL Y CARTÓN.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"TRANSPORTES Y REPARTOS PORTEÑO, S.L.",B87503678,CALLE,EDUARDO TORROJA,Alcalá de Henares,28806,"HECES DE ANIMALES, ORINA Y ESTIÉRCOL (INCLUIDA PAJA PODRIDA) Y EFLUENTES, RECOGIDOS SELECTIVAMENTE Y TRATADOS FUERA DEL  LUGAR DONDE SE GENERAN."
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"RECYCLING TECHNOLOGY, S.L.",B87505418,CALLE,PUERTO DE PIQUERAS,Leganés,28919,EQUIPOS DESECHADOS QUE CONTIENEN AMIANTO LIBRE.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"SOTO REFORMAS INTEGRALES, S.L.",B87510863,CALLE,LUIS DE TORRES,Alcalá de Henares,28805,HORMIGÓN.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"RAMG CONSTRUCCIONES Y RESIDUOS, S.L.",B87515136,CTRA,DE FUENCARRAL,Alcobendas,28108,PAPEL Y CARTÓN
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"RECUPERACIONES TRIFEYME, S.L.",B87568747,CALLE,DE ARAGÓN,Mejorada del Campo,28840,ENVASES QUE CONTIENEN RESTOS DE SUSTANCIAS PELIGROSAS O ESTÁN CONTAMINADOS POR ELLAS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"TENSOACTIVOS INDUSTRIALES, S.L.",B87593588,CTRA,TELEFONICA,Torrejón de la Calzada,28991,ACEITES Y GRASAS COMESTIBLES
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"SOLUCIONES RECOAMBIENTE, S.L.",B87599114,CALLE,CUESTA DE MÓSTOLES,Fuenlabrada,28942,ENVASES QUE CONTIENEN RESTOS DE SUSTANCIAS PELIGROSAS O ESTÁN CONTAMINADOS POR ELLAS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"ECOWORLD GESTIONES, S.L.",B87602652,CALLE,DEL ABETO,Humanes de Madrid,28970,ROPA.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"MATERIALES DE CONSTRUCCION ANTICRISIS, S.L.",B87602900,CALLE,FRANCISCO ALVAREZ,Madrid,28051,HORMIGÓN.
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"MIGUEL VIDAL E HIJOS, S.L.",B87606687,CALLE,JOSE ECHEGARAY,Torrejón de Ardoz,28850,RESIDUOS AGROQUÍMICOS QUE CONTIENEN SUSTANCIAS PELIGROSAS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"EVERPET CREMATORIO DE MASCOTAS, S.L.",B87611299,CALLE,HUSILLO,Collado Villalba,28400,RESIDUOS CUYA RECOGIDA Y ELIMINACIÓN NO ES OBJETO DE REQUISITOS ESPECIALES PARA PREVENIR INFECCIONES.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"TRAMISA LOGISTICA, S.L.",B87612214,CALLE,DEL TREN DE ARGANDA,Madrid,28032,EQUIPOS DESECHADOS DISTINTOS DE LOS ESPECIFICADOS EN LOS CÓDIGOS 16 02 09 A 16 02 13.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"REPIALJO, S.L.",B87618005,AVDA,DOS DE MAYO,Leganés,28912,BATERÍAS Y ACUMULADORES DISTINTOS DE LOS ESPECIFICADOS EN EL CÓDIGO 20 01 33
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"SARVITRANS 2016, S.L.",B87620456,CALLE,ARANJUEZ,Moraleja de Enmedio,28950,EQUIPOS DESECHADOS DISTINTOS DE LOS ESPECIFICADOS EN LOS CÓDIGOS 16 02 09 A 16 02 13.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"MBA EUROTRANSPORTES, S.L.",B87621132,CALLE,JARAMA,Colmenar de Oreja,28380,ENVASES DE PAPEL Y CARTÓN.
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"DEMOLICION Y DESCONTAMINACION, S.L.",B87630596,CALLE,DEL CAÑAMAREJO,Algete,28110,TRANSFORMADORES Y CONDENSADORES QUE CONTIENEN PCB.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"TRANSHERCO Y TRANSDAHLIA, S.L.U.",B87635553,CALLE,DE CASTILLA LA NUEVA,Fuenlabrada,28941,NEUMÁTICOS FUERA DE USO.
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),PHYSICO CHEMICAL RECOVERY FROM WASTE SL,B87637898,CALLE,ZEUS,Meco,28880,"SERRÍN, VIRUTAS, RECORTES, MADERA, TABLEROS DE PARTÍCULAS Y CHAPAS QUE CONTIENEN SUSTANCIAS PELIGROSAS."
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"VALORIZACION Y RECICLAJES CALATRAVA, S.L.",B87640546,CALLE,AUGUSTO GONZALEZ BESADA,Madrid,28030,ENVASES DE MADERA.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"INFINITY PET, S.L.",B87642872,CALLE,GALILEO,Leganés,28914,RESIDUOS MUNICIPALES NO ESPECIFICADOS EN OTRA CATEGORÍA.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"SANTACEBRA, S.L.",B87664629,PLAZA,DE CATALUÑA,Rivas-Vaciamadrid,28523,MEZCLAS BITUMINOSAS DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 170301.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"ECOERMETIC DYD, S.L.",B87714598,CALLE,DE ARAGÓN,Mejorada del Campo,28840,RESIDUOS DE TÓNER DE IMPRESIÓN DISTINTOS DE LOS ESPECIFICADOS EN EL CÓDIGO 08 03 17.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"RECUPERACIONES LOS GEMELOS, S.L.",B87715074,BULEV,DE INDALECIO PRIETO,Madrid,28032,RESIDUOS METÁLICOS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"TRADASAN TTES Y LOGISTICA, S.L.",B87731022,CALLE,BERNANRDO ATXAGA,Rivas-Vaciamadrid,28521,PAPEL Y CARTÓN
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"TRANSPORTES, EXCAVACIONES Y DERRIBOS DEL SAZ, S.L.",B87743423,CALLE,PABLO ESCOBAR SÁNCHEZ,Villalbilla,28810,HORMIGÓN.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"PABLO PALETS Y PELLET, S.L.",B87765947,CALLE,MANUEL SANDOVAL,Torrejón de Ardoz,28850,ENVASES DE PLÁSTICO.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"INNOVA IN DOMUS, S.L.",B87773743,CALLE,DE LA CONSTITUCIÓN,Alcobendas,28100,"RESIDUOS MEZCLADOS DE CONSTRUCCIÓN Y DEMOLICIÓN DISTINTOS DE LOS ESPECIFICADOS EN LOS CÓDIGOS 170901, 170902 Y 170903."
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"TRATAMIENTO DE RESIDUOS MADRID, S.L.",B87777231,CALLE,DEL TAJO,Mejorada del Campo,28840,MEZCLAS BITUMINOSAS DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 170301.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"EMBLEMATIK GLOBAL RECYCLING, S.L.",B87815205,CALLE,MERCADO,Campo Real,28510,"CATALIZADORES USADOS QUE CONTIENEN ORO, PLATA, RENIO, RODIO, PALADIO, IRIDIO O PLATINO (EXCEPTO LOS DEL CÓDIGO 16 08 07)"
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"POWER GESTION AMBIENTAL, S.L.",B87848784,CTRA,DE ALCALÁ,Camarma de Esteruelas,28816,RESIDUOS AGROQUÍMICOS QUE CONTIENEN SUSTANCIAS PELIGROSAS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"B. RODRIGUEZ CONTENEDORES, GRUAS Y TRANSPORTES, S.L.",B87872990,CALLE,DE LA TRAVESÍA DE SAN ROQUE,Navalcarnero,28600,RESIDUOS DE GRAVA Y ROCAS TRITURADAS DISTINTOS DE LOS MENCIONADOS EN EL CÓDIGO 01 04 07.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"FRANSSIX IBERICA, S.L.",B87876272,AVDA,DEL GENERAL PERÓN,Madrid,28020,HORMIGÓN.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"CONSTRUCCIONES VICENTE MOYANO, S.L.",B87885000,CALLE,FRAY PEDRO DE VILLACRECES,"Cabrera, La",28751,"MEZCLAS DE HORMIGÓN, LADRILLOS, TEJAS Y MATERIALES CERÁMICOS, DISTINTOS DE LAS ESPECIFICADAS EN EL CÓDIGO 17 01 06"
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"RECUPERACIONES BAJAN, S.L.",B87900254,CALLE,VEREDA DE LA SOLANA,Valdemoro,28343,ENVASES QUE CONTIENEN RESTOS DE SUSTANCIAS PELIGROSAS O ESTÁN CONTAMINADOS POR ELLAS.
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"LOGISTICA EXPRESS 12H, S.L.",B87908414,CALLE,REAL VIEJA,Alcobendas,28100,"EQUIPOS DESECHADOS QUE CONTIENEN CLOROFLUOROCARBUROS, HCFC, HFC"
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"LOGISTICA RUBE, S.L.",B87913562,TRVA,SUR,Villaconejos,28360,HORMIGÓN.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"RECUMADRID SERVICIOS AMBIENTALES, S.L.U.",B87914115,AVDA,DE ESPINELA,Madrid,28021,RESIDUOS DE TÓNER DE IMPRESIÓN DISTINTOS DE LOS ESPECIFICADOS EN EL CÓDIGO 08 03 17.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,TRANSPORTES MARTINEZ CAÑETE,B87931168,CALLE,DEL ARROYO DEL OLIVAR,Madrid,28018,ENVASES DE PAPEL Y CARTÓN.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"PAVIMENTOS Y AZULEJOS PARLA, S.L.",B87944252,CALLE,DE CAVANILLES,Madrid,28007,ENVASES DE PAPEL Y CARTÓN.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"RECICLAJES GRUCONDA 10, S.L.",B87971107,CMNO,DE LOS MALATONES,Fuente el Saz de Jarama,28140,ESCORIAS DE LA PRODUCCIÓN PRIMARIA Y SECUNDARIA.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"MYPTRANSMETAL, S.L",B87971347,CALLE,VERGARA,San Fernando de Henares,28830,ESCORIAS DE HORNO.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"TRANSPORTES Y ARIDOS KIKE, S.L.",B87987913,CALLE,URUGUAY,Coslada,28822,HORMIGÓN.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"FLOIVATRANS, S.L.",B87997888,CALLE,DE LAS MARISMAS,Madrid,28038,"COBRE, BRONCE Y LATÓN."
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"ROMVAN TRANS, S.L.",B87999751,CALLE,ECUADOR,Torrelaguna,28180,PAPEL Y CARTÓN
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"CONTESIERRA, S.L.",B88038914,CTRA,GALAPAGAR A VILLABA,Galapagar,28260,HORMIGÓN.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"DESGUACES PLAZA, S.L.",B88057005,CALLE,ESCOFINA,Collado Villalba,28400,VEHÍCULOS AL FINAL DE SU VIDA UTIL QUE NO CONTENGAN LÍQUIDOS NI OTROS COMPONENTES PELIGROSOS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"INDUSTRIA DE COMERCIO Y DEMOLICIONES, S.L.",B88069471,CALLE,DEL COBRE,San Martín de la Vega,28330,HORMIGÓN.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"LA CHATA DE PINTO, S.L.",B88098058,CALLE,DE ÁGUILAS,Pinto,28320,"COBRE, BRONCE Y LATÓN."
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"SERVICIO RAPIDO DE CONTENEDORES SERRACON, S.L.",B88100128,CALLE,DE VALDECANILLAS,Madrid,28037,HORMIGÓN.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"MADRILEÑA DE ACEITES USADOS, S.L.",B88132956,CALLE,PORTUGAL,Fuenlabrada,28943,METALES FÉRREOS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"RECUPERACIONES MOLINA VILAS, S.L.",B90157009,CALLE,VALDEMORILLO,Alcorcón,28925,RESIDUOS DE PLÁSTICOS (EXCEPTO EMBALAJES).
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"CEMINTER HISPANIA, S.L.",B91178525,CTRA,"ANDALUCIA, KM.",Madrid,28021,CENIZAS VOLANTES DE CARBÓN.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"BIOENERGIA Y BIOMASA DE ANDALUCIA, S.L",B91965202,CALLE,DEL PICO DEL ÁGUILA,Humanes de Madrid,28970,ACEITES Y GRASAS COMESTIBLES
