vidrio_municipio_codigo,vidrio_municipio_nombre,vidrio_año,vidrio_indicador_descripcion,vidrio_indicador_unidades,vidrio_indicador_valor
1723,Villalbilla,2014,habitantes,número,11916
1723,Villalbilla,2014,contenedores,unidades,82
1723,Villalbilla,2014,vidrio recogido,kg,125200
1739,Villamanrique de Tajo,2014,habitantes,número,738
1739,Villamanrique de Tajo,2014,contenedores,unidades,8
1739,Villamanrique de Tajo,2014,vidrio recogido,kg,9000
1744,Villamanta,2014,habitantes,número,2507
1744,Villamanta,2014,contenedores,unidades,13
1744,Villamanta,2014,vidrio recogido,kg,22657
1757,Villamantilla,2014,habitantes,número,1241
1757,Villamantilla,2014,contenedores,unidades,7
1757,Villamantilla,2014,vidrio recogido,kg,13247
1760,Villanueva de la Cañada,2014,habitantes,número,18827
1760,Villanueva de la Cañada,2014,contenedores,unidades,74
1760,Villanueva de la Cañada,2014,vidrio recogido,kg,168303
1782,Villanueva de Perales,2014,habitantes,número,1445
1782,Villanueva de Perales,2014,contenedores,unidades,11
1782,Villanueva de Perales,2014,vidrio recogido,kg,9774
1776,Villanueva del Pardillo,2014,habitantes,número,16730
1776,Villanueva del Pardillo,2014,contenedores,unidades,63
1776,Villanueva del Pardillo,2014,vidrio recogido,kg,136401
1795,Villar del Olmo,2014,habitantes,número,2085
1795,Villar del Olmo,2014,contenedores,unidades,11
1795,Villar del Olmo,2014,vidrio recogido,kg,20322
1809,Villarejo de Salvanés,2014,habitantes,número,7301
1809,Villarejo de Salvanés,2014,contenedores,unidades,32
1809,Villarejo de Salvanés,2014,vidrio recogido,kg,92560
1816,Villaviciosa de Odón,2014,habitantes,número,26911
1816,Villaviciosa de Odón,2014,contenedores,unidades,93
1816,Villaviciosa de Odón,2014,vidrio recogido,kg,315112
1821,Villavieja del Lozoya,2014,habitantes,número,275
1821,Villavieja del Lozoya,2014,contenedores,unidades,6
1821,Villavieja del Lozoya,2014,vidrio recogido,kg,6519
1837,Zarzalejo,2014,habitantes,número,1583
1837,Zarzalejo,2014,contenedores,unidades,15
1837,Zarzalejo,2014,vidrio recogido,kg,23877
0014,"Acebeda, La",2015,habitantes,número,65
0014,"Acebeda, La",2015,contenedores,unidades,5
0014,"Acebeda, La",2015,vidrio recogido,kg,4251
0029,Ajalvir,2015,habitantes,número,4343
0029,Ajalvir,2015,contenedores,unidades,32
0029,Ajalvir,2015,vidrio recogido,kg,55946
0035,Alameda del Valle,2015,habitantes,número,217
0035,Alameda del Valle,2015,contenedores,unidades,8
0035,Alameda del Valle,2015,vidrio recogido,kg,11318
0040,"Álamo, El",2015,habitantes,número,8965
0040,"Álamo, El",2015,contenedores,unidades,45
0040,"Álamo, El",2015,vidrio recogido,kg,76392
0053,Alcalá de Henares,2015,habitantes,número,198750
0053,Alcalá de Henares,2015,contenedores,unidades,679
0053,Alcalá de Henares,2015,vidrio recogido,kg,2049575
0066,Alcobendas,2015,habitantes,número,113055
0066,Alcobendas,2015,contenedores,unidades,295
0066,Alcobendas,2015,vidrio recogido,kg,1311558
0072,Alcorcón,2015,habitantes,número,167136
0072,Alcorcón,2015,contenedores,unidades,492
0072,Alcorcón,2015,vidrio recogido,kg,1860265
0088,Aldea del Fresno,2015,habitantes,número,2535
0088,Aldea del Fresno,2015,contenedores,unidades,19
0088,Aldea del Fresno,2015,vidrio recogido,kg,38552
0091,Algete,2015,habitantes,número,20148
0091,Algete,2015,contenedores,unidades,121
0091,Algete,2015,vidrio recogido,kg,235692
0105,Alpedrete,2015,habitantes,número,14248
0105,Alpedrete,2015,contenedores,unidades,73
0105,Alpedrete,2015,vidrio recogido,kg,203243
0112,Ambite,2015,habitantes,número,618
0112,Ambite,2015,contenedores,unidades,7
0112,Ambite,2015,vidrio recogido,kg,10942
0127,Anchuelo,2015,habitantes,número,1200
0127,Anchuelo,2015,contenedores,unidades,12
0127,Anchuelo,2015,vidrio recogido,kg,13379
0133,Aranjuez,2015,habitantes,número,58168
0133,Aranjuez,2015,contenedores,unidades,262
0133,Aranjuez,2015,vidrio recogido,kg,605518
0148,Arganda del Rey,2015,habitantes,número,54533
0148,Arganda del Rey,2015,contenedores,unidades,211
0148,Arganda del Rey,2015,vidrio recogido,kg,346419
0151,Arroyomolinos,2015,habitantes,número,26846
0151,Arroyomolinos,2015,contenedores,unidades,156
0151,Arroyomolinos,2015,vidrio recogido,kg,226077
0164,"Atazar, El",2015,habitantes,número,96
0164,"Atazar, El",2015,contenedores,unidades,2
0164,"Atazar, El",2015,vidrio recogido,kg,1959
0170,Batres,2015,habitantes,número,1568
0170,Batres,2015,contenedores,unidades,16
0170,Batres,2015,vidrio recogido,kg,21171
0186,Becerril de la Sierra,2015,habitantes,número,5396
0186,Becerril de la Sierra,2015,contenedores,unidades,42
0186,Becerril de la Sierra,2015,vidrio recogido,kg,100484
0199,Belmonte de Tajo,2015,habitantes,número,1625
0199,Belmonte de Tajo,2015,contenedores,unidades,11
0199,Belmonte de Tajo,2015,vidrio recogido,kg,15450
0210,"Berrueco, El",2015,habitantes,número,618
0210,"Berrueco, El",2015,contenedores,unidades,6
0210,"Berrueco, El",2015,vidrio recogido,kg,14653
0203,Berzosa del Lozoya,2015,habitantes,número,202
0203,Berzosa del Lozoya,2015,contenedores,unidades,5
0203,Berzosa del Lozoya,2015,vidrio recogido,kg,4383
0225,Boadilla del Monte,2015,habitantes,número,48775
0225,Boadilla del Monte,2015,contenedores,unidades,168
0225,Boadilla del Monte,2015,vidrio recogido,kg,544390
0231,"Boalo, El",2015,habitantes,número,7157
0231,"Boalo, El",2015,contenedores,unidades,62
0231,"Boalo, El",2015,vidrio recogido,kg,127854
0246,Braojos,2015,habitantes,número,203
0246,Braojos,2015,contenedores,unidades,3
0246,Braojos,2015,vidrio recogido,kg,3876
0259,Brea de Tajo,2015,habitantes,número,560
0259,Brea de Tajo,2015,contenedores,unidades,13
0259,Brea de Tajo,2015,vidrio recogido,kg,14750
0262,Brunete,2015,habitantes,número,10398
0262,Brunete,2015,contenedores,unidades,45
0262,Brunete,2015,vidrio recogido,kg,134975
0278,Buitrago del Lozoya,2015,habitantes,número,1865
0278,Buitrago del Lozoya,2015,contenedores,unidades,13
0278,Buitrago del Lozoya,2015,vidrio recogido,kg,30598
0284,Bustarviejo,2015,habitantes,número,2367
0284,Bustarviejo,2015,contenedores,unidades,26
0284,Bustarviejo,2015,vidrio recogido,kg,55118
0297,Cabanillas de la Sierra,2015,habitantes,número,733
0297,Cabanillas de la Sierra,2015,contenedores,unidades,10
0297,Cabanillas de la Sierra,2015,vidrio recogido,kg,13356
0301,"Cabrera, La",2015,habitantes,número,2574
0301,"Cabrera, La",2015,contenedores,unidades,30
0301,"Cabrera, La",2015,vidrio recogido,kg,49518
0318,Cadalso de los Vidrios,2015,habitantes,número,2767
0318,Cadalso de los Vidrios,2015,contenedores,unidades,13
0318,Cadalso de los Vidrios,2015,vidrio recogido,kg,26465
0323,Camarma de Esteruelas,2015,habitantes,número,7134
0323,Camarma de Esteruelas,2015,contenedores,unidades,27
0323,Camarma de Esteruelas,2015,vidrio recogido,kg,63932
0339,Campo Real,2015,habitantes,número,5854
0339,Campo Real,2015,contenedores,unidades,21
0339,Campo Real,2015,vidrio recogido,kg,43588
0344,Canencia,2015,habitantes,número,464
0344,Canencia,2015,contenedores,unidades,5
0344,Canencia,2015,vidrio recogido,kg,9252
0357,Carabaña,2015,habitantes,número,2017
0357,Carabaña,2015,contenedores,unidades,17
0357,Carabaña,2015,vidrio recogido,kg,21070
0360,Casarrubuelos,2015,habitantes,número,3548
0360,Casarrubuelos,2015,contenedores,unidades,27
0360,Casarrubuelos,2015,vidrio recogido,kg,44054
0376,Cenicientos,2015,habitantes,número,2035
0376,Cenicientos,2015,contenedores,unidades,10
0376,Cenicientos,2015,vidrio recogido,kg,12023
0382,Cercedilla,2015,habitantes,número,6781
0382,Cercedilla,2015,contenedores,unidades,59
0382,Cercedilla,2015,vidrio recogido,kg,96056
0395,Cervera de Buitrago,2015,habitantes,número,164
0395,Cervera de Buitrago,2015,contenedores,unidades,6
0395,Cervera de Buitrago,2015,vidrio recogido,kg,4361
0513,Chapinería,2015,habitantes,número,2158
0513,Chapinería,2015,contenedores,unidades,12
0513,Chapinería,2015,vidrio recogido,kg,34241
0528,Chinchón,2015,habitantes,número,5436
0528,Chinchón,2015,contenedores,unidades,31
0528,Chinchón,2015,vidrio recogido,kg,81927
0409,Ciempozuelos,2015,habitantes,número,23696
0409,Ciempozuelos,2015,contenedores,unidades,75
0409,Ciempozuelos,2015,vidrio recogido,kg,162910
0416,Cobeña,2015,habitantes,número,6983
0416,Cobeña,2015,contenedores,unidades,44
0416,Cobeña,2015,vidrio recogido,kg,96053
0468,Collado Mediano,2015,habitantes,número,6599
0468,Collado Mediano,2015,contenedores,unidades,28
0468,Collado Mediano,2015,vidrio recogido,kg,119702
0474,Collado Villalba,2015,habitantes,número,62056
0474,Collado Villalba,2015,contenedores,unidades,238
0474,Collado Villalba,2015,vidrio recogido,kg,631821
0437,Colmenar de Oreja,2015,habitantes,número,8071
0437,Colmenar de Oreja,2015,contenedores,unidades,33
0437,Colmenar de Oreja,2015,vidrio recogido,kg,83283
0421,Colmenar del Arroyo,2015,habitantes,número,1611
0421,Colmenar del Arroyo,2015,contenedores,unidades,12
0421,Colmenar del Arroyo,2015,vidrio recogido,kg,22924
0455,Colmenar Viejo,2015,habitantes,número,47601
0455,Colmenar Viejo,2015,contenedores,unidades,157
0455,Colmenar Viejo,2015,vidrio recogido,kg,479555
0442,Colmenarejo,2015,habitantes,número,8934
0442,Colmenarejo,2015,contenedores,unidades,39
0442,Colmenarejo,2015,vidrio recogido,kg,85268
0480,Corpa,2015,habitantes,número,669
0480,Corpa,2015,contenedores,unidades,4
0480,Corpa,2015,vidrio recogido,kg,4133
0493,Coslada,2015,habitantes,número,86919
0493,Coslada,2015,contenedores,unidades,238
0493,Coslada,2015,vidrio recogido,kg,772068
0506,Cubas de la Sagra,2015,habitantes,número,5875
0506,Cubas de la Sagra,2015,contenedores,unidades,41
0506,Cubas de la Sagra,2015,vidrio recogido,kg,59403
0534,Daganzo de Arriba,2015,habitantes,número,9919
0534,Daganzo de Arriba,2015,contenedores,unidades,44
0534,Daganzo de Arriba,2015,vidrio recogido,kg,86801
0549,"Escorial, El",2015,habitantes,número,15342
0549,"Escorial, El",2015,contenedores,unidades,70
0549,"Escorial, El",2015,vidrio recogido,kg,176804
0552,Estremera,2015,habitantes,número,1350
0552,Estremera,2015,contenedores,unidades,21
0552,Estremera,2015,vidrio recogido,kg,16420
0565,Fresnedillas de la Oliva,2015,habitantes,número,1554
0565,Fresnedillas de la Oliva,2015,contenedores,unidades,15
0565,Fresnedillas de la Oliva,2015,vidrio recogido,kg,22889
0571,Fresno de Torote,2015,habitantes,número,2041
0571,Fresno de Torote,2015,contenedores,unidades,15
0571,Fresno de Torote,2015,vidrio recogido,kg,17094
0587,Fuenlabrada,2015,habitantes,número,195180
0587,Fuenlabrada,2015,contenedores,unidades,515
0587,Fuenlabrada,2015,vidrio recogido,kg,1622496
0590,Fuente el Saz de Jarama,2015,habitantes,número,6440
0590,Fuente el Saz de Jarama,2015,contenedores,unidades,35
0590,Fuente el Saz de Jarama,2015,vidrio recogido,kg,81859
0604,Fuentidueña de Tajo,2015,habitantes,número,1954
0604,Fuentidueña de Tajo,2015,contenedores,unidades,20
0604,Fuentidueña de Tajo,2015,vidrio recogido,kg,19690
0611,Galapagar,2015,habitantes,número,32294
0611,Galapagar,2015,contenedores,unidades,142
0611,Galapagar,2015,vidrio recogido,kg,396200
0626,Garganta de los Montes,2015,habitantes,número,367
0626,Garganta de los Montes,2015,contenedores,unidades,10
0626,Garganta de los Montes,2015,vidrio recogido,kg,10182
0632,Gargantilla del Lozoya y Pinilla de Buitrago,2015,habitantes,número,351
0632,Gargantilla del Lozoya y Pinilla de Buitrago,2015,contenedores,unidades,9
0632,Gargantilla del Lozoya y Pinilla de Buitrago,2015,vidrio recogido,kg,15047
0647,Gascones,2015,habitantes,número,176
0647,Gascones,2015,contenedores,unidades,2
0647,Gascones,2015,vidrio recogido,kg,2796
0650,Getafe,2015,habitantes,número,174921
0650,Getafe,2015,contenedores,unidades,492
0650,Getafe,2015,vidrio recogido,kg,1536207
0663,Griñón,2015,habitantes,número,9918
0663,Griñón,2015,contenedores,unidades,60
0663,Griñón,2015,vidrio recogido,kg,102389
0679,Guadalix de la Sierra,2015,habitantes,número,6039
0679,Guadalix de la Sierra,2015,contenedores,unidades,33
0679,Guadalix de la Sierra,2015,vidrio recogido,kg,70595
0685,Guadarrama,2015,habitantes,número,15538
0685,Guadarrama,2015,contenedores,unidades,66
0685,Guadarrama,2015,vidrio recogido,kg,182892
0698,"Hiruela, La",2015,habitantes,número,54
0698,"Hiruela, La",2015,contenedores,unidades,2
0698,"Hiruela, La",2015,vidrio recogido,kg,3819
0702,Horcajo de la Sierra-Aoslos,2015,habitantes,número,159
0702,Horcajo de la Sierra-Aoslos,2015,contenedores,unidades,6
0702,Horcajo de la Sierra-Aoslos,2015,vidrio recogido,kg,7058
0719,Horcajuelo de la Sierra,2015,habitantes,número,88
0719,Horcajuelo de la Sierra,2015,contenedores,unidades,3
0719,Horcajuelo de la Sierra,2015,vidrio recogido,kg,2705
0724,Hoyo de Manzanares,2015,habitantes,número,7880
0724,Hoyo de Manzanares,2015,contenedores,unidades,38
0724,Hoyo de Manzanares,2015,vidrio recogido,kg,122021
0730,Humanes de Madrid,2015,habitantes,número,19413
0730,Humanes de Madrid,2015,contenedores,unidades,95
0730,Humanes de Madrid,2015,vidrio recogido,kg,225921
0745,Leganés,2015,habitantes,número,186907
0745,Leganés,2015,contenedores,unidades,528
0745,Leganés,2015,vidrio recogido,kg,2070758
0758,Loeches,2015,habitantes,número,8212
0758,Loeches,2015,contenedores,unidades,61
0758,Loeches,2015,vidrio recogido,kg,83305
0761,Lozoya,2015,habitantes,número,594
0761,Lozoya,2015,contenedores,unidades,5
0761,Lozoya,2015,vidrio recogido,kg,12659
9015,Lozoyuela-Navas-Sieteiglesias,2015,habitantes,número,1203
9015,Lozoyuela-Navas-Sieteiglesias,2015,contenedores,unidades,13
9015,Lozoyuela-Navas-Sieteiglesias,2015,vidrio recogido,kg,18642
0783,Madarcos,2015,habitantes,número,45
0783,Madarcos,2015,contenedores,unidades,3
0783,Madarcos,2015,vidrio recogido,kg,4239
0796,Madrid,2015,habitantes,número,3141991
0796,Madrid,2015,contenedores,unidades,5967
0796,Madrid,2015,vidrio recogido,kg,43871585
0800,Majadahonda,2015,habitantes,número,70800
0800,Majadahonda,2015,contenedores,unidades,171
0800,Majadahonda,2015,vidrio recogido,kg,905718
0822,Manzanares el Real,2015,habitantes,número,8309
0822,Manzanares el Real,2015,contenedores,unidades,53
0822,Manzanares el Real,2015,vidrio recogido,kg,135740
0838,Meco,2015,habitantes,número,13269
0838,Meco,2015,contenedores,unidades,61
0838,Meco,2015,vidrio recogido,kg,120873
0843,Mejorada del Campo,2015,habitantes,número,22902
0843,Mejorada del Campo,2015,contenedores,unidades,66
0843,Mejorada del Campo,2015,vidrio recogido,kg,178373
0856,Miraflores de la Sierra,2015,habitantes,número,5807
0856,Miraflores de la Sierra,2015,contenedores,unidades,36
0856,Miraflores de la Sierra,2015,vidrio recogido,kg,84800
0869,"Molar, El",2015,habitantes,número,8036
0869,"Molar, El",2015,contenedores,unidades,30
0869,"Molar, El",2015,vidrio recogido,kg,59717
0875,"Molinos, Los",2015,habitantes,número,4349
0875,"Molinos, Los",2015,contenedores,unidades,21
0875,"Molinos, Los",2015,vidrio recogido,kg,67712
0881,Montejo de la Sierra,2015,habitantes,número,374
0881,Montejo de la Sierra,2015,contenedores,unidades,6
0881,Montejo de la Sierra,2015,vidrio recogido,kg,13629
0894,Moraleja de Enmedio,2015,habitantes,número,5046
0894,Moraleja de Enmedio,2015,contenedores,unidades,41
0894,Moraleja de Enmedio,2015,vidrio recogido,kg,31713
0908,Moralzarzal,2015,habitantes,número,12213
0908,Moralzarzal,2015,contenedores,unidades,42
0908,Moralzarzal,2015,vidrio recogido,kg,176060
0915,Morata de Tajuña,2015,habitantes,número,7453
0915,Morata de Tajuña,2015,contenedores,unidades,39
0915,Morata de Tajuña,2015,vidrio recogido,kg,81462
0920,Móstoles,2015,habitantes,número,206263
0920,Móstoles,2015,contenedores,unidades,465
0920,Móstoles,2015,vidrio recogido,kg,1705635
0936,Navacerrada,2015,habitantes,número,2855
0936,Navacerrada,2015,contenedores,unidades,38
0936,Navacerrada,2015,vidrio recogido,kg,63224
0941,Navalafuente,2015,habitantes,número,1201
0941,Navalafuente,2015,contenedores,unidades,17
0941,Navalafuente,2015,vidrio recogido,kg,26593
0954,Navalagamella,2015,habitantes,número,2462
0954,Navalagamella,2015,contenedores,unidades,11
0954,Navalagamella,2015,vidrio recogido,kg,27805
0967,Navalcarnero,2015,habitantes,número,26672
0967,Navalcarnero,2015,contenedores,unidades,100
0967,Navalcarnero,2015,vidrio recogido,kg,166792
0973,Navarredonda y San Mamés,2015,habitantes,número,136
0973,Navarredonda y San Mamés,2015,contenedores,unidades,4
0973,Navarredonda y San Mamés,2015,vidrio recogido,kg,8536
0992,Navas del Rey,2015,habitantes,número,2628
0992,Navas del Rey,2015,contenedores,unidades,19
0992,Navas del Rey,2015,vidrio recogido,kg,31250
1006,Nuevo Baztán,2015,habitantes,número,6098
1006,Nuevo Baztán,2015,contenedores,unidades,45
1006,Nuevo Baztán,2015,vidrio recogido,kg,72697
1013,Olmeda de las Fuentes,2015,habitantes,número,338
1013,Olmeda de las Fuentes,2015,contenedores,unidades,6
1013,Olmeda de las Fuentes,2015,vidrio recogido,kg,6819
1028,Orusco de Tajuña,2015,habitantes,número,1260
1028,Orusco de Tajuña,2015,contenedores,unidades,7
1028,Orusco de Tajuña,2015,vidrio recogido,kg,11870
1049,Paracuellos de Jarama,2015,habitantes,número,22293
1049,Paracuellos de Jarama,2015,contenedores,unidades,101
1049,Paracuellos de Jarama,2015,vidrio recogido,kg,219942
1065,Parla,2015,habitantes,número,125056
1065,Parla,2015,contenedores,unidades,381
1065,Parla,2015,vidrio recogido,kg,663000
1071,Patones,2015,habitantes,número,524
1071,Patones,2015,contenedores,unidades,5
1071,Patones,2015,vidrio recogido,kg,10135
1087,Pedrezuela,2015,habitantes,número,5271
1087,Pedrezuela,2015,contenedores,unidades,24
1087,Pedrezuela,2015,vidrio recogido,kg,66056
1090,Pelayos de la Presa,2015,habitantes,número,2455
1090,Pelayos de la Presa,2015,contenedores,unidades,17
1090,Pelayos de la Presa,2015,vidrio recogido,kg,28193
1104,Perales de Tajuña,2015,habitantes,número,2871
1104,Perales de Tajuña,2015,contenedores,unidades,26
1104,Perales de Tajuña,2015,vidrio recogido,kg,33970
1111,Pezuela de las Torres,2015,habitantes,número,783
1111,Pezuela de las Torres,2015,contenedores,unidades,6
1111,Pezuela de las Torres,2015,vidrio recogido,kg,7203
1126,Pinilla del Valle,2015,habitantes,número,200
1126,Pinilla del Valle,2015,contenedores,unidades,4
1126,Pinilla del Valle,2015,vidrio recogido,kg,5604
1132,Pinto,2015,habitantes,número,48660
1132,Pinto,2015,contenedores,unidades,158
1132,Pinto,2015,vidrio recogido,kg,536262
1147,Piñuécar-Gandullas,2015,habitantes,número,175
1147,Piñuécar-Gandullas,2015,contenedores,unidades,9
1147,Piñuécar-Gandullas,2015,vidrio recogido,kg,7796
1150,Pozuelo de Alarcón,2015,habitantes,número,84558
1150,Pozuelo de Alarcón,2015,contenedores,unidades,212
1150,Pozuelo de Alarcón,2015,vidrio recogido,kg,1074975
1163,Pozuelo del Rey,2015,habitantes,número,1071
1163,Pozuelo del Rey,2015,contenedores,unidades,8
1163,Pozuelo del Rey,2015,vidrio recogido,kg,10616
1179,Prádena del Rincón,2015,habitantes,número,122
1179,Prádena del Rincón,2015,contenedores,unidades,3
1179,Prádena del Rincón,2015,vidrio recogido,kg,5475
1185,Puebla de la Sierra,2015,habitantes,número,73
1185,Puebla de la Sierra,2015,contenedores,unidades,3
1185,Puebla de la Sierra,2015,vidrio recogido,kg,1790
9020,Puentes Viejas,2015,habitantes,número,644
9020,Puentes Viejas,2015,contenedores,unidades,12
9020,Puentes Viejas,2015,vidrio recogido,kg,17966
1198,Quijorna,2015,habitantes,número,3196
1198,Quijorna,2015,contenedores,unidades,15
1198,Quijorna,2015,vidrio recogido,kg,20196
1202,Rascafría,2015,habitantes,número,1739
1202,Rascafría,2015,contenedores,unidades,23
1202,Rascafría,2015,vidrio recogido,kg,62328
1219,Redueña,2015,habitantes,número,259
1219,Redueña,2015,contenedores,unidades,2
1219,Redueña,2015,vidrio recogido,kg,1976
1224,Ribatejada,2015,habitantes,número,707
1224,Ribatejada,2015,contenedores,unidades,12
1224,Ribatejada,2015,vidrio recogido,kg,12042
1230,Rivas-Vaciamadrid,2015,habitantes,número,81473
1230,Rivas-Vaciamadrid,2015,contenedores,unidades,309
1230,Rivas-Vaciamadrid,2015,vidrio recogido,kg,805379
1245,Robledillo de la Jara,2015,habitantes,número,100
1245,Robledillo de la Jara,2015,contenedores,unidades,4
1245,Robledillo de la Jara,2015,vidrio recogido,kg,3082
1258,Robledo de Chavela,2015,habitantes,número,3955
1258,Robledo de Chavela,2015,contenedores,unidades,33
1258,Robledo de Chavela,2015,vidrio recogido,kg,69141
1261,Robregordo,2015,habitantes,número,48
1261,Robregordo,2015,contenedores,unidades,4
1261,Robregordo,2015,vidrio recogido,kg,1933
1277,"Rozas de Madrid, Las",2015,habitantes,número,93520
1277,"Rozas de Madrid, Las",2015,contenedores,unidades,334
1277,"Rozas de Madrid, Las",2015,vidrio recogido,kg,1161120
1283,Rozas de Puerto Real,2015,habitantes,número,523
1283,Rozas de Puerto Real,2015,contenedores,unidades,4
1283,Rozas de Puerto Real,2015,vidrio recogido,kg,4847
1296,San Agustín del Guadalix,2015,habitantes,número,12982
1296,San Agustín del Guadalix,2015,contenedores,unidades,65
1296,San Agustín del Guadalix,2015,vidrio recogido,kg,142756
1300,San Fernando de Henares,2015,habitantes,número,40188
1300,San Fernando de Henares,2015,contenedores,unidades,122
1300,San Fernando de Henares,2015,vidrio recogido,kg,438689
1317,San Lorenzo de El Escorial,2015,habitantes,número,18191
1317,San Lorenzo de El Escorial,2015,contenedores,unidades,85
1317,San Lorenzo de El Escorial,2015,vidrio recogido,kg,228794
1322,San Martín de la Vega,2015,habitantes,número,18835
1322,San Martín de la Vega,2015,contenedores,unidades,59
1322,San Martín de la Vega,2015,vidrio recogido,kg,135267
1338,San Martín de Valdeiglesias,2015,habitantes,número,8463
1338,San Martín de Valdeiglesias,2015,contenedores,unidades,65
1338,San Martín de Valdeiglesias,2015,vidrio recogido,kg,64208
1343,San Sebastián de los Reyes,2015,habitantes,número,84944
1343,San Sebastián de los Reyes,2015,contenedores,unidades,256
1343,San Sebastián de los Reyes,2015,vidrio recogido,kg,840958
1356,Santa María de la Alameda,2015,habitantes,número,1199
1356,Santa María de la Alameda,2015,contenedores,unidades,16
1356,Santa María de la Alameda,2015,vidrio recogido,kg,19856
1369,Santorcaz,2015,habitantes,número,849
1369,Santorcaz,2015,contenedores,unidades,11
1369,Santorcaz,2015,vidrio recogido,kg,15956
1375,"Santos de la Humosa, Los",2015,habitantes,número,2389
1375,"Santos de la Humosa, Los",2015,contenedores,unidades,23
1375,"Santos de la Humosa, Los",2015,vidrio recogido,kg,23188
1381,"Serna del Monte, La",2015,habitantes,número,86
1381,"Serna del Monte, La",2015,contenedores,unidades,3
1381,"Serna del Monte, La",2015,vidrio recogido,kg,3817
1408,Serranillos del Valle,2015,habitantes,número,3994
1408,Serranillos del Valle,2015,contenedores,unidades,36
1408,Serranillos del Valle,2015,vidrio recogido,kg,42465
1415,Sevilla la Nueva,2015,habitantes,número,8902
1415,Sevilla la Nueva,2015,contenedores,unidades,67
1415,Sevilla la Nueva,2015,vidrio recogido,kg,131781
1436,Somosierra,2015,habitantes,número,73
1436,Somosierra,2015,contenedores,unidades,4
1436,Somosierra,2015,vidrio recogido,kg,3411
1441,Soto del Real,2015,habitantes,número,8456
1441,Soto del Real,2015,contenedores,unidades,75
1441,Soto del Real,2015,vidrio recogido,kg,150163
1454,Talamanca de Jarama,2015,habitantes,número,3371
1454,Talamanca de Jarama,2015,contenedores,unidades,16
1454,Talamanca de Jarama,2015,vidrio recogido,kg,38731
1467,Tielmes,2015,habitantes,número,2585
1467,Tielmes,2015,contenedores,unidades,19
1467,Tielmes,2015,vidrio recogido,kg,24990
1473,Titulcia,2015,habitantes,número,1234
1473,Titulcia,2015,contenedores,unidades,9
1473,Titulcia,2015,vidrio recogido,kg,14140
1489,Torrejón de Ardoz,2015,habitantes,número,126934
1489,Torrejón de Ardoz,2015,contenedores,unidades,416
1489,Torrejón de Ardoz,2015,vidrio recogido,kg,1403135
1492,Torrejón de la Calzada,2015,habitantes,número,7901
1492,Torrejón de la Calzada,2015,contenedores,unidades,33
1492,Torrejón de la Calzada,2015,vidrio recogido,kg,66739
1505,Torrejón de Velasco,2015,habitantes,número,4224
1505,Torrejón de Velasco,2015,contenedores,unidades,34
1505,Torrejón de Velasco,2015,vidrio recogido,kg,38176
1512,Torrelaguna,2015,habitantes,número,4788
1512,Torrelaguna,2015,contenedores,unidades,18
1512,Torrelaguna,2015,vidrio recogido,kg,35135
1527,Torrelodones,2015,habitantes,número,23117
1527,Torrelodones,2015,contenedores,unidades,120
1527,Torrelodones,2015,vidrio recogido,kg,313628
1533,Torremocha de Jarama,2015,habitantes,número,948
1533,Torremocha de Jarama,2015,contenedores,unidades,10
1533,Torremocha de Jarama,2015,vidrio recogido,kg,14472
1548,Torres de la Alameda,2015,habitantes,número,7877
1548,Torres de la Alameda,2015,contenedores,unidades,45
1548,Torres de la Alameda,2015,vidrio recogido,kg,69712
9036,Tres Cantos,2015,habitantes,número,43309
9036,Tres Cantos,2015,contenedores,unidades,166
9036,Tres Cantos,2015,vidrio recogido,kg,650718
1551,Valdaracete,2015,habitantes,número,639
1551,Valdaracete,2015,contenedores,unidades,7
1551,Valdaracete,2015,vidrio recogido,kg,1750
1564,Valdeavero,2015,habitantes,número,1451
1564,Valdeavero,2015,contenedores,unidades,19
1564,Valdeavero,2015,vidrio recogido,kg,9866
1570,Valdelaguna,2015,habitantes,número,837
1570,Valdelaguna,2015,contenedores,unidades,9
1570,Valdelaguna,2015,vidrio recogido,kg,10070
1586,Valdemanco,2015,habitantes,número,922
1586,Valdemanco,2015,contenedores,unidades,11
1586,Valdemanco,2015,vidrio recogido,kg,19867
1599,Valdemaqueda,2015,habitantes,número,786
1599,Valdemaqueda,2015,contenedores,unidades,14
1599,Valdemaqueda,2015,vidrio recogido,kg,13969
1603,Valdemorillo,2015,habitantes,número,12173
1603,Valdemorillo,2015,contenedores,unidades,75
1603,Valdemorillo,2015,vidrio recogido,kg,185985
1610,Valdemoro,2015,habitantes,número,72854
1610,Valdemoro,2015,contenedores,unidades,221
1610,Valdemoro,2015,vidrio recogido,kg,581352
1625,Valdeolmos-Alalpardo,2015,habitantes,número,3785
1625,Valdeolmos-Alalpardo,2015,contenedores,unidades,26
1625,Valdeolmos-Alalpardo,2015,vidrio recogido,kg,55476
1631,Valdepiélagos,2015,habitantes,número,566
1631,Valdepiélagos,2015,contenedores,unidades,5
1631,Valdepiélagos,2015,vidrio recogido,kg,7014
1646,Valdetorres de Jarama,2015,habitantes,número,4234
1646,Valdetorres de Jarama,2015,contenedores,unidades,20
1646,Valdetorres de Jarama,2015,vidrio recogido,kg,40462
1659,Valdilecha,2015,habitantes,número,2838
1659,Valdilecha,2015,contenedores,unidades,11
1659,Valdilecha,2015,vidrio recogido,kg,29270
1662,Valverde de Alcalá,2015,habitantes,número,441
