vidrio_municipio_nombre,wikidata:vidrio_municipio_nombre,vidrio_año,vidrio_indicador_descripcion,vidrio_indicador_unidades,vidrio_indicador_valor
La Acebeda,https://www.wikidata.org/wiki/Q1621071,2013,habitantes,número,67
La Acebeda,https://www.wikidata.org/wiki/Q1621071,2013,contenedores,unidades,2
La Acebeda,https://www.wikidata.org/wiki/Q1621071,2013,vidrio recogido,kg,4213
Ajalvir,https://www.wikidata.org/wiki/Q855674,2013,habitantes,número,4261
Ajalvir,https://www.wikidata.org/wiki/Q855674,2013,contenedores,unidades,33
Ajalvir,https://www.wikidata.org/wiki/Q855674,2013,vidrio recogido,kg,90679
Alameda del Valle,https://www.wikidata.org/wiki/Q1648402,2013,habitantes,número,248
Alameda del Valle,https://www.wikidata.org/wiki/Q1648402,2013,contenedores,unidades,5
Alameda del Valle,https://www.wikidata.org/wiki/Q1648402,2013,vidrio recogido,kg,7355
El Álamo,https://www.wikidata.org/wiki/Q1984836,2013,habitantes,número,8845
El Álamo,https://www.wikidata.org/wiki/Q1984836,2013,contenedores,unidades,45
El Álamo,https://www.wikidata.org/wiki/Q1984836,2013,vidrio recogido,kg,62696
Alcalá de Henares,https://www.wikidata.org/wiki/Q46940,2013,habitantes,número,204823
Alcalá de Henares,https://www.wikidata.org/wiki/Q46940,2013,contenedores,unidades,610
Alcalá de Henares,https://www.wikidata.org/wiki/Q46940,2013,vidrio recogido,kg,1956609
Alcobendas,https://www.wikidata.org/wiki/Q487679,2013,habitantes,número,112196
Alcobendas,https://www.wikidata.org/wiki/Q487679,2013,contenedores,unidades,260
Alcobendas,https://www.wikidata.org/wiki/Q487679,2013,vidrio recogido,kg,2379008
Alcorcón,https://www.wikidata.org/wiki/Q10372,2013,habitantes,número,169773
Alcorcón,https://www.wikidata.org/wiki/Q10372,2013,contenedores,unidades,474
Alcorcón,https://www.wikidata.org/wiki/Q10372,2013,vidrio recogido,kg,2088214
Aldea del Fresno,https://www.wikidata.org/wiki/Q607467,2013,habitantes,número,2574
Aldea del Fresno,https://www.wikidata.org/wiki/Q607467,2013,contenedores,unidades,15
Aldea del Fresno,https://www.wikidata.org/wiki/Q607467,2013,vidrio recogido,kg,34474
Algete,https://www.wikidata.org/wiki/Q472604,2013,habitantes,número,20136
Algete,https://www.wikidata.org/wiki/Q472604,2013,contenedores,unidades,107
Algete,https://www.wikidata.org/wiki/Q472604,2013,vidrio recogido,kg,340574
Alpedrete,https://www.wikidata.org/wiki/Q947926,2013,habitantes,número,13996
Alpedrete,https://www.wikidata.org/wiki/Q947926,2013,contenedores,unidades,71
Alpedrete,https://www.wikidata.org/wiki/Q947926,2013,vidrio recogido,kg,183939
Ambite,https://www.wikidata.org/wiki/Q457605,2013,habitantes,número,586
Ambite,https://www.wikidata.org/wiki/Q457605,2013,contenedores,unidades,6
Ambite,https://www.wikidata.org/wiki/Q457605,2013,vidrio recogido,kg,8459
Anchuelo,https://www.wikidata.org/wiki/Q1647116,2013,habitantes,número,1209
Anchuelo,https://www.wikidata.org/wiki/Q1647116,2013,contenedores,unidades,11
Anchuelo,https://www.wikidata.org/wiki/Q1647116,2013,vidrio recogido,kg,16134
Aranjuez,https://www.wikidata.org/wiki/Q486792,2013,habitantes,número,57728
Aranjuez,https://www.wikidata.org/wiki/Q486792,2013,contenedores,unidades,254
Aranjuez,https://www.wikidata.org/wiki/Q486792,2013,vidrio recogido,kg,578669
Arganda del Rey,https://www.wikidata.org/wiki/Q497692,2013,habitantes,número,55981
Arganda del Rey,https://www.wikidata.org/wiki/Q497692,2013,contenedores,unidades,185
Arganda del Rey,https://www.wikidata.org/wiki/Q497692,2013,vidrio recogido,kg,377966
Arroyomolinos,https://www.wikidata.org/wiki/Q1778172,2013,habitantes,número,24313
Arroyomolinos,https://www.wikidata.org/wiki/Q1778172,2013,contenedores,unidades,105
Arroyomolinos,https://www.wikidata.org/wiki/Q1778172,2013,vidrio recogido,kg,180453
El Atazar,https://www.wikidata.org/wiki/Q1772153,2013,habitantes,número,103
El Atazar,https://www.wikidata.org/wiki/Q1772153,2013,contenedores,unidades,5
El Atazar,https://www.wikidata.org/wiki/Q1772153,2013,vidrio recogido,kg,4670
Batres,https://www.wikidata.org/wiki/Q1647095,2013,habitantes,número,1558
Batres,https://www.wikidata.org/wiki/Q1647095,2013,contenedores,unidades,18
Batres,https://www.wikidata.org/wiki/Q1647095,2013,vidrio recogido,kg,22727
Becerril de la Sierra,https://www.wikidata.org/wiki/Q655675,2013,habitantes,número,5388
Becerril de la Sierra,https://www.wikidata.org/wiki/Q655675,2013,contenedores,unidades,44
Becerril de la Sierra,https://www.wikidata.org/wiki/Q655675,2013,vidrio recogido,kg,93152
Belmonte de Tajo,https://www.wikidata.org/wiki/Q1752454,2013,habitantes,número,1591
Belmonte de Tajo,https://www.wikidata.org/wiki/Q1752454,2013,contenedores,unidades,11
Belmonte de Tajo,https://www.wikidata.org/wiki/Q1752454,2013,vidrio recogido,kg,18850
El Berrueco,https://www.wikidata.org/wiki/Q645201,2013,habitantes,número,633
El Berrueco,https://www.wikidata.org/wiki/Q645201,2013,contenedores,unidades,6
El Berrueco,https://www.wikidata.org/wiki/Q645201,2013,vidrio recogido,kg,13534
Berzosa del Lozoya,https://www.wikidata.org/wiki/Q1772302,2013,habitantes,número,214
Berzosa del Lozoya,https://www.wikidata.org/wiki/Q1772302,2013,contenedores,unidades,5
Berzosa del Lozoya,https://www.wikidata.org/wiki/Q1772302,2013,vidrio recogido,kg,4860
Boadilla del Monte,https://www.wikidata.org/wiki/Q1641013,2013,habitantes,número,47587
Boadilla del Monte,https://www.wikidata.org/wiki/Q1641013,2013,contenedores,unidades,103
Boadilla del Monte,https://www.wikidata.org/wiki/Q1641013,2013,vidrio recogido,kg,518971
El Boalo,https://www.wikidata.org/wiki/Q1772163,2013,habitantes,número,7050
El Boalo,https://www.wikidata.org/wiki/Q1772163,2013,contenedores,unidades,61
El Boalo,https://www.wikidata.org/wiki/Q1772163,2013,vidrio recogido,kg,123710
Braojos de la Sierra,https://www.wikidata.org/wiki/Q1915186,2013,habitantes,número,210
Braojos de la Sierra,https://www.wikidata.org/wiki/Q1915186,2013,contenedores,unidades,3
Braojos de la Sierra,https://www.wikidata.org/wiki/Q1915186,2013,vidrio recogido,kg,5213
Brea de Tajo,https://www.wikidata.org/wiki/Q1772144,2013,habitantes,número,563
Brea de Tajo,https://www.wikidata.org/wiki/Q1772144,2013,contenedores,unidades,11
Brea de Tajo,https://www.wikidata.org/wiki/Q1772144,2013,vidrio recogido,kg,8870
Brunete,https://www.wikidata.org/wiki/Q1647090,2013,habitantes,número,10075
Brunete,https://www.wikidata.org/wiki/Q1647090,2013,contenedores,unidades,42
Brunete,https://www.wikidata.org/wiki/Q1647090,2013,vidrio recogido,kg,106277
Buitrago del Lozoya,https://www.wikidata.org/wiki/Q1648730,2013,habitantes,número,1964
Buitrago del Lozoya,https://www.wikidata.org/wiki/Q1648730,2013,contenedores,unidades,14
Buitrago del Lozoya,https://www.wikidata.org/wiki/Q1648730,2013,vidrio recogido,kg,41746
Bustarviejo,https://www.wikidata.org/wiki/Q55487,2013,habitantes,número,2372
Bustarviejo,https://www.wikidata.org/wiki/Q55487,2013,contenedores,unidades,26
Bustarviejo,https://www.wikidata.org/wiki/Q55487,2013,vidrio recogido,kg,70914
Cabanillas de la Sierra,https://www.wikidata.org/wiki/Q1772200,2013,habitantes,número,743
Cabanillas de la Sierra,https://www.wikidata.org/wiki/Q1772200,2013,contenedores,unidades,13
Cabanillas de la Sierra,https://www.wikidata.org/wiki/Q1772200,2013,vidrio recogido,kg,22220
La Cabrera,https://www.wikidata.org/wiki/Q509056,2013,habitantes,número,2613
La Cabrera,https://www.wikidata.org/wiki/Q509056,2013,contenedores,unidades,30
La Cabrera,https://www.wikidata.org/wiki/Q509056,2013,vidrio recogido,kg,94595
Cadalso de los Vidrios,https://www.wikidata.org/wiki/Q1648736,2013,habitantes,número,2915
Cadalso de los Vidrios,https://www.wikidata.org/wiki/Q1648736,2013,contenedores,unidades,13
Cadalso de los Vidrios,https://www.wikidata.org/wiki/Q1648736,2013,vidrio recogido,kg,20893
Camarma de Esteruelas,https://www.wikidata.org/wiki/Q1648727,2013,habitantes,número,6995
Camarma de Esteruelas,https://www.wikidata.org/wiki/Q1648727,2013,contenedores,unidades,37
Camarma de Esteruelas,https://www.wikidata.org/wiki/Q1648727,2013,vidrio recogido,kg,127211
Campo Real,https://www.wikidata.org/wiki/Q1999732,2013,habitantes,número,5715
Campo Real,https://www.wikidata.org/wiki/Q1999732,2013,contenedores,unidades,21
Campo Real,https://www.wikidata.org/wiki/Q1999732,2013,vidrio recogido,kg,40451
Canencia,https://www.wikidata.org/wiki/Q985038,2013,habitantes,número,483
Canencia,https://www.wikidata.org/wiki/Q985038,2013,contenedores,unidades,4
Canencia,https://www.wikidata.org/wiki/Q985038,2013,vidrio recogido,kg,7562
Carabaña,https://www.wikidata.org/wiki/Q664618,2013,habitantes,número,2017
Carabaña,https://www.wikidata.org/wiki/Q664618,2013,contenedores,unidades,17
Carabaña,https://www.wikidata.org/wiki/Q664618,2013,vidrio recogido,kg,21900
Casarrubuelos,https://www.wikidata.org/wiki/Q1772185,2013,habitantes,número,3361
Casarrubuelos,https://www.wikidata.org/wiki/Q1772185,2013,contenedores,unidades,22
Casarrubuelos,https://www.wikidata.org/wiki/Q1772185,2013,vidrio recogido,kg,38135
Cenicientos,https://www.wikidata.org/wiki/Q685764,2013,habitantes,número,2091
Cenicientos,https://www.wikidata.org/wiki/Q685764,2013,contenedores,unidades,8
Cenicientos,https://www.wikidata.org/wiki/Q685764,2013,vidrio recogido,kg,7863
Cercedilla,https://www.wikidata.org/wiki/Q1646215,2013,habitantes,número,6890
Cercedilla,https://www.wikidata.org/wiki/Q1646215,2013,contenedores,unidades,53
Cercedilla,https://www.wikidata.org/wiki/Q1646215,2013,vidrio recogido,kg,85429
Cervera de Buitrago,https://www.wikidata.org/wiki/Q1772231,2013,habitantes,número,180
Cervera de Buitrago,https://www.wikidata.org/wiki/Q1772231,2013,contenedores,unidades,6
Cervera de Buitrago,https://www.wikidata.org/wiki/Q1772231,2013,vidrio recogido,kg,5836
Chapinería,https://www.wikidata.org/wiki/Q1772178,2013,habitantes,número,2194
Chapinería,https://www.wikidata.org/wiki/Q1772178,2013,contenedores,unidades,14
Chapinería,https://www.wikidata.org/wiki/Q1772178,2013,vidrio recogido,kg,28226
Chinchón,https://www.wikidata.org/wiki/Q915395,2013,habitantes,número,5428
Chinchón,https://www.wikidata.org/wiki/Q915395,2013,contenedores,unidades,26
Chinchón,https://www.wikidata.org/wiki/Q915395,2013,vidrio recogido,kg,77371
Ciempozuelos,https://www.wikidata.org/wiki/Q1751930,2013,habitantes,número,23950
Ciempozuelos,https://www.wikidata.org/wiki/Q1751930,2013,contenedores,unidades,80
Ciempozuelos,https://www.wikidata.org/wiki/Q1751930,2013,vidrio recogido,kg,167721
Cobeña,https://www.wikidata.org/wiki/Q659582,2013,habitantes,número,6984
Cobeña,https://www.wikidata.org/wiki/Q659582,2013,contenedores,unidades,40
Cobeña,https://www.wikidata.org/wiki/Q659582,2013,vidrio recogido,kg,142906
Collado Mediano,https://www.wikidata.org/wiki/Q1751903,2013,habitantes,número,6746
Collado Mediano,https://www.wikidata.org/wiki/Q1751903,2013,contenedores,unidades,28
Collado Mediano,https://www.wikidata.org/wiki/Q1751903,2013,vidrio recogido,kg,76078
Collado Villalba,https://www.wikidata.org/wiki/Q735759,2013,habitantes,número,62684
Collado Villalba,https://www.wikidata.org/wiki/Q735759,2013,contenedores,unidades,230
Collado Villalba,https://www.wikidata.org/wiki/Q735759,2013,vidrio recogido,kg,665679
Colmenar de Oreja,https://www.wikidata.org/wiki/Q686674,2013,habitantes,número,8424
Colmenar de Oreja,https://www.wikidata.org/wiki/Q686674,2013,contenedores,unidades,34
Colmenar de Oreja,https://www.wikidata.org/wiki/Q686674,2013,vidrio recogido,kg,67107
Colmenar del Arroyo,https://www.wikidata.org/wiki/Q1751939,2013,habitantes,número,1581
Colmenar del Arroyo,https://www.wikidata.org/wiki/Q1751939,2013,contenedores,unidades,11
Colmenar del Arroyo,https://www.wikidata.org/wiki/Q1751939,2013,vidrio recogido,kg,17916
Colmenar Viejo,https://www.wikidata.org/wiki/Q55480,2013,habitantes,número,46955
Colmenar Viejo,https://www.wikidata.org/wiki/Q55480,2013,contenedores,unidades,132
Colmenar Viejo,https://www.wikidata.org/wiki/Q55480,2013,vidrio recogido,kg,480443
Colmenarejo,https://www.wikidata.org/wiki/Q1646220,2013,habitantes,número,8919
Colmenarejo,https://www.wikidata.org/wiki/Q1646220,2013,contenedores,unidades,48
Colmenarejo,https://www.wikidata.org/wiki/Q1646220,2013,vidrio recogido,kg,86816
Corpa,https://www.wikidata.org/wiki/Q1915174,2013,habitantes,número,658
Corpa,https://www.wikidata.org/wiki/Q1915174,2013,contenedores,unidades,4
Corpa,https://www.wikidata.org/wiki/Q1915174,2013,vidrio recogido,kg,5282
Coslada,https://www.wikidata.org/wiki/Q164197,2013,habitantes,número,91425
Coslada,https://www.wikidata.org/wiki/Q164197,2013,contenedores,unidades,221
Coslada,https://www.wikidata.org/wiki/Q164197,2013,vidrio recogido,kg,870508
Cubas de la Sagra,https://www.wikidata.org/wiki/Q1751926,2013,habitantes,número,5525
Cubas de la Sagra,https://www.wikidata.org/wiki/Q1751926,2013,contenedores,unidades,44
Cubas de la Sagra,https://www.wikidata.org/wiki/Q1751926,2013,vidrio recogido,kg,62155
Daganzo de Arriba,https://www.wikidata.org/wiki/Q1772173,2013,habitantes,número,9793
Daganzo de Arriba,https://www.wikidata.org/wiki/Q1772173,2013,contenedores,unidades,44
Daganzo de Arriba,https://www.wikidata.org/wiki/Q1772173,2013,vidrio recogido,kg,140813
El Escorial,https://www.wikidata.org/wiki/Q985269,2013,habitantes,número,15197
El Escorial,https://www.wikidata.org/wiki/Q985269,2013,contenedores,unidades,73
El Escorial,https://www.wikidata.org/wiki/Q985269,2013,vidrio recogido,kg,167589
Estremera,https://www.wikidata.org/wiki/Q1615876,2013,habitantes,número,1468
Estremera,https://www.wikidata.org/wiki/Q1615876,2013,contenedores,unidades,21
Estremera,https://www.wikidata.org/wiki/Q1615876,2013,vidrio recogido,kg,15045
Fresnedillas de la Oliva,https://www.wikidata.org/wiki/Q739480,2013,habitantes,número,1577
Fresnedillas de la Oliva,https://www.wikidata.org/wiki/Q739480,2013,contenedores,unidades,12
Fresnedillas de la Oliva,https://www.wikidata.org/wiki/Q739480,2013,vidrio recogido,kg,26942
Fresno de Torote,https://www.wikidata.org/wiki/Q1772191,2013,habitantes,número,2043
Fresno de Torote,https://www.wikidata.org/wiki/Q1772191,2013,contenedores,unidades,10
Fresno de Torote,https://www.wikidata.org/wiki/Q1772191,2013,vidrio recogido,kg,17365
Fuenlabrada,https://www.wikidata.org/wiki/Q54902,2013,habitantes,número,197520
Fuenlabrada,https://www.wikidata.org/wiki/Q54902,2013,contenedores,unidades,526
Fuenlabrada,https://www.wikidata.org/wiki/Q54902,2013,vidrio recogido,kg,1824751
Fuente el Saz de Jarama,https://www.wikidata.org/wiki/Q770809,2013,habitantes,número,6324
Fuente el Saz de Jarama,https://www.wikidata.org/wiki/Q770809,2013,contenedores,unidades,34
Fuente el Saz de Jarama,https://www.wikidata.org/wiki/Q770809,2013,vidrio recogido,kg,113380
Fuentidueña de Tajo,https://www.wikidata.org/wiki/Q1228889,2013,habitantes,número,2108
Fuentidueña de Tajo,https://www.wikidata.org/wiki/Q1228889,2013,contenedores,unidades,18
Fuentidueña de Tajo,https://www.wikidata.org/wiki/Q1228889,2013,vidrio recogido,kg,20620
Galapagar,https://www.wikidata.org/wiki/Q1615953,2013,habitantes,número,32523
Galapagar,https://www.wikidata.org/wiki/Q1615953,2013,contenedores,unidades,139
Galapagar,https://www.wikidata.org/wiki/Q1615953,2013,vidrio recogido,kg,383725
Garganta de los Montes,https://www.wikidata.org/wiki/Q1752777,2013,habitantes,número,393
Garganta de los Montes,https://www.wikidata.org/wiki/Q1752777,2013,contenedores,unidades,9
Garganta de los Montes,https://www.wikidata.org/wiki/Q1752777,2013,vidrio recogido,kg,12595
Gargantilla del Lozoya y Pinilla de Buitrago,https://www.wikidata.org/wiki/Q1984845,2013,habitantes,número,368
Gargantilla del Lozoya y Pinilla de Buitrago,https://www.wikidata.org/wiki/Q1984845,2013,contenedores,unidades,9
Gargantilla del Lozoya y Pinilla de Buitrago,https://www.wikidata.org/wiki/Q1984845,2013,vidrio recogido,kg,25290
Gascones,https://www.wikidata.org/wiki/Q1772211,2013,habitantes,número,176
Gascones,https://www.wikidata.org/wiki/Q1772211,2013,contenedores,unidades,2
Gascones,https://www.wikidata.org/wiki/Q1772211,2013,vidrio recogido,kg,1205
Getafe,https://www.wikidata.org/wiki/Q8802,2013,habitantes,número,172526
Getafe,https://www.wikidata.org/wiki/Q8802,2013,contenedores,unidades,479
Getafe,https://www.wikidata.org/wiki/Q8802,2013,vidrio recogido,kg,1622777
Griñón,https://www.wikidata.org/wiki/Q1772237,2013,habitantes,número,9873
Griñón,https://www.wikidata.org/wiki/Q1772237,2013,contenedores,unidades,52
Griñón,https://www.wikidata.org/wiki/Q1772237,2013,vidrio recogido,kg,111301
Guadalix de la Sierra,https://www.wikidata.org/wiki/Q55482,2013,habitantes,número,6071
Guadalix de la Sierra,https://www.wikidata.org/wiki/Q55482,2013,contenedores,unidades,31
Guadalix de la Sierra,https://www.wikidata.org/wiki/Q55482,2013,vidrio recogido,kg,134932
Guadarrama,https://www.wikidata.org/wiki/Q517450,2013,habitantes,número,15712
Guadarrama,https://www.wikidata.org/wiki/Q517450,2013,contenedores,unidades,66
Guadarrama,https://www.wikidata.org/wiki/Q517450,2013,vidrio recogido,kg,161677
La Hiruela,https://www.wikidata.org/wiki/Q1751945,2013,habitantes,número,51
La Hiruela,https://www.wikidata.org/wiki/Q1751945,2013,contenedores,unidades,2
La Hiruela,https://www.wikidata.org/wiki/Q1751945,2013,vidrio recogido,kg,3758
Horcajo de la Sierra-Aoslos,https://www.wikidata.org/wiki/Q1985367,2013,habitantes,número,169
Horcajo de la Sierra-Aoslos,https://www.wikidata.org/wiki/Q1985367,2013,contenedores,unidades,6
Horcajo de la Sierra-Aoslos,https://www.wikidata.org/wiki/Q1985367,2013,vidrio recogido,kg,4603
Horcajuelo de la Sierra,https://www.wikidata.org/wiki/Q768730,2013,habitantes,número,86
Horcajuelo de la Sierra,https://www.wikidata.org/wiki/Q768730,2013,contenedores,unidades,3
Horcajuelo de la Sierra,https://www.wikidata.org/wiki/Q768730,2013,vidrio recogido,kg,2539
Hoyo de Manzanares,https://www.wikidata.org/wiki/Q664769,2013,habitantes,número,7872
Hoyo de Manzanares,https://www.wikidata.org/wiki/Q664769,2013,contenedores,unidades,38
Hoyo de Manzanares,https://www.wikidata.org/wiki/Q664769,2013,vidrio recogido,kg,139734
Humanes de Madrid,https://www.wikidata.org/wiki/Q281632,2013,habitantes,número,19248
Humanes de Madrid,https://www.wikidata.org/wiki/Q281632,2013,contenedores,unidades,99
Humanes de Madrid,https://www.wikidata.org/wiki/Q281632,2013,vidrio recogido,kg,202435
Leganés,https://www.wikidata.org/wiki/Q77433,2013,habitantes,número,186995
Leganés,https://www.wikidata.org/wiki/Q77433,2013,contenedores,unidades,442
Leganés,https://www.wikidata.org/wiki/Q77433,2013,vidrio recogido,kg,1919377
Loeches,https://www.wikidata.org/wiki/Q1646206,2013,habitantes,número,8078
Loeches,https://www.wikidata.org/wiki/Q1646206,2013,contenedores,unidades,50
Loeches,https://www.wikidata.org/wiki/Q1646206,2013,vidrio recogido,kg,77334
Lozoya,https://www.wikidata.org/wiki/Q599830,2013,habitantes,número,625
Lozoya,https://www.wikidata.org/wiki/Q599830,2013,contenedores,unidades,6
Lozoya,https://www.wikidata.org/wiki/Q599830,2013,vidrio recogido,kg,10472
Lozoyuela-Navas-Sieteiglesias,https://www.wikidata.org/wiki/Q1772221,2013,habitantes,número,1216
Lozoyuela-Navas-Sieteiglesias,https://www.wikidata.org/wiki/Q1772221,2013,contenedores,unidades,17
Lozoyuela-Navas-Sieteiglesias,https://www.wikidata.org/wiki/Q1772221,2013,vidrio recogido,kg,22363
Madarcos,https://www.wikidata.org/wiki/Q985048,2013,habitantes,número,55
Madarcos,https://www.wikidata.org/wiki/Q985048,2013,contenedores,unidades,3
Madarcos,https://www.wikidata.org/wiki/Q985048,2013,vidrio recogido,kg,1951
Madrid,https://www.wikidata.org/wiki/Q2807,2013,habitantes,número,3207247
Madrid,https://www.wikidata.org/wiki/Q2807,2013,contenedores,unidades,6080
Madrid,https://www.wikidata.org/wiki/Q2807,2013,vidrio recogido,kg,41348940
Majadahonda,https://www.wikidata.org/wiki/Q427505,2013,habitantes,número,70386
Majadahonda,https://www.wikidata.org/wiki/Q427505,2013,contenedores,unidades,157
Majadahonda,https://www.wikidata.org/wiki/Q427505,2013,vidrio recogido,kg,891644
Manzanares el Real,https://www.wikidata.org/wiki/Q55483,2013,habitantes,número,8053
Manzanares el Real,https://www.wikidata.org/wiki/Q55483,2013,contenedores,unidades,53
Manzanares el Real,https://www.wikidata.org/wiki/Q55483,2013,vidrio recogido,kg,141931
Meco,https://www.wikidata.org/wiki/Q1646210,2013,habitantes,número,12925
Meco,https://www.wikidata.org/wiki/Q1646210,2013,contenedores,unidades,62
Meco,https://www.wikidata.org/wiki/Q1646210,2013,vidrio recogido,kg,206005
Mejorada del Campo,https://www.wikidata.org/wiki/Q1984852,2013,habitantes,número,23048
Mejorada del Campo,https://www.wikidata.org/wiki/Q1984852,2013,contenedores,unidades,64
Mejorada del Campo,https://www.wikidata.org/wiki/Q1984852,2013,vidrio recogido,kg,185179
Miraflores de la Sierra,https://www.wikidata.org/wiki/Q55481,2013,habitantes,número,5907
Miraflores de la Sierra,https://www.wikidata.org/wiki/Q55481,2013,contenedores,unidades,39
Miraflores de la Sierra,https://www.wikidata.org/wiki/Q55481,2013,vidrio recogido,kg,119853
El Molar,https://www.wikidata.org/wiki/Q1915119,2013,habitantes,número,8365
El Molar,https://www.wikidata.org/wiki/Q1915119,2013,contenedores,unidades,33
El Molar,https://www.wikidata.org/wiki/Q1915119,2013,vidrio recogido,kg,69417
Los Molinos,https://www.wikidata.org/wiki/Q963615,2013,habitantes,número,4485
Los Molinos,https://www.wikidata.org/wiki/Q963615,2013,contenedores,unidades,19
Los Molinos,https://www.wikidata.org/wiki/Q963615,2013,vidrio recogido,kg,46446
Montejo de la Sierra,https://www.wikidata.org/wiki/Q1772215,2013,habitantes,número,359
Montejo de la Sierra,https://www.wikidata.org/wiki/Q1772215,2013,contenedores,unidades,6
Montejo de la Sierra,https://www.wikidata.org/wiki/Q1772215,2013,vidrio recogido,kg,7840
Moraleja de Enmedio,https://www.wikidata.org/wiki/Q965208,2013,habitantes,número,4937
Moraleja de Enmedio,https://www.wikidata.org/wiki/Q965208,2013,contenedores,unidades,34
Moraleja de Enmedio,https://www.wikidata.org/wiki/Q965208,2013,vidrio recogido,kg,29855
Moralzarzal,https://www.wikidata.org/wiki/Q1646201,2013,habitantes,número,12168
Moralzarzal,https://www.wikidata.org/wiki/Q1646201,2013,contenedores,unidades,40
Moralzarzal,https://www.wikidata.org/wiki/Q1646201,2013,vidrio recogido,kg,147780
Morata de Tajuña,https://www.wikidata.org/wiki/Q1772158,2013,habitantes,número,7553
Morata de Tajuña,https://www.wikidata.org/wiki/Q1772158,2013,contenedores,unidades,35
Morata de Tajuña,https://www.wikidata.org/wiki/Q1772158,2013,vidrio recogido,kg,76179
Móstoles,https://www.wikidata.org/wiki/Q187826,2013,habitantes,número,206451
Móstoles,https://www.wikidata.org/wiki/Q187826,2013,contenedores,unidades,348
Móstoles,https://www.wikidata.org/wiki/Q187826,2013,vidrio recogido,kg,1711844
Navacerrada,https://www.wikidata.org/wiki/Q1648718,2013,habitantes,número,2863
Navacerrada,https://www.wikidata.org/wiki/Q1648718,2013,contenedores,unidades,43
Navacerrada,https://www.wikidata.org/wiki/Q1648718,2013,vidrio recogido,kg,63214
Navalafuente,https://www.wikidata.org/wiki/Q55486,2013,habitantes,número,1223
Navalafuente,https://www.wikidata.org/wiki/Q55486,2013,contenedores,unidades,18
Navalafuente,https://www.wikidata.org/wiki/Q55486,2013,vidrio recogido,kg,25083
Navalagamella,https://www.wikidata.org/wiki/Q1751933,2013,habitantes,número,2436
Navalagamella,https://www.wikidata.org/wiki/Q1751933,2013,contenedores,unidades,13
Navalagamella,https://www.wikidata.org/wiki/Q1751933,2013,vidrio recogido,kg,20422
Navalcarnero,https://www.wikidata.org/wiki/Q1623099,2013,habitantes,número,26085
Navalcarnero,https://www.wikidata.org/wiki/Q1623099,2013,contenedores,unidades,102
Navalcarnero,https://www.wikidata.org/wiki/Q1623099,2013,vidrio recogido,kg,190930
Navarredonda y San Mamés,https://www.wikidata.org/wiki/Q942521,2013,habitantes,número,128
Navarredonda y San Mamés,https://www.wikidata.org/wiki/Q942521,2013,contenedores,unidades,3
Navarredonda y San Mamés,https://www.wikidata.org/wiki/Q942521,2013,vidrio recogido,kg,4531
Navas del Rey,https://www.wikidata.org/wiki/Q1772241,2013,habitantes,número,2684
Navas del Rey,https://www.wikidata.org/wiki/Q1772241,2013,contenedores,unidades,16
Navas del Rey,https://www.wikidata.org/wiki/Q1772241,2013,vidrio recogido,kg,23836
Nuevo Baztán,https://www.wikidata.org/wiki/Q921352,2013,habitantes,número,6299
Nuevo Baztán,https://www.wikidata.org/wiki/Q921352,2013,contenedores,unidades,41
Nuevo Baztán,https://www.wikidata.org/wiki/Q921352,2013,vidrio recogido,kg,77595
Olmeda de las Fuentes,https://www.wikidata.org/wiki/Q958675,2013,habitantes,número,340
Olmeda de las Fuentes,https://www.wikidata.org/wiki/Q958675,2013,contenedores,unidades,6
Olmeda de las Fuentes,https://www.wikidata.org/wiki/Q958675,2013,vidrio recogido,kg,5688
Orusco de Tajuña,https://www.wikidata.org/wiki/Q520988,2013,habitantes,número,1308
Orusco de Tajuña,https://www.wikidata.org/wiki/Q520988,2013,contenedores,unidades,7
Orusco de Tajuña,https://www.wikidata.org/wiki/Q520988,2013,vidrio recogido,kg,12020
Paracuellos de Jarama,https://www.wikidata.org/wiki/Q2046249,2013,habitantes,número,21128
Paracuellos de Jarama,https://www.wikidata.org/wiki/Q2046249,2013,contenedores,unidades,115
Paracuellos de Jarama,https://www.wikidata.org/wiki/Q2046249,2013,vidrio recogido,kg,370499
Parla,https://www.wikidata.org/wiki/Q824651,2013,habitantes,número,125634
Parla,https://www.wikidata.org/wiki/Q824651,2013,contenedores,unidades,357
Parla,https://www.wikidata.org/wiki/Q824651,2013,vidrio recogido,kg,796840
Patones,https://www.wikidata.org/wiki/Q1999704,2013,habitantes,número,502
Patones,https://www.wikidata.org/wiki/Q1999704,2013,contenedores,unidades,5
Patones,https://www.wikidata.org/wiki/Q1999704,2013,vidrio recogido,kg,8270
Pedrezuela,https://www.wikidata.org/wiki/Q1647820,2013,habitantes,número,5082
Pedrezuela,https://www.wikidata.org/wiki/Q1647820,2013,contenedores,unidades,34
Pedrezuela,https://www.wikidata.org/wiki/Q1647820,2013,vidrio recogido,kg,122079
Pelayos de la Presa,https://www.wikidata.org/wiki/Q1772205,2013,habitantes,número,2537
Pelayos de la Presa,https://www.wikidata.org/wiki/Q1772205,2013,contenedores,unidades,13
Pelayos de la Presa,https://www.wikidata.org/wiki/Q1772205,2013,vidrio recogido,kg,23397
Perales de Tajuña,https://www.wikidata.org/wiki/Q1772182,2013,habitantes,número,2990
Perales de Tajuña,https://www.wikidata.org/wiki/Q1772182,2013,contenedores,unidades,24
