centro_codigo;centro_nombre;centro_tipo_codigo;centro_tipo_desc_abreviada;centro_tipo_descripcion;centro_titularidad;dat_codigo;dat_nombre;centro_direccion_coor_x;centro_direccion_coor_y;actividad_extraexcolar_codigo;actividad_extraexcolar_descrip
28019351;SAN FERNANDO;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;441627;4486590;165;ESCUELA DEPORTIVA: BALONCESTO
28019351;SAN FERNANDO;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;441627;4486590;150;PROGRAMA 4ºESO+EMPRESA
28019351;SAN FERNANDO;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;441627;4486590;166;ESCUELA DEPORTIVA: BADMINTON
28019351;SAN FERNANDO;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;441627;4486590;174;ESCUELA DEPORTIVA: GIMNASIA
28019397;FRANCISCO ARRANZ;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;5;Madrid-Capital;435257;4469641;031;PROGRAMA ACOMPAÑAMIENTO Y APOYO ESCOLAR  EDUCACIÓN PRIMARIA
28019464;TIRSO DE MOLINA;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;444576;4471377;150;PROGRAMA 4ºESO+EMPRESA
28019464;TIRSO DE MOLINA;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;444576;4471377;030;PROGRAMA REFUERZA
28019567;SAN MIGUEL;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;5;Madrid-Capital;444705;4480614;031;PROGRAMA ACOMPAÑAMIENTO Y APOYO ESCOLAR  EDUCACIÓN PRIMARIA
28019592;NTRA. SRA. DE LOS DOLORES;072;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;5;Madrid-Capital;437717;4471512;150;PROGRAMA 4ºESO+EMPRESA
28019762;MARIA VIRGEN;072;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;5;Madrid-Capital;441798;4478451;150;PROGRAMA 4ºESO+EMPRESA
28019889;LOPE DE VEGA;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;440080;4475389;189;ESCUELA DEPORTIVA: TENIS DE MESA
28019889;LOPE DE VEGA;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;440080;4475389;186;ESCUELA DEPORTIVA: LUCHA
28019889;LOPE DE VEGA;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;440080;4475389;165;ESCUELA DEPORTIVA: BALONCESTO
28019889;LOPE DE VEGA;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;440080;4475389;030;PROGRAMA REFUERZA
28019889;LOPE DE VEGA;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;440080;4475389;150;PROGRAMA 4ºESO+EMPRESA
28019889;LOPE DE VEGA;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;440080;4475389;184;ESCUELA DEPORTIVA: VOLEIBOL
28020028;SANTA BARBARA;045;CPR ES;CENTRO PRIVADO DE EDUCACIÓN SECUNDARIA;PRIVADO CONCERTADO;5;Madrid-Capital;439643;4473804;150;PROGRAMA 4ºESO+EMPRESA
28020107;SAGRADO CORAZON;072;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;5;Madrid-Capital;441603;4482860;150;PROGRAMA 4ºESO+EMPRESA
28020119;GREGORIO MARAÑON;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;439806;4480654;184;ESCUELA DEPORTIVA: VOLEIBOL
28020119;GREGORIO MARAÑON;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;439806;4480654;173;ESCUELA DEPORTIVA: FUTBOL SALA
28020119;GREGORIO MARAÑON;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;439806;4480654;030;PROGRAMA REFUERZA
28020119;GREGORIO MARAÑON;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;439806;4480654;150;PROGRAMA 4ºESO+EMPRESA
28020201;BARRIO SIMANCAS;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;446952;4475562;189;ESCUELA DEPORTIVA: TENIS DE MESA
28020201;BARRIO SIMANCAS;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;446952;4475562;186;ESCUELA DEPORTIVA: LUCHA
28020201;BARRIO SIMANCAS;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;446952;4475562;165;ESCUELA DEPORTIVA: BALONCESTO
28020201;BARRIO SIMANCAS;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;446952;4475562;030;PROGRAMA REFUERZA
28020201;BARRIO SIMANCAS;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;446952;4475562;150;PROGRAMA 4ºESO+EMPRESA
28020201;BARRIO SIMANCAS;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;446952;4475562;161;ESCUELA DEPORTIVA: AJEDREZ
28020201;BARRIO SIMANCAS;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;446952;4475562;173;ESCUELA DEPORTIVA: FUTBOL SALA
28020235;LOURDES;072;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;5;Madrid-Capital;435541;4472750;150;PROGRAMA 4ºESO+EMPRESA
28020545;CONDE DE ORGAZ;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;445189;4479012;150;PROGRAMA 4ºESO+EMPRESA
28020545;CONDE DE ORGAZ;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;445189;4479012;030;PROGRAMA REFUERZA
28020557;CARLOS III;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;447871;4475100;186;ESCUELA DEPORTIVA: LUCHA
28020557;CARLOS III;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;447871;4475100;184;ESCUELA DEPORTIVA: VOLEIBOL
28020557;CARLOS III;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;447871;4475100;173;ESCUELA DEPORTIVA: FUTBOL SALA
28020557;CARLOS III;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;447871;4475100;150;PROGRAMA 4ºESO+EMPRESA
28020557;CARLOS III;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;447871;4475100;030;PROGRAMA REFUERZA
28020582;GÓMEZ MORENO;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;447770;4475903;150;PROGRAMA 4ºESO+EMPRESA
28020582;GÓMEZ MORENO;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;447770;4475903;030;PROGRAMA REFUERZA
28020648;VALLECAS I;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;443721;4471806;150;PROGRAMA 4ºESO+EMPRESA
28020648;VALLECAS I;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;443721;4471806;030;PROGRAMA REFUERZA
28020673;CIUDAD DE VALENCIA;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;5;Madrid-Capital;448852;4470365;031;PROGRAMA ACOMPAÑAMIENTO Y APOYO ESCOLAR  EDUCACIÓN PRIMARIA
28020703;ENRIQUE TIERNO GALVAN;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;440978;4469075;184;ESCUELA DEPORTIVA: VOLEIBOL
28020703;ENRIQUE TIERNO GALVAN;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;440978;4469075;030;PROGRAMA REFUERZA
28020703;ENRIQUE TIERNO GALVAN;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;440978;4469075;173;ESCUELA DEPORTIVA: FUTBOL SALA
28020703;ENRIQUE TIERNO GALVAN;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;440978;4469075;150;PROGRAMA 4ºESO+EMPRESA
28020727;PARQUE ALUCHE;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;435179;4471345;173;ESCUELA DEPORTIVA: FUTBOL SALA
28020727;PARQUE ALUCHE;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;435179;4471345;165;ESCUELA DEPORTIVA: BALONCESTO
28020727;PARQUE ALUCHE;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;435179;4471345;150;PROGRAMA 4ºESO+EMPRESA
28020727;PARQUE ALUCHE;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;435179;4471345;030;PROGRAMA REFUERZA
28020739;EIJO Y GARAY;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;437309;4473321;184;ESCUELA DEPORTIVA: VOLEIBOL
28020739;EIJO Y GARAY;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;437309;4473321;030;PROGRAMA REFUERZA
28020739;EIJO Y GARAY;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;437309;4473321;177;ESCUELA DEPORTIVA: JUDO
28020739;EIJO Y GARAY;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;437309;4473321;173;ESCUELA DEPORTIVA: FUTBOL SALA
28020806;NTRA. SRA. DE LA ALMUDENA;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;440788;4479494;150;PROGRAMA 4ºESO+EMPRESA
28020806;NTRA. SRA. DE LA ALMUDENA;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;440788;4479494;030;PROGRAMA REFUERZA
28020855;CARDENAL HERRERA ORIA;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;439677;4481555;150;PROGRAMA 4ºESO+EMPRESA
28020855;CARDENAL HERRERA ORIA;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;439677;4481555;030;PROGRAMA REFUERZA
28020892;BEATRIZ GALINDO;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;441788;4475172;184;ESCUELA DEPORTIVA: VOLEIBOL
28020892;BEATRIZ GALINDO;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;441788;4475172;182;ESCUELA DEPORTIVA: TAEKWONDO
28020892;BEATRIZ GALINDO;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;441788;4475172;174;ESCUELA DEPORTIVA: GIMNASIA
28020892;BEATRIZ GALINDO;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;441788;4475172;030;PROGRAMA REFUERZA
28020892;BEATRIZ GALINDO;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;441788;4475172;161;ESCUELA DEPORTIVA: AJEDREZ
28020892;BEATRIZ GALINDO;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;441788;4475172;166;ESCUELA DEPORTIVA: BADMINTON
28020892;BEATRIZ GALINDO;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;441788;4475172;176;ESCUELA DEPORTIVA: HOCKEY
28020909;ISABEL LA CATOLICA;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;441601;4473437;150;PROGRAMA 4ºESO+EMPRESA
28020909;ISABEL LA CATOLICA;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;441601;4473437;030;PROGRAMA REFUERZA
28020934;CARDENAL CISNEROS;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;439912;4475107;150;PROGRAMA 4ºESO+EMPRESA
28020934;CARDENAL CISNEROS;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;439912;4475107;030;PROGRAMA REFUERZA
28020946;SAN ISIDRO;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;439982;4473798;189;ESCUELA DEPORTIVA: TENIS DE MESA
28020946;SAN ISIDRO;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;439982;4473798;184;ESCUELA DEPORTIVA: VOLEIBOL
28020946;SAN ISIDRO;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;439982;4473798;150;PROGRAMA 4ºESO+EMPRESA
28020946;SAN ISIDRO;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;439982;4473798;165;ESCUELA DEPORTIVA: BALONCESTO
28020946;SAN ISIDRO;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;439982;4473798;030;PROGRAMA REFUERZA
28020958;EMPERATRIZ MARIA DE AUSTRIA;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;439137;4470976;030;PROGRAMA REFUERZA
28020961;CALDERON DE LA BARCA;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;439137;4470976;150;PROGRAMA 4ºESO+EMPRESA
28020961;CALDERON DE LA BARCA;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;439137;4470976;030;PROGRAMA REFUERZA
28021008;VISTA ALEGRE;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;437496;4470772;186;ESCUELA DEPORTIVA: LUCHA
28021008;VISTA ALEGRE;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;437496;4470772;030;PROGRAMA REFUERZA
28021008;VISTA ALEGRE;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;437496;4470772;150;PROGRAMA 4ºESO+EMPRESA
28021008;VISTA ALEGRE;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;437496;4470772;184;ESCUELA DEPORTIVA: VOLEIBOL
28021057;JORGE GUILLEN;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;5;Madrid-Capital;440014;4480763;031;PROGRAMA ACOMPAÑAMIENTO Y APOYO ESCOLAR  EDUCACIÓN PRIMARIA
28021215;ANTONIO DE NEBRIJA;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;5;Madrid-Capital;441729;4467042;031;PROGRAMA ACOMPAÑAMIENTO Y APOYO ESCOLAR  EDUCACIÓN PRIMARIA
28021291;FILOSOFO SENECA;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;5;Madrid-Capital;444885;4481055;031;PROGRAMA ACOMPAÑAMIENTO Y APOYO ESCOLAR  EDUCACIÓN PRIMARIA
28021318;CONCHA ESPINA;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;5;Madrid-Capital;445331;4470755;031;PROGRAMA ACOMPAÑAMIENTO Y APOYO ESCOLAR  EDUCACIÓN PRIMARIA
28021367;LUIS CERNUDA;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;5;Madrid-Capital;444555;4479168;031;PROGRAMA ACOMPAÑAMIENTO Y APOYO ESCOLAR  EDUCACIÓN PRIMARIA
28021422;DOCTOR SEVERO OCHOA;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;5;Madrid-Capital;447929;4473487;031;PROGRAMA ACOMPAÑAMIENTO Y APOYO ESCOLAR  EDUCACIÓN PRIMARIA
28021434;PIO BAROJA;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;5;Madrid-Capital;445942;4472748;031;PROGRAMA ACOMPAÑAMIENTO Y APOYO ESCOLAR  EDUCACIÓN PRIMARIA
28021549;PALOMERAS-VALLECAS;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;446570;4470990;150;PROGRAMA 4ºESO+EMPRESA
28021549;PALOMERAS-VALLECAS;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;446570;4470990;030;PROGRAMA REFUERZA
28021562;GRAN CAPITÁN;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;438900;4472822;150;PROGRAMA 4ºESO+EMPRESA
28021690;BERNADETTE;072;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;5;Madrid-Capital;434622;4478391;150;PROGRAMA 4ºESO+EMPRESA
28021902;LA INMACULADA;072;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;5;Madrid-Capital;438411;4479179;150;PROGRAMA 4ºESO+EMPRESA
28022207;CARMEN MARTÍN GAITE;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;4;Madrid-Oeste;417649;4503042;150;PROGRAMA 4ºESO+EMPRESA
28022207;CARMEN MARTÍN GAITE;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;4;Madrid-Oeste;417649;4503042;030;PROGRAMA REFUERZA
28022335;TRABENCO;072;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;5;Madrid-Capital;444111;4469101;150;PROGRAMA 4ºESO+EMPRESA
28022414;BIENAVENTURADA VIRGEN MARIA;072;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;5;Madrid-Capital;436573;4472018;150;PROGRAMA 4ºESO+EMPRESA
28022475;INSTITUCION PROFESIONAL SALESIANA;072;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;5;Madrid-Capital;436069;4469559;150;PROGRAMA 4ºESO+EMPRESA
28022499;NTRA. SRA. DE FATIMA;072;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;5;Madrid-Capital;440501;4470697;150;PROGRAMA 4ºESO+EMPRESA
28022566;COLEGIO DE JESUS;072;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;5;Madrid-Capital;450411;4480399;150;PROGRAMA 4ºESO+EMPRESA
28022797;SAN PIO X;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;4;Madrid-Oeste;426053;4480944;031;PROGRAMA ACOMPAÑAMIENTO Y APOYO ESCOLAR  EDUCACIÓN PRIMARIA
28022839;MARIA AUXILIADORA;072;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;4;Madrid-Oeste;428904;4480744;150;PROGRAMA 4ºESO+EMPRESA
28022891;VICENTE ALEIXANDRE;070;CP INF-PRI-SEC;COLEGIO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PÚBLICO;1;Madrid-Norte;435977;4518028;150;PROGRAMA 4ºESO+EMPRESA
28022891;VICENTE ALEIXANDRE;070;CP INF-PRI-SEC;COLEGIO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PÚBLICO;1;Madrid-Norte;435977;4518028;031;PROGRAMA ACOMPAÑAMIENTO Y APOYO ESCOLAR  EDUCACIÓN PRIMARIA
28023121;COLEGIO VILLAEUROPA;072;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;2;Madrid-Sur;425383;4463946;150;PROGRAMA 4ºESO+EMPRESA
28023315;SAN LUIS GONZAGA;072;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;2;Madrid-Sur;414548;4459945;150;PROGRAMA 4ºESO+EMPRESA
28023327;CARMEN MARTIN GAITE;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;2;Madrid-Sur;413293;4460168;150;PROGRAMA 4ºESO+EMPRESA
28023327;CARMEN MARTIN GAITE;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;2;Madrid-Sur;413293;4460168;030;PROGRAMA REFUERZA
28023364;ISABEL LA CATOLICA;070;CP INF-PRI-SEC;COLEGIO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PÚBLICO;2;Madrid-Sur;393905;4471644;150;PROGRAMA 4ºESO+EMPRESA
28023364;ISABEL LA CATOLICA;070;CP INF-PRI-SEC;COLEGIO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PÚBLICO;2;Madrid-Sur;393905;4471644;031;PROGRAMA ACOMPAÑAMIENTO Y APOYO ESCOLAR  EDUCACIÓN PRIMARIA
28023376;INTERNACIONAL EUROVILLAS;072;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;3;Madrid-Este;476899;4467089;150;PROGRAMA 4ºESO+EMPRESA
28023388;JUAN DE GOYENECHE;070;CP INF-PRI-SEC;COLEGIO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PÚBLICO;3;Madrid-Este;479335;4467786;031;PROGRAMA ACOMPAÑAMIENTO Y APOYO ESCOLAR  EDUCACIÓN PRIMARIA
28023546;VIRGEN DEL CARMEN;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;2;Madrid-Sur;434154;4455267;031;PROGRAMA ACOMPAÑAMIENTO Y APOYO ESCOLAR  EDUCACIÓN PRIMARIA
28023674;EL PRADO;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;2;Madrid-Sur;441058;4455470;031;PROGRAMA ACOMPAÑAMIENTO Y APOYO ESCOLAR  EDUCACIÓN PRIMARIA
28023698;NTRA. SRA. DE LA PROVIDENCIA;072;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;2;Madrid-Sur;439965;4454906;150;PROGRAMA 4ºESO+EMPRESA
28023716;SANTO DOMINGO DE SILOS;072;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;2;Madrid-Sur;440830;4454574;150;PROGRAMA 4ºESO+EMPRESA
28023881;DIVINO MAESTRO;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;4;Madrid-Oeste;431288;4476193;031;PROGRAMA ACOMPAÑAMIENTO Y APOYO ESCOLAR  EDUCACIÓN PRIMARIA
28023911;GERARDO DIEGO;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;4;Madrid-Oeste;433232;4477228;150;PROGRAMA 4ºESO+EMPRESA
28023911;GERARDO DIEGO;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;4;Madrid-Oeste;433232;4477228;030;PROGRAMA REFUERZA
28023947;ESCUELAS PIAS DE SAN FERNANDO;072;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;4;Madrid-Oeste;431176;4477665;150;PROGRAMA 4ºESO+EMPRESA
28024071;NTRA. SRA. DE NAVAHONDA;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;4;Madrid-Oeste;395465;4483807;031;PROGRAMA ACOMPAÑAMIENTO Y APOYO ESCOLAR  EDUCACIÓN PRIMARIA
28024198;CRISTO REY;072;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;4;Madrid-Oeste;426435;4482022;150;PROGRAMA 4ºESO+EMPRESA
28024290;VEGA DEL JARAMA;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;3;Madrid-Este;455106;4474892;150;PROGRAMA 4ºESO+EMPRESA
28024290;VEGA DEL JARAMA;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;3;Madrid-Este;455106;4474892;030;PROGRAMA REFUERZA
28024642;JOAN MIRO;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;1;Madrid-Norte;447149;4489890;030;PROGRAMA REFUERZA
28024812;EL PILAR;072;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;1;Madrid-Norte;433713;4511765;150;PROGRAMA 4ºESO+EMPRESA
