codigo,via_publica,distrito,wikiDistrito,direccion,coord_x,coord_y,en_funcionamiento,longitud,latitud
FUE_03-08_0000000036,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,PARC. NOROESTE,438941.4432,4481339.787,true,-3.7203807,40.4805032
FUE_03-08_0000000037,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,PARC. NOROESTE,439006.234,4481360.236,true,-3.7196183,40.4806922
FUE_03-08_0000000038,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,PARC. NOROESTE,439129.597,4481442.915,true,-3.7181708,40.4814461
FUE_03-08_0000000039,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,PARC. NOROESTE,439041.4178,4481245.375,true,-3.7191921,40.4796601
FUE_03-08_0000000040,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,PARQUE DE LA SUPERMANZANA 5,439721.4744,4481413.777,true,-3.7111855,40.4812267
FUE_03-08_0000000041,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,PZA. DE LA CAROLINA,439377.8222,4481512.742,true,-3.7152491,40.4820932
FUE_03-08_0000000042,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,BETANZOS - FERMIN CABALLERO,439508.1466,4481410.69,true,-3.7137018,40.4811834
FUE_03-08_0000000044,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,SUPERMANZANA 6 Bo PILAR C/A. LOPEZ AGUADO,440701.2417,4481624.466,true,-3.6996464,40.4831953
FUE_03-08_0000000045,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,POL. MANILA Y POL. CLAUDIETA,440932.5477,4481430.992,true,-3.6968994,40.4814688
FUE_03-08_0000000046,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,"DOCTOR RAMON CASTROVIEJO, 3",439539.2182,4481271.649,true,-3.713322,40.4799331
FUE_03-08_0000000047,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,"AVDA. DE BETANZOS,77",439523.6616,4481311.839,true,-3.7135094,40.480294
FUE_03-08_0000000048,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,AVDA. DE LA ILUSTRACION,439660.6153,4481359.818,true,-3.7118982,40.4807362
FUE_03-08_0000000052,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,POL. 23-B V.V.V. (5a FASE),439128.1482,4480566.02,true,-3.7181038,40.4735465
FUE_03-08_0000000053,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,POL. 24 V.V.V.,438929.6158,4480618.053,true,-3.7204507,40.4740007
FUE_03-08_0000000054,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,"C/ CESAR MANRIQUE, 15",438850.6469,4480697.894,true,-3.7213899,40.4747141
FUE_03-08_0000000055,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,PARQUE CERRO PENABEL,439280.6326,4480597.198,true,-3.7163081,40.4738386
FUE_03-08_0000000056,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,PARQUE DE LA ALCAZABA,440063.1374,4480723.459,true,-3.7070894,40.4750328
FUE_03-08_0000000057,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,PARQUE DE LA ALCAZABA,440189.1059,4480750.758,true,-3.705606,40.4752878
FUE_03-08_0000000060,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,PARQUE DE LA ALCAZABA,440358.0961,4480540.584,true,-3.7035927,40.4734066
FUE_03-08_0000000062,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,PARQUE DE LA ALCAZABA,440030.5999,4480481.601,true,-3.7074504,40.4728517
FUE_03-08_0000000063,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,SINESIO DELGADO,440647.1752,4480732.832,true,-3.7002007,40.4751592
FUE_03-08_0000000064,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,SINESIO DELGADO,440500.3013,4480649.983,true,-3.7019256,40.4744023
FUE_03-08_0000000065,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,SINESIO DELGADO,439625.536,4480298.642,true,-3.712211,40.4711742
FUE_03-08_0000000066,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,CELANOVA - BETANZOS,439547.3941,4480371.004,true,-3.7131398,40.4718203
FUE_03-08_0000000068,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,PZAS. INTERIORES Bo EL PILAR A,439937.0567,4480905.672,true,-3.7085939,40.4766651
FUE_03-08_0000000069,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,PZAS. INTERIORES Bo EL PILAR A,439911.0078,4481011.733,true,-3.7089113,40.4776187
FUE_03-08_0000000070,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,PZA. - C/ MELCHOR FERNANDEZ ALMAGRO,439741.3584,4480754.763,true,-3.7108882,40.4752915
FUE_03-08_0000000071,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,CALLE FINISTERRE No 19,440469.2729,4481045.126,true,-3.7023287,40.4779597
FUE_03-08_0000000072,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,POL. 10 V.V. VERTEDERO,440871.0821,4481212.232,true,-3.6976042,40.4794937
FUE_03-08_0000000073,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,POL. 10 V.V. VERTEDERO,440914.4407,4481083.32,true,-3.6970806,40.4783356
FUE_03-08_0000000074,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,POLIDEPORTIVO Bo DEL PILAR,440961.1355,4481198.25,true,-3.6965404,40.4793742
FUE_03-08_0000000075,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,POLIDEPORTIVO Bo DEL PILAR,441316.2731,4481148.796,true,-3.6923463,40.4789539
FUE_03-08_0000000076,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,PARQUE DEL NORTE,441035.0456,4481372.11,true,-3.6956847,40.4809457
FUE_03-08_0000000077,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,PARQUE DEL NORTE,440678.065,4481412.225,true,-3.6998999,40.4812817
FUE_03-08_0000000078,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,PARQUE DEL NORTE,440789.1881,4481378.144,true,-3.6985857,40.4809825
FUE_03-08_0000000081,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,PARQUE DEL NORTE,441109.9845,4481292.459,true,-3.6947933,40.4802335
FUE_03-08_0000000083,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,PARQUE DEL NORTE,440558.6585,4481393.997,true,-3.7013069,40.4811089
FUE_03-08_0000000084,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,PARQUE DEL NORTE,440717.3135,4481499.865,true,-3.6994451,40.482074
FUE_03-08_0000000085,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,PARQUE DEL NORTE,440708.3591,4481443.985,true,-3.6995455,40.4815699
FUE_03-08_0000000086,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,PARQUE DEL NORTE,440805.0405,4481436.414,true,-3.6984042,40.4815085
FUE_03-08_0000000087,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,PARQUE DE LA SUPERMANZANA 7,440699.6964,4481923.738,true,-3.6996925,40.4858911
FUE_03-08_0000000088,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,PARQUE DE LA SUPERMANZANA 7,440499.1806,4481818.86,true,-3.7020485,40.4849319
FUE_03-08_0000000090,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,POL. 26 V.V.V. S.ESTE,440556.43,4482243.491,true,-3.7014129,40.4887613
FUE_03-08_0000000093,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,POL. ALMACENES E.D. 8-3,441575.47,4482457.22,true,-3.6894091,40.490759
FUE_03-08_0000000094,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,POLG. INDUSTRIAL FUENCARRAL - MALMEA,442040.6898,4482385.013,true,-3.6839133,40.4901411
FUE_03-08_0000000097,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,PARQUE ARROYO FRESNO,438733.2897,4482607.487,true,-3.7229588,40.4919077
FUE_03-08_0000000098,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,PARQUE ARROYO FRESNO,439079.6153,4482889.264,true,-3.7188995,40.4944715
FUE_03-08_0000000100,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,PARQUE NURIA,439704.0957,4482897.736,true,-3.7115316,40.4945935
FUE_03-08_0000000101,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,POLG.Z.N.CONSOL. Y N.CONSOL. (PIP),440060.4104,4482644.57,true,-3.7073032,40.4923387
FUE_03-08_0000000102,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,POLG.Z.N.CONSOL. Y N.CONSOL. (PIP),439968.0472,4482780.982,true,-3.708406,40.4935608
FUE_03-08_0000000103,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,POBLADO A,440951.7588,4482477.798,true,-3.6967703,40.4909002
FUE_03-08_0000000104,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,HERRERA ORIA Y MANRESA (POLD. FUENCARRAL),441165.8228,4482509.035,true,-3.6942474,40.4911968
FUE_03-08_0000000105,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,PZA. DE LOS MARTIRES,441838.6314,4482906.489,true,-3.6863453,40.4948246
FUE_03-08_0000000106,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,PZA. DE LAS ISLAS AZORES,441713.8604,4482939.45,true,-3.6878206,40.4951128
FUE_03-08_0000000108,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,LOS TRES OLIVOS,441319.0724,4483739.09,true,-3.6925531,40.5022884
FUE_03-08_0000000109,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,PARQUE SANTA ANA 2a FASE,441157.7767,4483167.189,true,-3.6944034,40.4971251
FUE_03-08_0000000111,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,PARQUE SANTA ANA 2a FASE,441138.3044,4483231.889,true,-3.6946393,40.4977066
FUE_03-08_0000000112,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,MONTECARMELO PARC. 17.B,441914.2219,4484238.004,true,-3.6855754,40.5068247
FUE_03-08_0000000113,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,CALLE BADALONA 92,441167.05,4482813.08,true,-3.6942611,40.4939358
FUE_03-08_0000000114,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,POBLADO DIRIGIDO DE FUENCARRAL,441361.8784,4482588.883,true,-3.6919415,40.4919299
FUE_03-08_0000000115,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,MARCOS ORUETA,441864.8589,4481831.232,true,-3.6859371,40.4851401
FUE_03-08_0000000117,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,PARQUE POL. 26 (C/ CARDENAL HERRERA ORIA),439983.27,4481860.32,true,-3.7081392,40.4852683
FUE_03-08_0000000118,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,COLONIA MINGORRUBIO 4a FASE,433949.9118,4487148.057,true,-3.7798726,40.5324431
FUE_03-08_0000000119,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,COLONIA MINGORRUBIO 4a FASE,433951.2102,4486943.155,true,-3.7798359,40.5305974
FUE_03-08_0000000120,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,COLONIA MINGORRUBIO 1a FASE,433767.8135,4487222.559,true,-3.7820303,40.5330997
FUE_03-08_0000000121,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,COLONIA MINGORRUBIO 1a FASE,433778.9948,4487403.26,true,-3.7819173,40.5347283
FUE_03-08_0000000122,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,PARQUE DE LA VAGUADA,439774.8268,4481260.556,true,-3.7105414,40.4798503
FUE_03-08_0000000123,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,PARQUE DE LA VAGUADA,439724.8267,4481228.056,true,-3.7111282,40.4795539
FUE_03-08_0000000124,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,PARQUE DE LA VAGUADA,439739.4261,4481168.956,true,-3.7109503,40.4790226
FUE_03-08_0000000125,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,PARQUE DE LA VAGUADA,439690.9263,4481157.456,true,-3.7115214,40.4789155
FUE_03-08_0000000126,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,PARQUE DE LA VAGUADA,439675.1269,4481213.257,true,-3.7117131,40.479417
FUE_03-08_0000000127,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,PARQUE DE LA ALCAZABA,440217.9924,4480814.83,true,-3.7052713,40.4758671
FUE_03-08_0000000128,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,PZAS. INTERIORES Bo EL PILAR A,440065.6233,4481056.551,true,-3.7070916,40.4780336
FUE_03-08_0000000129,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,PARQUE DEL NORTE,440975.5979,4481315.258,true,-3.6963807,40.4804293
FUE_03-08_0000000130,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,PZA. - C/ ISLA AROSA C/ FERMIN CABALLERO,439295.6311,4481446.963,true,-3.7162125,40.4814946
FUE_03-08_0000000131,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,PARQUE DEL PUEBLO DE EL PARDO,434241.9993,4485734.446,true,-3.7762772,40.5197323
FUE_03-08_0000000132,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,"BRUNETE, 2-6",434321.9957,4485326.843,true,-3.7752906,40.5160668
FUE_03-08_0000000133,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,SUPERMANZANA 6 Bo PILAR C/A. LOPEZ AGUADO,440407.925,4481462.949,true,-3.7030916,40.4817192
FUE_03-08_0000000134,VP,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,CL BRAILLE No:15,441093.6345,4482994.549,true,-3.6951444,40.4955654
FUE_03-08_0000000135,VP,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,CL SANTA ANA BAJA No:39,441529.4332,4483131.344,true,-3.6900145,40.4968285
FUE_03-08_0000000136,VP,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,CL SANTA ANA BAJA No:13,441644.3319,4483057.742,false,-3.6886519,40.4961735
FUE_03-08_0000000137,VP,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,CL SANDALIO LOPEZ No:1,441601.3289,4482688.54,true,-3.6891253,40.4928446
FUE_03-08_0000000138,VP,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,AV MONFORTE DE LEMOS No:195,438890.8276,4480795.564,true,-3.7209253,40.4755969
FUE_03-08_0000000140,VP,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,"CL ISLA DE YESO, DE LA No:8",438610.7324,4481154.17,true,-3.7242642,40.4788067
FUE_03-08_0000000141,VP,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,C/ ALGARROBO 34,440495.6435,4483644.56,true,-3.7022617,40.5013782
FUE_03-08_0000000143,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,PARQUE DEL NORTE,441425.3174,4481261.535,true,-3.6910703,40.4799772
FUE_03-08_0000000144,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,PARQUE DEL NORTE,441310.8184,4481293.837,true,-3.692424,40.4802601
FUE_03-08_0000000145,VP,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,C/ ALGARROBO No 14,440472.6432,4483588.46,true,-3.7025278,40.5008712
FUE_03-08_0000000146,VP,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,Calle Sierra de atapuerca,443553.3326,4484153.621,true,-3.666223,40.5061777
FUE_03-08_0000000147,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,CALLE MARIA DE MAEZTU 148,438842.2236,4483134.836,true,-3.7217245,40.4966663
FUE_03-08_0000000148,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,CALLE MARIA DE MAEZTU 118,438722.3671,4482907.294,true,-3.7231167,40.4946076
FUE_03-08_0000000149,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,CALLE MARIA DE MAEZTU 110,438584.7835,4482766.8,true,-3.7247266,40.4933319
FUE_03-08_0000000150,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,C/JOAQUIN LORENZO FRENTE AL No 32,438289.81,4480391.65,true,-3.7279759,40.4719139
FUE_03-08_0000000151,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,CALLE SANTO DOMINGO DE LA CALZADA,442326.7282,4484307.871,true,-3.6807133,40.5074829
FUE_03-08_0000000152,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,PARQUE DE LA ALCAZABA,440099.6436,4480526.667,true,-3.7066402,40.4732627
FUE_03-08_0000000153,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,"CALLE FERMIN CABALLERO, 84",439182.94,4481256.07,true,-3.7175236,40.4797668
FUE_03-08_0000000154,VP,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,CALLE MONFORTE DE LEMOS 34,439950.08,4481131.74,true,-3.7084618,40.4787026
FUE_03-08_0000000155,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,CALLE MENCHU AJALMIL 2,438429.37,4482666.43,true,-3.7265506,40.4924162
FUE_03-08_0000000156,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,CALLE MADRE TERESA DE CALCUTA 61,438302.37,4482528.05,true,-3.7280357,40.4911602
FUE_03-08_0000000157,VP,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,Av. Camino de Santiago no 25,442924.48,4483727.18,true,-3.6736062,40.5022931
FUE_03-08_0000000158,VP,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,Calle de San Juan de Ortega no 86,442762.33,4484338.64,true,-3.6755751,40.5077902
FUE_03-08_0000000159,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,"MONASTERIO DE OSEIRA, 2",440856.49,4484389.54,true,-3.6980729,40.5081151
FUE_03-08_0000000160,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,AVENIDA VENTISQUERO DE LA CONDESA 2,439366.88,4481654.65,true,-3.7153918,40.4833708
FUE_03-08_0000000161,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,CALLE PUENTE LA REINA No 48,442608.66,4483778.51,true,-3.677338,40.5027337
FAM_02-08_0000000162,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,PZA. TRES OLIVOS 26,441518.69,4483623.18,true,-3.6901867,40.5012584
FAM_02-08_0000000163,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,CALLE BRAILLE 7,441316.16,4482984.29,true,-3.6925175,40.4954887
FAM_02-08_0000000164,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,CALLE ALONSO QUIJANO 45,441696.33,4483690.86,true,-3.6880966,40.5018806
FAM_02-08_0000000165,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,CALLE BERDUN 2,442463.65,4484273.04,true,-3.6790942,40.5071786
FAM_02-08_0000000166,VP,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,AV. CAMINO DE SANTIAGO 50,443254.44,4484389.53,true,-3.6697717,40.5082825
FAM_02-08_0000000167,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,PASEO ALAMEDILLAS 6,441047.33,4483292.06,true,-3.6957184,40.4982422
FAM_02-08_0000000168,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,CALLE VILLAVA 15,442696.2,4483556.74,true,-3.6762848,40.500742
FAM_02-08_0000000169,ZV,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,CALLE JOAQUIN LORENZO 5B,438845.03,4480387.12,true,-3.7214262,40.4719141
FUE_01-09_0000000003,ZV,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,"PO PINTOR ROSALES, DEL No:50",438751.0429,4475630.725,false,-3.7220761,40.4290597
FUE_01-09_0000000004,VP,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,"CL PRINCESA, DE LA No:71",439163.2171,4475932.507,true,-3.7172461,40.4318086
FUE_01-09_0000000005,VP,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,PASEO DE PINTOR ROSALES ESQ PSO MORET,438474.7556,4476018.3,true,-3.7253705,40.4325308
FUE_01-09_0000000006,VP,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,PASEO DE PINTOR ROSALES No 16,439045.75,4475290.37,true,-3.7185694,40.4260154
FUE_01-09_0000000007,VP,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,CALLE PRINCESA 33,439374.18,4475539.53,true,-3.7147217,40.4282839
FUE_03-09_0000000001,ZV,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,CALLE 30,436992.6973,4480649.937,true,-3.743302,40.4741433
FUE_03-09_0000000002,ZV,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,TALUD PTE. DE LOS FRANCESES,437619.3208,4476176.064,true,-3.7354707,40.4338883
FUE_03-09_0000000003,ZV,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Po ANICETO MARINAS,438250.5399,4475305.731,true,-3.7279446,40.4260951
FUE_03-09_0000000004,ZV,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Po ANICETO MARINAS,438000.2421,4475573.246,true,-3.7309212,40.4284864
FUE_03-09_0000000005,ZV,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Po ANICETO MARINAS,437641.1617,4476085.483,true,-3.7352043,40.4330739
FUE_03-09_0000000006,ZV,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,RIBERA DEL MANZANARES - MARGEN DERECHA,437660.9651,4475863.332,true,-3.734949,40.4310742
FUE_03-09_0000000007,VP,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,PASEO DEL REY,438573.9938,4475354.302,true,-3.7241366,40.4265566
FUE_03-09_0000000008,ZV,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,RIBERA DEL MANZANARES - MARGEN DERECHA,438248.1159,4475217.781,true,-3.7279646,40.4253026
FUE_03-09_0000000009,ZV,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,RIBERA DEL MANZANARES - MARGEN DERECHA,438399.0505,4475066.948,true,-3.7261709,40.4239551
FUE_03-09_0000000010,ZV,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,COL. DEL MANZANARES,437964.0523,4475296.865,true,-3.7313208,40.4259939
FUE_03-09_0000000011,ZV,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,COL. DEL MANZANARES,437922.0147,4475317.745,true,-3.7318184,40.4261789
FUE_03-09_0000000012,ZV,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,AVDA. DE GALAXIA I,433413.9948,4478967.796,true,-3.7853401,40.458711
FUE_03-09_0000000013,ZV,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,CALLE DE MOZART N o46,438515.4075,4475251.042,true,-3.7248171,40.425622
FUE_03-09_0000000015,ZV,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,INTBL. MOZART,438617.1443,4475061.035,true,-3.7235996,40.423918
FUE_03-09_0000000016,ZV,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,LA HORCA,432985.1007,4478497.818,true,-3.7903485,40.4544428
FUE_03-09_0000000017,ZV,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Po ERMITA - VILLA ADRIANA,433840.5059,4479316.893,true,-3.7803464,40.4618897
FUE_03-09_0000000018,ZV,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Po ERMITA - VILLA ADRIANA,433766.0106,4479334.704,true,-3.7812269,40.4620442
FUE_03-09_0000000019,ZV,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,JARDIN DE LA PZA. DE LA IGLESIA ARAVACA,433594.2766,4478753.653,true,-3.7831915,40.4567963
FUE_03-09_0000000020,ZV,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,JARDINES C/ DE LA BAJA DE LA IGLESIA,433698.3632,4478677.401,true,-3.7819561,40.4561177
FUE_03-09_0000000021,ZV,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,JARDINES PINILLA,433961.8156,4478491.087,true,-3.7788298,40.4544603
FUE_03-09_0000000022,ZV,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,PARQUE ARROYO POZUELO,434658.8925,4478160.308,true,-3.7705755,40.4515357
FUE_03-09_0000000023,ZV,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,PARQUE ARROYO POZUELO,434825.3084,4478170.256,true,-3.768614,40.4516384
FUE_03-09_0000000024,ZV,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,PARQUE ARROYO POZUELO,434686.2209,4478220.988,true,-3.7702594,40.4520845
FUE_03-09_0000000025,ZV,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,PARQUE ARROYO POZUELO,434369.3352,4478227.221,true,-3.7739968,40.4521156
FUE_03-09_0000000026,ZV,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,PARQUE ARROYO POZUELO,434198.0179,4478379.104,true,-3.7760328,40.4534702
FUE_03-09_0000000027,ZV,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,PARQUE DE LA BOMBILLA,437933.3786,4475942.019,true,-3.7317454,40.4318035
FUE_03-09_0000000028,ZV,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,PARQUE DE LA BOMBILLA,437868.303,4476042.57,true,-3.7325224,40.4327044
FUE_03-09_0000000029,ZV,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,PARQUE DE LA BOMBILLA,438384.3779,4475367.37,true,-3.7263729,40.4266603
FUE_03-09_0000000030,ZV,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,PARQUE DE LA BOMBILLA,438260.9317,4475477.582,true,-3.7278388,40.427644
FUE_03-09_0000000032,ZV,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,ROSAS DE ARAVACA,433678.1574,4478130.668,true,-3.7821372,40.451191
FUE_03-09_0000000033,ZV,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,CERRO VALDECAHONDE,433075.2253,4477753.532,true,-3.7892072,40.4477453
FUE_03-09_0000000036,ZV,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,EL DISCO,433216.9611,4477953.682,true,-3.7875571,40.4495597
FUE_03-09_0000000037,ZV,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,EL DISCO,433009.2713,4478033.494,true,-3.7900145,40.4502619
FUE_03-09_0000000038,ZV,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,PINAR ROSA LUXEMBURGO,434725.9014,4478090.656,true,-3.7697781,40.4509135
FUE_03-09_0000000039,ZV,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,COL. ROSA LUXEMBURGO,435076.7378,4477970.772,true,-3.7656287,40.449861
FUE_03-09_0000000040,ZV,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,COL. ROSA LUXEMBURGO,434364.6549,4477965.52,true,-3.774025,40.4497578
