OBJECTID,MODO,CODIGOITINERARIO,CODIGOGESTIONLINEA,NUMEROLINEAUSUARIO,SENTIDO,TIPOITINERARIO,CODIGOESTACION,CODIGOPOSTE,CODIGOANDEN,NUMEROORDEN,IDENTIFICADORTIPOPARADA,TIPOPARADA,DENOMINACION,CODIGOPROVINCIA,CODIGOMUNICIPIO,MUNICIPIO,CORONATARIFARIA,DIRECCION,FECHAALTA,FECHAINICIO,FECHAFIN,LONGITUDTRAMOANTERIOR,VELOCIDADTRAMOANTERIOR,MODOLINEA,IDFINTERCAMBIADOR,CODPROV_LINEA,CODMUN_LINEA,IDFTRAMO,CODIGOOBSERVACION,CODIGOSUBLINEA,DENOMINACION_SAE,IDFLINEA,IDFITINERARIO,IDFESTACION,IDFPOSTE,IDFANDEN
340,4,283587,062,6-2,1,1,113,,237,19,TI,I,CONDE DE CASAL,28,079,MADRID,A,Plaza del Conde de Casal N 3,19990701,19950508,,829.025,25.57,4,92_8,,,4__6_2____1_IT_1_4_113__237_TI_I_19,,,,4__6_2__,4__6_2____1_IT_1,4_113,4_113_,4_113_237
341,4,335631,005,5,1,1,93,,190,22,TI,I,PIRAMIDES,28,079,MADRID,A,Paseo del Doctor Vallejo Nágera N 37,20061123,20061124,,552.653,23.38,4,92_85,,,4__5_____1_IT_1_4_93__190_TI_I_22,,,,4__5___,4__5_____1_IT_1,4_93,4_93_,4_93_190
342,4,335632,005,5,2,1,93,,191,11,TI,I,PIRAMIDES,28,079,MADRID,A,Paseo del Doctor Vallejo Nágera N 37,20061123,20061124,,757.87,23.38,4,92_85,,,4__5_____2_IT_1_4_93__191_TI_I_11,,,,4__5___,4__5_____2_IT_1,4_93,4_93_,4_93_191
343,4,335631,005,5,1,1,94,,192,23,TI,I,MARQUES DE VADILLO,28,079,MADRID,A,Gta del Marqués de Vadillo N 4,20061123,20061124,,758.424,23.38,4,93_269,,,4__5_____1_IT_1_4_94__192_TI_I_23,,,,4__5___,4__5_____1_IT_1,4_94,4_94_,4_94_192
344,4,335632,005,5,2,1,94,,193,10,TI,I,MARQUES DE VADILLO,28,079,MADRID,A,Gta del Marqués de Vadillo N 4,20061123,20061124,,764.067,23.38,4,93_269,,,4__5_____2_IT_1_4_94__193_TI_I_10,,,,4__5___,4__5_____2_IT_1,4_94,4_94_,4_94_193
345,4,335631,005,5,1,1,95,,194,24,TI,I,URGEL,28,079,MADRID,A,Calle del Camino Viejo de Leganés N 1,20061123,20061124,,764.61,23.38,4,93_358,,,4__5_____1_IT_1_4_95__194_TI_I_24,,,,4__5___,4__5_____1_IT_1,4_95,4_95_,4_95_194
346,4,335632,005,5,2,1,95,,195,9,TI,I,URGEL,28,079,MADRID,A,Calle del Camino Viejo de Leganés N 1,20061123,20061124,,658.915,23.38,4,93_358,,,4__5_____2_IT_1_4_95__195_TI_I_9,,,,4__5___,4__5_____2_IT_1,4_95,4_95_,4_95_195
347,4,335631,005,5,1,1,96,,196,25,TI,I,OPORTO,28,079,MADRID,A,Gta del Valle de Oro N 13,20061123,20061124,,658.234,23.38,4,92_16,,,4__5_____1_IT_1_4_96__196_TI_I_25,,,,4__5___,4__5_____1_IT_1,4_96,4_96_,4_96_196
348,4,335632,005,5,2,1,96,,197,8,TI,I,OPORTO,28,079,MADRID,A,Gta del Valle de Oro N 13,20061123,20061124,,729.981,23.38,4,92_16,,,4__5_____2_IT_1_4_96__197_TI_I_8,,,,4__5___,4__5_____2_IT_1,4_96,4_96_,4_96_197
349,4,335631,005,5,1,1,97,,198,26,TI,I,VISTA ALEGRE,28,079,MADRID,A,Calle de la Oca N 74,20061123,20061124,,731.653,23.38,4,93_373,,,4__5_____1_IT_1_4_97__198_TI_I_26,,,,4__5___,4__5_____1_IT_1,4_97,4_97_,4_97_198
350,4,335632,005,5,2,1,97,,199,7,TI,I,VISTA ALEGRE,28,079,MADRID,A,Calle de la Oca N 74,20061123,20061124,,625.196,23.38,4,93_373,,,4__5_____2_IT_1_4_97__199_TI_I_7,,,,4__5___,4__5_____2_IT_1,4_97,4_97_,4_97_199
351,4,335631,005,5,1,1,98,,200,27,TI,I,CARABANCHEL,28,079,MADRID,A,Gta del Ejército N 1,20061123,20061124,,623.79,23.38,4,93_165,,,4__5_____1_IT_1_4_98__200_TI_I_27,,,,4__5___,4__5_____1_IT_1,4_98,4_98_,4_98_200
352,4,335632,005,5,2,1,98,,201,6,TI,I,CARABANCHEL,28,079,MADRID,A,Gta del Ejército N 1,20061123,20061124,,590.696,23.38,4,93_165,,,4__5_____2_IT_1_4_98__201_TI_I_6,,,,4__5___,4__5_____2_IT_1,4_98,4_98_,4_98_201
353,4,283380,061,6-1,1,1,115,,241,13,TI,I,O'DONNELL,28,079,MADRID,A,Calle del Doctor Esquerdo N 47,19990701,19950508,,759.713,25.65,4,93_284,,,4__6_1____1_IT_1_4_115__241_TI_I_13,,,,4__6_1__,4__6_1____1_IT_1,4_115,4_115_,4_115_241
354,4,283587,062,6-2,1,1,115,,242,17,TI,I,O'DONNELL,28,079,MADRID,A,Calle del Doctor Esquerdo N 47,19990701,19950508,,616.142,25.57,4,93_284,,,4__6_2____1_IT_1_4_115__242_TI_I_17,,,,4__6_2__,4__6_2____1_IT_1,4_115,4_115_,4_115_242
355,4,283380,061,6-1,1,1,116,,243,14,TI,I,MANUEL BECERRA,28,079,MADRID,A,Plaza de Manuel Becerra N 1,19990701,19950508,,615.636,25.65,4,91_41,,,4__6_1____1_IT_1_4_116__243_TI_I_14,,,,4__6_1__,4__6_1____1_IT_1,4_116,4_116_,4_116_243
356,4,283587,062,6-2,1,1,116,,244,16,TI,I,MANUEL BECERRA,28,079,MADRID,A,Plaza de Manuel Becerra N 1,19990701,19950508,,741.857,25.57,4,91_41,,,4__6_2____1_IT_1_4_116__244_TI_I_16,,,,4__6_2__,4__6_2____1_IT_1,4_116,4_116_,4_116_244
357,4,283380,061,6-1,1,1,117,,246,15,TI,I,DIEGO DE LEON,28,079,MADRID,A,Calle de Francisco Silvela N 47,19990701,19950508,,737.324,25.65,4,92_66,,,4__6_1____1_IT_1_4_117__246_TI_I_15,,,,4__6_1__,4__6_1____1_IT_1,4_117,4_117_,4_117_246
358,4,283587,062,6-2,1,1,117,,247,15,TI,I,DIEGO DE LEON,28,079,MADRID,A,Calle de Francisco Silvela N 47,19990701,19950508,,698.742,25.57,4,92_66,,,4__6_2____1_IT_1_4_117__247_TI_I_15,,,,4__6_2__,4__6_2____1_IT_1,4_117,4_117_,4_117_247
359,4,283380,061,6-1,1,1,118,,248,16,TI,I,AVENIDA DE AMERICA,28,079,MADRID,A,Avda de América N 9A,19990701,19950508,,698.133,25.65,4,90_4,,,4__6_1____1_IT_1_4_118__248_TI_I_16,,,,4__6_1__,4__6_1____1_IT_1,4_118,4_118_,4_118_248
360,4,283587,062,6-2,1,1,118,,249,14,TI,I,AVENIDA DE AMERICA,28,079,MADRID,A,Avda de América N 9A,19990701,19950508,,878.476,25.57,4,90_4,,,4__6_2____1_IT_1_4_118__249_TI_I_14,,,,4__6_2__,4__6_2____1_IT_1,4_118,4_118_,4_118_249
361,4,283380,061,6-1,1,1,119,,251,17,TI,I,REPUBLICA ARGENTINA,28,079,MADRID,A,Calle de Joaquín Costa N 24,19990701,19950508,,879.521,25.65,4,93_312,,,4__6_1____1_IT_1_4_119__251_TI_I_17,,,,4__6_1__,4__6_1____1_IT_1,4_119,4_119_,4_119_251
362,4,283587,062,6-2,1,1,119,,252,13,TI,I,REPUBLICA ARGENTINA,28,079,MADRID,A,Calle de Joaquín Costa N 24,19990701,19950508,,957.069,25.57,4,93_312,,,4__6_2____1_IT_1_4_119__252_TI_I_13,,,,4__6_2__,4__6_2____1_IT_1,4_119,4_119_,4_119_252
363,4,283380,061,6-1,1,1,120,,253,18,TI,I,NUEVOS MINISTERIOS,28,079,MADRID,A,Calle de Raimundo Fernández Villaverde N 67,19990701,19950508,,952.678,25.65,4,90_71,,,4__6_1____1_IT_1_4_120__253_TI_I_18,,,,4__6_1__,4__6_1____1_IT_1,4_120,4_120_,4_120_253
364,4,283587,062,6-2,1,1,120,,254,12,TI,I,NUEVOS MINISTERIOS,28,079,MADRID,A,Calle de Raimundo Fernández Villaverde N 67,19990701,19950508,,760.719,25.57,4,90_71,,,4__6_2____1_IT_1_4_120__254_TI_I_12,,,,4__6_2__,4__6_2____1_IT_1,4_120,4_120_,4_120_254
365,4,336192,004,4,1,1,61,,126,8,TI,I,GOYA,28,079,MADRID,A,Calle de Goya N 68,20070410,20070411,,488.21,22.42,4,91_61,,,4__4_____1_IT_1_4_61__126_TI_I_8,,,,4__4___,4__4_____1_IT_1,4_61,4_61_,4_61_126
366,4,336193,004,4,2,1,61,,127,16,TI,I,GOYA,28,079,MADRID,A,Calle de Goya N 68,20070410,20070411,,575.028,22.42,4,91_61,,,4__4_____2_IT_1_4_61__127_TI_I_16,,,,4__4___,4__4_____2_IT_1,4_61,4_61_,4_61_127
367,4,336192,004,4,1,1,60,,124,7,TI,I,VELAZQUEZ,28,079,MADRID,A,Calle de Núñez de Balboa N 33,20070410,20070411,,362.51,22.42,4,93_366,,,4__4_____1_IT_1_4_60__124_TI_I_7,,,,4__4___,4__4_____1_IT_1,4_60,4_60_,4_60_124
368,4,336193,004,4,2,1,60,,125,17,TI,I,VELAZQUEZ,28,079,MADRID,A,Calle de Núñez de Balboa N 33,20070410,20070411,,487.732,22.42,4,93_366,,,4__4_____2_IT_1_4_60__125_TI_I_17,,,,4__4___,4__4_____2_IT_1,4_60,4_60_,4_60_125
369,4,336192,004,4,1,1,62,,128,9,TI,I,LISTA,28,079,MADRID,A,Calle del Conde de Peñalver N 45,20070410,20070411,,558.569,22.42,4,93_259,,,4__4_____1_IT_1_4_62__128_TI_I_9,,,,4__4___,4__4_____1_IT_1,4_62,4_62_,4_62_128
370,4,336193,004,4,2,1,62,,129,15,TI,I,LISTA,28,079,MADRID,A,Calle del Conde de Peñalver N 45,20070410,20070411,,559.377,22.42,4,93_259,,,4__4_____2_IT_1_4_62__129_TI_I_15,,,,4__4___,4__4_____2_IT_1,4_62,4_62_,4_62_129
371,4,336192,004,4,1,1,63,,130,10,TI,I,DIEGO DE LEON,28,079,MADRID,A,Calle de Diego de León N 69,20070410,20070411,,559.484,22.42,4,92_66,,,4__4_____1_IT_1_4_63__130_TI_I_10,,,,4__4___,4__4_____1_IT_1,4_63,4_63_,4_63_130
372,4,336193,004,4,2,1,63,,131,14,TI,I,DIEGO DE LEON,28,079,MADRID,A,Calle de Diego de León N 69,20070410,20070411,,515.609,22.42,4,92_66,,,4__4_____2_IT_1_4_63__131_TI_I_14,,,,4__4___,4__4_____2_IT_1,4_63,4_63_,4_63_131
373,4,336192,004,4,1,1,64,,132,11,TI,I,AVENIDA DE AMERICA,28,079,MADRID,A,Avda de América N 9A,20070410,20070411,,512.458,22.42,4,90_4,,,4__4_____1_IT_1_4_64__132_TI_I_11,,,,4__4___,4__4_____1_IT_1,4_64,4_64_,4_64_132
374,4,336193,004,4,2,1,64,,133,13,TI,I,AVENIDA DE AMERICA,28,079,MADRID,A,Avda de América N 9A,20070410,20070411,,779.382,22.42,4,90_4,,,4__4_____2_IT_1_4_64__133_TI_I_13,,,,4__4___,4__4_____2_IT_1,4_64,4_64_,4_64_133
375,4,336192,004,4,1,1,65,,134,12,TI,I,PROSPERIDAD,28,079,MADRID,A,Plaza de la Prosperidad N 4,20070410,20070411,,785.926,22.42,4,93_211,,,4__4_____1_IT_1_4_65__134_TI_I_12,,,,4__4___,4__4_____1_IT_1,4_65,4_65_,4_65_134
376,4,336193,004,4,2,1,65,,135,12,TI,I,PROSPERIDAD,28,079,MADRID,A,Plaza de la Prosperidad N 4,20070410,20070411,,853.481,22.42,4,93_211,,,4__4_____2_IT_1_4_65__135_TI_I_12,,,,4__4___,4__4_____2_IT_1,4_65,4_65_,4_65_135
377,4,336192,004,4,1,1,66,,136,13,TI,I,ALFONSO XIII,28,079,MADRID,A,Calle de López de Hoyos N 190,20070410,20070411,,854.036,22.42,4,93_129,,,4__4_____1_IT_1_4_66__136_TI_I_13,,,,4__4___,4__4_____1_IT_1,4_66,4_66_,4_66_136
378,4,336193,004,4,2,1,66,,137,11,TI,I,ALFONSO XIII,28,079,MADRID,A,Calle de López de Hoyos N 190,20070410,20070411,,636.071,22.42,4,93_129,,,4__4_____2_IT_1_4_66__137_TI_I_11,,,,4__4___,4__4_____2_IT_1,4_66,4_66_,4_66_137
379,4,336192,004,4,1,1,68,,140,15,TI,I,ARTURO SORIA,28,079,MADRID,A,Calle de Arturo Soria N 172,20070410,20070411,,756.004,22.42,4,93_74,,,4__4_____1_IT_1_4_68__140_TI_I_15,,,,4__4___,4__4_____1_IT_1,4_68,4_68_,4_68_140
380,4,336193,004,4,2,1,68,,141,9,TI,I,ARTURO SORIA,28,079,MADRID,A,Calle de Arturo Soria N 172,20070410,20070411,,829.154,22.42,4,93_74,,,4__4_____2_IT_1_4_68__141_TI_I_9,,,,4__4___,4__4_____2_IT_1,4_68,4_68_,4_68_141
381,4,336192,004,4,1,1,69,,142,16,TI,I,ESPERANZA,28,079,MADRID,A,Calle de Andorra N 51,20070410,20070411,,832.943,22.42,4,93_207,,,4__4_____1_IT_1_4_69__142_TI_I_16,,,,4__4___,4__4_____1_IT_1,4_69,4_69_,4_69_142
382,4,336193,004,4,2,1,69,,143,8,TI,I,ESPERANZA,28,079,MADRID,A,Calle de Andorra N 51,20070410,20070411,,1287.101,22.42,4,93_207,,,4__4_____2_IT_1_4_69__143_TI_I_8,,,,4__4___,4__4_____2_IT_1,4_69,4_69_,4_69_143
383,4,336192,004,4,1,1,70,,144,17,TI,I,CANILLAS,28,079,MADRID,A,Avda de Machupichu N 64,20070410,20070411,,1279.047,22.42,4,93_164,,,4__4_____1_IT_1_4_70__144_TI_I_17,,,,4__4___,4__4_____1_IT_1,4_70,4_70_,4_70_144
384,4,336193,004,4,2,1,70,,145,7,TI,I,CANILLAS,28,079,MADRID,A,Avda de Machupichu N 64,20070410,20070411,,638.828,22.42,4,93_164,,,4__4_____2_IT_1_4_70__145_TI_I_7,,,,4__4___,4__4_____2_IT_1,4_70,4_70_,4_70_145
385,4,336192,004,4,1,1,71,,146,18,TI,I,MAR DE CRISTAL,28,079,MADRID,A,Gta del Mar de Cristal N 1B,20070410,20070411,,638.119,22.42,4,92_79,,,4__4_____1_IT_1_4_71__146_TI_I_18,,,,4__4___,4__4_____1_IT_1,4_71,4_71_,4_71_146
386,4,336193,004,4,2,1,71,,147,6,TI,I,MAR DE CRISTAL,28,079,MADRID,A,Gta del Mar de Cristal N 1B,20070410,20070411,,473.475,22.42,4,92_79,,,4__4_____2_IT_1_4_71__147_TI_I_6,,,,4__4___,4__4_____2_IT_1,4_71,4_71_,4_71_147
387,4,336192,004,4,1,1,72,,148,19,TI,I,SAN LORENZO,28,079,MADRID,A,Avda de la Barranquilla N 9,20070410,20070411,,475.162328033171,22.42,4,93_337,,,4__4_____1_IT_1_4_72__148_TI_I_19,,,,4__4___,4__4_____1_IT_1,4_72,4_72_,4_72_148
388,4,336193,004,4,2,1,72,,149,5,TI,I,SAN LORENZO,28,079,MADRID,A,Avda de la Barranquilla N 9,20070410,20070411,,695.369,22.42,4,93_337,,,4__4_____2_IT_1_4_72__149_TI_I_5,,,,4__4___,4__4_____2_IT_1,4_72,4_72_,4_72_149
389,4,336192,004,4,1,1,73,,150,20,TI,I,PARQUE DE SANTA MARIA,28,079,MADRID,A,Calle de Santa Virgilia N 1,20070410,20070411,,688.716995836895,22.42,4,93_291,,,4__4_____1_IT_1_4_73__150_TI_I_20,,,,4__4___,4__4_____1_IT_1,4_73,4_73_,4_73_150
390,4,336193,004,4,2,1,73,,151,4,TI,I,PARQUE DE SANTA MARIA,28,079,MADRID,A,Calle de Santa Virgilia N 1,20070410,20070411,,776.977425687897,22.42,4,93_291,,,4__4_____2_IT_1_4_73__151_TI_I_4,,,,4__4___,4__4_____2_IT_1,4_73,4_73_,4_73_151
391,4,336230,003,3,1,1,47,,98,12,TI,I,LAVAPIES,28,079,MADRID,A,Plaza de Lavapiés N 7,20070419,20070421,,456.290867837189,24.99,4,93_258,,,4__3_____1_IT_1_4_47__98_TI_I_12,,,,4__3___,4__3_____1_IT_1,4_47,4_47_,4_47_98
392,4,336231,003,3,2,1,47,,99,7,TI,I,LAVAPIES,28,079,MADRID,A,Plaza de Lavapiés N 7,20070419,20070421,,951.423314994689,24.99,4,93_258,,,4__3_____2_IT_1_4_47__99_TI_I_7,,,,4__3___,4__3_____2_IT_1,4_47,4_47_,4_47_99
393,4,336230,003,3,1,1,50,,104,15,TI,I,PLAZA DE ESPAÑA,28,079,MADRID,A,Plaza de España N 1,20070419,20070421,,566.674148102291,24.99,4,92_64,,,4__3_____1_IT_1_4_50__104_TI_I_15,,,,4__3___,4__3_____1_IT_1,4_50,4_50_,4_50_104
394,4,336231,003,3,2,1,50,,105,4,TI,I,PLAZA DE ESPAÑA,28,079,MADRID,A,Plaza de España N 1,20070419,20070421,,460.924788090876,24.99,4,92_64,,,4__3_____2_IT_1_4_50__105_TI_I_4,,,,4__3___,4__3_____2_IT_1,4_50,4_50_,4_50_105
395,4,336192,004,4,1,1,55,,114,2,TI,I,SAN BERNARDO,28,079,MADRID,A,Gta de Ruiz Jiménez N 5,20070410,20070411,,814.147899981132,22.42,4,93_325,,,4__4_____1_IT_1_4_55__114_TI_I_2,,,,4__4___,4__4_____1_IT_1,4_55,4_55_,4_55_114
396,4,336193,004,4,2,1,55,,115,22,TI,I,SAN BERNARDO,28,079,MADRID,A,Gta de Ruiz Jiménez N 5,20070410,20070411,,389.8528,22.42,4,93_325,,,4__4_____2_IT_1_4_55__115_TI_I_22,,,,4__4___,4__4_____2_IT_1,4_55,4_55_,4_55_115
397,4,336192,004,4,1,1,58,,120,5,TI,I,COLON,28,079,MADRID,A,Plaza de Colón N 2,20070410,20070411,,369.364,22.42,4,92_67,,,4__4_____1_IT_1_4_58__120_TI_I_5,,,,4__4___,4__4_____1_IT_1,4_58,4_58_,4_58_120
398,4,336193,004,4,2,1,58,,121,19,TI,I,COLON,28,079,MADRID,A,Plaza de Colón N 2,20070410,20070411,,500.779,22.42,4,92_67,,,4__4_____2_IT_1_4_58__121_TI_I_19,,,,4__4___,4__4_____2_IT_1,4_58,4_58_,4_58_121
399,4,336414,001,1,1,1,20,,43,23,TI,I,NUEVA NUMANCIA,28,079,MADRID,A,Avda de la Albufera N 70,20070516,20070516,,471.776320047248,22.96,4,93_281,,,4__1_____1_IT_1_4_20__43_TI_I_23,,,,4__1___,4__1_____1_IT_1,4_20,4_20_,4_20_43
400,4,336415,001,1,2,1,20,,44,11,TI,I,NUEVA NUMANCIA,28,079,MADRID,A,Avda de la Albufera N 70,20070516,20070516,,579.662268205629,22.96,4,93_281,,,4__1_____2_IT_1_4_20__44_TI_I_11,,,,4__1___,4__1_____2_IT_1,4_20,4_20_,4_20_44
401,4,336414,001,1,1,1,23,,49,26,TI,I,ALTO DEL ARENAL,28,079,MADRID,A,Calle de Santillana del Mar N 21,20070516,20070516,,654.793467862784,22.96,4,93_137,,,4__1_____1_IT_1_4_23__49_TI_I_26,,,,4__1___,4__1_____1_IT_1,4_23,4_23_,4_23_49
402,4,336415,001,1,2,1,23,,50,8,TI,I,ALTO DEL ARENAL,28,079,MADRID,A,Calle de Santillana del Mar N 21,20070516,20070516,,627.63554515778,22.96,4,93_137,,,4__1_____2_IT_1_4_23__50_TI_I_8,,,,4__1___,4__1_____2_IT_1,4_23,4_23_,4_23_50
403,4,344339,002,2,1,1,37,,78,15,TI,I,SANTO DOMINGO,28,079,MADRID,A,Calle de San Bernardo N 11,20110311,20110316,,436.102,24.22,4,91_62,,,4__2_____1_IT_1_4_37__78_TI_I_15,,,,4__2___,4__2_____1_IT_1,4_37,4_37_,4_37_78
404,4,344340,002,2,2,1,37,,79,6,TI,I,SANTO DOMINGO,28,079,MADRID,A,Calle de San Bernardo N 11,20110311,20110316,,403.827,24.22,4,91_62,,,4__2_____2_IT_1_4_37__79_TI_I_6,,,,4__2___,4__2_____2_IT_1,4_37,4_37_,4_37_79
405,4,344339,002,2,1,1,40,,84,18,TI,I,QUEVEDO,28,079,MADRID,A,Gta de Quevedo N 1,20110311,20110316,,296.626,24.22,4,93_309,,,4__2_____1_IT_1_4_40__84_TI_I_18,,,,4__2___,4__2_____1_IT_1,4_40,4_40_,4_40_84
406,4,344340,002,2,2,1,40,,85,3,TI,I,QUEVEDO,28,079,MADRID,A,Gta de Quevedo N 1,20110311,20110316,,707.45,24.22,4,93_309,,,4__2_____2_IT_1_4_40__85_TI_I_3,,,,4__2___,4__2_____2_IT_1,4_40,4_40_,4_40_85
407,4,344339,002,2,1,1,42,,89,20,TI,T,CUATRO CAMINOS,28,079,MADRID,A,Gta de Cuatro Caminos N 10,20110311,20110316,,748.273,24.22,4,91_40,,,4__2_____1_IT_1_4_42__89_TI_T_20,,,,4__2___,4__2_____1_IT_1,4_42,4_42_,4_42_89
408,4,344340,002,2,2,1,42,,88,1,TI,T,CUATRO CAMINOS,28,079,MADRID,A,Gta de Cuatro Caminos N 10,20110311,20110316,,0,0,4,91_40,,,4__2_____2_IT_1_4_42__88_TI_T_1,,,,4__2___,4__2_____2_IT_1,4_42,4_42_,4_42_88
409,4,344339,002,2,1,1,30,,64,8,TI,I,GOYA,28,079,MADRID,A,Calle de Alcalá N 96,20110311,20110316,,631.042,24.22,4,91_61,,,4__2_____1_IT_1_4_30__64_TI_I_8,,,,4__2___,4__2_____1_IT_1,4_30,4_30_,4_30_64
410,4,344340,002,2,2,1,30,,65,13,TI,I,GOYA,28,079,MADRID,A,Calle de Alcalá N 96,20110311,20110316,,408.935,24.22,4,91_61,,,4__2_____2_IT_1_4_30__65_TI_I_13,,,,4__2___,4__2_____2_IT_1,4_30,4_30_,4_30_65
411,4,344339,002,2,1,1,33,,70,11,TI,I,BANCO DE ESPAÑA,28,079,MADRID,A,Calle de Alcalá N 49,20110311,20110316,,747.072,24.22,4,92_60,,,4__2_____1_IT_1_4_33__70_TI_I_11,,,,4__2___,4__2_____1_IT_1,4_33,4_33_,4_33_70
412,4,344340,002,2,2,1,33,,71,10,TI,I,BANCO DE ESPAÑA,28,079,MADRID,A,Calle de Alcalá N 49,20110311,20110316,,450.957,24.22,4,92_60,,,4__2_____2_IT_1_4_33__71_TI_I_10,,,,4__2___,4__2_____2_IT_1,4_33,4_33_,4_33_71
413,4,344339,002,2,1,1,34,,72,12,TI,I,SEVILLA,28,079,MADRID,A,Calle de Alcalá N 23,20110311,20110316,,450.157,24.22,4,92_345,,,4__2_____1_IT_1_4_34__72_TI_I_12,,,,4__2___,4__2_____1_IT_1,4_34,4_34_,4_34_72
414,4,344340,002,2,2,1,34,,73,9,TI,I,SEVILLA,28,079,MADRID,A,Calle de Alcalá N 23,20110311,20110316,,339.367,24.22,4,92_345,,,4__2_____2_IT_1_4_34__73_TI_I_9,,,,4__2___,4__2_____2_IT_1,4_34,4_34_,4_34_73
415,4,283064,ROP,R,1,1,237,,1,1,TI,C,OPERA,28,079,MADRID,A,Plaza de Isabel II N 9,19990520,19941223,,0,0,4,92_31,,,4__R_____1_IT_1_4_237__1_TI_C_1,,,,4__R___,4__R_____1_IT_1,4_237,4_237_,4_237_1
416,4,331723,ROP,R,2,1,237,,2,2,TI,C,OPERA,28,079,MADRID,A,Plaza de Isabel II N 9,20030214,19941223,,980.626,19.001,4,92_31,,,4__R_____2_IT_1_4_237__2_TI_C_2,,,,4__R___,4__R_____2_IT_1,4_237,4_237_,4_237_2
417,4,336415,001,1,2,1,3,,10,28,TI,I,TETUAN,28,079,MADRID,A,Calle de Bravo Murillo N 264,20070516,20070516,,756.859637435045,22.96,4,93_348,,,4__1_____2_IT_1_4_3__10_TI_I_28,,,,4__1___,4__1_____2_IT_1,4_3,4_3_,4_3_10
418,4,336414,001,1,1,1,3,,9,6,TI,I,TETUAN,28,079,MADRID,A,Calle de Bravo Murillo N 264,20070516,20070516,,560.104415828306,22.96,4,93_348,,,4__1_____1_IT_1_4_3__9_TI_I_6,,,,4__1___,4__1_____1_IT_1,4_3,4_3_,4_3_9
419,4,336415,001,1,2,1,5,,14,26,TI,I,ALVARADO,28,079,MADRID,A,Calle de Bravo Murillo N 138,20070516,20070516,,450.806719380189,22.96,4,93_136,,,4__1_____2_IT_1_4_5__14_TI_I_26,,,,4__1___,4__1_____2_IT_1,4_5,4_5_,4_5_14
420,4,336414,001,1,1,1,5,,13,8,TI,I,ALVARADO,28,079,MADRID,A,Calle de Bravo Murillo N 138,20070516,20070516,,537.532393180297,22.96,4,93_136,,,4__1_____1_IT_1_4_5__13_TI_I_8,,,,4__1___,4__1_____1_IT_1,4_5,4_5_,4_5_13
421,4,336414,001,1,1,1,8,,19,11,TI,I,IGLESIA,28,079,MADRID,A,Gta del Pintor Sorolla N 2,20070516,20070516,,744.950392363964,22.96,4,93_237,,,4__1_____1_IT_1_4_8__19_TI_I_11,,,,4__1___,4__1_____1_IT_1,4_8,4_8_,4_8_19
422,4,336415,001,1,2,1,8,,20,23,TI,I,IGLESIA,28,079,MADRID,A,Gta del Pintor Sorolla N 2,20070516,20070516,,711.176805071924,22.96,4,93_237,,,4__1_____2_IT_1_4_8__20_TI_I_23,,,,4__1___,4__1_____2_IT_1,4_8,4_8_,4_8_20
423,4,336314,008,8,1,1,159,,333,6,TI,I,AEROPUERTO T1 T2 T3,28,079,MADRID,A,Avda de la Hispanidad N SN,20070503,20070503,,4057.627,43.29,4,90_34,,,4__8_____1_IT_1_4_159__333_TI_I_6,,,,4__8___,4__8_____1_IT_1,4_159,4_159_,4_159_333
424,4,336315,008,8,2,1,159,,334,3,TI,I,AEROPUERTO T1 T2 T3,28,079,MADRID,A,Avda de la Hispanidad N SN,20070503,20070503,,1434.89,43.29,4,90_34,,,4__8_____2_IT_1_4_159__334_TI_I_3,,,,4__8___,4__8_____2_IT_1,4_159,4_159_,4_159_334
425,4,336314,008,8,1,1,160,,335,7,TI,I,BARAJAS,28,079,MADRID,A,Cmno  Viejo de Hortaleza N 10,20070503,20070503,,1430.526,43.29,4,92_37,,,4__8_____1_IT_1_4_160__335_TI_I_7,,,,4__8___,4__8_____1_IT_1,4_160,4_160_,4_160_335
426,4,336315,008,8,2,1,160,,336,2,TI,I,BARAJAS,28,079,MADRID,A,Cmno  Viejo de Hortaleza N 10,20070503,20070503,,2088.516,43.29,4,92_37,,,4__8_____2_IT_1_4_160__336_TI_I_2,,,,4__8___,4__8_____2_IT_1,4_160,4_160_,4_160_336
427,4,335631,005,5,1,1,99,,203,28,TI,I,EUGENIA DE MONTIJO,28,079,MADRID,A,Calle de Ocaña N 86,20061123,20061124,,589.297,23.38,4,93_213,,,4__5_____1_IT_1_4_99__203_TI_I_28,,,,4__5___,4__5_____1_IT_1,4_99,4_99_,4_99_203
428,4,335632,005,5,2,1,99,,204,5,TI,I,EUGENIA DE MONTIJO,28,079,MADRID,A,Calle de Ocaña N 86,20061123,20061124,,923.604,23.38,4,93_213,,,4__5_____2_IT_1_4_99__204_TI_I_5,,,,4__5___,4__5_____2_IT_1,4_99,4_99_,4_99_204
429,4,336414,001,1,1,1,21,,45,24,TI,I,PORTAZGO,28,079,MADRID,A,Avda de la Albufera N 131,20070516,20070516,,579.104597017921,22.96,4,93_302,,,4__1_____1_IT_1_4_21__45_TI_I_24,,,,4__1___,4__1_____1_IT_1,4_21,4_21_,4_21_45
