NumeroLineaUsuario,wikidata:NumeroLineaUsuario,Sentido,Denominacion,wikidata:Denominacion,CodigoMunicipio,Municipio,wikidata:Municipio,CoronaTarifaria,Direccion,LongitudTramoAnterior,VelocidadTramoAnterior
Madrid Metro Line 7,https://www.wikidata.org/wiki/Q1826683,2,Hospital del Henares,https://www.wikidata.org/wiki/Q3786852,49,Coslada,https://www.wikidata.org/wiki/Q164197,B1,Cmno del Tiro N SN,690.8617,33.38
Madrid Metro Line 12,https://www.wikidata.org/wiki/Q1558864,1,Loranca,https://www.wikidata.org/wiki/Q2484967,58,Fuenlabrada,https://www.wikidata.org/wiki/Q54902,B2,Calle de la Alegria N 4,2902.405,40.53
Madrid Metro Line 12,https://www.wikidata.org/wiki/Q1558864,1,Loranca,https://www.wikidata.org/wiki/Q2484967,58,Fuenlabrada,https://www.wikidata.org/wiki/Q54902,B2,Calle de la Alegria N 4,2277.269,40.59
Madrid Metro Line 12,https://www.wikidata.org/wiki/Q1558864,1,Hospital de Fuenlabrada,https://www.wikidata.org/wiki/Q576330,58,Fuenlabrada,https://www.wikidata.org/wiki/Q54902,B2,Cmno del Molino N 3,2277.737,40.53
Madrid Metro Line 12,https://www.wikidata.org/wiki/Q1558864,1,Hospital de Fuenlabrada,https://www.wikidata.org/wiki/Q576330,58,Fuenlabrada,https://www.wikidata.org/wiki/Q54902,B2,Cmno del Molino N 3,720.332,40.59
Madrid Metro Line 12,https://www.wikidata.org/wiki/Q1558864,1,Parque Europa,https://www.wikidata.org/wiki/Q2484940,58,Fuenlabrada,https://www.wikidata.org/wiki/Q54902,B2,Calle de Francia N 34,719.981,40.53
Madrid Metro Line 12,https://www.wikidata.org/wiki/Q1558864,1,Parque Europa,https://www.wikidata.org/wiki/Q2484940,58,Fuenlabrada,https://www.wikidata.org/wiki/Q54902,B2,Calle de Francia N 34,875.905,40.59
Madrid Metro Line 12,https://www.wikidata.org/wiki/Q1558864,1,Fuenlabrada Central,https://www.wikidata.org/wiki/Q10948342,58,Fuenlabrada,https://www.wikidata.org/wiki/Q54902,B2,Calle de la Via SN SN,877.74,40.53
Madrid Metro Line 12,https://www.wikidata.org/wiki/Q1558864,1,Fuenlabrada Central,https://www.wikidata.org/wiki/Q10948342,58,Fuenlabrada,https://www.wikidata.org/wiki/Q54902,B2,Calle de la Via SN SN,1303.514,40.59
Madrid Metro Line 12,https://www.wikidata.org/wiki/Q1558864,1,Parque de los Estados,https://www.wikidata.org/wiki/Q2484454,58,Fuenlabrada,https://www.wikidata.org/wiki/Q54902,B2,Calle de Venezuela N 2,1300.089,40.53
Madrid Metro Line 12,https://www.wikidata.org/wiki/Q1558864,1,Parque de los Estados,https://www.wikidata.org/wiki/Q2484454,58,Fuenlabrada,https://www.wikidata.org/wiki/Q54902,B2,Calle de Venezuela N 2,2720.007,40.59
Madrid Metro Line 12,https://www.wikidata.org/wiki/Q1558864,1,Arroyo Culebro,https://www.wikidata.org/wiki/Q2484959,65,Getafe,https://www.wikidata.org/wiki/Q8802,B1,Paseo de Juan Jose Roson N 1,2719.907,40.53
Madrid Metro Line 12,https://www.wikidata.org/wiki/Q1558864,1,Arroyo Culebro,https://www.wikidata.org/wiki/Q2484959,65,Getafe,https://www.wikidata.org/wiki/Q8802,B1,Paseo de Juan Jose Roson N 1,954.156,40.59
Madrid Metro Line 12,https://www.wikidata.org/wiki/Q1558864,1,Conservatorio,https://www.wikidata.org/wiki/Q602081,65,Getafe,https://www.wikidata.org/wiki/Q8802,B1,Avda de las Arcas del Agua N 5,950.642,40.53
Madrid Metro Line 12,https://www.wikidata.org/wiki/Q1558864,1,Conservatorio,https://www.wikidata.org/wiki/Q602081,65,Getafe,https://www.wikidata.org/wiki/Q8802,B1,Avda de las Arcas del Agua N 5,1218.564,40.59
Madrid Metro Line 12,https://www.wikidata.org/wiki/Q1558864,1,Alonso de Mendoza,https://www.wikidata.org/wiki/Q2484972,65,Getafe,https://www.wikidata.org/wiki/Q8802,B1,Calle del Greco N 6,1215.894,40.53
Madrid Metro Line 12,https://www.wikidata.org/wiki/Q1558864,1,Alonso de Mendoza,https://www.wikidata.org/wiki/Q2484972,65,Getafe,https://www.wikidata.org/wiki/Q8802,B1,Calle del Greco N 6,1311.296,40.59
Madrid Metro Line 12,https://www.wikidata.org/wiki/Q1558864,1,Getafe Central,https://www.wikidata.org/wiki/Q2485075,65,Getafe,https://www.wikidata.org/wiki/Q8802,B1,Calle  Ferrocarril N 2,1319.163,40.53
Madrid Metro Line 12,https://www.wikidata.org/wiki/Q1558864,1,Getafe Central,https://www.wikidata.org/wiki/Q2485075,65,Getafe,https://www.wikidata.org/wiki/Q8802,B1,Calle  Ferrocarril N 2,1328.239,40.59
Madrid Metro Line 12,https://www.wikidata.org/wiki/Q1558864,1,Juan de la Cierva,https://www.wikidata.org/wiki/Q592352,65,Getafe,https://www.wikidata.org/wiki/Q8802,B1,Avda de Espana N 20,1577.403,40.59
Madrid Metro Line 12,https://www.wikidata.org/wiki/Q1558864,1,Juan de la Cierva,https://www.wikidata.org/wiki/Q592352,65,Getafe,https://www.wikidata.org/wiki/Q8802,B1,Avda de Espana N 20,1323.72,40.53
Madrid Metro Line 12,https://www.wikidata.org/wiki/Q1558864,1,El Casar,https://www.wikidata.org/wiki/Q2778422,65,Getafe,https://www.wikidata.org/wiki/Q8802,B1,Avda del Casar N 2,819.974,40.59
Madrid Metro Line 12,https://www.wikidata.org/wiki/Q1558864,1,El Casar,https://www.wikidata.org/wiki/Q2778422,65,Getafe,https://www.wikidata.org/wiki/Q8802,B1,Avda del Casar N 2,1572.088,40.53
Madrid Metro Line 12,https://www.wikidata.org/wiki/Q1558864,1,Los Espartales,https://www.wikidata.org/wiki/Q2485060,65,Getafe,https://www.wikidata.org/wiki/Q8802,B1,Avda   Rigoberta Menchu N 3,1199.174,40.59
Madrid Metro Line 12,https://www.wikidata.org/wiki/Q1558864,1,Los Espartales,https://www.wikidata.org/wiki/Q2485060,65,Getafe,https://www.wikidata.org/wiki/Q8802,B1,Avda   Rigoberta Menchu N 3,817.647,40.53
Madrid Metro Line 12,https://www.wikidata.org/wiki/Q1558864,1,El Bercial,https://www.wikidata.org/wiki/Q2485050,65,Getafe,https://www.wikidata.org/wiki/Q8802,B1,Avda   Comandante Jose Manuel Ripolles N 4,1550.37,40.59
Madrid Metro Line 12,https://www.wikidata.org/wiki/Q1558864,1,El Bercial,https://www.wikidata.org/wiki/Q2485050,65,Getafe,https://www.wikidata.org/wiki/Q8802,B1,Avda   Comandante Jose Manuel Ripolles N 4,1199.883,40.53
Madrid Metro Line 12,https://www.wikidata.org/wiki/Q1558864,1,El Carrascal,https://www.wikidata.org/wiki/Q2485042,74,Leganes,https://www.wikidata.org/wiki/Q77433,B1,Avda   Rey Juan Carlos I N 85,1056.813,40.59
Madrid Metro Line 12,https://www.wikidata.org/wiki/Q1558864,1,El Carrascal,https://www.wikidata.org/wiki/Q2485042,74,Leganes,https://www.wikidata.org/wiki/Q77433,B1,Avda   Rey Juan Carlos I N 85,1544.318,40.53
Madrid Metro Line 12,https://www.wikidata.org/wiki/Q1558864,1,Julian Besteiro,https://www.wikidata.org/wiki/Q2484526,74,Leganes,https://www.wikidata.org/wiki/Q77433,B1,Avda   Rey Juan Carlos I N 23A,1058.544,40.53
Madrid Metro Line 12,https://www.wikidata.org/wiki/Q1558864,1,Julian Besteiro,https://www.wikidata.org/wiki/Q2484526,74,Leganes,https://www.wikidata.org/wiki/Q77433,B1,Avda   Rey Juan Carlos I N 23A,1367.971,40.59
Madrid Metro Line 12,https://www.wikidata.org/wiki/Q1558864,1,Casa del Reloj,https://www.wikidata.org/wiki/Q2486887,74,Leganes,https://www.wikidata.org/wiki/Q77433,B1,Avda   Gibraltar N 11,1363.821,40.53
Madrid Metro Line 12,https://www.wikidata.org/wiki/Q1558864,1,Casa del Reloj,https://www.wikidata.org/wiki/Q2486887,74,Leganes,https://www.wikidata.org/wiki/Q77433,B1,Avda   Gibraltar N 11,848.544,40.59
Madrid Metro Line 12,https://www.wikidata.org/wiki/Q1558864,1,Hospital Severo Ochoa,https://www.wikidata.org/wiki/Q2485068,74,Leganes,https://www.wikidata.org/wiki/Q77433,B1,Avda   Orellana N 3,852.28,40.53
Madrid Metro Line 12,https://www.wikidata.org/wiki/Q1558864,1,Hospital Severo Ochoa,https://www.wikidata.org/wiki/Q2485068,74,Leganes,https://www.wikidata.org/wiki/Q77433,B1,Avda   Orellana N 3,1089.877,40.59
Madrid Metro Line 12,https://www.wikidata.org/wiki/Q1558864,1,Leganes Central,https://www.wikidata.org/wiki/Q10948997,74,Leganes,https://www.wikidata.org/wiki/Q77433,B1,Calle  Virgen del Camino N 1,1100.396,40.53
Madrid Metro Line 12,https://www.wikidata.org/wiki/Q1558864,1,Leganes Central,https://www.wikidata.org/wiki/Q10948997,74,Leganes,https://www.wikidata.org/wiki/Q77433,B1,Calle  Virgen del Camino N 1,1170.18,40.59
Madrid Metro Line 12,https://www.wikidata.org/wiki/Q1558864,1,San Nicasio,https://www.wikidata.org/wiki/Q2484393,74,Leganes,https://www.wikidata.org/wiki/Q77433,B1,Avda   Mar Mediterraneo SN SN,1164.882,40.53
Madrid Metro Line 12,https://www.wikidata.org/wiki/Q1558864,1,San Nicasio,https://www.wikidata.org/wiki/Q2484393,74,Leganes,https://www.wikidata.org/wiki/Q77433,B1,Avda   Mar Mediterraneo SN SN,3368.456,40.59
Madrid Metro Line 11,https://www.wikidata.org/wiki/Q608251,2,La Fortuna,https://www.wikidata.org/wiki/Q3820855,74,Leganes,https://www.wikidata.org/wiki/Q77433,B1,Calle   San Jose N 40,0.1,0.1
Madrid Metro Line 11,https://www.wikidata.org/wiki/Q608251,1,La Fortuna,https://www.wikidata.org/wiki/Q3820855,74,Leganes,https://www.wikidata.org/wiki/Q77433,B1,Calle   San Jose N 40,2357.2088,26.52
Madrid Metro Line 1,https://www.wikidata.org/wiki/Q1826675,1,Sierra de Guadalupe,https://www.wikidata.org/wiki/Q2479478,79,Madrid,https://www.wikidata.org/wiki/Q2807,A,Avda de la Democracia N 1,1344.99593007363,22.96
Madrid Metro Line 1,https://www.wikidata.org/wiki/Q1826675,2,Sierra de Guadalupe,https://www.wikidata.org/wiki/Q2479478,79,Madrid,https://www.wikidata.org/wiki/Q2807,A,Avda de la Democracia N 1,482.366086617047,22.96
Madrid Metro Line 1,https://www.wikidata.org/wiki/Q1826675,1,Villa de Vallecas,https://www.wikidata.org/wiki/Q630441,79,Madrid,https://www.wikidata.org/wiki/Q2807,A,Paseo de Federico Garcia Lorca N 2,483.080889681132,22.96
Madrid Metro Line 1,https://www.wikidata.org/wiki/Q1826675,2,Villa de Vallecas,https://www.wikidata.org/wiki/Q630441,79,Madrid,https://www.wikidata.org/wiki/Q2807,A,Paseo de Federico Garcia Lorca N 2,804.798848625823,22.96
Madrid Metro Line 7,https://www.wikidata.org/wiki/Q1826683,1,Islas Filipinas,https://www.wikidata.org/wiki/Q966680,79,Madrid,https://www.wikidata.org/wiki/Q2807,A,Calle de Cea Bermudez N 54,750.736,27.77
Madrid Metro Line 7,https://www.wikidata.org/wiki/Q1826683,2,Islas Filipinas,https://www.wikidata.org/wiki/Q966680,79,Madrid,https://www.wikidata.org/wiki/Q2807,A,Calle de Cea Bermudez N 54,1459.635,27.77
Madrid Metro Line 7,https://www.wikidata.org/wiki/Q1826683,1,Guzman el Bueno,https://www.wikidata.org/wiki/Q2482402,79,Madrid,https://www.wikidata.org/wiki/Q2807,A,Calle de Guzman el Bueno N 118,1468.397,27.77
Madrid Metro Line 7,https://www.wikidata.org/wiki/Q1826683,2,Guzman el Bueno,https://www.wikidata.org/wiki/Q2482402,79,Madrid,https://www.wikidata.org/wiki/Q2807,A,Calle de Guzman el Bueno N 118,1123.902,27.77
Madrid Metro Line 7,https://www.wikidata.org/wiki/Q1826683,1,Francos Rodriguez,https://www.wikidata.org/wiki/Q774677,79,Madrid,https://www.wikidata.org/wiki/Q2807,A,Avda de Pablo Iglesias N 87,1124.824,27.77
Madrid Metro Line 7,https://www.wikidata.org/wiki/Q1826683,2,Francos Rodriguez,https://www.wikidata.org/wiki/Q774677,79,Madrid,https://www.wikidata.org/wiki/Q2807,A,Avda de Pablo Iglesias N 87,1210.813,27.77
Madrid Metro Line 7,https://www.wikidata.org/wiki/Q1826683,1,Antonio Machado,https://www.wikidata.org/wiki/Q2482040,79,Madrid,https://www.wikidata.org/wiki/Q2807,A,Calle de Valderrodrigo N 55,886.558,27.77
Madrid Metro Line 7,https://www.wikidata.org/wiki/Q1826683,2,Antonio Machado,https://www.wikidata.org/wiki/Q2482040,79,Madrid,https://www.wikidata.org/wiki/Q2807,A,Calle de Valderrodrigo N 55,660.992,27.77
Madrid Metro Line 7,https://www.wikidata.org/wiki/Q1826683,1,Penagrande,https://www.wikidata.org/wiki/Q2058663,79,Madrid,https://www.wikidata.org/wiki/Q2807,A,Cmno de Ganapanes N 35,655.011,27.77
Madrid Metro Line 7,https://www.wikidata.org/wiki/Q1826683,2,Penagrande,https://www.wikidata.org/wiki/Q2058663,79,Madrid,https://www.wikidata.org/wiki/Q2807,A,Cmno de Ganapanes N 35,550.938,27.77
Madrid Metro Line 7,https://www.wikidata.org/wiki/Q1826683,1,Lacoma,https://www.wikidata.org/wiki/Q2482146,79,Madrid,https://www.wikidata.org/wiki/Q2807,A,Calle de Riscos de Polanco N 3,679.682,27.77
Madrid Metro Line 7,https://www.wikidata.org/wiki/Q1826683,2,Lacoma,https://www.wikidata.org/wiki/Q2482146,79,Madrid,https://www.wikidata.org/wiki/Q2807,A,Calle de Riscos de Polanco N 3,1270.80016785791,27.77
Madrid Metro Line 7,https://www.wikidata.org/wiki/Q1826683,1,Pitis,https://www.wikidata.org/wiki/Q2697462,79,Madrid,https://www.wikidata.org/wiki/Q2807,A,Ctra a la Estacion de Pitis N 19,1276.08922075483,27.77
Madrid Metro Line 7,https://www.wikidata.org/wiki/Q1826683,2,Pitis,https://www.wikidata.org/wiki/Q2697462,79,Madrid,https://www.wikidata.org/wiki/Q2807,A,Ctra a la Estacion de Pitis N 19,0.1,0.1
Madrid Metro Line 1,https://www.wikidata.org/wiki/Q1826675,1,Congosto,https://www.wikidata.org/wiki/Q934059,79,Madrid,https://www.wikidata.org/wiki/Q2807,A,Calle del Congosto N 48,804.115683007007,22.96
Madrid Metro Line 1,https://www.wikidata.org/wiki/Q1826675,2,Congosto,https://www.wikidata.org/wiki/Q934059,79,Madrid,https://www.wikidata.org/wiki/Q2807,A,Calle del Congosto N 48,601.331659011156,22.96
Madrid Metro Line 5,https://www.wikidata.org/wiki/Q1568028,1,Canillejas,https://www.wikidata.org/wiki/Q930999,79,Madrid,https://www.wikidata.org/wiki/Q2807,A,Calle de Alcala N 631,1419.7351,23.38
Madrid Metro Line 5,https://www.wikidata.org/wiki/Q1568028,2,Canillejas,https://www.wikidata.org/wiki/Q930999,79,Madrid,https://www.wikidata.org/wiki/Q2807,A,Calle de Alcala N 631,983.497,23.38
Madrid Metro Line 5,https://www.wikidata.org/wiki/Q1568028,1,Torre Arias,https://www.wikidata.org/wiki/Q2056497,79,Madrid,https://www.wikidata.org/wiki/Q2807,A,Calle de Alcala N 557,985.045,23.38
Madrid Metro Line 5,https://www.wikidata.org/wiki/Q1568028,2,Torre Arias,https://www.wikidata.org/wiki/Q2056497,79,Madrid,https://www.wikidata.org/wiki/Q2807,A,Calle de Alcala N 557,784.431,23.38
Madrid Metro Line 5,https://www.wikidata.org/wiki/Q1568028,1,Suanzes,https://www.wikidata.org/wiki/Q2481009,79,Madrid,https://www.wikidata.org/wiki/Q2807,A,Calle de Alcala N 527,785.008,23.38
Madrid Metro Line 5,https://www.wikidata.org/wiki/Q1568028,2,Suanzes,https://www.wikidata.org/wiki/Q2481009,79,Madrid,https://www.wikidata.org/wiki/Q2807,A,Calle de Alcala N 527,943.435,23.38
Madrid Metro Line 5,https://www.wikidata.org/wiki/Q1568028,1,Ciudad Lineal,https://www.wikidata.org/wiki/Q2054883,79,Madrid,https://www.wikidata.org/wiki/Q2807,A,Calle de Arturo Soria N 2,943.039,23.38
Madrid Metro Line 5,https://www.wikidata.org/wiki/Q1568028,2,Ciudad Lineal,https://www.wikidata.org/wiki/Q2054883,79,Madrid,https://www.wikidata.org/wiki/Q2807,A,Calle de Arturo Soria N 2,540.268,23.38
Madrid Metro Line 5,https://www.wikidata.org/wiki/Q1568028,1,Pueblo Nuevo,https://www.wikidata.org/wiki/Q384453,79,Madrid,https://www.wikidata.org/wiki/Q2807,A,Calle de Alcala N 372,539.239,23.38
Madrid Metro Line 5,https://www.wikidata.org/wiki/Q1568028,2,Pueblo Nuevo,https://www.wikidata.org/wiki/Q384453,79,Madrid,https://www.wikidata.org/wiki/Q2807,A,Calle de Alcala N 372,529.166,23.38
Madrid Metro Line 5,https://www.wikidata.org/wiki/Q1568028,1,Quintana,https://www.wikidata.org/wiki/Q2480845,79,Madrid,https://www.wikidata.org/wiki/Q2807,A,Calle de la Virgen del Sagrario N 2,530.192,23.38
Madrid Metro Line 5,https://www.wikidata.org/wiki/Q1568028,2,Quintana,https://www.wikidata.org/wiki/Q2480845,79,Madrid,https://www.wikidata.org/wiki/Q2807,A,Calle de la Virgen del Sagrario N 2,713.243,23.38
Madrid Metro Line 5,https://www.wikidata.org/wiki/Q1568028,1,El Carmen,https://www.wikidata.org/wiki/Q2480869,79,Madrid,https://www.wikidata.org/wiki/Q2807,A,Calle de Raquel Meller N 2,713.966,23.38
Madrid Metro Line 5,https://www.wikidata.org/wiki/Q1568028,2,El Carmen,https://www.wikidata.org/wiki/Q2480869,79,Madrid,https://www.wikidata.org/wiki/Q2807,A,Calle de Raquel Meller N 2,694.314,23.38
Madrid Metro Line 5,https://www.wikidata.org/wiki/Q1568028,1,Ventas,https://www.wikidata.org/wiki/Q2014690,79,Madrid,https://www.wikidata.org/wiki/Q2807,A,Calle de Alcala N 204,697.93,23.38
Madrid Metro Line 5,https://www.wikidata.org/wiki/Q1568028,2,Ventas,https://www.wikidata.org/wiki/Q2014690,79,Madrid,https://www.wikidata.org/wiki/Q2807,A,Calle de Alcala N 204,877.005,23.38
Madrid Metro Line 5,https://www.wikidata.org/wiki/Q1568028,1,Nunez de Balboa,https://www.wikidata.org/wiki/Q782924,79,Madrid,https://www.wikidata.org/wiki/Q2807,A,Calle de Juan Bravo N 20,669.974,23.38
Madrid Metro Line 5,https://www.wikidata.org/wiki/Q1568028,2,Nunez de Balboa,https://www.wikidata.org/wiki/Q782924,79,Madrid,https://www.wikidata.org/wiki/Q2807,A,Calle de Juan Bravo N 20,668.393,23.38
Madrid Metro Line 5,https://www.wikidata.org/wiki/Q1568028,1,Ruben Dario,https://www.wikidata.org/wiki/Q2056886,79,Madrid,https://www.wikidata.org/wiki/Q2807,A,Paseo de Eduardo Dato N 33,667.161,23.38
Madrid Metro Line 5,https://www.wikidata.org/wiki/Q1568028,2,Ruben Dario,https://www.wikidata.org/wiki/Q2056886,79,Madrid,https://www.wikidata.org/wiki/Q2807,A,Paseo de Eduardo Dato N 33,704.856,23.38
Madrid Metro Line 5,https://www.wikidata.org/wiki/Q1568028,1,Alonso Martinez,https://www.wikidata.org/wiki/Q2481198,79,Madrid,https://www.wikidata.org/wiki/Q2807,A,Calle de Almagro N 4,700.584,23.38
Madrid Metro Line 5,https://www.wikidata.org/wiki/Q1568028,2,Alonso Martinez,https://www.wikidata.org/wiki/Q2481198,79,Madrid,https://www.wikidata.org/wiki/Q2807,A,Calle de Almagro N 4,713.881,23.38
